gene_symbol	GSM3579251	GSM3579254	GSM3579253	GSM3579252	GSM3579256	GSM3579257	GSM3579255	GSM3579260	GSM3579250	GSM3579259	GSM3579249	GSM3579258
0610005C13Rik	9.609375	8.4140625	8.90625	9.0234375	9.4609375	8.859375	8.4609375	9.40625	9.796875	9.3515625	9.734375	8.7578125
0610006L08Rik	4.5625	4.1171875	4.05859375	3.96484375	3.919921875	4.03515625	4.03515625	3.580078125	3.861328125	3.888671875	3.95703125	3.970703125
0610007P14Rik	10.8671875	11.2578125	11.34375	11.3203125	10.8671875	11.46875	10.9140625	11.03125	10.78125	11.0078125	11.0234375	11.0078125
0610009B22Rik	10.1953125	10.296875	10.03125	10.40625	9.9375	10.0234375	10.171875	10.0859375	10.546875	10.2421875	10.109375	10.1015625
0610009L18Rik	6.2890625	6.28515625	5.95703125	6.16796875	6.453125	6.14453125	5.95703125	6.0703125	6.15234375	6.1953125	6.28125	6.10546875
0610009O20Rik	7.0234375	6.96484375	7.056640625	6.87890625	6.88671875	6.974609375	7.0703125	7.0234375	6.94140625	7.10546875	7.1171875	7.01171875
0610010F05Rik	7.51953125	7.423828125	7.31640625	7.578125	7.130859375	7.2890625	7.421875	7.10546875	7.484375	7.009765625	7.33984375	7.13671875
0610010K14Rik	7.388671875	7.306640625	7.19921875	7.427734375	6.953125	7.26953125	7.08203125	7.0859375	7.140625	7.18359375	7.1875	7.181640625
0610011F06Rik	10.1015625	10.234375	10.3125	10.37109375	9.828125	10.14453125	9.96484375	10.0390625	10.41015625	10.09765625	10.203125	9.953125
0610012G03Rik	8.524739583333334	8.384114583333334	8.51171875	8.609375	8.19921875	8.375	8.5546875	8.200520833333334	8.559895833333334	8.365885416666666	8.4453125	8.333333333333334
0610025J13Rik	5.7265625	5.23828125	5.86328125	5.578125	5.453125	5.453125	5.45703125	5.55078125	5.48046875	5.53515625	5.64453125	5.5
0610030E20Rik	8.8671875	8.666015625	8.6640625	8.71875	8.318359375	8.689453125	8.71484375	8.6484375	8.845703125	8.736328125	8.841796875	8.650390625
0610033M10Rik	5.9375	6.11328125	6.015625	6.1328125	5.796875	6.01953125	5.90234375	5.9921875	6.07421875	5.91015625	5.953125	6.0
0610037L13Rik	7.0390625	6.959375	6.83203125	6.942578125	6.733203125	6.840625	6.941796875	6.826953125	6.97265625	7.030859375	7.01328125	6.766015625
0610038B21Rik	5.30859375	4.8828125	5.0859375	4.96875	4.7421875	5.0703125	5.171875	4.953125	4.890625	5.234375	5.06640625	5.0234375
0610039K10Rik	3.51953125	3.177734375	3.19921875	3.26171875	3.673828125	3.291015625	3.37109375	3.31640625	3.0859375	3.35546875	3.365234375	3.318359375
0610040A22Rik	4.3359375	3.984375	4.04296875	4.1640625	3.890625	4.1328125	4.0390625	4.1015625	3.953125	3.90234375	4.29296875	3.9296875
0610040B10Rik	5.40625	5.666015625	5.421875	5.4921875	6.009765625	5.294921875	5.3671875	5.904296875	5.42578125	5.697265625	5.3515625	5.69140625
0610040F04Rik	7.28515625	6.91796875	6.76953125	6.8671875	6.69921875	6.65625	7.14453125	6.5625	6.9921875	6.796875	7.109375	6.77734375
0610040J01Rik	9.15625	9.203125	9.015625	9.359375	9.0234375	9.1015625	8.859375	9.15625	9.109375	9.2421875	8.8671875	8.9453125
0610042E11Rik	3.7158203125	3.625	3.6328125	3.7919921875	3.529296875	3.6376953125	3.6162109375	3.7509765625	3.6943359375	3.703125	3.591796875	3.63671875
0710001A04Rik	4.48828125	4.09375	3.927734375	3.93359375	3.830078125	4.22265625	4.2265625	4.1015625	4.09765625	4.015625	4.1796875	4.01171875
0710001D07Rik	5.15234375	5.66796875	5.625	5.06640625	5.546875	5.24609375	5.4609375	5.30859375	5.28515625	5.671875	5.46484375	5.609375
1010001B22Rik	4.27734375	4.17578125	4.35546875	4.1796875	4.23046875	4.18359375	4.44140625	4.0859375	4.22265625	4.0390625	4.48828125	4.140625
1010001I08Rik	3.59765625	3.611328125	3.326171875	3.533203125	3.29296875	3.474609375	3.3515625	3.3359375	3.3515625	3.33984375	3.65625	3.23046875
1110002L01Rik	5.84765625	5.828125	5.84375	5.8359375	5.859375	5.875	5.73828125	5.8515625	6.07421875	6.04296875	5.8125	5.78125
1110003F02Rik	6.7734375	6.43359375	6.15234375	6.390625	6.40234375	6.30859375	6.62890625	6.05859375	6.31640625	6.16796875	6.75390625	6.08984375
1110004E09Rik	8.109375	7.9306640625	7.8447265625	7.8447265625	7.828125	7.837890625	8.0576171875	7.8310546875	7.8212890625	7.9951171875	8.0087890625	7.8916015625
1110004F10Rik	9.0390625	9.1640625	9.28125	9.2734375	9.2890625	9.3046875	9.0703125	9.1015625	9.046875	9.2265625	9.28125	9.0234375
1110004M10Rik	4.73828125	4.697265625	4.7451171875	4.8232421875	4.712890625	4.744140625	4.8251953125	4.669921875	4.6904296875	4.6728515625	4.8037109375	4.7509765625
1110006E14Rik	3.89453125	3.96484375	4.21484375	3.974609375	4.58203125	3.998046875	4.1953125	4.29296875	3.919921875	4.1171875	3.921875	4.515625
1110006O24Rik	4.4921875	4.0859375	4.37890625	4.49609375	3.9296875	4.30078125	4.78515625	4.20703125	4.0625	4.25	4.46875	4.3046875
1110008E08Rik	5.23828125	4.85546875	4.85546875	4.84765625	4.8828125	4.953125	5.23828125	5.0390625	5.10546875	4.828125	5.3046875	4.92578125
1110008F13Rik	7.3740234375	7.4951171875	7.583984375	7.4140625	7.4892578125	7.4990234375	7.4873046875	7.60546875	7.501953125	7.4453125	7.2919921875	7.5908203125
