gene_symbol	GSM1151233	GSM1151236	GSM1151243	GSM1151239	GSM1151232	GSM1151241	GSM1151237	GSM1151240	GSM1151244	GSM1151242	GSM1151235	GSM1151238	GSM1151234	GSM1151245
Olfr156	4.0390625	4.05859375	3.962890625	3.8515625	3.8828125	4.1171875	3.962890625	3.970703125	4.07421875	4.1640625	4.19140625	4.12109375	3.9296875	3.916015625
Olfr157	5.32421875	5.31640625	5.140625	5.09765625	5.16796875	5.0703125	5.26171875	5.1953125	5.078125	5.25390625	5.4375	4.984375	5.11328125	5.140625
Olfr159	4.87890625	4.720703125	4.767578125	4.619140625	4.546875	4.537109375	4.6640625	4.626953125	4.61328125	4.78515625	4.669921875	4.708984375	4.7265625	4.48828125
Olfr16	4.28515625	4.03515625	3.94140625	4.02734375	3.892578125	3.95703125	3.8984375	4.1953125	4.1328125	4.12109375	3.841796875	3.90625	3.974609375	3.984375
Olfr161	4.30078125	4.1875	3.970703125	4.046875	3.99609375	4.25	4.07421875	4.01171875	4.09765625	4.25	4.3046875	3.984375	3.896484375	4.06640625
Olfr164	4.3359375	4.203125	4.375	4.09765625	4.1015625	4.16796875	4.11328125	4.21875	4.2109375	4.19140625	4.2421875	4.20703125	4.0703125	4.125
Olfr165	3.931640625	3.75	3.62890625	3.6953125	3.767578125	3.6328125	3.61328125	4.07421875	3.544921875	3.8203125	3.8125	3.712890625	3.708984375	3.625
Olfr166	4.55859375	4.39453125	4.7578125	4.7734375	4.44140625	4.6796875	4.359375	4.63671875	4.54296875	4.51171875	4.546875	4.5703125	4.54296875	4.64453125
Olfr167	3.46484375	3.5390625	3.392578125	3.33203125	3.2421875	3.259765625	3.236328125	3.498046875	3.048828125	3.587890625	3.341796875	3.3203125	3.19921875	3.248046875
Olfr168	3.59765625	3.431640625	3.580078125	3.494140625	3.513671875	3.564453125	3.576171875	3.814453125	3.556640625	3.66796875	3.693359375	3.615234375	3.80078125	3.638671875
Olfr17	3.7265625	3.697265625	3.95703125	3.791015625	3.796875	3.68359375	3.740234375	3.943359375	3.576171875	3.83203125	4.08203125	3.763671875	3.650390625	3.6484375
Olfr170	3.47265625	3.484375	3.458984375	3.42578125	3.48828125	3.494140625	3.435546875	3.404296875	3.568359375	3.537109375	3.435546875	3.3359375	3.43359375	3.458984375
Olfr171	3.587890625	3.6640625	3.7353515625	3.6044921875	3.5234375	3.623046875	3.6650390625	3.6416015625	3.630859375	3.736328125	3.615234375	3.677734375	3.54296875	3.509765625
Olfr172	3.966796875	4.2890625	3.439453125	3.396484375	3.22265625	3.56640625	3.365234375	4.3984375	3.794921875	3.87890625	4.13671875	3.544921875	3.357421875	3.529296875
Olfr173	2.990234375	3.1328125	3.306640625	3.146484375	3.154296875	3.361328125	3.125	3.169921875	3.26171875	3.12109375	3.263671875	3.19140625	2.9921875	3.162109375
Olfr175-ps1	2.849609375	2.79296875	2.95703125	2.7734375	2.6640625	2.716796875	2.7265625	2.712890625	2.810546875	2.876953125	2.884765625	2.83203125	2.90625	2.75
Olfr177	3.21875	2.962890625	2.943359375	2.95703125	3.181640625	3.029296875	2.896484375	3.025390625	3.06640625	3.03515625	2.986328125	3.02734375	3.12109375	2.9765625
Olfr178	2.51953125	2.8046875	2.654296875	2.833984375	2.759765625	2.970703125	2.69921875	2.892578125	2.779296875	2.82421875	3.001953125	2.744140625	3.041015625	2.8046875
Olfr18	3.181640625	3.1640625	3.158203125	3.185546875	3.169921875	3.240234375	3.173828125	3.302734375	3.171875	3.62109375	3.19921875	3.080078125	3.2421875	3.07421875
Olfr180	3.470703125	3.7734375	3.734375	3.67578125	3.51171875	3.671875	3.595703125	3.65625	3.2890625	3.3203125	4.15234375	3.73828125	3.556640625	3.46484375
Olfr181	2.99609375	2.947265625	2.822265625	2.810546875	2.876953125	2.779296875	2.845703125	2.99609375	2.95703125	2.890625	2.861328125	2.77734375	3.021484375	2.8671875
Olfr183	2.990234375	3.046875	3.03515625	2.84765625	3.037109375	2.818359375	2.904296875	2.8984375	2.97265625	3.271484375	3.15625	2.98046875	2.890625	2.8828125
Olfr186	3.046875	3.095703125	3.060546875	2.9921875	2.91796875	3.033203125	3.0	2.99609375	3.123046875	3.212890625	3.087890625	2.88671875	3.259765625	2.974609375
Olfr187	3.654296875	3.3203125	3.353515625	3.22265625	3.158203125	3.248046875	3.255859375	3.3359375	3.212890625	3.484375	3.517578125	3.26171875	3.3125	3.236328125
Olfr19	3.462890625	3.640625	3.494140625	3.564453125	3.416015625	3.486328125	3.66015625	2.95703125	3.609375	3.61328125	3.576171875	3.603515625	3.443359375	3.37890625
Olfr190	2.78125	3.00390625	2.923828125	2.76171875	2.916015625	2.798828125	2.76953125	2.859375	2.763671875	2.841796875	2.767578125	2.62109375	2.97265625	2.7265625
Olfr191	2.822265625	2.69140625	2.716796875	2.716796875	2.791015625	2.638671875	2.75390625	3.01171875	2.638671875	2.705078125	2.75	2.626953125	2.76171875	2.818359375
Olfr192	2.890625	2.892578125	2.814453125	2.84765625	2.90234375	2.880859375	2.771484375	3.056640625	2.86328125	2.8671875	2.822265625	2.720703125	2.91015625	2.689453125
Olfr193	2.763671875	2.734375	2.67578125	2.6015625	2.47265625	2.619140625	2.6640625	2.830078125	2.708984375	2.740234375	2.75	2.87109375	2.880859375	2.541015625
Olfr194	3.51171875	3.22265625	3.380859375	3.265625	3.1875	3.328125	3.298828125	3.369140625	3.177734375	3.359375	3.34375	3.2421875	3.357421875	3.267578125
Olfr195	3.560546875	3.1875	3.259765625	3.27734375	3.259765625	3.22265625	3.396484375	3.396484375	3.154296875	3.521484375	3.4140625	3.291015625	3.166015625	3.259765625
Olfr196	2.810546875	2.826171875	2.875	2.822265625	2.75390625	2.6953125	2.744140625	2.779296875	2.796875	2.94140625	2.861328125	2.80078125	2.84375	2.77734375
Olfr197	3.408203125	3.353515625	3.48828125	3.26171875	3.2421875	3.29296875	3.3828125	3.498046875	3.1640625	3.41015625	3.65234375	3.44140625	3.330078125	3.49609375
Olfr198	3.564453125	3.849609375	3.638671875	4.09375	3.728515625	3.6953125	3.67578125	3.70703125	3.685546875	3.77734375	3.904296875	3.470703125	3.580078125	3.41015625
Olfr199	3.021484375	3.091796875	3.0	3.046875	2.9296875	3.01171875	3.00390625	3.091796875	3.0078125	2.9140625	2.875	3.076171875	3.177734375	3.107421875
Olfr2	3.595703125	3.408203125	3.392578125	3.443359375	3.5	3.609375	3.443359375	3.466796875	3.201171875	3.6953125	3.65625	3.365234375	3.564453125	3.365234375
Olfr20	3.99609375	4.16796875	4.3359375	4.1640625	4.1875	4.1328125	4.0390625	4.22265625	4.19921875	4.265625	4.12109375	4.14453125	4.16015625	4.0390625
Olfr201	3.37109375	3.21875	3.373046875	3.16015625	3.453125	3.4140625	3.30078125	3.83984375	3.380859375	3.703125	3.41015625	3.1953125	3.498046875	3.384765625
Olfr202	3.4375	3.423828125	3.626953125	3.509765625	3.4296875	3.384765625	3.541015625	3.634765625	3.353515625	3.734375	3.796875	3.47265625	3.404296875	3.306640625
Olfr203	2.771484375	2.681640625	2.900390625	2.751953125	2.802734375	2.900390625	2.69921875	2.89453125	2.583984375	2.91015625	2.767578125	2.6640625	2.765625	2.71484375
Olfr204	3.384765625	3.0869140625	3.3388671875	3.15234375	3.1630859375	3.1884765625	3.1787109375	3.3623046875	3.21484375	3.33203125	3.265625	3.21484375	3.2763671875	3.05859375
Olfr206	3.095703125	3.01953125	2.998046875	3.033203125	3.06640625	2.873046875	3.087890625	3.22265625	3.03515625	3.236328125	3.30078125	2.8984375	2.98828125	2.93359375
Olfr209	3.126953125	3.369140625	3.318359375	3.12890625	3.12890625	3.27734375	3.2578125	3.544921875	3.158203125	3.08984375	3.138671875	3.212890625	3.240234375	3.076171875
Olfr211	3.5703125	4.078125	3.8125	3.826171875	3.66796875	3.84765625	3.8125	3.66015625	3.78125	3.84765625	3.84375	3.595703125	3.775390625	3.8671875
Olfr212	3.828125	3.857421875	3.453125	3.52734375	3.71875	3.6640625	3.689453125	3.462890625	3.560546875	3.755859375	3.724609375	3.603515625	3.47265625	3.52734375
Olfr213	4.390625	4.3203125	4.05859375	4.16015625	4.12890625	4.01171875	4.42578125	4.77734375	4.3046875	4.38671875	4.1796875	4.65234375	4.22265625	4.05078125
Olfr214	4.328125	4.421875	4.2421875	4.3125	3.986328125	4.265625	4.43359375	4.11328125	4.33984375	4.3046875	4.453125	4.18359375	4.12890625	4.234375
Olfr215	4.5078125	4.796875	4.7890625	4.4296875	4.5703125	4.48046875	4.64453125	4.6640625	4.52734375	4.87109375	4.70703125	4.5390625	4.33203125	4.2734375
Olfr218	3.3515625	3.4453125	3.484375	3.525390625	3.28125	3.375	3.587890625	3.341796875	3.33984375	3.3984375	3.412109375	3.23046875	3.38671875	3.236328125
Olfr220	4.98046875	4.71875	5.1171875	4.40234375	4.7421875	4.6328125	4.8046875	5.234375	4.75390625	5.16015625	4.92578125	4.9765625	4.80078125	4.625
Olfr221	4.625	4.53125	4.453125	4.3828125	4.30859375	4.18359375	4.3828125	4.3671875	4.35546875	4.625	4.51171875	4.29296875	4.390625	4.29296875
Olfr222	5.27734375	5.18359375	5.12890625	4.99609375	4.77734375	5.19921875	5.171875	5.31640625	5.046875	5.37109375	5.44921875	5.359375	5.36328125	5.25
Olfr223	4.03125	4.08203125	4.02734375	4.01953125	3.900390625	4.0078125	4.0625	4.16796875	3.998046875	4.3515625	4.29296875	4.0078125	4.109375	3.826171875
Olfr224	2.732421875	3.216796875	3.14453125	3.03515625	3.046875	2.935546875	3.173828125	3.404296875	3.171875	3.4609375	3.556640625	3.25	3.01171875	2.951171875
Olfr225	4.98046875	5.1796875	4.8359375	4.90234375	4.875	4.8984375	5.05859375	5.0703125	4.7421875	5.27734375	5.01171875	5.1328125	4.78515625	4.80859375
Olfr228	2.9609375	2.80078125	2.90234375	2.79296875	2.859375	2.935546875	2.76953125	3.3671875	2.96875	2.9296875	2.8046875	2.841796875	2.869140625	2.8359375
Olfr229	2.833984375	2.857421875	2.9765625	2.86328125	3.244140625	2.833984375	2.82421875	3.166015625	2.794921875	2.90234375	3.03515625	2.86328125	2.92578125	2.748046875
Olfr23	3.4140625	3.443359375	3.603515625	3.40625	3.482421875	3.626953125	3.578125	3.47265625	4.015625	3.68359375	3.791015625	3.734375	3.494140625	3.51171875
Olfr231	5.19140625	5.34375	5.15234375	4.86328125	5.01953125	5.125	5.1171875	4.79296875	5.00390625	5.01953125	5.234375	5.04296875	4.95703125	4.98828125
Olfr235	3.33203125	3.267578125	3.392578125	3.408203125	3.279296875	3.369140625	3.349609375	3.248046875	3.310546875	3.478515625	3.26953125	3.208984375	3.21484375	3.259765625
Olfr237-ps1	3.427734375	3.17578125	3.099609375	3.08984375	2.943359375	3.02734375	3.11328125	3.380859375	3.220703125	3.275390625	3.310546875	3.158203125	3.169921875	3.087890625
Olfr239	6.82421875	6.65625	6.6484375	6.453125	6.28125	6.3828125	6.765625	6.46875	6.45703125	6.53515625	6.64453125	6.90625	6.56640625	6.2578125
Olfr24	4.6796875	4.5078125	4.234375	4.05859375	4.1015625	4.28125	4.296875	4.12109375	4.22265625	4.3203125	4.59765625	4.32421875	3.98046875	4.09765625
Olfr242	3.375	3.123046875	3.31640625	3.13671875	3.173828125	3.228515625	3.201171875	3.30078125	3.29296875	3.3984375	3.26171875	3.19140625	3.08203125	3.251953125
Olfr243	2.794921875	2.8046875	2.796875	2.66015625	2.849609375	2.849609375	2.849609375	2.625	3.025390625	2.890625	2.759765625	3.046875	2.927734375	2.712890625
Olfr248	3.615234375	3.37890625	3.6328125	3.388671875	3.49609375	3.515625	3.564453125	3.3984375	3.234375	3.513671875	3.634765625	3.134765625	3.65625	3.357421875
Olfr25	3.486328125	3.486328125	3.521484375	3.1640625	3.462890625	3.310546875	3.330078125	3.30078125	3.24609375	3.54296875	3.51953125	3.353515625	3.412109375	3.310546875
Olfr250	3.728515625	3.666015625	3.40625	3.498046875	3.443359375	3.4140625	3.46484375	3.654296875	3.443359375	3.587890625	3.65625	3.52734375	3.48828125	3.341796875
Olfr251	3.583984375	3.560546875	3.58984375	3.57421875	3.34765625	3.52734375	3.541015625	3.552734375	3.494140625	3.5703125	3.697265625	3.603515625	3.41015625	3.435546875
Olfr257	4.52734375	4.6171875	4.59765625	4.46875	4.3984375	4.53515625	4.61328125	4.60546875	4.24609375	4.6875	4.8125	4.47265625	4.55859375	4.49609375
Olfr259	2.982421875	3.0625	2.943359375	2.83203125	2.99609375	3.0625	2.857421875	2.86328125	2.822265625	3.076171875	3.03125	2.9296875	2.857421875	2.884765625
Olfr262	4.03515625	4.22265625	4.1640625	3.939453125	3.85546875	4.13671875	3.994140625	4.0078125	4.01953125	4.06640625	4.078125	4.08203125	4.046875	4.0625
Olfr263	3.4443359375	3.3984375	3.494140625	3.41796875	3.3828125	3.408203125	3.3544921875	3.5166015625	3.5029296875	3.4072265625	3.3935546875	3.341796875	3.482421875	3.294921875
Olfr266	3.533203125	3.599609375	3.62890625	3.57421875	3.611328125	3.72265625	3.640625	3.611328125	3.470703125	3.669921875	3.861328125	3.685546875	3.5546875	3.603515625
Olfr267	4.96875	4.86328125	4.91015625	4.8515625	4.76171875	4.91796875	4.86328125	4.78515625	4.74609375	4.890625	5.09375	4.75390625	4.8203125	4.81640625
Olfr270	3.53515625	3.548828125	3.580078125	3.365234375	3.380859375	3.490234375	3.482421875	3.57421875	3.58984375	3.482421875	3.7109375	3.4140625	3.54296875	3.337890625
Olfr272	3.685546875	3.63671875	3.62109375	3.673828125	3.6640625	3.544921875	3.568359375	3.599609375	3.466796875	3.755859375	3.76953125	3.587890625	3.587890625	3.55078125
Olfr273	4.24609375	4.13671875	4.07421875	3.955078125	3.96875	3.98828125	4.03515625	4.08984375	3.966796875	3.982421875	3.80078125	4.10546875	3.919921875	3.955078125
Olfr275	4.33203125	4.66015625	4.484375	4.1796875	3.892578125	4.28125	4.49609375	4.265625	3.978515625	4.1796875	4.3203125	4.58984375	4.0546875	4.08984375
Olfr279	5.46875	5.61328125	5.46484375	5.2421875	4.91015625	5.6328125	5.6484375	5.4453125	5.08203125	5.4140625	5.50390625	5.5546875	5.49609375	5.34375
Olfr281	4.52734375	4.65234375	4.54296875	4.64453125	4.57421875	4.66796875	4.59765625	4.7578125	4.484375	4.7421875	4.8203125	4.75390625	4.55078125	4.55859375
Olfr282	6.23828125	6.25390625	6.00390625	5.88671875	5.6484375	6.01171875	6.2890625	6.24609375	6.0234375	6.1640625	6.08203125	6.234375	6.16015625	5.93359375
Olfr283	4.8125	4.671875	4.6484375	4.734375	4.58203125	4.6953125	4.7578125	4.73046875	4.66015625	4.9453125	4.85546875	4.70703125	4.57421875	4.67578125
Olfr284	4.94140625	4.99609375	4.59375	4.70703125	4.84765625	4.77734375	4.84375	4.9453125	4.83984375	5.0625	5.0390625	5.17578125	4.84765625	4.7421875
Olfr286	4.125	4.140625	4.02734375	4.03125	3.95703125	4.078125	4.171875	4.18359375	3.841796875	4.59765625	4.3046875	4.140625	4.08203125	4.04296875
Olfr288	3.8203125	3.80078125	3.634765625	3.837890625	3.736328125	3.923828125	3.7890625	3.87890625	3.806640625	3.80078125	3.921875	3.904296875	4.00390625	3.525390625
Olfr290	3.38671875	3.06640625	3.044921875	2.98046875	2.8125	3.03515625	3.029296875	2.986328125	3.06640625	3.029296875	3.103515625	2.919921875	2.962890625	3.037109375
Olfr291	3.216796875	3.228515625	3.310546875	3.17578125	3.197265625	3.232421875	3.19140625	3.3828125	3.244140625	3.455078125	3.34765625	3.220703125	3.169921875	3.154296875
Olfr292	3.025390625	3.0390625	3.009765625	3.01171875	3.04296875	3.0546875	2.951171875	3.169921875	3.154296875	3.0546875	2.939453125	3.013671875	2.84765625	3.0390625
Olfr293	2.708984375	2.9609375	2.83203125	2.8046875	3.158203125	2.890625	2.96875	3.08203125	2.95703125	3.015625	3.212890625	3.0625	3.283203125	2.908203125
Olfr294	3.701171875	3.361328125	3.6015625	3.560546875	3.2890625	3.455078125	3.375	3.2890625	3.447265625	3.453125	3.36328125	3.3984375	3.255859375	3.33203125
Olfr295	3.0859375	2.98828125	2.984375	2.98828125	2.9921875	2.974609375	3.005859375	2.984375	3.025390625	3.017578125	2.9140625	2.962890625	2.9921875	3.017578125
Olfr297	3.265625	3.484375	3.466796875	3.50390625	3.421875	3.494140625	3.412109375	3.556640625	3.404296875	3.45703125	3.46875	3.462890625	3.34765625	3.3359375
Olfr298	3.43359375	3.248046875	2.958984375	2.9921875	2.951171875	2.97265625	3.14453125	3.23046875	3.08984375	3.5	3.21875	3.2265625	3.349609375	3.109375
Olfr299	2.578125	2.53515625	2.537109375	2.515625	2.494140625	2.787109375	2.5625	2.62109375	2.763671875	2.65234375	2.5703125	2.513671875	2.705078125	2.583984375
Olfr3	3.720703125	3.74609375	3.818359375	3.712890625	3.68359375	3.5859375	3.775390625	3.671875	3.66796875	3.85546875	3.96875	3.716796875	3.6328125	3.74609375
Olfr30	5.14453125	5.08203125	4.953125	4.9375	4.5859375	5.06640625	4.7890625	5.046875	4.83984375	5.38671875	5.13671875	5.07421875	4.9609375	4.8359375
Olfr301	3.6171875	3.498046875	3.39453125	3.20703125	3.189453125	3.291015625	3.390625	3.71875	3.3125	3.603515625	3.451171875	3.33203125	3.328125	3.154296875
Olfr303	4.046875	4.35546875	3.787109375	3.828125	4.0234375	4.01953125	3.93359375	4.01171875	3.9765625	4.3125	4.19921875	3.896484375	4.0234375	3.900390625
Olfr304	3.421875	3.376953125	3.115234375	3.033203125	3.04296875	3.10546875	3.130859375	3.169921875	3.23828125	3.244140625	3.322265625	3.3359375	3.15234375	3.140625
Olfr305	3.369140625	3.4921875	3.5546875	3.2421875	3.251953125	3.228515625	3.40234375	3.2109375	3.283203125	3.4296875	3.349609375	3.27734375	3.171875	3.30859375
Olfr307	3.94140625	3.8828125	3.95703125	3.7265625	3.916015625	4.05078125	3.958984375	3.7265625	3.7265625	4.20703125	3.84375	3.927734375	3.958984375	3.6953125
Olfr308	3.2734375	3.43359375	3.47265625	3.3203125	3.44921875	3.330078125	3.392578125	3.431640625	3.45703125	3.671875	3.431640625	3.39453125	3.3203125	3.275390625
Olfr309	4.17578125	4.203125	3.978515625	3.984375	3.77734375	4.0390625	4.28515625	4.515625	4.3125	4.31640625	4.25390625	4.05078125	4.08203125	3.89453125
Olfr31	4.171875	4.12890625	4.13671875	4.015625	4.14453125	3.974609375	4.1015625	4.15234375	4.10546875	4.17578125	4.39453125	4.0703125	4.11328125	4.046875
Olfr310	3.330078125	3.216796875	3.341796875	3.03515625	3.0	3.171875	3.056640625	3.32421875	3.2421875	3.298828125	3.171875	3.0	3.3359375	3.283203125
Olfr311	4.0859375	4.09765625	3.845703125	3.99609375	3.921875	4.11328125	4.0	4.06640625	3.88671875	4.12890625	4.0703125	4.01953125	3.94921875	3.892578125
Olfr312	4.5390625	4.3203125	4.26171875	4.16796875	4.11328125	4.1328125	4.1953125	4.48046875	4.01953125	4.3359375	4.140625	4.25	4.1640625	4.0625
Olfr313	4.06640625	4.09375	4.0390625	3.80859375	4.00390625	4.0625	4.10546875	4.05859375	4.1328125	4.08203125	4.17578125	4.03515625	4.29296875	4.04296875
Olfr314	6.21484375	6.30859375	5.89453125	6.25390625	6.00390625	5.99609375	6.17578125	5.9765625	5.93359375	6.44140625	6.3125	6.3671875	5.9140625	5.96484375
Olfr315	5.3515625	5.08984375	5.32421875	5.12890625	4.8984375	5.06640625	5.109375	5.03515625	5.1796875	5.15625	5.234375	5.109375	4.6875	4.984375
Olfr316	5.078125	4.96875	4.9375	5.12890625	4.78515625	5.1171875	5.10546875	4.62109375	4.78125	4.9140625	4.84765625	4.98046875	4.6796875	4.5546875
Olfr317	4.73046875	4.5625	4.53125	4.6171875	4.328125	4.42578125	4.640625	4.40234375	4.3125	4.609375	4.45703125	4.63671875	4.5546875	4.484375
Olfr318	4.34375	4.5625	4.1875	4.05078125	4.203125	4.25390625	4.27734375	4.34375	4.0703125	4.125	4.15625	4.19921875	4.09765625	4.078125
Olfr319	4.9140625	4.828125	4.63671875	4.5546875	4.71484375	4.4765625	4.44921875	4.578125	4.56640625	4.8984375	4.66015625	4.6796875	4.5859375	4.61328125
Olfr32	3.255859375	3.302734375	3.357421875	3.265625	3.310546875	3.13671875	3.47265625	3.3046875	3.380859375	3.326171875	3.31640625	3.30078125	3.23046875	3.2109375
Olfr320	5.6015625	5.33203125	5.17578125	5.11328125	5.203125	4.97265625	5.015625	5.33984375	5.24609375	5.33984375	5.00390625	5.06640625	5.24609375	4.96875
Olfr322	6.03515625	5.86328125	5.7734375	5.25	5.46875	5.8046875	5.91796875	5.98828125	5.75	6.26953125	5.65234375	5.8203125	5.8671875	5.3046875
Olfr323	3.416015625	3.876953125	3.587890625	3.6796875	3.4375	3.583984375	3.599609375	3.859375	3.640625	3.732421875	3.734375	3.486328125	3.529296875	3.541015625
Olfr324	4.375	4.640625	4.6875	4.5625	4.27734375	4.46484375	4.6171875	4.84765625	4.62890625	4.76953125	4.75	4.42578125	4.5859375	4.60546875
Olfr325	3.248046875	3.21875	3.5625	3.2109375	3.404296875	3.36328125	3.3515625	3.599609375	3.259765625	3.4453125	3.521484375	3.205078125	3.26953125	3.166015625
Olfr328	4.984375	5.30078125	5.0703125	4.8828125	4.93359375	5.01171875	4.77734375	4.96484375	4.91015625	5.26953125	5.30859375	4.96875	5.1796875	4.94140625
Olfr33	4.13671875	4.21484375	4.08203125	3.7578125	3.67578125	3.744140625	3.921875	4.3984375	3.919921875	4.32421875	4.15234375	4.0	4.06640625	3.91015625
Olfr330	4.3828125	5.0	5.3984375	4.6953125	4.6875	4.7265625	4.96875	5.328125	4.77734375	4.3984375	5.13671875	4.6640625	4.578125	4.5625
Olfr331	4.24609375	4.4296875	4.38671875	4.259765625	4.234375	4.2265625	4.345703125	4.56640625	4.369140625	4.28125	4.4453125	4.474609375	4.265625	4.38671875
Olfr332	5.2578125	5.22265625	5.1640625	5.09375	4.8515625	5.05859375	5.1484375	5.140625	4.96484375	5.23828125	5.33984375	5.1875	5.14453125	5.05859375
Olfr338	3.0546875	3.060546875	3.02734375	2.888671875	3.056640625	2.935546875	3.1015625	3.0390625	2.90234375	3.0546875	3.01953125	2.935546875	3.248046875	3.080078125
Olfr339	3.0625	2.97265625	3.046875	2.853515625	3.119140625	2.978515625	3.015625	3.1640625	3.2421875	3.087890625	3.029296875	3.095703125	3.087890625	2.91796875
Olfr340	3.166015625	3.353515625	3.294921875	3.2578125	3.416015625	3.37109375	3.212890625	3.333984375	3.296875	3.2421875	3.35546875	3.22265625	3.234375	3.13671875
Olfr341	4.17578125	4.2734375	3.95703125	4.07421875	3.978515625	4.08203125	3.984375	4.40234375	4.15625	4.1328125	4.2109375	4.16015625	4.05078125	3.98046875
Olfr342	3.337890625	3.669921875	3.5	3.37109375	3.439453125	3.443359375	3.390625	3.28515625	3.55078125	3.505859375	3.478515625	3.396484375	3.416015625	3.39453125
Olfr344	3.01171875	3.095703125	3.158203125	3.150390625	3.224609375	3.275390625	2.986328125	3.140625	3.64453125	3.45703125	3.369140625	2.951171875	3.5625	3.060546875
Olfr345	3.21875	3.271484375	3.435546875	3.138671875	2.8515625	3.361328125	3.1484375	3.4296875	3.396484375	3.37109375	3.142578125	3.1796875	3.15234375	3.18359375
Olfr346	3.02734375	2.91015625	2.9453125	3.1484375	3.03125	3.099609375	3.017578125	3.029296875	3.048828125	3.18359375	3.294921875	3.083984375	2.986328125	3.03515625
Olfr347	3.501953125	3.482421875	3.498046875	3.455078125	3.38671875	3.50390625	3.4453125	3.447265625	3.412109375	3.537109375	3.63671875	3.404296875	3.466796875	3.38671875
Olfr348	3.61328125	3.42578125	3.482421875	3.197265625	3.3359375	3.2734375	3.287109375	3.515625	3.26171875	3.455078125	3.427734375	3.345703125	3.267578125	3.34375
Olfr350	3.466796875	3.34375	3.298828125	3.216796875	3.2890625	3.3046875	3.267578125	3.34765625	3.357421875	3.4765625	3.341796875	3.34765625	3.345703125	3.322265625
Olfr351	4.734375	4.578125	4.8828125	4.32421875	4.4296875	4.42578125	4.484375	4.4609375	4.4140625	4.6875	4.7265625	4.609375	4.34375	4.41796875
Olfr352	3.951171875	3.919921875	3.94140625	3.755859375	3.890625	3.861328125	3.873046875	3.93359375	3.802734375	3.828125	3.86328125	3.822265625	3.830078125	3.765625
Olfr353	3.75390625	3.830078125	3.8046875	3.62890625	3.64453125	3.740234375	3.73828125	3.744140625	3.765625	3.96875	3.74609375	3.837890625	3.619140625	3.6171875
Olfr354	4.515625	4.4609375	4.46875	4.30078125	4.33203125	4.39453125	4.390625	4.40625	4.5546875	4.4140625	4.67578125	4.38671875	4.37890625	4.16796875
Olfr355	3.251953125	3.36328125	3.263671875	3.10546875	3.19140625	3.203125	3.23828125	3.470703125	3.169921875	3.373046875	3.380859375	3.150390625	3.294921875	3.001953125
Olfr356	4.0625	3.97265625	4.05859375	4.015625	3.8046875	3.806640625	3.9921875	4.140625	3.86328125	4.53515625	4.0	4.0234375	4.1015625	3.89453125
Olfr357	3.46484375	3.9140625	3.908203125	3.75390625	3.7734375	3.73828125	3.697265625	3.61328125	3.68359375	4.01171875	3.599609375	3.728515625	3.673828125	3.45703125
Olfr358	4.2890625	4.328125	4.0546875	4.19921875	4.3046875	4.234375	4.24609375	4.56640625	3.970703125	4.5703125	4.46875	4.21484375	4.1953125	4.23046875
Olfr360	3.880859375	3.8916015625	3.888671875	3.7802734375	3.7158203125	3.8330078125	3.765625	4.001953125	3.83984375	3.9189453125	3.7822265625	3.7529296875	3.8193359375	3.798828125
Olfr361	3.357421875	3.611328125	3.48828125	3.4609375	3.390625	3.091796875	3.486328125	3.359375	3.3359375	3.5078125	3.603515625	3.2265625	3.21875	3.294921875
Olfr362	5.19140625	5.07421875	5.0234375	4.921875	5.05078125	5.0078125	5.1171875	5.12890625	5.125	5.3515625	5.30859375	5.20703125	5.0859375	5.03515625
Olfr365	4.1220703125	4.126953125	4.0419921875	3.9716796875	3.8076171875	3.9853515625	4.029296875	4.0634765625	3.998046875	4.2998046875	4.3203125	4.1513671875	4.0107421875	3.990234375
Olfr366	4.125	4.1484375	4.24609375	4.10546875	3.802734375	4.19921875	4.109375	4.00390625	3.947265625	4.01953125	4.1171875	4.046875	3.857421875	4.0390625
Olfr367-ps	4.76953125	4.55078125	4.4296875	4.5078125	4.296875	4.63671875	4.66015625	4.64453125	4.54296875	5.02734375	4.828125	4.72265625	4.23828125	4.4921875
Olfr368	5.0	4.984375	4.96875	4.62890625	4.99609375	5.0078125	4.94140625	5.12109375	5.0078125	5.08984375	5.12109375	4.984375	4.96875	4.93359375
Olfr370	4.87109375	4.85546875	4.76171875	4.58984375	4.66796875	4.796875	4.625	5.03515625	4.765625	5.07421875	4.94921875	4.90625	4.79296875	4.5859375
Olfr371	4.48046875	4.48828125	4.51171875	4.19140625	4.15234375	4.09765625	4.7578125	4.5234375	4.2578125	4.24609375	4.50390625	4.4296875	4.453125	4.4296875
Olfr372	5.19921875	4.640625	4.81640625	4.58984375	4.55078125	4.45703125	4.5859375	5.01171875	4.66015625	4.8359375	4.8125	4.80078125	4.53125	4.4453125
Olfr373	4.28515625	4.52734375	4.37890625	4.19140625	4.15234375	4.0234375	4.25	4.7890625	4.44921875	4.49609375	4.796875	4.23046875	4.12109375	4.1953125
Olfr374	4.390625	4.1640625	4.125	3.900390625	3.998046875	4.08203125	4.34765625	4.3671875	3.908203125	3.7890625	4.0546875	4.23828125	3.958984375	3.9765625
Olfr376	3.984375	3.51171875	3.5390625	3.384765625	3.568359375	3.505859375	3.548828125	3.623046875	3.626953125	3.435546875	3.646484375	3.51171875	3.3984375	3.6328125
