	GSM3625299	GSM3625300	GSM3625302	GSM3625298	GSM3625303	GSM3625306	GSM3625305	GSM3625301	GSM3625304
Gm9884	5.6640625	5.53125	5.26953125	5.55859375	5.5546875	5.5546875	5.5546875	5.5546875	5.78125
NA	5.5234375	5.61328125	5.765625	5.61328125	5.625	5.61328125	5.47265625	5.625	5.47265625
NA	3.345703125	3.462890625	3.185546875	3.185546875	3.08984375	3.185546875	3.185546875	3.095703125	3.173828125
Cdk10	7.6953125	7.6953125	7.984375	7.6953125	7.67578125	7.71875	7.73828125	7.60546875	7.80078125
Lgsn	3.927734375	4.25390625	3.970703125	4.07421875	4.07421875	4.07421875	4.125	4.07421875	3.8984375
Pih1d3	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	4.16015625	4.2421875	4.1875	4.53515625	4.015625	4.70703125	3.998046875	4.296875	4.35546875
Paox	5.66796875	5.546875	5.546875	5.62890625	5.62890625	5.47265625	5.546875	5.546875	5.46875
NA	4.69140625	4.875	4.5625	4.69140625	4.69140625	4.69140625	4.5546875	4.69140625	4.703125
Khdrbs2	5.99609375	5.91015625	5.99609375	5.84375	6.01953125	6.23046875	5.99609375	5.99609375	6.1953125
NA	3.228515625	3.228515625	3.158203125	3.158203125	3.228515625	3.1484375	3.228515625	3.228515625	3.427734375
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1700001G17Rik	5.109375	5.53125	5.2421875	5.2421875	5.13671875	5.23046875	5.19140625	5.27734375	4.90234375
Rab23	7.10546875	7.12890625	7.359375	7.09765625	7.046875	7.12890625	7.12890625	7.11328125	7.15625
Dst	8.6953125	8.7578125	8.9375	8.6015625	8.796875	8.96875	8.6796875	8.5	8.9375
NA	5.953125	6.30859375	5.96484375	6.03515625	5.94140625	6.1640625	5.98828125	5.83984375	5.984375
NA	5.42578125	5.55859375	5.1484375	5.140625	5.38671875	5.0078125	5.1796875	5.38671875	5.515625
Imp4	7.1484375	7.125	7.140625	7.0078125	7.31640625	7.2734375	7.1015625	7.33984375	7.1953125
D1Ertd448e	5.2734375	5.3359375	5.296875	5.38671875	5.0625	5.44140625	5.5	5.25	5.28125
Ptpn18	5	4.9765625	4.85546875	5.234375	4.890625	5.00390625	5.0078125	4.9375	4.9609375
Prss39	5.1328125	5.09375	5.15234375	4.85546875	4.71484375	5.125	5	5.09765625	4.9375
Cfc1	5.05859375	5.05859375	4.90625	5.05859375	5.28125	5.05859375	5.1328125	5.05859375	5.05859375
Amer3	5.51171875	5.578125	5.46484375	5.6796875	5.578125	5.57421875	5.578125	5.6640625	5.68359375
C230030N03Rik	6.26171875	6.140625	6.140625	5.96484375	5.984375	6.140625	6.140625	6.26953125	6.140625
NA	5.9296875	5.91796875	5.78125	5.6796875	5.78515625	5.78125	5.7578125	5.78125	5.51953125
NA	5.4140625	5.56640625	5.5234375	5.75	5.56640625	5.57421875	5.75390625	5.63671875	5.51953125
Arhgef4	8.1015625	8	8.1953125	8.1484375	8.1640625	8.25	8.1953125	8.1640625	8.3359375
Plekhb2	8.4453125	8.609375	8.484375	8.65625	8.359375	8.6171875	8.515625	8.8984375	8.515625
NA	5.90625	5.140625	5.7578125	5.84375	5.46875	5.9609375	5.99609375	5.30859375	5.1328125
NA	5.2890625	5.44140625	5.44140625	5.44140625	5.7578125	5.3984375	5.35546875	5.546875	5.44140625
NA	2.71484375	2.94140625	2.94140625	2.98046875	2.9140625	3.15625	3	2.94140625	2.94140625
Hs6st1	6.51953125	6.51953125	6.70703125	6.4375	6.7265625	6.45703125	6.26953125	6.8671875	6.33203125
Arid5a	5.40234375	5.625	5.57421875	5.765625	5.57421875	5.40625	5.57421875	5.57421875	5.57421875
Fer1l5	4.25	4.26953125	4.58203125	4.26953125	4.26953125	4.26953125	4.26953125	4.05859375	4.6015625
Cnnm4	5.671875	5.8359375	5.8046875	5.8359375	5.875	5.609375	5.54296875	6.07421875	5.87890625
Cnnm3	6.2734375	6.3671875	6.30078125	6.29296875	6.30078125	6.30078125	6.30078125	6.265625	6.30078125
Cox5b	11.3671875	11.3671875	11.359375	11.3828125	11.34375	11.28125	11.3203125	11.3515625	11.2734375
Zap70	5.3515625	5.6796875	5.2890625	5.140625	5.26953125	4.81640625	5.16015625	5.140625	4.984375
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vwa3b	4.41796875	4.390625	4.390625	4.390625	4.3515625	4.2734375	4.390625	4.35546875	4.5
Vwa3b	3.498046875	3.2890625	3.755859375	4.3046875	3.462890625	3.78515625	3.787109375	3.41796875	3.6171875
Vwa3b	4.1640625	4.0703125	3.92578125	4.6875	3.93359375	3.890625	3.896484375	3.615234375	3.8828125
Vwa3b	4.56640625	3.49609375	4.07421875	4.11328125	4.0234375	4.07421875	4.1796875	3.53125	4.07421875
Vwa3b	7.52734375	7.5546875	7.48046875	7.6171875	7.609375	7.5078125	7.44921875	7.5546875	7.62109375
Vwa3b	3.611328125	4.2421875	3.978515625	3.982421875	3.703125	4.14453125	4.0234375	3.478515625	4.15234375
Vwa3b	5.69921875	5.97265625	5.875	5.875	5.9765625	5.875	5.98828125	5.78125	5.8515625
Vwa3b	4.0859375	4.45703125	3.9375	4.0859375	4.02734375	3.955078125	4.19921875	4.0859375	4.18359375
Cnga3	4.125	4.39453125	4.375	4.5390625	4.43359375	4.4140625	4.37890625	4.375	4.63671875
Inpp4a	7.64453125	7.6328125	7.86328125	7.74609375	7.74609375	7.78125	7.6640625	7.828125	7.86328125
Unc50	8.5625	8.5390625	8.59375	8.5859375	8.5703125	8.5703125	8.546875	8.671875	8.375
Lipt1	5.81640625	6.00390625	5.41015625	5.828125	5.80859375	5.8125	5.8125	5.8125	5.76953125
Mrpl30	9.421875	9.3671875	9.2421875	9.5234375	9.3671875	9.203125	9.3359375	9.3359375	9.2265625
Eif5b	7.90625	7.875	7.9375	7.88671875	8.078125	7.9375	7.96875	7.76953125	7.96875
Nms	5.390625	5.3359375	4.3203125	5.375	4.92578125	5.53515625	5.47265625	5.44140625	5.78125
Pdcl3	7.70703125	7.79296875	7.80078125	7.71484375	7.79296875	7.9140625	7.6796875	7.61328125	8.0234375
Npas2	6.578125	6.51953125	6.67578125	6.70703125	6.48828125	6.3125	6.21484375	6.81640625	5.91796875
Rpl31-ps12///Rpl31///Clpb	11.75	11.75	11.7265625	11.78125	11.71875	11.75	11.796875	11.796875	11.671875
NA	6.9296875	7.140625	6.73046875	6.67578125	6.55859375	7.078125	6.84765625	7.046875	6.84765625
Cnot11	7.0390625	6.9921875	7.0390625	7.11328125	7.02734375	7.05078125	7.0390625	7.09375	7.01171875
Map4k4	7.05859375	7.203125	7.25390625	7.10546875	7.24609375	7.36328125	7.1171875	7.28125	7.25390625
Il1r2	3.7578125	3.767578125	3.962890625	3.431640625	3.767578125	3.767578125	3.767578125	3.767578125	3.767578125
Il1r1	4.2890625	4.609375	4.3203125	4.3984375	4.32421875	4.28515625	4.3515625	4.3515625	4.3515625
Il1rl2	3.080078125	3	2.9453125	3.041015625	2.603515625	2.9453125	2.7890625	2.9296875	2.828125
Il1rl1	3.876953125	3.943359375	3.875	3.98828125	3.849609375	3.876953125	3.876953125	3.8203125	4.23046875
Il18r1	2.861328125	2.94921875	3.08984375	3.05859375	3.08984375	3.412109375	3.197265625	3.08984375	3.08984375
Il18rap	3.431640625	3.458984375	3.431640625	3.431640625	3.416015625	3.431640625	3.162109375	3.431640625	3.6171875
Slc9a4	4.1953125	4.2109375	4.1953125	4.34765625	4.203125	4.1328125	4.2421875	4.015625	4.34765625
Slc9a2	4.4921875	4.93359375	4.6875	4.69140625	4.66015625	4.875	4.96484375	4.75390625	4.8984375
Tmem182	3.9609375	4.20703125	3.9609375	3.9609375	3.9609375	3.9609375	4.03125	3.9609375	4.27734375
NA	3.45703125	3.556640625	3.37109375	3.55859375	3.421875	3.697265625	3.609375	3.603515625	3.55859375
Gm9915	3.501953125	3.4375	3.06640625	3.341796875	3.38671875	3.193359375	3.400390625	3.369140625	3.4140625
Pou3f3	5.76171875	5.95703125	5.95703125	5.91796875	5.90234375	5.90234375	5.76171875	5.90234375	5.90234375
Mrps9	7.18359375	7.2421875	7.40625	7.2421875	7.2421875	7.34765625	7.15625	7.08984375	7.22265625
Gpr45	5.26953125	5.51171875	5.33203125	5.7578125	5.796875	5.55859375	5.55859375	5.5234375	5.51953125
8430432A02Rik	4.63671875	4.63671875	4.4609375	4.63671875	4.44921875	4.63671875	4.9140625	4.640625	4.63671875
AI597479	7.1015625	7.16796875	7.31640625	7.140625	7.28515625	7.40625	7.3671875	7.34375	7.40625
LOC102640295///Gm8580///Gm13213///4931440P22Rik///Rpl29	10.7890625	10.7421875	10.703125	10.90625	10.7421875	10.578125	10.7421875	10.796875	10.578125
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nck2	5.6171875	5.44140625	5.5390625	5.37109375	5.421875	5.515625	5.5390625	5.5546875	5.91015625
1500015O10Rik	7.3828125	6.42578125	5.66015625	10.1796875	5.93359375	5.35546875	5.9921875	5.73046875	5.8046875
NA	5.4296875	5.50390625	5.43359375	5.76953125	5.35546875	5.5234375	5.86328125	5.546875	5.48046875
NA	3.845703125	3.939453125	3.4609375	3.982421875	3.75	3.91796875	4.3359375	4.0703125	3.9140625
Tpp2	7.546875	7.265625	7.375	7.29296875	7.37890625	7.31640625	7.1796875	7.26953125	7.015625
Bivm	5.890625	5.890625	5.8984375	5.8515625	5.57421875	5.890625	6.140625	5.890625	5.87109375
Ercc5	6.890625	6.8671875	6.8828125	6.86328125	6.8671875	7.08203125	6.83984375	6.7109375	6.9140625
Gulp1	5.33203125	5.04296875	5.26171875	5.58203125	5.26171875	5.16796875	5.19140625	5.15234375	5.1953125
Col3a1	5.265625	5.265625	5.28515625	5.265625	5.2578125	5.19921875	5.14453125	5.2734375	5.265625
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	3.7421875	3.685546875	3.115234375	3.484375	3.328125	3.640625	3.24609375	3.0625	2.59765625
NA	6.8203125	6.99609375	6.77734375	6.55859375	6.546875	6.8046875	6.73828125	6.75	6.78515625
Wdr75	7.47265625	7.62109375	7.45703125	7.55078125	7.5234375	7.51171875	7.5625	7.4765625	7.46875
NA	4.20703125	3.99609375	4.265625	3.6875	3.943359375	3.998046875	3.98046875	3.974609375	4.05859375
Rpl23a	11.9140625	11.9609375	11.90625	12.0078125	11.9609375	12	11.9609375	11.984375	11.921875
Dnah7b	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dnah7b	5.65234375	5.57421875	5.4453125	5.2109375	5.42578125	5.65625	5.37109375	5.359375	5.4765625
NA	5.0546875	5.64453125	5.34375	5.89453125	6.10546875	5.87890625	5.80078125	5.76953125	4.76171875
Dnah7c	5.6484375	5.6640625	5.46484375	5.578125	5.34765625	5.515625	5.53515625	5.328125	5.546875
NA	5.42578125	5.31640625	5.56640625	5.67578125	5.4609375	5.5	5.46875	5.66015625	5.515625
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	4.79296875	4.71484375	4.74609375	4.7265625	4.59375	4.73828125	4.6328125	4.40234375	5.2421875
Tmeff2	9.15625	8.9765625	9.15625	9.1796875	9.2109375	9.1953125	9.1328125	9.0703125	9.15625
Sdpr	5.390625	5.27734375	5.38671875	5.27734375	5.32421875	5.27734375	5.01171875	5.23046875	5.171875
Stat4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stat1	5.92578125	5.9609375	6.08984375	6.08203125	5.9921875	5.984375	6.19921875	5.95703125	6.09375
NA	5.90625	5.140625	5.7578125	5.84375	5.46875	5.9609375	5.99609375	5.30859375	5.1328125
Tmem194b	5.5546875	5.7734375	5.83984375	5.75	5.6875	5.828125	5.80859375	5.75	5.63671875
Hibch	6.52734375	6.26953125	6.5234375	6.33984375	6.65234375	6.94921875	6.45703125	6.28515625	6.4921875
Mstn	2.890625	3.2421875	3.2421875	3.296875	3.255859375	3.056640625	3.333984375	2.94140625	3.462890625
Ormdl1	6.12109375	5.78515625	6.0546875	5.93359375	5.99609375	6.51171875	6.23828125	6.16015625	6.0625
Osgepl1	6.84375	7.09375	6.72265625	6.8359375	6.7265625	6.62890625	6.7265625	6.57421875	6.59765625
Ccdc150	3.55078125	3.736328125	3.546875	3.521484375	3.3359375	3.5703125	3.6484375	3.236328125	3.490234375
Coq10b	6.7265625	6.89453125	6.953125	6.9921875	7.25	6.7734375	6.62109375	6.8671875	6.8125
Hspe1	10.9375	10.984375	10.90625	11	10.9375	10.9765625	10.9453125	10.8828125	10.765625
Mob4	8.1484375	8.1328125	8.1484375	8.109375	8.1328125	8.1328125	8.15625	8.1328125	8.0234375
Gm10561	6.29296875	5.84765625	6.2265625	5.89453125	6.24609375	6.37890625	6.30859375	6.453125	6.24609375
Mars2	6.34765625	6.30859375	6.30859375	6.30859375	6.47265625	6.06640625	6.2734375	6.46484375	6.26171875
NA	9.6171875	9.515625	9.5625	9.640625	9.484375	9.4609375	9.515625	9.453125	9.265625
Plcl1	6.48828125	6.48828125	6.48828125	6.3671875	6.3984375	6.5390625	6.62890625	6.4140625	6.48828125
1700066M21Rik	6.8984375	6.73828125	6.30078125	6.41796875	6.703125	6.64453125	6.796875	6.703125	6.7578125
9430016H08Rik	7.0625	6.8671875	6.921875	6.75390625	6.87109375	6.7734375	6.6328125	6.734375	6.671875
Spats2l	7.3046875	7.234375	7.35546875	7.27734375	7.41796875	7.26171875	7.203125	7.11328125	7.2890625
Sgol2a	4.578125	4.2578125	4.125	4.265625	4.22265625	4.22265625	4.22265625	4.22265625	4.2890625
Aox1	5.2890625	5.03515625	4.8984375	5.15625	4.69140625	4.9140625	4.93359375	4.95703125	4.95703125
Aox3	3.40234375	3.34765625	3.42578125	3.6484375	3.302734375	3.431640625	3.283203125	3.42578125	3.4375
Aox4	4.70703125	4.71484375	4.6171875	4.70703125	4.70703125	4.50390625	4.546875	4.70703125	4.74609375
Aox2	3.986328125	4.484375	4.62109375	4.42578125	4.4375	4.3359375	4.1796875	4.19140625	4.3203125
Bzw1	8.09375	7.8984375	8.1796875	8.125	8.1484375	8.0859375	7.83984375	8.34375	7.98046875
Nif3l1	7.4453125	7.4609375	7.5546875	7.625	7.45703125	7.48046875	7.5078125	7.43359375	7.35546875
Ndufb3	8.25	8.0703125	7.68359375	8.03125	8.0625	7.6640625	8.0546875	7.8125	7.53125
Cbx3	8.3203125	8.203125	8.2421875	8.203125	8.203125	8.2109375	8.203125	8.078125	8
Cflar	5.48046875	5.33984375	5.5	5.6875	5.51953125	5.48828125	5.48828125	5.5703125	5.20703125
Cflar	6.734375	6.23828125	6.60546875	6.86328125	6.65234375	6.515625	6.72265625	6.65234375	6.66796875
Casp8	4.54296875	3.939453125	3.8984375	3.978515625	3.708984375	3.900390625	4.00390625	3.8125	4.13671875
Stradb	6.37890625	6.36328125	6.5	6.36328125	6.36328125	6.3203125	6.39453125	6.36328125	6.36328125
G730003C15Rik	5.015625	5.1171875	5.15234375	5.13671875	5.03515625	5.1875	5.08984375	5.40625	5.13671875
Cdk15	3.66015625	4.09765625	3.5390625	3.421875	3.490234375	3.5390625	3.970703125	3.5390625	3.45703125
Fzd7	5.84375	5.734375	6.01171875	5.96875	5.68359375	5.765625	5.70703125	5.73046875	5.765625
Gm973	5.984375	5.5546875	5.89453125	5.91015625	5.91015625	6.203125	5.94921875	5.68359375	5.91015625
Nop58	7.9765625	7.7265625	7.7578125	7.62890625	7.75	7.78125	7.91796875	7.546875	7.73046875
Bmpr2	8.4140625	8.4453125	8.5234375	8.34375	8.4609375	8.453125	8.4453125	8.453125	8.5
Fam117b	7.25	7.41015625	7.4296875	7.3203125	7.390625	7.4921875	7.2890625	7.390625	7.328125
Carf	6.52734375	6.66015625	6.67578125	6.671875	6.71875	6.765625	6.71875	6.484375	6.7421875
Nbeal1	6.8046875	6.5390625	6.85546875	6.7109375	6.63671875	6.69921875	6.6953125	6.7109375	6.703125
Nbeal1	6.84375	6.69140625	6.84765625	6.76171875	6.8828125	6.76171875	6.72265625	6.75	6.6171875
Cyp20a1	5.91796875	5.8671875	5.90234375	5.90234375	5.91796875	5.72265625	5.90234375	5.9140625	5.859375
NA	3.42578125	3.28515625	3.42578125	3.42578125	3.39453125	3.353515625	3.42578125	3.4375	3.56640625
Abi2	8.8125	8.6953125	8.796875	8.734375	8.7890625	8.8359375	8.953125	9.0078125	8.71875
Eif4a1	9.2578125	9.2578125	9.265625	9.2578125	9.359375	9.2109375	9.15625	9.3359375	9.21875
Cd28	3.44140625	3.509765625	3.42578125	3.3828125	3.564453125	3.677734375	3.51171875	3.484375	3.802734375
Ctla4	3.703125	3.810546875	4.00390625	3.794921875	3.796875	3.998046875	4.06640625	4.19140625	3.83984375
Icos	3.90625	3.82421875	3.953125	3.953125	3.953125	4.0703125	3.953125	3.953125	4.2890625
Rpl17///Hk1	10.640625	10.609375	10.6640625	10.671875	10.6171875	10.609375	10.6328125	10.6171875	10.5234375
Pard3b	5.1015625	5.1015625	5.515625	5.1015625	5.1015625	5.1015625	4.98828125	5.08984375	5.2421875
Pard3b	4.96484375	4.85546875	4.91015625	5.25	4.96484375	5.078125	4.671875	4.96484375	5.2109375
NA	4.87890625	4.671875	4.80859375	5.0703125	4.94140625	5.14453125	5.07421875	5.26953125	5.1328125
Nrp2	6.43359375	6.35546875	6.375	6.40234375	6.359375	6.72265625	6.5859375	6.109375	6.640625
Eef1b2	9.6875	9.6953125	9.578125	9.7421875	9.671875	9.6640625	9.8046875	9.7265625	9.4609375
NA	4.71875	4.8828125	4.37890625	4.92578125	4.4921875	5.16796875	4.8046875	4.8046875	5.01953125
Snora41	4.296875	4.83984375	4.9921875	4.68359375	4.41796875	5.07421875	4.8515625	4.52734375	4.609375
Zdbf2	7.9453125	7.81640625	7.80859375	7.72265625	8.0625	8.1875	8.171875	7.8515625	8.046875
Adam23	8.25	8.2421875	8.4453125	8.1484375	8.2421875	8.2421875	8.0234375	8.265625	8.1875
Fastkd2	6.60546875	6.33984375	6.41015625	6.421875	6.421875	6.46875	6.421875	6.4453125	6.34375
NA	3.01953125	2.908203125	3.138671875	3.041015625	3.091796875	2.9765625	3.041015625	3.041015625	3
Gm13749	3.13671875	3.212890625	2.87890625	3.10546875	3.447265625	3.177734375	3.7109375	3.388671875	3.130859375
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Creb1	7.35546875	6.96484375	7.35546875	7.09375	7.35546875	7.3984375	7.3828125	7.52734375	7.41796875
Ccnyl1	5.77734375	5.7578125	5.7578125	5.57421875	6.18359375	5.7578125	5.796875	5.7578125	5.5625
Pikfyve	6.8515625	6.8515625	6.8515625	6.8515625	6.8515625	6.94140625	6.82421875	6.8515625	6.79296875
Pth2r	4.91796875	4.91796875	4.9140625	4.9765625	4.97265625	4.703125	4.91796875	4.91796875	4.91796875
