gene_symbol	GSM3625299	GSM3625300	GSM3625302	GSM3625298	GSM3625303	GSM3625306	GSM3625305	GSM3625301	GSM3625304
Nfia	7.99609375	7.666015625	7.810546875	7.92578125	7.8828125	7.802734375	7.7265625	7.859375	7.705078125
Nfib	7.28515625	7.3125	7.341796875	7.34765625	7.265625	7.341796875	7.32421875	7.388671875	7.22265625
Nfic	7.34375	7.39453125	7.47265625	7.58203125	7.4453125	7.12109375	7.32421875	7.6171875	7.25390625
Nfil3	6.3984375	6.640625	6.640625	6.68359375	7.0234375	6.42578125	6.640625	6.76953125	6.640625
Nfix	8.6640625	8.7734375	8.7734375	8.921875	8.6953125	8.796875	8.7734375	8.75	8.7734375
Nfkb1	6.07421875	6.1796875	6.30078125	6.1796875	6.1796875	6.1796875	6.1796875	6.05859375	6.40625
Nfkb2	4.4140625	4.86328125	4.86328125	4.86328125	4.92578125	4.71875	4.86328125	4.953125	4.86328125
Nfkbia	6.9296875	6.6484375	6.67578125	6.65625	6.734375	6.37109375	6.58203125	6.4765625	6.55859375
Nfkbib	7.8671875	8.0546875	8.015625	8.0859375	8.1015625	7.890625	8.125	7.96875	8.0078125
Nfkbid	4.6484375	4.90625	4.42578125	4.59765625	4.71484375	4.609375	4.6484375	4.6484375	4.6484375
Nfkbie	4.24609375	4.40234375	4.40234375	4.40234375	4.75	4.31640625	4.2265625	4.46484375	4.6171875
Nfkbil1	6.44921875	6.46875	6.39453125	6.328125	6.3203125	6.39453125	6.39453125	6.5	6.3828125
Nfkbiz	5.15625	5.29296875	5.2734375	5.22265625	4.859375	5.09375	5.265625	5.22265625	5.25390625
Nfrkb	7.31640625	7.0859375	7.0078125	6.953125	7.08203125	7.18359375	7.04296875	7.078125	7.1640625
Nfs1	6.109375	6.10546875	6.2421875	5.99609375	6.01171875	6.09375	6.12109375	6.32421875	6.10546875
Nfu1	7.359375	7.357421875	7.193359375	7.376953125	7.3046875	7.251953125	7.33203125	7.173828125	7.080078125
Nfx1	7.69921875	7.74609375	7.65234375	7.6328125	7.66015625	7.7109375	7.65625	7.60546875	7.66796875
Nfxl1	6.404296875	6.267578125	6.134765625	6.037109375	6.52734375	6.244140625	6.0546875	6.23828125	6.140625
Nfya	5.50390625	5.57421875	5.8046875	5.859375	5.65234375	5.859375	5.74609375	5.7890625	5.74609375
Nfyb	6.984375	6.93359375	7.12890625	6.984375	7.0	7.08984375	6.9375	6.984375	6.984375
Nfyc	6.978515625	7.0390625	6.935546875	7.037109375	7.00390625	6.83984375	6.931640625	6.9453125	6.869140625
Ngb	6.8046875	7.0546875	6.7890625	6.9140625	7.078125	7.67578125	7.48046875	7.18359375	7.42578125
Ngdn	6.80859375	6.75390625	6.7578125	6.7578125	6.7578125	6.828125	6.48046875	6.6328125	6.7734375
Ngef	7.39453125	7.26953125	7.21484375	7.21484375	7.28515625	7.765625	7.421875	7.41796875	7.515625
Ngf	5.3515625	5.10546875	5.76953125	5.65625	5.3984375	4.8828125	5.234375	5.546875	5.26953125
Ngfr	6.15234375	6.12109375	5.8515625	6.09375	6.12109375	6.12109375	6.12109375	6.2734375	6.30859375
Ngfrap1	10.9453125	10.90625	10.8515625	10.890625	10.9453125	10.890625	10.96875	10.7265625	10.890625
Ngly1	7.14453125	6.76953125	6.98046875	6.83984375	6.82421875	7.07421875	7.125	6.89453125	6.94140625
Ngp	3.333984375	3.8046875	3.482421875	3.080078125	3.62109375	3.509765625	3.509765625	3.6953125	3.509765625
Ngrn	6.8984375	7.03125	6.875	6.875	6.875	6.79296875	6.7265625	6.80859375	6.91015625
Nhej1	5.1796875	5.3671875	5.1796875	4.9921875	5.4453125	5.1796875	5.3515625	5.11328125	5.16796875
Nhlh1	3.736328125	3.736328125	3.736328125	3.67578125	3.853515625	3.71875	3.83984375	3.751953125	3.736328125
Nhlh2	4.390625	4.69140625	4.7265625	4.9375	4.8828125	4.109375	4.62890625	4.671875	4.7265625
Nhlrc1	7.6484375	7.78125	7.68359375	7.67578125	7.63671875	7.68359375	7.73828125	7.60546875	7.82421875
Nhlrc2	5.85546875	6.01171875	6.01171875	5.90234375	6.16796875	6.04296875	5.73046875	6.1484375	6.01171875
Nhlrc3	5.828125	5.890625	5.828125	5.890625	5.71484375	5.734375	5.828125	5.94140625	5.828125
Nhp2	7.58203125	7.328125	7.58984375	7.75390625	7.40625	7.46875	7.49609375	7.67578125	7.3984375
Nhp2l1	9.9375	9.8515625	9.841796875	9.97265625	9.783203125	9.998046875	9.9140625	9.9921875	9.8046875
Nhs	5.8828125	5.8828125	5.87890625	5.7421875	5.8828125	5.8828125	5.9296875	5.8828125	5.8828125
Nhsl1	6.427734375	6.494140625	6.61328125	6.541015625	6.482421875	6.388671875	6.40625	6.67578125	6.521484375
Nhsl2	4.91796875	4.81640625	4.85546875	4.67578125	4.6328125	4.9765625	5.4375	4.65625	5.0546875
Nicn1	9.1484375	9.2734375	9.296875	9.234375	9.1171875	9.25	9.3359375	9.4609375	9.4453125
Nid1	4.92578125	5.0	5.0	5.0	4.91796875	5.0	4.61328125	5.10546875	5.23828125
Nid2	4.87890625	4.75390625	4.84375	4.8671875	4.7109375	4.78515625	4.6796875	4.890625	4.82421875
Nif3l1	7.4453125	7.4609375	7.5546875	7.625	7.45703125	7.48046875	7.5078125	7.43359375	7.35546875
Nifk	6.9296875	6.9140625	6.91796875	6.88671875	6.9296875	6.9296875	6.8984375	6.9296875	7.11328125
Nim1k	6.23828125	6.11328125	6.390625	6.34765625	6.0078125	6.50390625	6.2578125	6.2578125	6.22265625
Nin	6.515625	6.3359375	6.72265625	6.546875	6.5625	6.3046875	6.4140625	6.51171875	6.49609375
Ninj1	6.4296875	6.48046875	6.328125	6.59765625	6.59765625	6.66015625	6.64453125	6.62890625	6.59765625
Ninj2	5.97265625	6.08203125	6.41796875	6.45703125	6.3046875	5.7578125	5.84375	6.2578125	5.88671875
Ninl	4.48046875	4.578125	4.47265625	4.578125	4.578125	4.578125	4.578125	4.578125	4.8984375
Nip7	6.265625	6.296875	6.19140625	6.296875	6.20703125	6.296875	6.34375	6.23046875	6.44921875
Nipa1	5.59375	5.7578125	5.7578125	5.859375	5.6796875	5.7578125	5.703125	6.0546875	5.46875
Nipa2	4.8125	4.5078125	4.734375	4.80078125	4.68359375	4.4765625	4.66796875	4.69140625	4.5703125
Nipal1	4.26953125	4.3359375	4.3203125	4.3359375	4.3671875	4.41015625	4.34765625	4.19140625	4.3359375
Nipal2	5.84375	5.875	5.921875	5.84375	5.84375	5.90625	5.77734375	5.61328125	5.84375
Nipal3	6.91796875	6.73046875	6.85546875	6.7578125	6.8046875	6.7890625	6.7890625	6.8203125	6.7890625
Nipal4	5.31640625	5.56640625	5.6640625	5.375	5.515625	5.32421875	5.51171875	5.515625	5.734375
Nipbl	7.234375	7.11328125	7.2421875	7.09375	7.3046875	7.37109375	7.2109375	7.13671875	7.2421875
Nipsnap1	7.7890625	7.83203125	7.8671875	7.7890625	7.53515625	7.84375	7.68359375	7.86328125	7.6328125
Nipsnap3a	3.84765625	3.869140625	4.0078125	3.869140625	3.85546875	4.07421875	3.76953125	3.86328125	3.869140625
Nipsnap3b	5.28125	5.01171875	5.265625	5.6171875	5.28125	5.375	5.28125	5.40234375	5.234375
Nisch	9.546875	9.4921875	9.5078125	9.53125	9.546875	9.625	9.6015625	9.5625	9.546875
Nit1	7.5546875	7.546875	7.62109375	7.55859375	7.56640625	7.56640625	7.6796875	7.4453125	7.56640625
Nit2	6.77734375	6.625	6.46875	6.609375	6.47265625	6.6484375	6.74609375	6.61328125	6.62109375
Nkain2	6.421875	6.296875	6.435546875	6.361328125	6.357421875	6.341796875	6.296875	6.23046875	6.453125
Nkain3	4.52734375	4.484375	4.80078125	4.640625	4.77734375	4.875	4.75	4.671875	4.77734375
Nkain4	7.48046875	7.96875	7.8359375	7.8828125	7.85546875	7.8046875	7.85546875	8.25	7.8203125
Nkap	5.74609375	5.20703125	5.76953125	5.76953125	5.76953125	5.99609375	5.3046875	5.76953125	5.8359375
Nkapl	3.7890625	3.451171875	3.59765625	3.603515625	3.515625	3.705078125	3.517578125	4.0078125	3.453125
Nkd1	6.31640625	6.26171875	6.4765625	6.5625	6.63671875	6.05859375	6.2421875	6.4140625	6.4140625
Nkd2	5.3125	4.73828125	5.0703125	5.0703125	5.41015625	5.0703125	5.0703125	4.9609375	5.0703125
Nkg7	4.28515625	4.3515625	4.2734375	3.75390625	4.28515625	4.07421875	4.23046875	4.4296875	4.28515625
Nkiras1	8.734375	8.8828125	8.8203125	8.6875	8.8125	8.6875	8.6015625	8.625	8.359375
Nkiras2	5.27734375	5.19140625	5.01171875	5.14453125	5.19140625	5.19140625	5.015625	5.41015625	5.19921875
Nkpd1	5.76953125	5.57421875	5.47265625	5.57421875	5.57421875	5.57421875	5.57421875	5.5	5.57421875
Nkrf	8.5859375	8.25	8.2578125	8.296875	8.1796875	8.1796875	8.3046875	8.1953125	7.96875
Nktr	8.6875	8.640625	8.703125	8.5234375	8.640625	8.8046875	8.671875	8.40625	8.8046875
Nkx1-1	5.1015625	5.54296875	5.5625	5.42578125	5.35546875	5.41015625	5.3671875	5.4375	5.56640625
Nkx1-2	5.0	4.97265625	5.03515625	5.0859375	4.86328125	5.0234375	5.00390625	4.9296875	5.0
Nkx2-1	5.3671875	5.78125	5.671875	5.6328125	5.67578125	5.5859375	5.67578125	5.28125	5.76171875
Nkx2-2	6.02734375	6.0859375	5.88671875	5.8203125	5.953125	5.94140625	6.16796875	6.09765625	6.02734375
Nkx2-3	4.421875	4.65625	4.65625	4.65625	5.01953125	4.65625	4.65625	4.5234375	4.85546875
Nkx2-4	6.01953125	6.34375	6.00390625	6.12890625	6.12109375	6.15234375	6.34375	5.9453125	6.1171875
Nkx2-5	5.9453125	6.140625	6.01171875	6.25	5.89453125	6.01171875	6.09375	6.09375	6.41015625
Nkx2-6	5.2109375	5.37109375	5.37109375	5.4453125	5.37890625	5.1484375	5.39453125	5.37109375	5.3828125
Nkx2-9	4.89453125	5.4140625	5.07421875	5.2578125	4.9140625	5.05859375	4.86328125	4.83984375	5.078125
Nkx3-1	4.8046875	5.0625	5.15234375	5.171875	5.01171875	4.375	4.859375	5.40234375	4.95703125
Nkx3-2	4.609375	4.6015625	4.6015625	4.7578125	4.47265625	4.6015625	4.6015625	4.51171875	4.6015625
Nkx6-1	4.765625	5.09375	5.09765625	4.98828125	4.98828125	4.69921875	4.69921875	4.96875	5.1171875
Nkx6-2	7.0390625	6.96875	6.96875	7.0859375	6.92578125	6.9609375	6.76171875	6.8359375	6.86328125
Nkx6-3	5.734375	5.67578125	5.72265625	5.82421875	5.82421875	5.734375	5.734375	5.55078125	5.734375
Nle1	5.99609375	5.9375	5.91796875	5.9921875	5.9140625	5.99609375	6.1171875	6.02734375	6.09765625
Nlgn1	7.84765625	7.5859375	7.765625	7.58203125	7.7421875	7.90234375	8.0	7.7265625	7.80859375
Nlgn2	8.125	8.125	8.046875	8.0	8.125	8.3359375	8.125	8.28125	8.125
Nlgn3	7.54296875	7.4609375	7.76171875	7.609375	7.6171875	7.8125	7.6796875	7.91796875	7.765625
Nlk	8.2421875	8.046875	8.0390625	8.1953125	7.98046875	8.1640625	8.0625	8.2109375	8.1484375
Nln	6.74609375	6.6015625	6.87890625	6.71484375	6.60546875	6.6953125	6.609375	6.66796875	6.5
Nlrc3	5.2734375	5.046875	4.92578125	5.0390625	5.03515625	5.0390625	5.0390625	4.91796875	5.0546875
Nlrc4	3.34765625	3.138671875	3.05859375	2.96875	3.08203125	3.2578125	3.08203125	2.982421875	3.2890625
Nlrc5	5.242730034722222	5.402126736111111	5.378255208333333	5.3876953125	5.336371527777778	5.384440104166667	5.410373263888889	5.333658854166667	5.461588541666667
Nlrp10	3.107421875	3.0546875	3.21875	3.197265625	3.3515625	3.09375	3.55859375	3.21875	3.5
Nlrp1a	3.548828125	3.27734375	3.228515625	3.328125	3.328125	3.158203125	3.556640625	3.328125	3.37109375
Nlrp1b	3.5078125	3.787109375	3.798828125	3.689453125	3.689453125	3.767578125	3.65234375	3.58984375	3.689453125
Nlrp1c-ps	4.07421875	4.07421875	4.07421875	3.818359375	4.07421875	4.07421875	4.171875	4.07421875	4.07421875
Nlrp3	3.978515625	3.978515625	3.978515625	4.12890625	4.03515625	3.8515625	4.07421875	3.658203125	3.978515625
Nlrp4c	2.828125	3.1015625	3.041015625	3.041015625	2.8046875	2.92578125	2.943359375	3.33203125	3.125
Nlrp5	3.994140625	4.0859375	3.994140625	3.939453125	4.296875	3.994140625	3.994140625	4.28515625	3.658203125
Nlrp5-ps	6.1015625	5.98046875	6.0703125	6.19921875	5.9375	6.16015625	5.80859375	6.0078125	6.375
Nlrp6	4.79296875	5.2578125	5.2578125	5.2578125	5.1171875	5.36328125	5.2578125	5.26953125	5.53515625
Nlrp9a	3.123046875	3.1171875	2.9765625	3.1953125	3.263671875	3.08984375	3.072265625	2.974609375	3.09375
Nlrx1	5.40234375	5.474609375	5.416015625	5.38671875	5.4140625	5.453125	5.498046875	5.388671875	5.474609375
Nmb	6.19921875	6.19921875	5.94921875	6.19921875	6.29296875	6.3359375	6.30859375	6.13671875	6.19921875
Nmbr	5.87109375	5.84375	6.23046875	5.83203125	5.84375	5.609375	5.7890625	6.2734375	5.578125
Nmd3	7.48046875	7.48828125	7.48046875	7.48046875	7.48046875	7.48046875	7.48046875	7.48046875	7.4296875
Nme1	9.8203125	9.7890625	9.6875	9.8515625	9.6875	9.7421875	9.859375	9.828125	9.6328125
Nme2	7.087890625	7.017578125	9.185546875	8.826171875	9.22265625	9.1796875	8.9296875	6.5546875	9.21484375
Nme3	7.953125	8.0	7.7734375	7.953125	7.7734375	7.953125	7.98828125	8.2890625	7.83203125
Nme4	5.2734375	5.2734375	5.25	5.2734375	4.92578125	5.296875	5.33984375	5.3828125	5.51953125
Nme5	7.7890625	7.625	7.4375	7.68359375	7.70703125	7.73828125	7.5859375	7.328125	7.18359375
Nme6	6.05859375	6.12109375	6.072265625	6.111328125	6.103515625	6.033203125	6.0390625	6.0	6.2109375
Nme7	5.671875	5.94140625	5.7734375	5.85546875	5.85546875	5.9375	5.85546875	5.8125	5.86328125
Nme9	5.359375	5.46484375	5.30078125	5.30078125	5.41796875	5.234375	5.19140625	5.26171875	5.296875
Nmi	6.01953125	5.47265625	5.671875	5.8671875	5.83984375	5.83984375	6.12109375	5.64453125	5.8984375
Nmnat1	5.0	5.27734375	4.9765625	4.9765625	4.9765625	5.0	4.89453125	4.98828125	4.71484375
Nmnat2	9.546875	9.546875	9.7265625	9.6171875	9.5546875	9.5	9.484375	9.875	9.6015625
Nmnat3	5.52734375	5.703125	5.6640625	5.6796875	5.61328125	5.734375	5.796875	5.54296875	5.77734375
Nmral1	5.984375	5.81640625	5.984375	5.99609375	6.0546875	6.02734375	5.984375	5.74609375	6.00390625
Nmrk1	4.88671875	4.73046875	4.83203125	4.72265625	4.578125	4.73046875	4.73046875	4.90234375	4.60546875
Nmrk2	4.2421875	4.24609375	4.24609375	4.24609375	4.3671875	4.24609375	4.24609375	4.2265625	4.23828125
Nms	5.390625	5.3359375	4.3203125	5.375	4.92578125	5.53515625	5.47265625	5.44140625	5.78125
Nmt1	8.03125	8.15625	8.1640625	8.15625	8.1484375	8.3359375	8.125	8.0	8.1640625
Nmt2	7.86328125	7.9609375	8.03125	7.99609375	8.1171875	7.9609375	7.72265625	7.99609375	7.8515625
Nmu	5.0	4.37890625	4.53515625	4.21484375	4.5234375	5.0234375	4.765625	4.3671875	4.5234375
Nmur1	5.00390625	5.25390625	4.8828125	4.94140625	5.00390625	5.00390625	4.890625	5.04296875	5.125
Nmur2	4.90234375	5.40625	4.82421875	4.73046875	4.890625	5.08203125	5.21484375	4.48828125	4.890625
Nnat	11.25	11.3046875	11.0390625	11.2265625	11.21875	11.40625	11.546875	11.3984375	11.4609375
Nnmt	5.26953125	5.08984375	4.78125	5.00390625	5.33203125	5.51171875	5.4140625	5.12890625	5.80859375
Nnt	6.515625	6.42578125	6.56640625	6.39453125	6.3515625	6.640625	6.6171875	6.51953125	6.6015625
Noa1	6.86328125	6.85546875	6.765625	6.85546875	6.72265625	6.85546875	6.85546875	6.85546875	7.03125
Nob1	6.83984375	6.88671875	6.90625	6.9140625	7.0546875	6.9375	6.95703125	6.8203125	7.24609375
Noc3l	5.98046875	5.91796875	5.99609375	5.99609375	6.078125	6.1015625	5.99609375	5.90625	5.99609375
Noc4l	6.6796875	6.89453125	6.6796875	6.66796875	6.57421875	6.8046875	6.60546875	6.62890625	7.00390625
Noct	6.6796875	6.6953125	6.58984375	6.76953125	6.83203125	6.5859375	6.6875	6.703125	6.64453125
Nod1	5.1953125	5.05078125	5.10546875	5.40234375	5.10546875	4.62890625	4.87890625	4.89453125	5.10546875
Nod2	4.92578125	4.91015625	5.16796875	4.92578125	4.92578125	4.92578125	4.91015625	4.859375	4.9453125
Nodal	4.859375	5.10546875	4.859375	4.80859375	4.8515625	4.64453125	4.9375	4.87109375	4.859375
Nog	4.8671875	5.03515625	5.03515625	4.98046875	4.5234375	5.15625	5.05078125	4.96484375	5.03515625
Nol10	5.90234375	5.90234375	6.0078125	5.92578125	5.90234375	6.00390625	5.80859375	5.75	5.796875
Nol11	10.08984375	10.07421875	10.03359375	10.0859375	9.97109375	10.0875	10.0671875	10.1453125	9.98828125
Nol12	6.92578125	6.93359375	6.921875	6.8359375	6.81640625	6.92578125	6.96875	6.828125	7.1796875
Nol3	7.625	7.59765625	7.60546875	7.7890625	7.6953125	7.625	7.8984375	7.5703125	7.50390625
Nol4	6.270833333333333	6.348958333333333	6.477864583333333	6.3359375	6.315104166666667	6.303385416666667	6.272135416666667	6.490885416666667	6.494791666666667
Nol4l	7.0859375	6.9609375	7.01953125	7.01953125	7.02734375	6.97265625	6.984375	7.1640625	7.01953125
Nol6	7.875	7.71484375	7.8046875	7.6875	7.8046875	7.73828125	7.8046875	7.95703125	7.8046875
Nol7	6.609375	6.5703125	6.859375	6.6484375	6.578125	6.875	6.79296875	6.63671875	6.38671875
Nol8	7.23046875	7.19140625	7.25390625	7.1484375	7.1484375	7.2109375	7.1484375	6.86328125	7.1484375
Nol9	6.99609375	6.875	6.7734375	6.69921875	6.70703125	6.73828125	6.9453125	6.77734375	6.6953125
Nolc1	7.25	7.32421875	7.3125	7.30859375	7.328125	7.35546875	7.3125	7.125	7.33203125
Nom1	5.7578125	5.828125	5.828125	5.828125	5.69921875	6.046875	5.87109375	5.7421875	6.0546875
Nomo1	7.8203125	7.76171875	7.8203125	7.625	7.66015625	7.8203125	7.86328125	7.94140625	7.953125
Nono	7.94140625	7.7421875	7.96484375	7.71484375	7.8515625	8.2265625	7.90625	7.79296875	8.125
Nop10	9.859375	9.7109375	9.6484375	9.8203125	9.71875	9.6328125	9.7734375	9.6015625	9.3984375
Nop14	7.359375	7.265625	7.35546875	7.13671875	7.359375	7.3671875	7.31640625	7.11328125	7.3046875
Nop16	7.0	6.90625	6.94140625	6.72265625	6.60546875	6.94140625	7.0859375	7.03515625	6.94140625
Nop2	6.14453125	6.06640625	6.4609375	6.2578125	6.2109375	6.33203125	6.2578125	6.2578125	6.31640625
Nop56	8.90625	8.8203125	8.7578125	8.6796875	8.8125	8.9375	8.953125	8.5625	8.890625
Nop58	7.9765625	7.7265625	7.7578125	7.62890625	7.75	7.78125	7.91796875	7.546875	7.73046875
Nop9	4.9609375	5.4921875	5.48828125	5.45703125	5.5	5.734375	5.41796875	5.48828125	5.48828125
Nos1	6.5703125	6.53125	6.4296875	6.70703125	6.60546875	6.921875	6.69921875	6.4609375	6.76953125
Nos1ap	6.353515625	6.1953125	6.20703125	6.060546875	6.30859375	6.177734375	6.3125	6.177734375	6.1953125
Nos2	4.88671875	4.8984375	4.88671875	4.80078125	4.66015625	4.88671875	4.88671875	5.0	4.88671875
Nos3	5.15625	5.15625	5.265625	5.19140625	5.15625	5.15625	5.171875	5.140625	5.16015625
Nosip	6.69921875	6.9140625	6.91015625	6.87109375	6.8671875	6.83203125	6.9296875	6.61328125	7.04296875
Nostrin	5.22265625	5.00390625	5.16015625	5.01953125	5.12890625	5.0234375	5.0234375	5.0234375	5.0234375
Notch1	6.15625	6.1875	6.2265625	6.125	6.2265625	6.3125	6.45703125	6.2578125	6.05078125
Notch2	5.36328125	5.625	5.47265625	5.53125	5.25	5.640625	5.515625	5.5390625	5.60546875
Notch3	6.08203125	5.9296875	5.9296875	5.79296875	5.9296875	5.8828125	5.9296875	5.9921875	5.9296875
Notch4	3.9990234375	3.9811197916666665	4.009765625	3.8310546875	3.9300130208333335	3.6949869791666665	3.9791666666666665	3.755859375	3.896484375
Noto	4.34375	4.296875	4.265625	4.30078125	4.3515625	4.19921875	4.265625	4.34765625	4.58203125
Notum	5.01171875	5.0	5.13671875	5.0	4.98046875	4.82421875	4.73046875	5.1328125	5.15625
Notumos	4.8984375	5.1796875	5.06640625	4.8984375	4.8984375	4.7421875	4.91015625	4.8984375	4.7890625
Nov	4.90625	5.18359375	5.08203125	5.18359375	5.18359375	5.53125	5.3046875	5.19921875	5.36328125
Nova1	9.12109375	8.859375	8.765625	8.91015625	8.890625	9.00390625	9.125	8.78125	8.86328125
Nova2	6.4453125	6.46875	6.4453125	6.4453125	6.40625	6.41796875	6.36328125	6.6484375	6.59375
Nox1	3.640625	3.6640625	3.6015625	3.390625	3.65625	3.689453125	3.65625	3.65625	3.689453125
Nox3	3.818359375	3.712890625	3.818359375	3.818359375	3.818359375	3.966796875	3.818359375	3.666015625	3.818359375
Nox4	4.26953125	4.14453125	3.927734375	3.94140625	4.171875	4.2734375	4.078125	4.38671875	4.3203125
Noxa1	4.2265625	4.34765625	4.21484375	3.953125	4.55078125	4.5078125	4.34765625	4.390625	4.36328125
Noxo1	5.75390625	5.8359375	5.75390625	5.75390625	5.59765625	5.93359375	5.75390625	5.7578125	5.75390625
Noxred1	4.83984375	4.62890625	4.58984375	4.55859375	4.58984375	4.46484375	4.625	4.4140625	4.56640625
Npas1	4.88671875	5.171875	4.87890625	4.9609375	4.70703125	4.9140625	4.92578125	4.8671875	5.12890625
Npas2	6.578125	6.51953125	6.67578125	6.70703125	6.48828125	6.3125	6.21484375	6.81640625	5.91796875
Npas3	7.1875	6.984375	6.93359375	7.06640625	6.81640625	6.873046875	7.013671875	7.03515625	6.626953125
Npas4	5.88671875	5.8515625	5.29296875	5.578125	5.2421875	5.6875	5.58203125	5.33203125	5.4296875
Npat	6.6875	6.46484375	6.47265625	6.53125	6.3984375	6.44921875	6.56640625	6.47265625	6.20703125
Npb	5.3515625	5.4140625	5.34375	5.1796875	5.01171875	5.30078125	5.41015625	5.03125	5.3046875
Npbwr1	5.75390625	5.56640625	5.68359375	5.68359375	5.625	5.68359375	5.67578125	5.90234375	6.0625
Npc1	7.734375	7.51171875	7.89453125	7.734375	7.734375	7.734375	7.56640625	7.84375	7.58203125
Npc1l1	5.34765625	5.484375	5.21484375	5.43359375	5.34765625	5.59375	5.28515625	5.37109375	5.171875
Npc2	8.875	8.8984375	8.7578125	9.0	8.6796875	8.6640625	8.8828125	8.796875	8.828125
Npcd	7.2109375	7.19921875	7.46875	7.30078125	7.375	7.5	7.375	7.453125	7.375
Npdc1	8.1015625	8.21875	8.140625	8.109375	8.109375	8.2109375	8.1796875	8.125	8.1953125
Npepl1	6.1796875	6.29296875	6.3984375	6.4140625	6.09375	6.41015625	6.23046875	6.31640625	6.3828125
Npepps	8.5078125	8.609375	8.6796875	8.6484375	8.7265625	8.6875	8.640625	8.71875	8.5703125
Npff	6.48046875	6.703125	6.3046875	6.5	6.37890625	6.37890625	6.35546875	6.22265625	6.3515625
Npffr1	5.6171875	5.8984375	5.828125	5.55078125	5.8984375	6.21875	6.41796875	5.9453125	5.97265625
Npffr2	4.69921875	4.2109375	4.140625	3.767578125	3.8515625	4.1484375	4.12890625	4.26953125	4.1640625
Nphp1	6.76953125	6.76953125	6.625	6.765625	6.84765625	6.8671875	6.81640625	6.53125	6.921875
Nphp3	6.1015625	6.14453125	6.1015625	5.890625	6.06640625	6.25	6.32421875	5.875	6.11328125
Nphp4	5.20703125	5.37890625	5.5234375	5.41015625	5.4921875	5.36328125	5.41015625	5.41015625	5.42578125
Nphs1	4.591796875	4.751953125	4.609375	4.548828125	4.50390625	4.40625	4.509765625	4.49609375	4.56640625
Nphs2	4.28125	4.171875	4.171875	4.171875	4.0546875	4.00390625	4.0546875	4.36328125	4.4609375
Npl	4.94140625	5.015625	5.38671875	5.4140625	5.31640625	5.296875	5.4765625	5.2109375	5.44921875
Nploc4	6.9609375	7.0546875	6.9609375	6.9609375	7.0859375	6.83203125	6.75390625	6.96875	6.9609375
Npm1	9.15625	9.0234375	9.0390625	9.0625	9.0625	9.140625	9.203125	8.9453125	8.890625
Npm2	3.509765625	3.509765625	3.7578125	3.544921875	3.509765625	3.494140625	3.509765625	3.41796875	3.64453125
Npm3-ps1	5.03515625	5.728515625	5.384765625	5.431640625	5.44140625	5.275390625	5.146484375	5.6328125	5.544921875
Npnt	5.53125	5.65625	5.65625	5.65625	5.5	5.7265625	5.69921875	5.70703125	5.6484375
Nppa	5.5703125	5.6171875	5.4453125	5.30078125	5.46484375	5.890625	5.66796875	5.546875	5.75390625
Nppb	4.65625	5.1484375	5.0546875	5.0546875	4.953125	4.75390625	4.8125	4.71484375	4.953125
Nppc	6.765625	6.671875	6.671875	6.671875	6.73046875	6.4375	6.671875	7.0390625	6.57421875
Npr1	5.12890625	5.12890625	5.04296875	5.12890625	5.12890625	5.18359375	5.01171875	5.12890625	5.28515625
Npr2	7.63671875	7.34765625	7.4140625	7.31640625	7.41796875	7.62109375	7.5859375	7.1796875	7.41796875
Npr3	4.80859375	4.80859375	4.66796875	4.9609375	4.86328125	4.69921875	5.08203125	4.79296875	4.80078125
Nprl2	7.62109375	7.4375	7.515625	7.4375	7.4375	7.59375	7.26953125	7.140625	7.4375
Nprl3	6.2578125	6.1796875	6.2421875	6.2421875	6.1484375	6.41796875	6.3046875	6.2421875	6.2421875
Nps	3.720703125	3.55078125	3.525390625	3.423828125	3.55078125	3.505859375	3.55078125	3.58203125	3.53515625
Npsr1	5.62890625	6.203125	5.703125	5.81640625	5.796875	5.71875	5.875	6.02734375	5.81640625
Nptn	9.75	9.5	9.8515625	9.765625	9.78125	9.5078125	9.53125	9.640625	9.515625
Nptx1	6.66015625	6.83203125	6.20703125	6.484375	6.625	6.90234375	6.72265625	6.77734375	6.72265625
Nptx2	5.77734375	5.8359375	5.92578125	5.82421875	5.77734375	5.62109375	5.76953125	5.90625	5.82421875
Npvf	6.98046875	7.46484375	7.00390625	7.890625	7.30859375	6.99609375	7.171875	6.87109375	6.50390625
Npw	5.3125	5.66015625	5.46875	5.46875	5.46875	5.46875	5.76171875	5.4375	5.43359375
Npy	9.3515625	9.6328125	8.3671875	9.2109375	7.93359375	8.8828125	8.8828125	8.6328125	8.8828125
Npy1r	6.2421875	6.234375	6.2421875	6.234375	6.30859375	6.23828125	6.3359375	6.3515625	6.2734375
Npy2r	6.25	5.8515625	5.72265625	5.4296875	5.99609375	6.53125	6.4765625	6.1796875	6.02734375
Npy4r	3.615234375	3.689453125	3.447265625	3.703125	3.388671875	3.689453125	3.87890625	3.666015625	3.6953125
Npy5r	4.3046875	4.1796875	4.25	4.3046875	4.3125	4.29296875	4.34765625	4.3046875	4.48828125
Nqo1	4.625	4.40625	4.55078125	4.67578125	4.328125	4.39453125	4.55078125	4.45703125	4.64453125
Nqo2	5.78125	5.703125	5.703125	6.0	5.703125	5.5859375	5.73828125	5.58984375	5.58984375
Nr0b1	4.85546875	4.328125	4.328125	4.46484375	4.234375	4.31640625	4.37890625	4.26953125	4.328125
