gene_symbol	GSM2501291	GSM2501289	GSM2501296	GSM2501290	GSM2501294	GSM2501299	GSM2501293	GSM2501298	GSM2501295	GSM2501297	GSM2501292	GSM2501288
0610005C13Rik	5768.0	4620.0	5024.0	3658.0	3386.0	5348.0	4740.0	4548.0	5288.0	4852.0	5424.0	4552.0
0610006L08Rik	44.3125	5.22265625	2.72265625	13.25	1.255859375	22.234375	5.921875	12.484375	26.75	19.328125	21.875	24.90625
0610007P14Rik	3004.0	3286.0	3164.0	2702.0	2190.0	3856.0	3468.0	3254.0	2834.0	2960.0	3488.0	2718.0
0610009B22Rik	2372.0	2344.0	2788.0	3162.0	2450.0	2864.0	2344.0	2940.0	2488.0	2756.0	2454.0	2488.0
0610009L18Rik	178.125	100.9375	70.875	129.125	131.375	188.25	129.375	139.875	92.5625	177.75	84.25	133.5
0610009O20Rik	289.84375	191.828125	179.0703125	327.90625	196.5625	191.375	209.4375	163.6875	281.734375	191.3125	272.5625	194.1875
0610010F05Rik	754.625	586.0625	685.25	632.5	548.625	730.6875	598.75	706.0625	646.375	611.9375	683.6875	605.9375
0610010K14Rik	342.375	329.625	286.375	290.25	234.5	333.875	285.875	311.5	289.1875	388.5	318.0	304.0
0610011F06Rik	2443.0	2777.25	3635.25	3280.0	2970.25	3203.5	2360.75	3668.0	3274.5	4034.5	2730.5	2728.0
0610012G03Rik	1328.1041666666667	1587.03125	1607.25	1995.4583333333333	1606.6666666666667	2028.125	1748.2083333333333	2003.1458333333333	2015.7916666666667	2038.0104166666667	1516.9791666666667	1682.1354166666667
0610025J13Rik	9.1015625	4.62890625	10.4453125	6.5859375	4.27734375	12.296875	4.85546875	9.1875	8.859375	17.1875	5.3671875	6.2265625
0610030E20Rik	947.625	935.375	1023.375	1287.375	640.3125	775.5	853.75	737.125	835.125	639.25	833.75	809.375
0610033M10Rik	39.84375	48.71875	9.4765625	25.796875	92.6875	49.0	46.40625	17.84375	26.4375	38.875	49.53125	50.8125
0610037L13Rik	345.36875	297.0625	244.79375	304.428125	292.60625	306.78125	343.115625	351.5625	308.40234375	344.7875	313.84375	264.68125
0610038B21Rik	7.1171875	57.5	6.40234375	30.09375	2.400390625	18.78125	87.8125	42.21875	9.546875	16.578125	131.75	39.96875
0610039K10Rik	1.849609375	17.0625	21.15625	8.9765625	8.6328125	8.0	23.65625	2.61328125	4.49609375	6.88671875	5.4140625	6.1171875
0610040A22Rik	62.15625	50.15625	29.859375	15.921875	51.5625	65.4375	59.25	55.625	55.03125	89.3125	54.65625	98.75
0610040B10Rik	177.5	105.96875	182.9375	179.625	77.890625	198.625	173.625	204.15625	139.375	154.5	179.84375	119.40625
0610040F04Rik	121.25	6.55078125	79.4375	85.0	32.03125	180.375	22.015625	57.75	8.7890625	128.75	88.625	76.75
0610040J01Rik	717.5	599.0	649.0	530.5	612.5	714.0	600.5	587.0	691.5	752.0	532.5	562.0
0610042E11Rik	9.57421875	33.0234375	48.171875	39.7734375	14.720703125	22.62890625	17.23828125	13.74365234375	6.5087890625	28.6796875	14.33984375	47.140625
0710001A04Rik	4.41015625	2.23828125	2.810546875	3.62109375	2.353515625	8.2265625	4.41015625	7.52734375	5.390625	5.71484375	6.82421875	3.95703125
0710001D07Rik	176.625	146.25	168.125	190.75	62.875	176.0	162.0	149.75	143.375	192.625	157.0	125.8125
1010001B22Rik	8.8984375	9.4921875	8.09375	26.90625	12.71875	5.6171875	42.65625	23.609375	34.53125	15.21875	13.046875	18.640625
1010001I08Rik	3.208984375	1.9794921875	8.171875	5.86328125	1.232421875	10.5859375	2.865234375	2.5703125	2.546875	23.5	9.3828125	20.203125
1110002L01Rik	88.5	182.375	209.75	161.875	117.25	198.5	191.125	262.75	164.375	139.25	203.25	237.625
1110003F02Rik	193.375	205.125	222.375	424.25	205.375	248.375	177.875	219.75	188.125	168.875	170.375	240.625
1110004E09Rik	280.54296875	205.388671875	274.61328125	196.171875	288.625	234.046875	215.734375	236.990234375	267.7265625	238.1171875	289.6171875	212.841796875
1110004F10Rik	1336.0	1428.0	1302.0	1520.0	1496.0	1136.0	1619.0	1449.0	1391.0	1787.0	1474.0	1174.0
1110004M10Rik	81.61328125	68.9453125	71.876953125	127.75	80.615234375	94.2265625	51.375	59.63671875	58.412109375	50.5	96.171875	88.5234375
1110006E14Rik	48.59375	11.9296875	55.84375	88.625	6.828125	52.4375	31.703125	68.25	36.0	53.8125	9.75	43.15625
1110006O24Rik	83.125	6.4765625	11.6953125	16.265625	10.484375	23.921875	22.1875	8.21875	14.6875	19.21875	6.52734375	6.0234375
1110008E08Rik	114.75	92.125	78.375	89.3125	112.0625	76.6875	97.6875	28.671875	162.0	56.09375	101.3125	122.5
