	GSM4191298	GSM4191299	GSM4191296	GSM4191292	GSM4191295	GSM4191294	GSM4191293	GSM4191290	GSM4191301	GSM4191291
Olfm3	2.876953125	3.189453125	2.6328125	2.708984375	2.61328125	2.80859375	2.71484375	2.7109375	2.62109375	2.83984375
Rbm28	7.796875	6.59375	7.39453125	6.6796875	7.21484375	7.06640625	5.98046875	7.44140625	7.6953125	7.19140625
Chst15	6.9453125	6.7890625	6.859375	7.2578125	6.8671875	7.1640625	7.3828125	6.88671875	6.27734375	6.953125
Tor1a	7.79296875	7.5546875	7.890625	7.39453125	7.83984375	7.51953125	7.328125	7.51171875	7.90625	7.6484375
Lpin1	9.6640625	10.171875	10.125	10.40625	10.078125	10.0546875	10.328125	10.15625	10.421875	10.140625
Gnaz	4.21484375	4.1796875	4.10546875	4.6484375	4.32421875	4.3515625	4.53515625	4.47265625	3.79296875	4.2890625
Tubgcp5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P4ha1	6.72265625	6.43359375	7.51953125	6.7578125	6.53515625	6.3359375	6.265625	6.92578125	6.99609375	6.60546875
Btg4	3.666015625	3.841796875	4.04296875	3.46875	3.685546875	3.873046875	3.83984375	3.61328125	3.77734375	3.779296875
D230025D16Rik	7.2890625	7.3125	7.40625	7.234375	7.6953125	7.58203125	7.34765625	7.69140625	7.66015625	7.4375
Hadhb	12.9453125	13.1796875	12.078125	12.8125	12.3984375	12.703125	12.953125	12.8828125	12.3046875	12.9609375
Gnpda2	7.484375	7.85546875	8.375	7.7265625	7.45703125	7.8984375	7.86328125	7.80859375	7.67578125	7.5546875
Gnpda2	8.328125	7.80859375	8.6328125	8.0078125	8.421875	8.3125	8.1015625	8.21875	8.5	8.4140625
Arid2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ovgp1	4.90625	4.74609375	4.8828125	4.91796875	4.95703125	5.01171875	5.4375	5.046875	5.1796875	4.83984375
Toe1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nrp2	7.7421875	7.98046875	7.234375	8.4921875	7.8203125	8.3828125	8.203125	8.4921875	6.93359375	7.9921875
Tagln2	9.8046875	9.7734375	10.078125	10.4765625	10.5546875	10.3203125	9.9296875	10.265625	9.546875	10.171875
Klhl5	9.1484375	8.7109375	9.40625	8.890625	9.09375	9.296875	9.0234375	9.2734375	9.171875	9.1953125
Zmynd11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zmynd11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nop56	7.5078125	7.3046875	7.60546875	7.8984375	7.5546875	7.6328125	7.609375	7.80859375	7.28515625	7.57421875
Arfgap3	7.40234375	7.4453125	7.703125	7.68359375	7.859375	7.78125	7.59765625	7.828125	7.60546875	7.75
Poglut1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ice2	7.70703125	7.4765625	8.0859375	7.13671875	7.5703125	7.39453125	7.08203125	7.47265625	7.65625	7.81640625
Ice2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trp53	6.9921875	6.60546875	6.89453125	6.8515625	7.171875	7.0546875	6.87109375	6.9140625	6.96875	7.140625
Usp11	7.32421875	6.29296875	6.59765625	6.609375	6.9296875	6.96875	6.79296875	6.6796875	7.14453125	6.81640625
Endod1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Endod1	5.2734375	5.4453125	6.4921875	5.66796875	5.8125	5.66796875	5.359375	5.83984375	5.62109375	5.609375
Endod1	5.03125	5.4296875	5.71484375	5.37109375	5.5	5.40234375	5.328125	5.30859375	5.34375	5.3203125
Endod1	5.4765625	5.19140625	6.0546875	5.640625	5.828125	5.82421875	5.6796875	5.98046875	5.68359375	5.92578125
Ttc14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tnrc6b	7.0390625	8.234375	8.078125	8.359375	6.8203125	8.46875	8.28125	8.1875	7.71875	7.41015625
Tesk2	6.1640625	5.74609375	5.640625	5.6875	5.94921875	5.796875	5.61328125	5.6875	5.81640625	5.8125
Gc	12.609375	9.8046875	11.0078125	3.26953125	3.880859375	3.216796875	10.6875	3.60546875	7.46484375	4.015625
Dph6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mri1	3.59375	3.947265625	3.68359375	3.931640625	3.78515625	3.708984375	4.16015625	3.8046875	3.703125	3.708984375
Sidt1	5.3046875	5.375	4.80859375	5.98828125	5.34375	5.4140625	5.4453125	5.56640625	5.10546875	5.5859375
Sidt1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bcl11a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dnajc14	7.23046875	7.0234375	7.45703125	7.4453125	7.60546875	7.56640625	7.140625	7.671875	7.26171875	7.37109375
Pgam1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Scpep1	10.84375	10.5390625	10.390625	10.265625	10.4453125	10.3671875	10.421875	10.2890625	10.2421875	10.4375
Zfp280d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mesp1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm4724///Gm14305///Gm14308///Gm14295///0610010B08Rik///Gm14434///Gm14432///Gm14430///Gm14419	8.34375	7.90234375	8.5546875	7.87109375	8.3828125	8.1875	8.0859375	8.3046875	8.3828125	8.453125
Sbno1	8.1953125	8.78125	8.828125	8.703125	8.1953125	8.5078125	8.640625	8.796875	8.265625	8.5625
Npnt	4.71875	5.05859375	4.703125	4.93359375	4.52734375	5.0234375	5.2890625	5	4.66796875	4.55859375
Npnt	4.7734375	5.2890625	4.5859375	5.31640625	4.3046875	5.03125	5.3984375	5.328125	4.79296875	4.3125
Olfm1	6.73046875	6.265625	6.859375	6.6640625	6.921875	7.01171875	6.6484375	6.66015625	7.18359375	6.6484375
Zfp553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Igf1r	6.984375	7.44140625	6.5546875	6.9296875	6.8671875	6.984375	7.03125	6.87109375	6.18359375	6.90234375
Il17re	6.58984375	7.2421875	6.5703125	7.4609375	7.265625	7.375	7.44140625	7.546875	6.60546875	7.7890625
Pqlc1	7.5703125	7.140625	6.94921875	7.16796875	7.25390625	7.3359375	7.05859375	7.19921875	6.7734375	7.05859375
Slc2a9	5.2578125	4.953125	4.609375	4.86328125	4.90234375	4.515625	4.83203125	4.66015625	4.50390625	4.62890625
Frk	4.78125	4.6796875	4.96875	4.9921875	4.296875	4.734375	4.81640625	4.8984375	4.36328125	5.1484375
Frk	4.15234375	3.93359375	4.47265625	4.03515625	3.705078125	3.904296875	3.892578125	4.2109375	3.861328125	4.0859375
Ano1	6.8515625	7.265625	7.43359375	7.4375	6.96484375	7.37890625	7.6328125	7.71875	6.8046875	7.65234375
Me2	7.03125	6.97265625	7.234375	7.1328125	7.203125	7.48828125	6.984375	7.08203125	7.01171875	6.9765625
Me2	4.71875	4.36328125	5.328125	4.54296875	4.69140625	5.1953125	4.50390625	4.7734375	4.80078125	4.578125
Add3	8.828125	9.1953125	9.2734375	9.28125	8.78125	9.0703125	9.3828125	9.2109375	8.6875	9.2421875
Sgms1	7.7734375	7.734375	8.1015625	7.8828125	7.98828125	7.72265625	7.609375	8.0234375	7.81640625	8.03125
Sgms1	8.703125	8.2578125	9.0234375	8.6953125	9	8.640625	8.3828125	8.9765625	8.71875	8.7265625
Lin37	7.890625	7.48046875	7.5703125	7.33984375	7.70703125	7.61328125	7.5546875	7.5234375	7.734375	7.69140625
Snapin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gnl2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plk4	5.296875	5.19921875	5.94140625	5.51953125	6.16796875	5.6796875	5.4296875	5.6640625	5.63671875	5.58984375
Ptpmt1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Atf2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Atf2	9.2109375	8.9375	9.4921875	9.1171875	9.0859375	9.1796875	9.0546875	9.3828125	9.3125	9.1875
Sord	10.109375	9.90625	8.9296875	8.875	8.7578125	8.9140625	8.9921875	8.59375	9.4296875	9.2109375
Mapk1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Slc25a11	9.8359375	10.1328125	9.453125	9.78125	9.75	9.84375	10	9.84375	9.71875	10.015625
Stat3	9.4296875	9.4375	9.8125	10.265625	9.7109375	10.3828125	9.8828125	10.4453125	9.5390625	9.828125
Tspan10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gab3	4.2890625	4.02734375	4.75	4.41796875	4.84375	4.3828125	4.4921875	4.06640625	4.40625	4.453125
Gfm2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gfm2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fbxo22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fbxo22	8.8828125	8.609375	9.3515625	8.171875	8.65625	8.4375	8.3203125	8.53125	8.8125	8.7265625
Frmd4b	6.21875	6.3203125	6.859375	6.08203125	6.62109375	6.36328125	6.0078125	5.984375	6.1875	6.0625
Slc18a1	7.61328125	8.4609375	5.734375	6.12109375	5.4453125	5.85546875	5.98046875	5.84375	5.6484375	6.16015625
Smn1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iffo2	5.00390625	6.00390625	5.80859375	6.33203125	4.72265625	5.94921875	6.30078125	5.9296875	5.24609375	5.13671875
Uty	6.6015625	6.40625	2.990234375	5.94921875	3.01953125	3.009765625	2.9375	6.58203125	3.302734375	6.7578125
Slc2a1	6.50390625	6.38671875	6.51953125	7.20703125	7.43359375	7.1328125	6.67578125	7.23828125	6.58984375	7.09375
Slc2a1	6.546875	6.59765625	6.30859375	7.26953125	7.171875	7.140625	6.765625	7.27734375	6.5625	6.77734375
Slc37a1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Araf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rnasel	6.66015625	6.95703125	7.80078125	6.73046875	6.71484375	6.73828125	6.7265625	6.46484375	7.0234375	6.58984375
Rnasel	6.421875	5.87109375	7.53125	6.7265625	6.6640625	6.66015625	6.234375	6.5	6.9609375	6.39453125
Brcc3	3.603515625	3.509765625	4.26171875	3.3359375	3.712890625	3.6015625	3.34765625	3.48046875	3.990234375	3.357421875
Crtac1	6.703125	5.83203125	6.76953125	6.36328125	6.5625	6.77734375	5.7109375	6.1796875	7.046875	6.5546875
Gm7120	3.80859375	3.76953125	3.923828125	3.70703125	3.71484375	3.84765625	3.740234375	3.69921875	4.24609375	3.58203125
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dis3	7.14453125	7.10546875	7.51171875	7.36328125	7.4375	7.5390625	7.38671875	7.67578125	7.22265625	7.48828125
Ttf1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Psmc2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tipin	7.61328125	7.04296875	7.80078125	7.5859375	8.046875	7.84765625	7.70703125	7.55859375	7.78515625	7.87109375
Snrpb2	8.546875	8.390625	8.8984375	8.515625	8.7578125	8.78125	8.359375	8.609375	8.6015625	8.7421875
Zmynd8	8.015625	8.203125	8.34375	8.4609375	8.4921875	8.515625	8.359375	8.4765625	8.1015625	8.015625
Ndrg4	8.625	6.27734375	7.3984375	8.59375	6.98046875	7.21484375	8.2578125	8.5234375	6.68359375	7.08984375
Tlcd1	7.12890625	7.35546875	7.4765625	6.88671875	7.296875	7.08203125	7.03515625	7.04296875	7.38671875	6.87109375
Ttyh1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pomgnt1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aim2	2.732421875	3.091796875	2.7265625	2.94140625	3.09375	3.025390625	3.091796875	3.162109375	2.88671875	2.630859375
Chst10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ppp2r2b	4.390625	4.203125	4.05859375	4.578125	4.06640625	4.38671875	4.33203125	4.8125	4.09765625	4.4375
Qpct	7.73046875	6.83984375	7.6796875	6.6484375	7.18359375	7.0625	7.07421875	7.09375	7.19921875	7.109375
Arhgap17	7.98828125	7.55078125	8.0859375	8.0390625	8.2265625	8.109375	7.82421875	8.140625	8.0703125	7.9296875
Ypel3	10.2109375	10.265625	9.8046875	10.1953125	10.2734375	10.1953125	10.203125	10.015625	10.453125	10.2734375
Zfp623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gtf2f2	6.5859375	6.1953125	6.8828125	6.484375	6.88671875	6.76953125	6.4140625	6.64453125	6.69921875	6.8203125
Map3k7	6.2578125	5.51953125	6.328125	6.22265625	6.18359375	5.98828125	6.17578125	6.2578125	6.41796875	6.26953125
Tmem184c	8.8984375	9.046875	9.3515625	8.8125	8.7578125	8.8984375	9.0546875	9.0859375	9.03125	8.921875
Dhx8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Exosc2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pus7	7.67578125	7.37109375	7.94921875	7.875	7.546875	7.609375	7.75390625	7.6328125	7.7890625	7.87109375
Kctd14	6.8203125	6.75	7.01171875	6.5078125	6.83203125	6.8203125	6.9296875	6.484375	7.0390625	6.55078125
Kctd14	5.75390625	5.7265625	6.171875	5.9765625	6.16015625	6.14453125	5.97265625	5.58984375	6.00390625	5.62109375
Slc5a9	3.84765625	4.63671875	3.56640625	4.06640625	3.720703125	3.912109375	4.11328125	4.1484375	3.935546875	4.03125
Acbd3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Xiap	3.33203125	4.23046875	4.23046875	3.93359375	3.55859375	3.447265625	3.880859375	3.544921875	3.529296875	3.349609375
Six3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Six3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tcf7l2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trib2	7.8046875	7.984375	7.94921875	8.3359375	8.15625	8.5390625	7.8203125	8.46875	7.75390625	8.2734375
Trib2	5.48828125	5.62109375	5.4921875	6.0078125	5.953125	5.8671875	5.6796875	6.1640625	5.60546875	5.671875
Fn1	11.5625	10.46875	11.71875	11.40625	11.8515625	11.5703125	11.328125	11.59375	10.9921875	10.953125
Elp3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tbc1d20	9.7734375	10.2578125	9.4375	10.265625	9.90625	10.2734375	10.3125	10.1328125	9.859375	10.046875
Hsp90aa1	10.7578125	10.578125	10.890625	10.7578125	10.53125	10.3046875	10.5546875	10.75	10.859375	10.4453125
Smim7	9.0625	8.6640625	9.1015625	8.640625	9.0546875	8.796875	8.6953125	8.875	9.125	8.984375
Smim7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mapkapk2	8.703125	8.859375	8.2265625	9.265625	8.671875	9.0234375	9.0234375	8.9140625	8.28125	8.6875
Tmeff1	6.85546875	7.25	6.81640625	6.8515625	6.83984375	6.86328125	6.90234375	7.08984375	7.30859375	7.01953125
Myh8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mrpl44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mcm3	5.9140625	5.40625	6.0234375	6.296875	6.49609375	6.6875	6.2109375	6.25390625	5.98046875	6.30078125
Mcm3	5.921875	5.7109375	6.29296875	6.2421875	6.3359375	6.140625	5.93359375	6.06640625	5.9453125	6.3515625
Zc3hc1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fam63a	7.98828125	7.69921875	7.65625	7.0390625	7.69140625	7.41796875	7.2890625	7.578125	7.80859375	7.640625
Fam63a	8.8828125	8.5078125	8.421875	8.2421875	8.5078125	8.453125	8.2578125	8.34375	8.625	8.453125
Gm8096///Phgdh	8.6328125	8.4765625	9.6328125	8.5625	9.03125	9.1796875	8.875	8.359375	9.8046875	8.6484375
Phgdh	10.015625	10.296875	10.6171875	10.171875	10.2734375	10.5	10.4296875	9.796875	10.8125	10.0234375
Gm3362///Gm8290///Gm8264///Gm8158///Gm8137///Gm8112///Gm6177///Rpl23a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm3362///Gm8290///Gm8264///Gm8158///Gm8137///Gm8112///Gm6177///Rpl23a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm8213///Gm14407///Gm5908///Gm14439///Gm5453///Gm13981///Rpl27a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cmas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Slc45a3	6.60546875	5.43359375	5.4609375	5.54296875	5.296875	6.32421875	6.1015625	5.78515625	4.5859375	5.36328125
Slc45a3	6.50390625	6.1796875	6.25390625	6.3828125	6.15625	6.57421875	6.59765625	6.33984375	5.60546875	6.07421875
Katnb1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sun1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sun1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Slc30a9	9.0625	9.0703125	8.71875	8.640625	8.765625	8.921875	8.6328125	8.9609375	8.8125	8.9765625
Cpped1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Agrn	8.4296875	8.4296875	8.015625	8.53125	8.5703125	8.734375	8.5390625	8.890625	8.2109375	8.7109375
Rbm39	9.6796875	8.921875	9.546875	9.375	9.7578125	9.53125	9.4375	9.6640625	9.78125	9.6328125
Ano10	8.6015625	8.6484375	8.9453125	8.34375	8.78125	8.5859375	8.5234375	8.46875	9.125	8.625
Cdh3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eif3b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tomm70a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tomm70a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flna	9.40625	8.9765625	10.078125	10.40625	10.578125	10.734375	10.5625	10.8125	9.609375	10.2265625
Gm10193///Zfp706	9.6015625	9.734375	9.4296875	9.359375	9.2734375	9.2890625	9.171875	9.3125	9.4609375	9.3828125
Gm10193///Zfp706	9.8671875	10.09375	9.765625	9.703125	9.6640625	9.5234375	9.5546875	9.6328125	9.8515625	9.9453125
Sepn1	7.75390625	7.3203125	7.59765625	7.91015625	7.9140625	8.1796875	7.81640625	7.8515625	7.6328125	7.75390625
Unk	6.9765625	6.765625	6.6796875	7.015625	7.0625	7.203125	7.1796875	6.94921875	6.95703125	7.02734375
Cnot6	8.96875	8.34375	8.9921875	8.9453125	9.0390625	9.1015625	8.640625	9.1796875	8.703125	9.09375
Cnot6	7.34765625	7.04296875	7.3984375	7.48046875	7.5078125	7.40625	7.10546875	7.6953125	7.3671875	7.546875
Cnot6	7.1171875	6.703125	7.0390625	7.4140625	7.33984375	7.33203125	7.1015625	7.3515625	7.15625	7.4296875
Cnot6	8	7.87109375	8.203125	8.34375	8.171875	8.484375	8.078125	8.484375	7.6484375	8.046875
Map3k3	7.77734375	7.47265625	7.4921875	7.45703125	8.0859375	7.37890625	7.59765625	7.53125	7.9765625	8.0390625
Map3k3	5.57421875	6.44140625	6.19921875	7.0703125	5.37890625	7.23828125	6.8515625	6.8046875	5.2421875	5.06640625
Sdha	12.234375	12.3515625	11.765625	12.125	12.0703125	12.1171875	12.3203125	12.3046875	12.0703125	12.3125
Sdha	11.609375	11.8828125	11.234375	11.6171875	11.3671875	11.59375	11.7265625	11.703125	11.515625	11.7109375
Srebf1	10.8125	11.203125	11.2890625	11.46875	11.2734375	11.296875	11.7421875	11.421875	11.90625	11.34375
Tjap1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ccdc97	7.2734375	7.34765625	6.671875	7.6953125	7.03125	7.625	7.56640625	7.46484375	7.1875	7.19140625
Cox15	8.234375	8.390625	7.875	8.1015625	8.1953125	7.94921875	8.1328125	8.1015625	8.0390625	8.3515625
9030624J02Rik	7.875	7.77734375	7.96484375	7.625	7.953125	7.91796875	7.55078125	7.90234375	8.046875	7.8515625
9030624J02Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lrpap1	9.546875	10.3125	9.9609375	9.3046875	9.671875	9.578125	9.3671875	9.390625	10.03125	9.625
Lrpap1	8.3203125	8.9765625	8.6796875	8.4375	8.5546875	8.6640625	8.59375	8.3515625	8.5546875	8.4453125
Hnrnpm	8.5703125	8.03125	8.5546875	8.5	8.7578125	8.4765625	8.3359375	8.5703125	8.71875	8.6328125
AU040320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pan2	7.7734375	7.70703125	7.60546875	7.74609375	8.140625	7.8046875	7.796875	7.875	7.92578125	8.0546875
Fam160a2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fam160a2	4.3359375	4.79296875	4.75390625	4.3828125	4.44140625	4.46484375	4.46484375	4.41015625	4.33984375	4.3125
Gak	8.15625	8.09375	7.953125	8.3359375	8.4375	8.453125	8.140625	8.3046875	8.234375	8.1640625
Gak	4.5859375	4.65234375	4.4765625	4.6640625	4.32421875	4.3359375	4.58203125	4.41015625	4.7578125	4.71484375
Iars	8.21875	8.171875	8.3359375	8.3359375	8.234375	8.296875	8.203125	8.4765625	7.9140625	8.40625
Xylb	6.6171875	8.3203125	5.6640625	5.10546875	4.33203125	4.4375	4.7734375	4.3359375	4.74609375	5.81640625
Tubgcp3	7.2265625	6.78125	6.73828125	6.9296875	7.171875	7.03515625	6.87890625	7.20703125	7.19140625	7.32421875
Antxr2	8.6796875	7.7421875	9.0703125	8.1640625	8.484375	8.3046875	8.0390625	8.3203125	8.796875	8.2578125
Usp33	8.7265625	8.40625	8.78125	8.28125	8.9609375	8.5234375	8.34375	8.6796875	9.109375	8.6484375
Calm3///Calm2///Calm1	9.484375	8.921875	9.03125	9.3359375	9.4609375	9.53125	9.2109375	9.34375	9.28125	9.53125
Tmco3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Slc6a15	3.953125	3.986328125	3.01171875	3.306640625	3.265625	3.46875	3.603515625	3.322265625	3.13671875	3.205078125
Eprs	9.15625	8.8828125	9.1875	8.890625	8.6640625	8.921875	8.875	8.9921875	8.7421875	8.7109375
Slc46a1	7.6328125	7.453125	7.44140625	6.65625	6.83203125	7.01171875	6.9609375	6.875	7.1953125	7.04296875
Slc46a1	7.75	7.5546875	7.33984375	6.8828125	7.03125	7.20703125	7.26171875	6.97265625	7.3359375	7.13671875
Tdrd7	8.125	8.0390625	8.65625	8.2734375	8.2578125	8.3203125	7.90234375	8.3359375	8.484375	8.359375
Nipa2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Skiv2l2	7.765625	7.6875	7.82421875	7.56640625	7.72265625	7.62890625	7.25390625	7.671875	7.921875	7.79296875
Apbb2	8.4140625	8.1875	8.5546875	8.7109375	8.828125	9.0390625	8.625	8.765625	8.3203125	8.6796875
Apbb2	5.734375	5.703125	5.8671875	6.0078125	5.9921875	6.2578125	5.91015625	6	5.90625	6.109375
Tiparp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Slc38a2	10.0234375	9.15625	9.6640625	10.0390625	9.7421875	9.6875	9.46875	10.1171875	9.328125	9.8828125
Wdr48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cnn3	9.59375	8.8828125	9.1875	9.34375	9.546875	9.4921875	9.3046875	9.6171875	8.78125	9.578125
Ets1	8.7109375	8.375	8.875	8.9921875	9.265625	8.6484375	8.4921875	9.1328125	8.90625	9.1171875
Gm8801///Ppp1r10	7.40234375	7.0703125	6.734375	7.80078125	7.6328125	7.53515625	7.1640625	7.56640625	6.76953125	7.40234375
Gm8801///Ppp1r10	7.35546875	7.2578125	6.91015625	7.8671875	7.66796875	7.5703125	7.1640625	7.65234375	6.91796875	7.40625
Ptdss2	8.375	8.4609375	8.1640625	8.203125	8.3125	8.25	8.078125	8.0625	8.6171875	8.4453125
Fam131a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prl2b1	4.04296875	3.669921875	3.46875	3.892578125	3.314453125	3.7109375	3.724609375	3.65625	3.51953125	3.783203125
Des	7.63671875	7.92578125	7.58203125	8.65625	8.4921875	8.90625	8.78125	8.9375	7.97265625	8.59375
Des	4.7890625	5.109375	4.6875	4.91796875	4.77734375	4.87890625	5.09375	4.609375	4.8125	4.8125
Itpk1	9.359375	9.3203125	8.7265625	9.140625	9.0234375	9.1171875	9.484375	9.375	8.578125	9.3203125
Fam43a	7.859375	7.3515625	7.703125	7.80078125	8.125	7.86328125	7.53125	8.21875	7.8515625	8.3515625
Iars2	8.6640625	8.6875	8.640625	8.421875	8.8359375	8.625	8.4609375	8.796875	9	8.7734375
Gspt1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gspt1	5.91015625	5.43359375	6.296875	5.63671875	6.03515625	5.890625	5.83203125	5.87109375	6.28515625	6.01171875
Dgkz	6.89453125	6.8125	6.61328125	7.1484375	7.5078125	7.14453125	7.0625	7.10546875	6.73046875	7.0625
Donson	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Armc5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fastkd2	7.49609375	7.59375	7.52734375	7.1484375	7.25	7.31640625	7.1484375	7.5703125	7.33203125	7.67578125
Atp5f1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Appl2	9.8203125	8.9609375	9	8.8671875	9.421875	9.2109375	8.875	8.9296875	9.2734375	9.015625
Srebf2	6.98046875	6.828125	6.703125	7.77734375	7.1328125	7.56640625	7.48046875	7.44921875	6.75390625	7.15234375
Rnasek	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1810026J23Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Abcf3	8.34375	7.83203125	8	7.90234375	8.21875	8.0625	7.796875	7.94921875	8.328125	8.1796875
Abcf3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prmt3	8.1328125	7.23828125	7.98046875	7.8671875	7.75	7.83984375	7.53125	7.734375	7.75390625	7.83203125
Flnb	7.83203125	7.80078125	7.6484375	8.1484375	8.0546875	8.1953125	8.125	8.2421875	7.578125	8.0625
Nup107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Jade1	8.875	8.7265625	9.1953125	8.453125	8.9296875	8.78125	8.6875	8.6171875	9.4296875	8.8359375
Jade1	7.421875	7.859375	8.0625	7.32421875	7.27734375	7.56640625	7.484375	7.33203125	7.73046875	7.26171875
Ckap4	6.64453125	5.97265625	6.76953125	7.21875	7.125	6.9765625	6.828125	6.94140625	6.30078125	6.9609375
Ckap4	6.75390625	6.8984375	7.57421875	7.765625	6.95703125	7.41796875	7.48046875	7.33203125	6.6171875	6.8984375
Galnt2	8.6640625	9.1953125	9.609375	9.1953125	9.2109375	9.4921875	9.5234375	9.375	9.5859375	9.2578125
Ampd2	7.70703125	7.38671875	6.78125	7.484375	7.2734375	7.484375	7.59765625	7.58203125	6.8828125	7.31640625
Meg3	10.75	8.90625	9.109375	9.5546875	9.5625	9.6640625	9.4921875	9.3828125	8.984375	9.1875
Map4k3	8.96875	8.8359375	9.203125	8.9921875	9.265625	9.125	9.0625	9.0859375	9.3203125	9.3125
Ipo8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kdm1a	7.55859375	7.62109375	7.65234375	7.7734375	7.8671875	7.9296875	7.83203125	8.03125	7.5703125	7.7890625
Kdm1a	8.421875	8.2734375	8.71875	8.3671875	8.609375	8.4921875	8.203125	8.7421875	8.296875	8.5546875
Oaz2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oaz2	9.0234375	8.796875	8.96875	9.21875	9.3125	9.421875	9.2421875	9.3203125	9.2109375	9.359375
