gene_symbol	GSM4191298	GSM4191299	GSM4191296	GSM4191292	GSM4191295	GSM4191294	GSM4191293	GSM4191290	GSM4191301	GSM4191291
0610005C13Rik	5.04296875	4.71875	4.06640625	3.904296875	3.671875	3.90234375	4.0546875	3.7890625	4.0625	4.00390625
0610006L08Rik	4.21484375	4.75	4.36328125	4.54296875	4.1015625	4.3046875	4.34375	4.33984375	4.18359375	4.265625
0610007P14Rik	8.3828125	7.7734375	8.0859375	7.921875	7.98046875	8.046875	8.0234375	8.046875	7.703125	7.99609375
0610009B22Rik	9.40625	9.359375	9.7265625	9.0234375	9.234375	9.046875	9.109375	9.2109375	9.5078125	9.328125
0610009L18Rik	6.46875	6.15234375	6.88671875	6.25390625	6.77734375	6.66796875	6.3359375	6.484375	7.5078125	6.66015625
0610009O20Rik	7.87890625	7.87890625	7.4765625	7.6484375	7.859375	7.9921875	7.94140625	7.91796875	7.859375	8.0234375
0610010F05Rik	7.98828125	7.6171875	8.5078125	7.65625	8.1640625	7.890625	7.5078125	7.9609375	8.3515625	7.95703125
0610010K14Rik	6.919921875	6.861328125	7.103515625	6.85546875	7.150390625	7.119140625	6.78125	7.02734375	7.203125	7.201171875
0610011F06Rik	9.5234375	9.69921875	8.4375	8.09765625	8.3984375	8.29296875	8.07421875	8.34375	8.30078125	8.64453125
0610012G03Rik	9.90625	10.203125	9.765625	9.60546875	9.69140625	9.76171875	9.71484375	9.7734375	9.88671875	10.0390625
0610025J13Rik	5.65234375	5.6171875	5.05859375	5.484375	5.4609375	5.68359375	5.33203125	5.390625	5.390625	5.375
0610030E20Rik	7.140625	7.84375	7.72265625	7.94921875	7.28515625	7.5390625	7.80078125	7.6484375	7.34375	7.55078125
0610037L13Rik	7.5048828125	7.1142578125	7.4365234375	7.15625	7.3984375	7.33203125	7.146484375	7.29296875	7.44140625	7.44921875
0610040A22Rik	3.35546875	3.6640625	3.232421875	3.42578125	2.962890625	3.173828125	3.166015625	3.10546875	3.12109375	3.29296875
0610040B10Rik	5.7578125	5.99609375	6.08203125	5.95703125	6.30859375	6.18359375	6.07421875	6.09375	6.65234375	6.0703125
0610040F04Rik	5.72265625	5.984375	5.63671875	5.98828125	5.77734375	5.80078125	6.14453125	5.71484375	5.78515625	5.5546875
0610040J01Rik	6.1328125	6.27734375	5.5390625	5.9921875	6.04296875	5.984375	6.01171875	6.12890625	5.546875	6.30078125
0610042E11Rik	3.734375	4.1748046875	3.791015625	3.7177734375	3.8154296875	3.7470703125	3.7763671875	3.56640625	3.9013671875	3.8671875
0710001D07Rik	6.46484375	6.421875	6.74609375	6.234375	6.88671875	6.72265625	6.58203125	6.57421875	7.07421875	6.95703125
1010001B22Rik	4.63671875	5.0703125	4.4765625	4.5078125	4.4921875	4.57421875	4.74609375	4.70703125	4.6796875	4.69140625
1010001I08Rik	2.955078125	3.328125	3.052734375	3.091796875	3.294921875	3.15625	3.595703125	3.28125	3.203125	3.3671875
1110002L01Rik	5.88671875	6.1875	6.09375	6.15625	5.87109375	6.10546875	5.72265625	6.21875	6.16015625	6.015625
1110004E09Rik	6.447265625	6.7421875	6.13671875	6.552734375	6.255859375	6.3984375	6.6796875	6.328125	6.47265625	6.431640625
1110004F10Rik	9.203125	8.4921875	9.2421875	8.6328125	9.2265625	8.890625	8.7734375	8.9296875	9.140625	9.15625
1110004M10Rik	4.3662109375	4.30078125	4.2353515625	4.5400390625	4.3955078125	4.5390625	4.65625	4.365234375	4.3837890625	4.3115234375
1110006E14Rik	6.59765625	4.7734375	5.4921875	4.9921875	5.578125	5.1171875	4.94140625	5.546875	4.71875	5.359375
1110006O24Rik	4.93359375	5.35546875	5.21484375	5.26953125	5.05078125	5.140625	5.17578125	5.0546875	5.53125	5.24609375
1110008F13Rik	11.078125	11.2421875	10.65625	11.1953125	10.8515625	10.9609375	11.0078125	11.078125	10.9765625	11.125
1110008P14Rik	10.21875	10.1875	9.6875	10.05078125	9.8828125	10.0625	9.6796875	10.24609375	9.8515625	10.28125
1110017D15Rik	4.328125	4.48046875	4.1875	4.40234375	4.31640625	4.41015625	4.62109375	4.4375	4.6796875	4.76953125
1110019B22Rik	5.41796875	5.828125	5.10546875	5.5625	5.4375	5.5390625	5.71875	5.33203125	5.140625	5.26171875
1110019D14Rik	5.77734375	5.81640625	6.34765625	5.640625	5.80078125	5.79296875	5.75390625	5.71484375	6.1796875	6.046875
1110028F11Rik	3.798828125	3.857421875	3.58203125	3.630859375	3.6015625	3.9375	4.0703125	3.5859375	3.767578125	3.802734375
1110028F18Rik	4.69140625	5.078125	4.62109375	4.65625	4.52734375	4.62109375	5.03515625	4.62109375	4.87890625	4.421875
1110032A03Rik	7.001953125	6.974609375	7.166015625	6.884765625	6.791015625	6.9921875	6.892578125	6.6953125	7.21875	6.974609375
1110032F04Rik	3.4912109375	3.814453125	3.44140625	3.607421875	3.650390625	4.0185546875	3.83984375	3.62890625	3.7802734375	3.5947265625
1110034G24Rik	6.7265625	6.33203125	6.4453125	6.2578125	6.7265625	6.72265625	6.6328125	6.5390625	6.953125	6.49609375
1110035H17Rik	4.4375	4.390625	4.2421875	4.5234375	4.13671875	4.3671875	4.5546875	4.1640625	4.71484375	4.34375
1110037F02Rik	7.96484375	7.6953125	8.34375	8.078125	8.2734375	8.171875	7.9609375	8.15625	8.3046875	7.96875
1110038B12Rik	7.625	7.3359375	7.46875	7.55078125	8.015625	7.83203125	7.4375	7.38671875	7.55078125	7.72265625
1110046J04Rik	5.0625	4.1875	4.140625	3.9609375	4.125	4.27734375	3.875	3.96875	4.078125	4.26171875
1110050P16Rik	4.42578125	4.796875	4.2109375	4.59375	4.3671875	5.01953125	4.640625	4.76953125	4.73828125	4.68359375
1110051M20Rik	7.171875	6.6953125	7.19140625	6.81640625	6.875	6.8515625	6.65625	6.67578125	6.921875	6.75390625
1110059E24Rik	8.2734375	7.95703125	8.6328125	7.87109375	8.421875	8.2421875	7.9609375	8.203125	8.359375	8.359375
1110059G02Rik	7.9306640625	7.6748046875	8.7099609375	7.7470703125	7.9453125	7.9248046875	7.8935546875	7.9130859375	8.796875	8.015625
1110059G10Rik	8.9296875	8.609375	9.1328125	8.828125	9.0859375	8.9921875	8.84375	8.859375	8.953125	9.0546875
1110064A23Rik	6.76953125	6.34765625	6.3203125	6.375	6.578125	6.57421875	6.54296875	6.9140625	6.76953125	6.8046875
1190002N15Rik	7.056640625	6.58984375	7.712890625	7.001953125	7.248046875	7.03125	6.669921875	7.02734375	7.6875	7.025390625
1190005I06Rik	8.453125	8.640625	8.4375	8.0625	8.3984375	8.1640625	8.265625	8.0703125	8.96875	8.734375
1190007I07Rik	9.4765625	9.828125	9.140625	9.2109375	9.2109375	9.2265625	9.265625	9.1953125	9.359375	9.515625
1300014J16Rik	3.650390625	3.86328125	3.716796875	3.892578125	3.859375	3.662109375	3.95703125	3.53125	3.888671875	3.435546875
1300017J02Rik	9.7109375	6.19921875	7.35546875	5.12890625	5.19921875	4.671875	7.36328125	5.05859375	5.82421875	5.125
130004C03	5.7421875	5.98046875	6.10546875	6.48046875	6.62890625	6.546875	5.90625	6.14453125	5.84765625	6.1328125
1500002K03Rik	3.205078125	3.802734375	3.37890625	3.158203125	3.142578125	3.5078125	3.45703125	3.619140625	3.177734375	3.29296875
1500004A13Rik	3.138671875	3.40234375	3.439453125	3.232421875	3.326171875	3.361328125	3.55078125	3.265625	3.705078125	3.24609375
1500005C15Rik	4.8203125	5.12890625	4.421875	4.9609375	4.65234375	4.91796875	4.978515625	4.697265625	4.794921875	4.697265625
1500009C09Rik	4.28125	4.578125	4.29296875	4.46875	4.46484375	4.3671875	4.765625	4.37890625	4.91015625	4.29296875
1500009L16Rik	5.828125	3.748046875	3.740234375	4.1796875	4.1015625	4.19921875	3.939453125	4.2734375	3.615234375	4.30859375
1500011B03Rik	6.13671875	5.76171875	6.16796875	6.25	6.23046875	6.28125	5.921875	6.23828125	6.28515625	6.015625
1500011K16Rik	9.9453125	9.9765625	10.125	9.6328125	9.7265625	9.96875	9.8125	9.890625	10.1796875	9.96875
1500015A07Rik	5.9921875	5.6875	6.00390625	6.18359375	6.30859375	6.0546875	6.12109375	6.2734375	6.41796875	6.4296875
1500015O10Rik	8.494791666666666	5.346354166666667	5.26171875	5.631510416666667	5.990234375	4.971354166666667	4.919270833333333	4.778645833333333	4.770182291666667	5.427083333333333
1500017E21Rik	3.09375	2.70703125	3.20703125	2.611328125	2.796875	2.568359375	2.7265625	2.5546875	2.8671875	2.552734375
1500032P08Rik	7.33203125	6.83203125	7.3125	7.17578125	7.38671875	7.17578125	7.0234375	7.0859375	7.75390625	7.3828125
1520401O13Rik	4.984375	5.37109375	5.10546875	5.12109375	5.02734375	4.9453125	5.171875	5.01171875	5.125	4.70703125
1600002K03Rik	6.71484375	6.23046875	6.49609375	6.296875	6.28515625	6.15625	6.2890625	6.33984375	6.3828125	6.31640625
1600010M07Rik	6.015625	6.36328125	6.1640625	6.078125	6.3671875	5.8671875	6.22265625	6.15625	6.1640625	5.98828125
1600012H06Rik	8.01171875	7.751953125	8.44140625	7.900390625	8.158203125	8.009765625	7.833984375	8.095703125	8.234375	8.203125
1600012P17Rik	6.50390625	6.83203125	6.3359375	6.640625	6.36328125	6.125	6.6640625	6.2890625	6.69140625	6.328125
1600014C10Rik	6.633463541666667	6.815755208333333	6.756510416666667	6.867838541666667	6.821614583333333	6.83203125	6.673828125	6.718098958333333	7.190755208333333	6.663411458333333
1600014C23Rik	6.54296875	6.5703125	6.46484375	6.3671875	6.15234375	6.17578125	6.5859375	6.25390625	6.3984375	6.5234375
1600022D10Rik	3.625	3.900390625	3.537109375	3.7890625	3.4296875	3.69140625	3.9140625	3.693359375	3.45703125	3.5234375
1600025M17Rik	3.69921875	3.935546875	3.755859375	3.6953125	3.5	3.58203125	3.923828125	3.591796875	3.748046875	3.4375
1600029O15Rik	3.82421875	3.490234375	3.841796875	3.63671875	3.517578125	3.697265625	3.35546875	3.552734375	3.48828125	3.40234375
1700001C19Rik	4.19921875	4.265625	4.09375	4.19921875	3.650390625	3.76953125	4.48046875	4.08203125	4.01953125	3.9609375
1700001G11Rik	5.6875	5.62109375	5.73828125	5.3984375	5.87109375	5.609375	5.91015625	5.6171875	6.12890625	5.78515625
1700001P01Rik	3.71875	3.869140625	3.59765625	3.7578125	3.841796875	3.580078125	4.0400390625	3.5185546875	3.6689453125	3.71875
1700003E16Rik	6.9921875	7.3984375	6.734375	7.41796875	6.86328125	7.09765625	7.4453125	7.13671875	7.05859375	6.87109375
1700003E24Rik	2.736328125	2.84765625	2.57421875	2.98046875	2.599609375	3.041015625	2.99609375	2.8046875	2.857421875	2.984375
1700003F12Rik	4.84765625	5.0859375	4.87109375	4.9296875	4.87109375	4.40234375	5.078125	4.8046875	5.0078125	4.59765625
1700003I16Rik	4.25390625	4.32421875	3.908203125	4.53515625	3.998046875	4.14453125	4.26171875	4.1484375	4.234375	4.37109375
1700006A11Rik	3.001953125	3.310546875	3.392578125	3.05859375	3.12890625	2.994140625	3.224609375	2.97265625	2.67578125	2.994140625
1700007J10Rik	3.244140625	3.701171875	3.234375	3.251953125	3.357421875	3.21484375	3.580078125	3.326171875	3.5546875	3.291015625
1700007K09Rik	5.30078125	5.34375	4.97265625	5.18359375	4.54296875	5.23046875	5.45703125	5.08203125	5.25390625	5.0078125
1700007K13Rik	3.2578125	3.31640625	3.0859375	3.357421875	3.205078125	3.404296875	3.693359375	3.314453125	3.349609375	4.04296875
1700007L15Rik	5.8125	5.9140625	5.9296875	5.42578125	5.671875	5.9609375	5.7421875	5.69140625	5.75	5.62890625
1700008F19Rik	4.984375	5.4609375	5.0859375	5.33984375	4.9765625	4.890625	5.17578125	4.69140625	5.015625	5.25
1700008H02Rik	2.537109375	3.013671875	2.484375	2.556640625	2.4375	2.642578125	2.572265625	2.578125	2.52734375	2.666015625
1700008J07Rik	6.41015625	6.5625	6.28515625	6.40625	6.484375	6.6953125	6.421875	6.62890625	6.7578125	6.765625
1700008K24Rik	5.08984375	5.36328125	4.87109375	4.9921875	4.9140625	4.953125	4.97265625	4.8984375	5.30078125	5.1328125
1700008N17Rik	4.267578125	4.49609375	4.115234375	4.3173828125	4.2841796875	4.208984375	4.5859375	4.1982421875	4.201171875	4.1142578125
1700010B08Rik	4.84375	5.18359375	4.7890625	5.01953125	4.66015625	4.859375	5.03125	4.8828125	4.98828125	4.703125
1700010B09Rik	3.669921875	3.9921875	3.849609375	4.0078125	3.78515625	3.880859375	4.1171875	3.775390625	3.634765625	3.53515625
1700010H22Rik	2.841796875	3.146484375	2.986328125	2.9921875	3.05078125	3.32421875	2.71484375	2.75	3.10546875	3.189453125
1700011E24Rik	3.076171875	3.216796875	2.841796875	3.02734375	3.119140625	3.01171875	3.375	2.849609375	3.0625	2.95703125
1700011H14Rik	3.951171875	6.34375	3.6328125	3.97265625	3.7421875	3.986328125	3.841796875	3.66796875	3.744140625	4.94140625
1700011I03Rik	3.224609375	3.35546875	3.658203125	3.53515625	3.251953125	3.87109375	3.49609375	3.5078125	3.21484375	3.154296875
1700012B07Rik	4.01171875	4.34765625	4.125	4.16796875	4.0	4.015625	4.328125	3.890625	4.30859375	3.974609375
1700012E03Rik	4.80859375	4.97265625	4.5703125	5.0859375	4.77734375	4.65234375	5.03125	4.70703125	4.90234375	4.69140625
1700012I11Rik	4.76953125	5.03125	4.5859375	4.7265625	4.62890625	4.89453125	4.86328125	4.6796875	4.72265625	4.5
1700012O15Rik	4.19140625	4.5546875	4.30859375	4.19921875	4.02734375	4.28515625	4.58984375	4.296875	4.390625	4.29296875
1700013D24Rik	3.62109375	3.833984375	3.22265625	3.537109375	3.380859375	3.474609375	3.68359375	3.5859375	3.732421875	3.357421875
1700013F07Rik	4.01171875	4.234375	3.9921875	4.2265625	3.982421875	3.7890625	4.24609375	3.908203125	3.958984375	4.06640625
1700015E13Rik	4.63671875	5.15234375	4.95703125	4.73046875	4.73046875	4.484375	4.890625	4.828125	4.62890625	4.7734375
1700016A09Rik	5.33984375	5.890625	5.48828125	5.640625	5.453125	5.59375	5.73046875	5.4765625	5.81640625	5.40234375
1700016C15Rik	3.564453125	5.38671875	3.376953125	3.759765625	3.419921875	3.49609375	3.662109375	3.306640625	3.58203125	3.701171875
1700017B05Rik	5.139973958333333	5.194010416666667	4.849609375	5.162760416666667	5.154296875	5.168619791666667	5.235677083333333	5.211588541666667	5.041015625	5.094401041666667
