gene_symbol	GSM4191298	GSM4191299	GSM4191296	GSM4191292	GSM4191295	GSM4191294	GSM4191293	GSM4191290	GSM4191301	GSM4191291
1700017H01Rik	6.4453125	6.796875	6.328125	6.73828125	6.40234375	6.515625	6.8828125	6.4609375	6.56640625	6.58203125
1700018A14Rik	5.27734375	5.703125	5.1640625	5.33203125	5.34375	5.37109375	5.47265625	5.30078125	5.25	5.17578125
1700018B08Rik	5.4296875	5.66796875	5.41015625	5.53515625	5.1875	5.35546875	5.4296875	5.42578125	5.4453125	5.0078125
1700018G05Rik	3.408203125	3.638671875	3.392578125	3.173828125	3.482421875	3.501953125	3.58984375	3.173828125	3.404296875	3.388671875
1700018P08Rik	5.2265625	5.23046875	5.0234375	5.2421875	4.83984375	5.1484375	5.296875	5.05859375	5.09765625	4.7265625
1700019B03Rik	3.505859375	3.708984375	3.693359375	3.58984375	3.67578125	3.49609375	3.57421875	3.478515625	4.109375	3.697265625
1700019D03Rik	5.046875	4.62109375	5.138671875	4.845703125	4.658203125	4.849609375	4.828125	4.892578125	4.6875	4.5703125
1700019L13Rik	4.26171875	4.703125	4.38671875	4.42578125	4.3203125	3.9140625	4.39453125	4.33203125	4.50390625	4.25390625
1700019N19Rik	4.28125	4.6171875	3.9921875	4.5390625	4.3359375	4.375	4.6171875	4.30859375	4.28515625	4.11328125
1700020A23Rik	3.642578125	4.27734375	3.546875	3.841796875	3.71875	3.6953125	3.98828125	3.6953125	4.078125	3.560546875
1700020I14Rik	8.188802083333334	8.325520833333334	8.252604166666666	8.22265625	8.130208333333334	8.236979166666666	8.2421875	8.364583333333334	8.319010416666666	8.462239583333334
1700021F05Rik	9.1328125	9.4375	8.9453125	9.0	8.9453125	9.1796875	9.203125	9.2265625	8.984375	9.46875
1700021P04Rik	4.4140625	4.53125	4.3125	4.390625	4.46875	4.37890625	4.890625	4.4453125	4.25	4.3125
1700022A22Rik	3.52734375	3.404296875	3.453125	3.291015625	3.689453125	3.19921875	3.349609375	3.16015625	3.369140625	3.4453125
1700022F17Rik	2.96875	3.2890625	2.796875	3.361328125	2.8125	3.099609375	3.12109375	3.1015625	3.28125	3.04296875
1700023F06Rik	3.130859375	3.486328125	3.166015625	3.533203125	3.314453125	3.6171875	3.173828125	3.326171875	3.521484375	3.7265625
1700023H06Rik	8.046875	7.67578125	8.359375	7.24609375	7.99609375	8.0546875	7.23046875	7.62890625	7.0390625	7.21875
1700024P04Rik	3.353515625	3.578125	3.36328125	3.337890625	3.474609375	3.392578125	3.77734375	3.21484375	3.55859375	3.123046875
1700024P12Rik	7.87109375	8.265625	7.890625	7.984375	7.7890625	7.97265625	8.076171875	7.787109375	7.935546875	7.66015625
1700025G04Rik	7.04296875	6.23046875	6.35546875	6.654947916666667	6.776041666666667	6.696614583333333	6.6328125	6.82421875	6.532552083333333	6.796875
1700025K04Rik	3.1875	3.09375	2.767578125	3.11328125	3.08984375	2.73046875	3.36328125	3.001953125	3.3359375	2.984375
1700026H06Rik	4.5703125	4.68359375	4.62109375	4.33984375	4.625	4.625	4.55078125	4.46875	4.90234375	4.9453125
1700026J12Rik	5.61328125	6.03125	5.61328125	5.78515625	5.34375	5.78125	5.94140625	5.65234375	5.66796875	5.70703125
1700027F06Rik	4.63671875	4.69140625	4.34765625	4.546875	4.63671875	4.15625	4.5859375	4.4609375	4.55078125	4.48046875
1700028E10Rik	4.55859375	4.6015625	4.31640625	4.46484375	4.43359375	4.41796875	4.45703125	4.109375	4.40625	4.6640625
1700028J19Rik	4.0078125	4.68359375	3.966796875	4.0390625	4.01171875	4.26171875	4.22265625	3.873046875	4.05078125	3.912109375
1700028N14Rik	4.91015625	5.2734375	4.609375	4.8046875	4.7734375	4.9453125	4.52734375	4.76171875	4.7578125	4.58203125
1700028P14Rik	3.369140625	4.34765625	3.212890625	3.580078125	3.314453125	3.55078125	3.79296875	3.390625	3.2265625	3.48828125
1700029H14Rik	3.384765625	3.66015625	3.154296875	3.44140625	3.54296875	3.404296875	3.630859375	3.6015625	3.56640625	3.345703125
1700029I15Rik	5.84375	6.28125	6.5859375	5.60546875	6.83984375	6.2421875	5.828125	6.3984375	6.95703125	6.43359375
1700029J07Rik	4.5625	4.234375	4.7421875	3.890625	4.59375	4.4921875	3.935546875	4.35546875	5.19140625	4.82421875
1700029M03Rik	2.853515625	3.01171875	2.634765625	2.71484375	2.67578125	2.46875	2.841796875	2.84375	2.576171875	2.7890625
1700030F18Rik	3.06640625	3.439453125	3.435546875	3.236328125	3.490234375	3.244140625	3.56640625	3.06640625	3.302734375	3.43359375
1700030J22Rik	3.37890625	3.5859375	3.1015625	3.6171875	3.333984375	3.14453125	3.587890625	3.259765625	3.3671875	3.439453125
1700031C06Rik	3.30078125	3.087890625	3.45703125	3.162109375	3.01953125	2.935546875	3.33203125	3.076171875	3.138671875	3.12890625
1700034G24Rik	4.06640625	4.17578125	3.779296875	4.05859375	3.802734375	3.908203125	4.14453125	3.6875	3.943359375	3.849609375
1700034H15Rik	3.349609375	3.642578125	3.115234375	3.451171875	3.6640625	3.6015625	3.408203125	3.482421875	3.34765625	3.09375
1700034J04Rik	5.0546875	5.56640625	5.0703125	5.48046875	5.1640625	5.3359375	5.6015625	5.28125	5.27734375	5.10546875
1700034O15Rik	3.990234375	4.33203125	3.908203125	3.953125	3.97265625	4.1640625	4.265625	3.978515625	3.890625	3.74609375
1700036A12Rik	6.9140625	7.484375	6.8125	6.9375	6.94921875	6.76171875	7.296875	6.78515625	6.93359375	6.953125
1700037H04Rik	9.74609375	10.3515625	9.8671875	10.3984375	9.47265625	10.29296875	10.328125	10.27734375	10.46484375	10.12109375
1700037N05Rik	4.3515625	4.68359375	4.24609375	4.41796875	4.3984375	4.63671875	4.609375	4.4765625	4.8203125	4.265625
1700039E15Rik	4.3984375	4.41015625	3.849609375	4.30859375	4.16796875	4.02734375	4.625	4.046875	4.234375	3.94921875
1700039M15Rik	4.55078125	5.0546875	4.62890625	5.01953125	4.65234375	4.734375	4.8984375	4.73828125	4.90234375	4.76953125
1700040L02Rik	3.87890625	4.42578125	3.12109375	3.705078125	3.830078125	3.5703125	3.75	3.638671875	3.71484375	3.771484375
1700042D18Rik	4.80859375	4.6953125	4.515625	4.5859375	4.43359375	4.41796875	4.921875	4.4765625	4.70703125	4.6171875
1700042G07Rik	4.94140625	5.4140625	5.0703125	4.91796875	4.9921875	4.93359375	5.4140625	4.91796875	5.27734375	5.0
1700047I17Rik2	3.775390625	3.673828125	3.984375	3.689453125	3.955078125	3.578125	3.490234375	3.744140625	4.171875	3.859375
1700048F04Rik	4.38671875	4.91015625	4.296875	4.765625	4.4609375	4.46484375	4.39453125	4.47265625	4.38671875	4.2890625
1700051A21Rik	5.041015625	5.5615234375	4.9140625	5.1533203125	4.916015625	4.96484375	5.361328125	5.0966796875	4.970703125	4.9736328125
1700052M18Rik	5.15234375	5.69921875	5.2109375	5.60546875	4.984375	5.4375	5.8203125	5.48828125	5.09765625	5.24609375
1700056N10Rik	5.2578125	5.125	5.05859375	5.21484375	5.60546875	4.8984375	4.90234375	4.9140625	5.27734375	5.29296875
1700057G04Rik	4.05078125	4.2421875	4.05078125	4.18359375	4.22265625	3.8359375	4.19921875	3.953125	4.0703125	3.728515625
1700058M13Rik	2.875	3.478515625	2.828125	3.060546875	2.9375	3.16796875	2.947265625	2.8671875	3.2421875	3.068359375
1700063H04Rik	3.279296875	3.240234375	3.4296875	3.271484375	3.41796875	3.185546875	3.658203125	3.455078125	3.66015625	3.171875
1700065D16Rik	2.587890625	3.005859375	2.419921875	2.8203125	2.681640625	2.580078125	2.7109375	2.626953125	2.740234375	2.591796875
1700065I16Rik	3.58984375	3.888671875	3.60546875	3.896484375	3.5859375	3.78515625	4.125	3.654296875	3.79296875	3.677734375
1700066D14Rik	5.765625	6.05859375	5.3203125	5.76171875	5.53515625	5.625	5.96875	5.640625	5.625	5.45703125
1700066J03Rik	4.1796875	4.69921875	3.98046875	4.3125	4.23828125	4.25	4.40234375	4.546875	4.51171875	4.44921875
1700066M21Rik	7.46875	6.58203125	7.125	6.9765625	6.89453125	6.97265625	6.66796875	6.88671875	7.20703125	7.0234375
1700067K01Rik	4.0546875	4.76171875	3.93359375	3.888671875	4.015625	3.888671875	4.33203125	4.19921875	4.25390625	3.84375
1700069L16Rik	4.89453125	5.109375	4.87890625	4.81640625	4.59375	4.6953125	4.859375	4.5546875	5.0	4.59765625
1700071K01Rik	8.657552083333334	8.747395833333334	8.350260416666666	8.330729166666666	8.227864583333334	8.354166666666666	8.428385416666666	8.424479166666666	8.45703125	8.579427083333334
1700080E11Rik	3.89453125	4.06640625	3.501953125	3.82421875	3.740234375	3.939453125	3.857421875	3.7734375	3.8515625	4.01953125
1700080G18Rik	6.58203125	6.96484375	6.67578125	6.71875	6.84375	6.5390625	6.96484375	6.82421875	7.00390625	6.78125
1700081H04Rik	3.6640625	3.9453125	3.474609375	3.87109375	3.697265625	3.755859375	3.8671875	4.0234375	3.8125	3.53125
1700084F23Rik	3.6328125	3.962890625	3.5078125	4.0234375	3.49609375	3.646484375	3.76171875	3.640625	3.677734375	3.37109375
1700084K02Rik	3.9296875	4.2578125	3.630859375	4.0390625	3.669921875	4.1328125	4.0625	3.744140625	3.828125	3.791015625
1700085D22Rik	3.86328125	4.26171875	3.85546875	3.9765625	3.869140625	3.71875	3.970703125	4.39453125	3.951171875	4.15234375
1700086D15Rik	4.39453125	4.56640625	4.1640625	4.50390625	3.857421875	4.4453125	4.4453125	4.41015625	4.43359375	4.3125
1700086L19Rik	3.779296875	3.287109375	3.310546875	3.3515625	3.23828125	3.328125	3.58203125	3.234375	3.25	3.1484375
1700086O06Rik	5.359375	5.31640625	5.07421875	5.00390625	5.3671875	5.09765625	4.890625	5.5859375	5.5625	5.72265625
1700086P04Rik	5.109375	5.5625	5.0234375	5.11328125	5.03515625	4.9765625	5.390625	5.10546875	5.32421875	5.234375
1700088E04Rik	6.203125	6.60546875	6.34375	6.24609375	6.0234375	6.1484375	6.36328125	6.11328125	6.2734375	6.15234375
1700092E16Rik	5.4609375	5.125	4.83984375	5.16796875	5.03125	4.9921875	5.34765625	5.08203125	5.09765625	5.0703125
1700093J21Rik	5.28515625	5.43359375	5.05078125	5.51953125	5.3046875	5.125	5.4921875	5.17578125	5.55078125	5.1875
1700094D03Rik	7.07421875	6.99609375	6.859375	7.203125	7.41015625	7.015625	6.88671875	6.9296875	7.48828125	7.46875
1700094J05Rik	3.462890625	3.8046875	3.408203125	3.486328125	3.396484375	3.361328125	3.8359375	3.43359375	3.716796875	3.546875
1700095A13Rik	4.203125	4.85546875	4.40234375	4.59375	4.1640625	4.36328125	4.4375	4.28515625	4.39453125	4.19140625
1700096K18Rik	5.76171875	5.53125	6.07421875	5.5703125	6.2890625	6.265625	6.05078125	6.06640625	6.6171875	6.15234375
1700100M05Rik	7.47265625	7.1328125	7.2578125	7.15234375	7.28125	7.33203125	7.2578125	7.46875	7.5	7.66015625
1700101I19Rik	5.27734375	5.716796875	5.14453125	5.49609375	5.298828125	5.310546875	5.650390625	5.3125	5.392578125	5.35546875
1700102J08Rik	3.884765625	3.755859375	3.552734375	3.65234375	3.583984375	3.3828125	3.8359375	3.640625	3.814453125	3.53515625
1700109H08Rik	4.24609375	4.375	4.25390625	4.15234375	4.3359375	3.791015625	4.21484375	4.23828125	4.2109375	4.16796875
1700112E06Rik	6.771484375	6.91015625	7.615234375	6.802734375	7.359375	7.02734375	6.55859375	6.7578125	7.90625	7.119140625
1700113H08Rik	4.56640625	4.87109375	4.5625	4.7734375	4.80078125	4.5625	4.984375	4.6640625	5.13671875	4.5546875
1700120K04Rik	4.7421875	5.08984375	4.78125	4.74609375	4.5859375	4.9453125	4.94921875	4.6015625	4.6796875	4.765625
1700121N20Rik	5.3203125	5.29296875	5.20703125	5.22265625	5.171875	5.17578125	5.359375	5.125	5.62890625	5.05078125
1700123K08Rik	3.44140625	3.94921875	3.49609375	3.484375	3.38671875	3.6171875	3.71875	3.328125	3.498046875	3.65625
1700123L14Rik	3.591796875	3.962890625	3.0859375	3.490234375	3.40234375	3.59765625	3.470703125	3.58203125	3.44921875	3.4140625
1700123O20Rik	8.703125	8.4453125	8.6328125	8.390625	8.8515625	8.421875	8.390625	8.4765625	8.78125	8.7734375
1700126A01Rik	3.517578125	3.46484375	3.23828125	3.400390625	3.830078125	3.390625	3.552734375	3.392578125	3.7265625	3.591796875
1700129C05Rik	3.619140625	3.970703125	3.4921875	3.619140625	3.669921875	3.66796875	4.12109375	3.603515625	3.576171875	3.681640625
1810008B01Rik	5.265625	5.484375	5.328125	5.328125	5.1484375	5.2734375	5.65234375	5.33984375	5.44921875	5.10546875
1810009N02Rik	6.59765625	7.0703125	6.68359375	6.94921875	7.23828125	6.84375	7.1875	7.05859375	6.39453125	7.07421875
1810010H24Rik	4.94921875	4.8984375	5.2421875	5.0234375	5.79296875	5.76171875	5.33203125	5.00390625	6.19140625	5.18359375
1810010K12Rik	3.5625	3.58203125	3.158203125	3.517578125	3.25	3.380859375	3.783203125	3.5546875	3.447265625	3.48828125
1810011H11Rik	4.984375	4.54296875	5.48046875	4.703125	5.609375	4.6875	4.28515625	4.828125	5.609375	4.99609375
