Sample_geo_accession	Condition	Group
GSM2306833	GFP	Donor-derived human pancreatic Islets
GSM2306834	GFP	Donor-derived human pancreatic Islets
GSM2306835	GFP	Donor-derived human pancreatic Islets
GSM2306836	GFP	Donor-derived human pancreatic Islets
GSM2306837	GFP	Donor-derived human pancreatic Islets
GSM2306838	GFP	Donor-derived human pancreatic Islets
GSM2306839	GFP	Donor-derived human pancreatic Islets
GSM2306840	GFP	Donor-derived human pancreatic Islets
GSM2306841	GFP	Donor-derived human pancreatic Islets
GSM2306842	GFP	Donor-derived human pancreatic Islets
GSM2306843	ASF1B	Donor-derived human pancreatic Islets
GSM2306844	ASF1B	Donor-derived human pancreatic Islets
GSM2306845	ASF1B	Donor-derived human pancreatic Islets
GSM2306846	ASF1B	Donor-derived human pancreatic Islets
GSM2306847	ASF1B	Donor-derived human pancreatic Islets
GSM2306848	ASF1B	Donor-derived human pancreatic Islets
GSM2306849	ASF1B	Donor-derived human pancreatic Islets
GSM2306850	ASF1B	Donor-derived human pancreatic Islets
GSM2306851	ASF1B	Donor-derived human pancreatic Islets
GSM2306852	ASF1B	Donor-derived human pancreatic Islets
