gene_symbol	GSM2087154	GSM2087158	GSM2087156	GSM2087160	GSM2087159	GSM2087161	GSM2087155	GSM2087157
0610007P14Rik	8.6875	8.5546875	8.640625	8.6796875	8.515625	8.4296875	8.6875	8.609375
0610009B22Rik	7.9375	8.4609375	8.0078125	8.5546875	8.375	8.4921875	8.140625	7.95703125
0610009O20Rik	7.35546875	7.16796875	7.37109375	7.28515625	7.24609375	7.3125	7.11328125	7.3125
0610010F05Rik	7.35546875	7.3046875	7.42578125	7.31640625	7.35546875	7.26953125	7.3671875	7.16015625
0610010K14Rik	8.0078125	8.0859375	8.0078125	7.9140625	8.03125	7.890625	8.15625	8.0234375
0610011F06Rik	7.12109375	7.0703125	7.1875	6.88671875	7.0625	6.97265625	7.109375	6.7578125
0610012G03Rik	7.91796875	7.81640625	7.8828125	8.078125	7.7578125	7.9921875	7.9375	8.015625
0610030E20Rik	7.81640625	7.6328125	7.91796875	7.671875	7.58984375	7.5859375	7.8359375	8.0078125
0610037L13Rik	7.3828125	7.42578125	7.2109375	7.56640625	7.50390625	7.51171875	7.28125	7.4765625
0610039K10Rik	4.2578125	4.2265625	4.27734375	4.140625	4.53125	4.13671875	4.234375	4.10546875
0610040B10Rik	5.52734375	5.7578125	5.41015625	5.56640625	5.69921875	5.4375	5.62890625	5.578125
0610040J01Rik	6.55078125	6.40625	6.57421875	6.46875	6.48828125	6.53125	6.5546875	6.63671875
1110002L01Rik	5.9609375	6.48046875	6.3125	6.24609375	5.87109375	5.6015625	5.96875	6.15234375
1110004E09Rik	6.671875	6.52734375	6.54296875	6.796875	6.73046875	6.84765625	6.69921875	6.625
1110004F10Rik	7.4609375	7.30859375	7.4140625	7.55078125	7.33984375	7.41796875	7.3359375	7.41015625
1110006O24Rik	6.734375	6.3203125	6.48046875	6.1328125	6.4453125	6.3671875	6.38671875	6.4765625
1110008F13Rik	8.921875	9.1875	9.0234375	9.1484375	9.1875	9.1640625	9.0859375	9.109375
1110008L16Rik	7.64453125	7.58203125	7.81640625	7.76953125	7.58203125	7.46875	7.921875	7.91796875
1110008P14Rik	6.6484375	6.95703125	6.6328125	7.2890625	7.01171875	7.0625	6.58984375	6.5703125
