Sample_geo_accession	Condition	Group
GSM994220	control	Muscle: Gastrocnemius
GSM994221	control	Muscle: Gastrocnemius
GSM994222	control	Muscle: Gastrocnemius
GSM994223	control	Muscle: Gastrocnemius
GSM994224	control	Muscle: Gastrocnemius
GSM994210	 Control	Muscle: Gastrocnemius
GSM994211	 Control	Muscle: Gastrocnemius
GSM994212	 Control	Muscle: Gastrocnemius
GSM994213	 Control	Muscle: Gastrocnemius
GSM994214	 Control	Muscle: Gastrocnemius
GSM994215	 NCoR1-MKO	Muscle: Gastrocnemius
GSM994216	 NCoR1-MKO	Muscle: Gastrocnemius
GSM994217	 NCoR1-MKO	Muscle: Gastrocnemius
GSM994218	 NCoR1-MKO	Muscle: Gastrocnemius
GSM994219	 NCoR1-MKO	Muscle: Gastrocnemius
GSM994225	 PGC-1alpha-mTg	Muscle: Gastrocnemius
GSM994226	 PGC-1alpha-mTg	Muscle: Gastrocnemius
GSM994227	 PGC-1alpha-mTg	Muscle: Gastrocnemius
GSM994228	 PGC-1alpha-mTg	Muscle: Gastrocnemius
GSM994229	 PGC-1alpha-mTg	Muscle: Gastrocnemius
