gene_symbol	GSM719996	GSM720001	GSM719994	GSM719999	GSM719997	GSM720000	GSM719998	GSM719995
1700010H22Rik	3.1888020833333335	3.1354166666666665	3.1184895833333335	3.158203125	3.2311197916666665	3.1861979166666665	3.1549479166666665	3.09765625
1700010I14Rik	3.6497395833333335	3.6946614583333335	3.7122395833333335	3.7454427083333335	3.623046875	3.56640625	3.6907552083333335	3.7135416666666665
1700010L04Rik	4.27734375	4.30859375	4.1328125	4.21875	4.21484375	4.1953125	4.34765625	4.44921875
1700010N08Rik	3.576171875	3.72265625	3.380859375	3.455078125	3.4921875	3.30078125	3.5234375	3.556640625
1700011B04Rik	2.953125	3.04296875	3.068359375	3.392578125	3.109375	2.853515625	2.8359375	2.994140625
1700011E24Rik	3.474609375	3.330078125	3.30078125	3.525390625	3.4453125	3.19140625	3.400390625	3.2265625
1700011H14Rik	4.3671875	4.23046875	4.31640625	4.37890625	4.2109375	4.45703125	4.2890625	4.46484375
1700011I03Rik	3.951171875	3.8046875	3.916015625	3.93359375	3.66796875	3.703125	3.9921875	3.900390625
1700011L22Rik	3.87890625	3.505859375	3.490234375	3.931640625	3.673828125	3.546875	3.8203125	3.76171875
1700011M02Rik	3.724609375	3.61328125	3.716796875	3.66015625	3.62109375	3.71484375	3.771484375	3.6953125
1700012A03Rik	3.279296875	3.181640625	3.248046875	3.181640625	3.037109375	3.169921875	3.09765625	3.06640625
1700012B07Rik	4.08203125	4.15234375	4.25390625	4.046875	4.109375	4.390625	4.20703125	4.35546875
1700012B09Rik	3.5390625	3.55859375	3.751953125	3.845703125	3.7578125	3.63671875	3.73046875	3.72265625
1700012D14Rik	3.4091796875	3.5263671875	3.4443359375	3.5654296875	3.5732421875	3.3984375	3.322265625	3.384765625
1700012E03Rik	5.22265625	5.50390625	5.2578125	5.33984375	5.359375	5.0703125	5.25	5.32421875
1700012I11Rik	4.59765625	4.65234375	4.87890625	4.7421875	4.3828125	4.421875	4.64453125	4.6015625
1700012O15Rik	4.01953125	3.8984375	3.916015625	4.11328125	4.16796875	4.01171875	3.990234375	3.91015625
1700012P22Rik	3.8779296875	3.8623046875	3.7822265625	3.86328125	3.7998046875	3.6357421875	3.8330078125	3.73046875
1700013D24Rik	4.25390625	4.19140625	4.3046875	4.17578125	4.2578125	4.19921875	4.55859375	4.30859375
1700013F07Rik	3.876953125	3.78515625	3.83203125	4.033203125	3.8740234375	3.7763671875	3.9013671875	3.908203125
1700013G24Rik	3.767578125	4.1171875	3.740234375	3.609375	3.759765625	3.787109375	3.837890625	4.08203125
1700013H16Rik	2.8984375	2.841796875	2.86328125	3.00390625	2.736328125	3.01953125	2.677734375	3.044921875
1700015C15Rik	3.130859375	3.044921875	3.365234375	3.44921875	3.111328125	3.22265625	3.16015625	3.26953125
1700015E13Rik	4.859375	5.0078125	4.4140625	4.41015625	4.7890625	4.64453125	4.89453125	4.8984375
1700015F17Rik	3.126953125	3.38671875	3.2265625	3.291015625	3.21875	3.20703125	2.927734375	3.23828125
1700015G11Rik	3.146484375	2.978515625	3.19921875	3.208984375	3.0546875	3.33984375	3.021484375	3.1484375
1700016A09Rik	5.78125	5.66015625	5.52734375	5.640625	5.80859375	5.73046875	5.72265625	5.640625
1700016C15Rik	6.015625	7.38671875	7.53515625	6.734375	6.83984375	6.6640625	6.484375	6.8828125
1700016D06Rik	3.341796875	3.4296875	3.4765625	3.337890625	3.41015625	3.474609375	3.462890625	3.474609375
1700016D18Rik	6.2265625	6.1875	6.21484375	6.1484375	6.06640625	6.3046875	6.28125	6.41796875
1700016G14Rik	3.048828125	3.361328125	3.158203125	3.083984375	3.134765625	2.935546875	2.9921875	3.03515625
1700016H13Rik	3.59375	3.57421875	3.3203125	3.671875	3.70703125	3.447265625	3.44140625	3.51171875
1700016K19Rik	4.47265625	4.02734375	4.31640625	4.5	4.1875	4.51171875	4.2421875	4.3046875
1700016P04Rik	2.876953125	2.767578125	2.970703125	2.95703125	2.96875	2.88671875	3.11328125	2.91015625
1700017B05Rik	5.154947916666667	5.168619791666667	5.046875	5.009765625	5.201171875	5.250651041666667	5.170572916666667	5.197916666666667
1700017D01Rik	3.2421875	3.02734375	2.908203125	3.318359375	3.15625	3.060546875	3.0859375	3.185546875
1700017G19Rik	3.0703125	3.189453125	3.15234375	3.123046875	3.146484375	3.056640625	3.37109375	3.373046875
1700017H01Rik	5.240234375	5.171875	5.201171875	5.2431640625	5.166015625	5.1865234375	5.26953125	5.26171875
1700017L05Rik	3.5390625	3.734375	3.794921875	3.55078125	3.421875	3.5703125	3.470703125	3.5703125
1700017N19Rik	3.83984375	3.697265625	3.515625	3.8828125	3.56640625	3.447265625	3.77734375	3.884765625
1700018A04Rik	4.28515625	4.421875	4.17578125	4.1796875	4.37109375	4.34375	4.1796875	4.30078125
1700018A14Rik	5.296875	5.44921875	5.54296875	5.546875	5.390625	5.40625	5.484375	5.65234375
1700018B08Rik	5.19921875	5.08984375	5.12109375	5.13671875	5.08203125	5.09765625	5.14453125	5.0625
1700018B24Rik	4.4296875	4.48828125	4.35546875	4.34765625	4.5546875	4.203125	4.51171875	4.20703125
1700018C11Rik	4.51171875	4.62109375	4.2734375	4.94921875	4.5390625	3.947265625	4.2578125	4.44921875
1700018F24Rik	3.98046875	4.00390625	3.990234375	4.078125	4.234375	3.9921875	4.1015625	3.974609375
1700018G05Rik	3.580078125	3.533203125	3.533203125	3.994140625	3.607421875	3.619140625	3.546875	3.97265625
1700018L02Rik	4.99609375	5.26953125	5.42578125	5.38671875	5.05078125	5.09765625	5.07421875	5.359375
1700018M17Rik	5.28125	5.38671875	5.234375	5.15625	5.12890625	5.15625	5.09375	5.15234375
1700018P08Rik	4.1982421875	3.7841796875	3.720703125	4.01171875	3.857421875	4.2275390625	3.9287109375	4.1748046875
1700019A02Rik	3.244140625	3.072265625	3.318359375	3.068359375	3.08203125	3.09375	3.326171875	2.916015625
1700019B03Rik	3.994140625	3.689453125	3.736328125	4.24609375	4.0703125	3.951171875	3.787109375	3.873046875
1700019D03Rik	5.78515625	5.767578125	5.615234375	5.76953125	5.916015625	5.810546875	5.76953125	5.802734375
1700019L13Rik	4.80859375	4.85546875	4.69140625	4.671875	4.56640625	4.85546875	4.67578125	4.9921875
1700019M22Rik	3.513671875	3.466796875	3.58203125	3.724609375	3.474609375	3.259765625	3.533203125	3.4140625
1700019N19Rik	4.41796875	4.46484375	4.5546875	4.5	4.4921875	4.4921875	4.49609375	4.48828125
1700019O17Rik	5.90625	5.953125	5.86328125	5.93359375	5.64453125	5.50390625	5.84765625	5.82421875
1700019P21Rik	2.9375	2.89453125	3.1015625	2.982421875	2.984375	3.16796875	3.0703125	3.091796875
1700020A23Rik	4.1953125	4.296875	4.17578125	3.865234375	3.9140625	4.3046875	4.125	4.30859375
1700020D05Rik	3.142578125	3.12109375	3.087890625	3.2578125	3.181640625	3.126953125	3.2109375	3.302734375
1700020G03Rik	4.51953125	4.29296875	4.40234375	4.4765625	4.39453125	4.4609375	4.50390625	4.421875
1700020I14Rik	8.451822916666666	8.4765625	8.625	8.5	8.419270833333334	8.55859375	8.559895833333334	8.604166666666666
1700020L24Rik	4.7109375	4.83984375	4.80078125	4.8359375	4.94140625	4.80078125	4.80078125	4.82421875
1700020M10Rik	2.927734375	3.08984375	3.068359375	3.099609375	3.1171875	2.888671875	3.0	2.96484375
1700020N01Rik	3.494140625	3.84765625	3.697265625	3.583984375	3.8203125	3.59765625	3.564453125	3.580078125
1700021A07Rik	5.92578125	5.9375	5.80078125	6.04296875	6.01171875	5.87890625	6.01953125	6.140625
1700021F05Rik	9.3671875	9.0546875	9.0625	9.21875	9.203125	9.0703125	9.328125	9.0390625
1700021F07Rik	4.9453125	5.0078125	4.99609375	5.3984375	4.96875	4.6875	4.65625	4.83984375
1700021N20Rik	3.05078125	3.0859375	3.232421875	3.3671875	3.18359375	3.0234375	2.994140625	3.001953125
1700021P04Rik	4.4140625	4.22265625	4.4296875	4.76953125	4.5234375	4.49609375	4.6484375	4.7734375
1700022A21Rik	5.35546875	5.375	5.42578125	5.12109375	5.26171875	5.62109375	5.234375	5.3125
1700022A22Rik	3.990234375	3.923828125	3.8125	3.98046875	3.88671875	3.984375	3.525390625	3.724609375
1700022F17Rik	3.146484375	3.064453125	3.232421875	3.126953125	3.28125	3.490234375	3.369140625	3.392578125
1700023A20Rik	5.625	5.703125	5.9296875	5.99609375	5.828125	5.703125	5.85546875	5.875
1700023B13Rik	5.517578125	5.57421875	5.36328125	5.455078125	5.48046875	5.390625	5.380859375	5.443359375
1700023F02Rik	3.875	4.02734375	3.96875	3.890625	3.689453125	3.79296875	3.822265625	4.00390625
1700023F06Rik	3.669921875	3.5625	3.669921875	3.4296875	3.62890625	4.015625	3.498046875	3.541015625
1700023G09Rik	4.046875	4.0859375	4.30078125	4.04296875	4.03515625	4.15234375	4.11328125	4.0078125
1700023H06Rik	4.23828125	4.3408203125	4.12890625	4.171875	4.2333984375	4.158203125	4.171875	4.2412109375
1700024B05Rik	3.646484375	3.501953125	3.62109375	3.603515625	3.548828125	3.783203125	3.4453125	3.515625
1700024J04Rik	3.2109375	3.302734375	3.302734375	3.197265625	2.9921875	3.125	3.189453125	3.30859375
1700024P04Rik	3.724609375	3.84375	3.78515625	3.736328125	3.501953125	3.75	3.494140625	3.814453125
1700024P12Rik	7.873046875	7.77734375	7.806640625	8.025390625	7.751953125	7.880859375	7.669921875	7.92578125
1700025F22Rik	3.318359375	3.43359375	3.2734375	3.42578125	3.1953125	3.171875	3.158203125	3.40234375
1700025G04Rik	6.84375	7.00390625	7.067708333333333	6.88671875	6.936197916666667	6.751302083333333	6.96484375	6.759114583333333
1700025H01Rik	3.708984375	3.568359375	3.634765625	4.16015625	3.671875	3.521484375	3.35546875	3.591796875
1700025K04Rik	3.27734375	3.248046875	3.099609375	2.931640625	3.21484375	3.1328125	3.4921875	3.2109375
1700026H06Rik	4.20703125	4.28515625	4.2734375	4.296875	4.23046875	4.0859375	4.21875	4.1796875
1700026J12Rik	5.078125	4.921875	4.8046875	4.94140625	4.76953125	4.70703125	4.8046875	4.72265625
1700027F06Rik	5.21484375	5.0390625	5.0234375	5.078125	4.84375	5.04296875	5.1015625	5.1796875
1700027J07Rik	5.30078125	5.3125	5.14453125	5.37109375	5.3125	5.34375	5.21875	5.4921875
1700028E10Rik	4.478515625	4.5517578125	4.6171875	4.39453125	4.4560546875	4.46484375	4.693359375	4.552734375
1700028I16Rik	3.966796875	3.75390625	3.81640625	3.76953125	3.587890625	4.02734375	3.78515625	3.96484375
1700028J19Rik	4.87109375	4.7265625	4.47265625	4.546875	4.5	4.43359375	4.6875	4.55078125
1700028N14Rik	3.89453125	3.767578125	4.078125	4.11328125	3.8671875	4.0234375	4.1875	4.25390625
1700028P14Rik	3.69921875	3.65625	3.390625	3.646484375	3.615234375	3.443359375	3.572265625	3.615234375
1700029F12Rik	4.76953125	4.62109375	4.578125	4.44140625	4.828125	5.04296875	4.79296875	4.7265625
1700029H14Rik	4.32421875	4.2890625	4.5234375	4.58203125	4.7421875	4.546875	4.5078125	4.3359375
1700029I15Rik	4.900390625	5.09765625	4.87109375	4.892578125	4.931640625	4.853515625	5.017578125	5.15625
1700029J07Rik	3.13671875	3.203125	3.177734375	3.220703125	3.134765625	2.9921875	3.19140625	3.15625
