gene_symbol	GSM4121419	GSM4121420	GSM4121423	GSM4121427	GSM4121424	GSM4121421	GSM4121422	GSM4121425	GSM4121426	GSM4121418	GSM4121417	GSM4121428
ABCB11	12.849609375	5.0185546875	24.57421875	45.59375	5.716796875	4.0634765625	7.23046875	5.98828125	2.966796875	3.0439453125	16.38134765625	5.16015625
ABCB4	1.34619140625	9.51953125	6.96728515625	16.056640625	1.451171875	3.20703125	4.615234375	3.2978515625	3.894287109375	1.69482421875	6.392578125	2.49951171875
ABCB6	67.89453125	61.9365234375	58.685546875	66.7109375	76.2431640625	53.03125	77.181640625	77.9990234375	61.98828125	62.3369140625	62.744140625	56.4296875
ABCB7	189.25	87.6875	191.125	243.25	104.6875	109.0625	143.625	186.375	19.765625	132.0	105.0625	171.0
ABCB8	7.765625	15.296875	17.8896484375	23.166015625	22.05078125	6.96484375	7.333984375	11.3720703125	11.01171875	9.794921875	22.1328125	9.064453125
ABCB9	13.83203125	25.14453125	8.00390625	7.9609375	27.939453125	4.248046875	29.8828125	20.4453125	48.078125	6.71484375	23.734375	26.875
ABCC1	401.5	266.53125	264.3125	238.3125	322.375	244.40625	290.6875	256.125	291.90625	326.1875	338.0625	237.5
ABCC10	87.8125	63.765625	206.375	197.0	246.8125	86.90625	113.75	142.5	249.3125	75.53125	58.96875	151.0625
ABCC2	54.3125	33.65625	87.0625	108.1875	80.8125	5.6796875	31.65625	113.3125	75.25	15.828125	48.0625	103.9375
ABCC3	116.5625	102.140625	79.9765625	45.67578125	69.84765625	95.96875	105.78515625	59.484375	88.6796875	96.78125	99.94140625	67.55859375
ABCC4	124.0625	55.53125	45.21875	67.6875	36.75	117.0	55.03125	71.9375	41.59375	88.5	168.0	107.125
ABCC5	235.75	160.5	285.25	339.75	316.5	172.125	200.875	272.0	334.5	226.25	184.25	260.0
ABCC8	8.853515625	6.021484375	14.369140625	7.705078125	6.37109375	9.798828125	6.49609375	7.271484375	5.1171875	2.7265625	6.6162109375	7.408203125
ABCC9	25.9140625	16.205729166666668	12.453450520833334	13.434895833333334	12.946614583333334	7.140625	19.65625	15.537109375	11.057291666666666	10.627604166666666	23.635416666666668	18.8828125
ABCD1	57.0625	131.625	49.125	103.5625	109.875	69.1875	64.9375	62.1875	101.25	31.71875	59.375	73.375
ABCD2	9.40625	10.03125	14.9453125	2.916015625	3.904296875	10.8828125	3.544921875	1.173828125	11.53125	12.3125	2.55859375	5.265625
ABCD3	301.5	238.625	149.0	152.875	84.0625	330.0	242.625	92.0	69.0	452.75	349.5	197.25
ABCD4	44.9453125	49.1484375	41.4921875	50.953125	53.796875	44.89453125	55.71875	49.38671875	67.30078125	27.3623046875	29.720703125	50.65625
ABCE1	412.4375	350.375	245.375	212.34375	141.40625	349.625	304.1875	146.1875	116.09375	457.875	457.0	263.3125
ABCF1	224.25	274.5	243.125	194.25	215.25	232.25	251.0	314.5	282.25	214.375	183.375	221.5
ABCF2	152.47109375	114.9765625	130.14375	118.1875	151.2	90.115625	110.1625	136.15	147.9125	136.734375	148.340625	137.1
ABCF3	105.375	115.625	153.375	166.0	178.5	135.125	180.625	168.25	230.75	106.25	130.5	131.5
ABCG1	331.5625	354.125	158.3125	191.875	184.5	441.625	439.625	177.625	217.1875	300.6875	336.9375	192.8125
ABCG2	40.0	34.84375	23.890625	3.611328125	14.6875	26.203125	43.75	34.28125	12.6484375	11.46875	18.828125	27.34375
ABCG4	31.453125	57.375	22.5625	46.28125	86.0625	68.875	59.90625	40.8125	89.0625	25.125	48.15625	51.875
ABCG5	2.296875	1.720703125	2.984375	8.765625	12.328125	12.1796875	19.78125	15.875	25.6875	3.2890625	15.40625	42.0625
ABHD10	201.0	144.625	243.5	212.875	132.25	173.0	177.25	216.875	154.25	186.75	176.125	197.875
ABHD11	150.625	141.0	80.3125	75.375	72.125	152.375	127.3125	84.0	116.5	152.0	212.25	78.9375
ABHD14A	114.1875	127.875	114.125	89.875	152.5	101.0625	151.75	108.8125	114.4375	118.6875	129.875	93.375
ABHD14A-ACY1	505.5	373.5	304.0	276.5	578.5	365.0	304.5	360.25	538.5	420.5	475.0	309.75
ABHD17A	457.0	496.25	475.75	499.25	559.5	342.25	422.5	519.0	549.5	485.0	411.5	495.75
ABHD17B	55.625	73.375	98.0625	115.5625	63.4375	49.6875	91.9375	44.6875	36.3125	80.875	75.75	96.25
ABHD18	25.375	20.421875	29.75	8.1796875	23.71875	37.40625	31.0	10.953125	8.890625	18.015625	8.9609375	5.15625
ABHD2	211.96875	150.2890625	220.5	235.0	160.015625	138.37109375	131.234375	139.9296875	188.765625	193.0	197.875	245.90625
ABHD3	59.53125	24.140625	25.671875	34.21875	2.53515625	45.5	27.421875	23.78125	19.609375	55.0	46.46875	20.0625
ABHD4	219.875	255.625	519.5	491.75	774.5	184.375	215.125	558.0	856.0	233.25	204.0	524.0
ABHD5	110.29166666666667	115.8125	169.65625	212.35416666666666	203.1875	158.89583333333334	135.85416666666666	137.27083333333334	181.27083333333334	142.86458333333334	152.875	227.02083333333334
ABHD6	31.6796875	37.95703125	42.725341796875	59.478515625	45.56298828125	42.107421875	42.251953125	40.8828125	46.625	38.51611328125	49.302734375	40.1904296875
ABHD8	24.25	7.609375	36.84375	11.59375	30.5625	5.06640625	11.6875	31.5	24.6875	13.578125	5.34375	64.75
ABI1	291.625	287.28125	496.6875	437.0625	312.5	411.625	361.0	364.875	325.53125	414.1875	310.9375	453.75
ABI2	166.37890625	140.212890625	144.39453125	126.591796875	195.87744140625	124.07373046875	106.5	195.494140625	203.21875	148.39453125	150.78662109375	167.7412109375
ABI3BP	3.70703125	1.072265625	1.9658203125	23.734375	15.9921875	0.978515625	12.0078125	2.6328125	1.7734375	4.7421875	1.5302734375	5.56640625
ABL1	204.625	366.5	321.25	277.75	351.25	298.5	194.5	276.75	345.0	225.0	185.25	294.5
ABL2	43.09375	75.3125	59.59375	102.9375	59.25	85.875	83.625	103.0625	96.125	54.90625	63.75	47.0625
ABLIM1	331.6875	239.5	806.09375	751.5625	545.21875	217.421875	226.734375	870.09375	415.0	339.84375	315.625	739.75
ABLIM3	147.0	235.5	1017.5	1077.0	1268.0	320.75	348.25	1734.0	1163.0	261.25	255.25	1087.0
ABO	14.357421875	15.130208333333334	16.084635416666668	7.25390625	18.158854166666668	14.138020833333334	19.052083333333332	11.444010416666666	24.328125	11.861328125	3.8528645833333335	9.974609375
ABR	107.046875	76.6640625	172.8125	144.556640625	221.046875	63.15234375	72.74609375	195.1796875	212.390625	62.453125	78.703125	144.984375
ABT1	91.75	72.875	84.75	92.8125	89.5	56.5625	107.5625	109.625	142.375	45.40625	66.25	94.875
ABTB2	95.6875	97.3125	81.375	68.0	115.6875	71.125	96.375	59.875	125.0	74.3125	59.5625	108.5625
ACAA1	157.71875	191.375	135.8125	165.90625	147.125	162.0625	157.25	171.125	189.3125	164.0	140.1875	151.59375
ACAA2	409.6875	273.828125	186.046875	153.26953125	195.765625	265.890625	302.84375	229.9375	125.28125	266.5625	383.28125	117.88671875
ACACA	131.3203125	124.515625	319.203125	239.69140625	230.4375	68.9296875	80.08984375	222.02734375	185.6484375	168.421875	160.8203125	242.515625
ACACB	27.583984375	49.47265625	53.9375	48.7509765625	75.642578125	50.255859375	66.373046875	49.196044921875	58.46875	33.92578125	37.61474609375	47.080078125
ACAD10	39.96875	53.4375	40.34375	44.0	53.875	45.40625	62.84375	28.71875	98.25	47.09375	51.875	29.953125
ACAD8	84.625	108.0	60.71875	66.875	87.1875	121.9375	114.625	71.9375	111.375	149.625	108.0625	70.6875
ACADL	13.70947265625	5.134765625	7.501953125	12.96875	14.349609375	10.859375	6.900390625	2.8173828125	6.369140625	9.54296875	2.8349609375	3.2158203125
ACADM	199.375	149.0	105.4375	88.625	69.625	417.75	132.375	75.0	93.8125	330.0	167.25	117.5
ACADS	45.78125	44.4375	30.65625	61.65625	42.40625	27.328125	25.75	99.125	51.75	23.8125	34.25	57.625
ACADSB	32.5625	12.2734375	30.65625	17.71875	18.140625	30.21875	3.3046875	12.6015625	21.8125	39.09375	5.87109375	26.28125
ACADVL	244.625	361.5	362.0	392.5	556.0	346.75	412.25	601.5	494.5	404.0	355.5	389.75
ACAN	56.479166666666664	61.3125	44.697916666666664	44.848958333333336	51.40625	50.166666666666664	31.442708333333332	32.796875	74.26041666666667	34.322916666666664	66.78125	48.114583333333336
ACAP1	26.1953125	7.150390625	10.51953125	32.08984375	8.998046875	11.1474609375	17.95703125	7.125	17.970703125	9.720703125	3.6396484375	7.498046875
ACAP2	50.3125	30.0947265625	14.95654296875	26.41015625	24.3359375	38.861328125	33.09375	9.861328125	12.4296875	50.41796875	64.875	32.34375
ACAT1	1090.0	891.0	1276.0	1020.5	645.0	1079.0	1058.0	1295.0	494.0	1026.0	1307.0	976.5
ACAT2	395.5	317.25	325.75	165.375	354.75	355.5	414.25	294.5	212.875	436.0	580.5	172.75
ACBD3	164.890625	177.59375	179.25	163.78125	72.578125	206.921875	197.875	107.25	66.28125	232.0	212.5625	129.75
ACBD4	13.9765625	92.6875	80.8125	20.90625	87.1875	50.125	53.09375	71.8125	125.875	51.375	20.90625	60.75
ACD	125.4375	148.875	112.9375	84.875	153.5	116.8125	105.3125	176.25	136.25	161.375	150.625	78.875
ACE	42.84375	15.8671875	17.4375	24.09375	30.390625	6.234375	3.125	13.703125	25.9375	8.9609375	7.05078125	2.4765625
ACE2	12.029296875	24.1640625	15.796875	18.23046875	10.1015625	15.59765625	38.7578125	24.390625	20.74609375	7.2392578125	7.6591796875	20.015625
ACHE	4.088541666666667	12.364583333333334	6.088541666666667	19.903645833333332	4.795572916666667	5.673828125	6.2421875	8.001302083333334	8.152994791666666	8.55078125	3.8203125	7.092447916666667
ACIN1	161.375	94.875	159.625	144.875	120.75	148.375	108.6875	239.0	117.8125	125.9375	98.625	167.875
ACKR1	3.4453125	4.16796875	6.52734375	4.53125	4.984375	2.177734375	13.046875	5.41796875	3.943359375	5.53515625	4.546875	2.126953125
ACKR2	18.171875	8.3828125	24.15625	40.46875	71.5	46.84375	52.46875	27.359375	64.5	3.150390625	23.421875	24.546875
ACKR3	65.875	60.8125	28.5625	38.65625	30.46875	98.8125	62.0	35.625	57.6875	51.25	44.0	36.28125
ACKR4	0.939453125	2.96484375	2.01953125	3.689453125	18.453125	2.974609375	40.65625	4.01953125	13.9765625	2.2890625	25.359375	0.7568359375
ACLY	345.125	305.5833333333333	322.75	331.6458333333333	379.2916666666667	248.375	201.70833333333334	343.7083333333333	352.625	450.125	490.6666666666667	293.8333333333333
ACO1	171.25	157.25	206.875	206.375	127.0	102.25	92.875	156.875	209.25	125.0625	152.375	155.125
ACO2	396.1875	550.8125	473.15625	484.5	542.203125	421.65625	433.40625	432.8125	608.765625	286.140625	342.8125	419.03125
ACOT1	169.5	267.5	264.25	178.0	202.5	375.75	316.5	180.25	243.875	323.75	158.0	156.75
ACOT11	12.125	27.69482421875	9.48046875	29.703125	23.98046875	20.3828125	26.5	29.90625	13.5498046875	10.453125	20.4453125	5.4091796875
ACOT13	297.25	250.25	288.25	268.75	269.0	216.375	309.75	291.75	248.875	206.25	266.0	229.375
ACOT7	176.59375	131.296875	162.71875	132.375	222.8125	125.59375	137.71875	153.0625	195.375	188.09375	145.59375	142.9375
ACOT8	122.0625	168.75	241.375	259.75	213.25	158.25	178.125	226.0	231.375	125.0625	154.625	145.0
ACOT9	567.0	479.75	396.5	476.25	603.5	409.75	400.25	461.75	511.75	578.5	596.0	399.75
ACOX1	47.72216796875	45.01171875	47.36474609375	44.5791015625	42.3125	47.426025390625	44.03662109375	43.9560546875	46.4248046875	52.5	56.0576171875	45.2900390625
ACOX2	141.625	102.0	62.625	51.21875	81.875	77.875	96.5	70.0625	111.0625	77.6875	88.6875	42.78125
ACOX3	44.796875	52.375	98.5	66.859375	107.78125	54.7109375	60.734375	106.59375	145.25	36.51953125	44.6953125	92.28125
ACOXL	3.162109375	11.34375	2.455078125	13.6484375	0.90673828125	0.97412109375	4.5390625	13.6015625	8.96875	0.50537109375	8.375	2.779296875
ACP1	263.75	202.1875	351.25	329.125	313.2291666666667	241.125	295.6666666666667	294.375	282.7083333333333	275.125	288.875	351.4583333333333
ACP2	96.0	165.875	163.375	186.5	237.125	92.25	98.0625	145.875	212.75	109.3125	117.4375	205.625
ACP5	15.359375	49.5	43.75	37.5	33.78125	51.90625	37.59375	14.9765625	38.8125	37.4375	5.15234375	36.09375
ACP6	327.0	320.25	317.25	397.75	434.75	323.0	366.75	370.5	401.25	308.25	295.25	273.75
ACPP	19.890625	32.125	35.09375	42.84375	3.046875	27.6875	36.84375	8.8046875	13.8125	19.6875	13.9140625	2.609375
ACR	8.5390625	17.0	7.94140625	9.5390625	28.0625	2.96875	35.125	5.109375	11.2109375	4.83203125	7.875	3.732421875
ACRV1	23.214192708333332	40.838541666666664	31.06640625	47.880208333333336	30.162760416666668	30.625	46.849609375	30.018229166666668	41.955729166666664	19.948567708333332	30.755208333333332	32.5341796875
ACSBG1	5.052734375	19.3515625	19.615234375	17.4296875	8.14453125	16.052734375	13.06640625	19.4609375	17.29296875	2.25537109375	8.9375	30.9375
ACSBG2	41.0625	31.21875	22.671875	4.015625	9.203125	22.421875	10.953125	26.234375	6.70703125	19.140625	7.046875	4.67578125
ACSF2	36.84375	56.875	89.4375	118.4375	118.6875	54.28125	44.53125	91.125	144.375	49.4375	41.53125	87.125
ACSL1	684.25	676.5	1480.0	1474.5	1074.75	687.5	645.75	1368.0	1113.75	624.0	653.25	1517.5
ACSL3	361.25	226.60416666666666	293.8020833333333	307.0625	187.66666666666666	367.0833333333333	352.625	209.02604166666666	168.55729166666666	432.7916666666667	396.5416666666667	253.64583333333334
ACSL4	38.5	49.96875	36.375	45.53125	42.09375	88.0625	66.0	24.140625	32.15625	72.125	70.3125	28.015625
ACSL5	27.75	35.8125	31.0625	19.28125	23.890625	33.625	65.25	27.15625	34.1875	25.15625	35.65625	22.671875
ACSL6	21.82421875	35.721354166666664	28.712239583333332	41.859375	32.002604166666664	22.010416666666668	24.666666666666668	22.731770833333332	25.537760416666668	14.004231770833334	17.870442708333332	25.073567708333332
ACSM1	14.015625	3.923828125	4.6796875	4.265625	5.15625	1.927734375	2.74609375	24.140625	4.80078125	4.234375	5.76171875	12.6484375
ACSM2B	1.8994140625	3.66015625	5.6015625	28.3125	26.28125	14.0390625	10.78125	6.88671875	26.203125	18.03125	2.85546875	3.873046875
ACSM3	21.6484375	10.82421875	31.125	55.65625	6.642578125	15.984375	35.078125	40.109375	19.1865234375	30.6171875	19.9765625	21.34765625
ACSM5	6.46484375	30.32421875	22.931640625	26.05859375	17.6640625	19.7421875	11.583984375	7.458984375	19.890625	13.16796875	15.984375	6.611328125
ACSS3	29.546875	31.34375	45.1875	47.875	36.8125	32.15625	49.0	27.890625	30.359375	27.28125	18.0	36.25
ACTA1	39.84375	3.935546875	5.19921875	3.162109375	24.171875	4.7421875	5.4453125	12.0	13.453125	7.65625	10.765625	5.05078125
ACTA2	21.6455078125	33.6875	34.787109375	41.771484375	57.265625	46.984375	61.03125	29.2216796875	45.673828125	40.921875	36.4140625	40.6171875
ACTB	6852.0	8812.8	7475.2	7839.2	9264.0	6928.4	8224.0	7710.8	10819.2	6215.2	8259.2	7755.2
ACTBP9	40.21875	30.5	41.6875	41.625	44.625	51.28125	40.78125	39.9375	92.75	26.4375	109.8125	31.90625
ACTC1	43.9375	94.5625	34.3125	108.75	119.8125	61.59375	61.53125	46.5625	81.125	60.28125	44.875	45.0
ACTG1	9482.5	10141.0	10399.0	11856.0	12079.0	9851.0	10419.5	11157.0	14536.0	6882.5	8233.5	11652.0
ACTG1P4	0.6748046875	17.21875	11.8828125	12.4296875	0.459716796875	13.96875	22.84375	19.078125	14.859375	14.4296875	16.4375	10.6953125
ACTG2	38.5	9.578125	40.5	66.0625	55.71875	12.875	36.8125	41.5	47.625	33.46875	59.0	59.875
ACTL6A	110.4375	133.75	51.5625	68.75	132.25	110.1875	121.1875	85.875	78.75	88.3125	157.125	84.5625
ACTL6B	2.90625	4.5703125	3.69873046875	4.732421875	5.9501953125	3.3251953125	3.115234375	3.5361328125	2.8720703125	2.07861328125	2.1875	4.818359375
ACTL7A	4.515625	5.40234375	7.75	6.14453125	6.33203125	4.3125	8.40625	12.0859375	8.6953125	4.4453125	4.6015625	6.1796875
ACTL7B	6.6171875	6.2578125	7.10546875	7.0078125	3.9375	2.5078125	16.640625	2.865234375	4.71484375	2.50390625	7.45703125	26.546875
ACTL8	7.73046875	10.2578125	4.29296875	17.140625	6.453125	3.79296875	9.4609375	5.5078125	11.25	9.359375	10.484375	9.53125
ACTN1	860.9166666666666	687.1666666666666	492.4583333333333	384.0	750.25	784.9166666666666	699.1666666666666	697.9166666666666	613.4166666666666	560.0833333333334	719.25	488.9583333333333
ACTN2	14.3603515625	14.51806640625	15.935546875	23.552734375	23.2197265625	15.794921875	23.0126953125	13.08251953125	12.76806640625	11.5443115234375	10.19775390625	11.40673828125
ACTN3	8.6015625	24.515625	17.625	38.21875	64.8125	38.8125	55.0625	21.125	64.1875	15.2265625	36.15625	44.75
ACTN4	249.25	311.25	778.5	688.5	549.0	493.0	394.5	1017.0	598.5	250.375	195.625	761.0
ACTR10	408.75	688.5	594.5	555.5	511.25	585.5	444.75	518.0	498.0	609.0	715.0	636.0
ACTR1A	190.5	193.6875	214.5625	222.125	298.625	159.5625	161.625	222.25	329.875	219.5	233.3125	243.8125
ACTR1B	179.0	218.25	238.875	224.375	259.5	243.125	275.0	294.25	297.25	199.25	175.5	209.5
ACTR2	577.4166666666666	301.3333333333333	371.2291666666667	456.125	179.08333333333334	401.6041666666667	348.875	164.33333333333334	185.58333333333334	669.5833333333334	557.8333333333334	423.5416666666667
ACTR3	1316.3333333333333	996.1666666666666	1052.6666666666667	1109.6666666666667	754.25	1203.1666666666667	1003.3333333333334	1245.6666666666667	529.0	1325.6666666666667	1343.0	1017.9166666666666
ACTR3B	72.6875	58.6875	37.15625	33.59375	12.8125	109.3125	82.75	65.5	34.15625	69.75	58.40625	46.09375
ACTR5	56.546875	74.09375	79.28125	76.71875	89.34375	73.0625	72.046875	68.53125	105.875	53.0	85.625	82.1875
ACTR6	56.21875	26.796875	40.0625	42.21875	40.53125	37.09375	88.75	44.8125	38.3125	71.9375	54.40625	97.9375
ACTR8	56.53125	69.4375	49.5	56.78125	34.625	60.6875	63.375	45.875	32.3125	40.125	100.9375	52.34375
ACVR1	375.0	276.5	294.5	252.0	282.75	371.5	367.5	239.125	258.75	359.75	333.75	303.25
ACVR1B	61.219401041666664	122.95833333333333	74.47981770833333	88.78645833333333	113.01822916666667	59.485677083333336	103.61979166666667	64.74088541666667	111.06396484375	57.416666666666664	70.8203125	78.62890625
ACVR2A	112.0	159.125	131.75	93.0	71.375	86.1875	119.125	114.1875	103.5625	137.625	102.3125	125.125
ACVR2B	109.6875	64.5	81.75	70.6875	95.5	41.125	59.46875	62.4375	36.25	36.40625	30.25	86.4375
ACVR2B-AS1	13.875	41.8125	13.1484375	15.6484375	11.7578125	11.59375	3.255859375	27.046875	23.375	5.7265625	3.0	35.09375
ACVRL1	10.2578125	37.3125	38.71875	77.5	86.5	38.90625	36.3125	51.4375	13.140625	29.0	46.1875	45.8125
ACYP1	22.90625	49.21875	36.6875	32.875	25.859375	61.25	47.78125	30.546875	4.17578125	24.703125	38.4375	53.75
ADA	31.671875	41.734375	70.578125	27.3515625	122.40625	42.265625	36.765625	66.046875	126.125	48.125	43.1171875	58.6875
ADAM10	184.9375	111.72916666666667	78.34375	98.69791666666667	63.87890625	165.69791666666666	145.03125	37.432291666666664	74.34895833333333	226.9375	237.04166666666666	99.96354166666667
ADAM11	11.9296875	10.6640625	4.9140625	14.46875	14.28125	10.9453125	21.390625	6.5078125	19.25	10.0546875	5.55078125	18.015625
ADAM12	4.383544921875	31.1923828125	9.14794921875	20.377685546875	29.9873046875	19.91357421875	17.7578125	11.6533203125	13.13671875	27.69140625	18.8330078125	12.48291015625
ADAM15	135.25	140.25	283.75	307.5	434.5	95.25	131.0	189.75	339.0	165.375	123.4375	227.0
ADAM17	125.57291666666667	121.44791666666667	109.27083333333333	104.33333333333333	60.927083333333336	103.82291666666667	117.07291666666667	79.9375	69.84375	139.91666666666666	122.70833333333333	98.61458333333333
ADAM18	1.9892578125	13.671875	10.0390625	31.9375	8.671875	22.4375	47.59375	28.765625	6.578125	23.546875	37.875	13.703125
ADAM19	18.5439453125	26.34375	38.875	39.53125	47.328125	27.0078125	35.09375	21.119140625	11.48828125	19.578125	20.78125	34.7421875
ADAM2	7.58984375	8.0546875	17.84375	20.0625	18.890625	16.9375	17.359375	4.90234375	1.0361328125	0.398193359375	1.0849609375	3.6796875
ADAM20	3.326171875	22.982421875	24.708984375	34.59375	20.47265625	23.53515625	20.939453125	23.177734375	39.59375	8.57861328125	10.2734375	13.20703125
ADAM21	29.0625	27.828125	36.0	46.4375	38.21875	31.109375	49.125	38.75	45.78125	24.234375	33.96875	38.875
ADAM22	21.278971354166668	9.058919270833334	23.257486979166668	13.45703125	12.171223958333334	17.0615234375	14.135416666666666	19.66796875	12.78125	15.18212890625	18.359375	6.439453125
ADAM23	19.1640625	32.46484375	30.19921875	30.390625	36.1875	38.78125	4.812255859375	24.41796875	43.318359375	19.68603515625	28.7255859375	5.087890625
ADAM28	10.201822916666666	6.796223958333333	10.912109375	10.168294270833334	5.988932291666667	2.6272786458333335	4.287109375	10.5517578125	8.078125	3.3610026041666665	13.916341145833334	12.671549479166666
ADAM30	26.59375	17.359375	19.53125	57.71875	59.625	37.78125	14.96875	26.109375	23.453125	25.78125	3.076171875	50.96875
ADAM3A	28.5	14.41015625	19.80078125	17.9140625	22.55078125	10.5244140625	4.9375	17.75	20.26171875	20.3828125	19.796875	10.44921875
ADAM3B	5.0625	6.7734375	3.19140625	7.41015625	6.30859375	4.0234375	4.14453125	3.201171875	2.654296875	2.25390625	12.9375	17.578125
ADAM5	26.671875	41.46875	26.0546875	36.765625	44.578125	32.390625	40.3984375	23.41015625	35.453125	15.458984375	20.8671875	39.515625
ADAM7	26.0625	22.046875	16.21875	15.3173828125	9.38818359375	4.8779296875	11.375	10.41796875	4.6884765625	5.1865234375	12.9765625	30.19140625
ADAM8	14.55078125	28.28125	18.5302734375	36.9921875	9.001953125	10.7822265625	17.5078125	22.20703125	45.3359375	14.244140625	11.390625	9.90771484375
ADAM9	158.25	158.5	208.0	228.25	146.125	263.25	189.25	54.25	122.375	358.0	274.75	185.625
ADAMDEC1	6.54296875	21.734375	11.5546875	5.0390625	40.75	22.34375	39.5625	24.265625	23.90625	25.78125	8.84375	33.0625
ADAMTS1	2.796875	2.8984375	3.703125	4.58203125	6.19921875	18.5	4.05859375	2.96484375	3.59375	1.8759765625	2.318359375	1.9609375
ADAMTS12	40.625	85.75	64.8125	96.0	49.3125	58.28125	76.625	44.125	81.9375	46.15625	20.5625	85.625
ADAMTS13	39.53125	16.296875	33.5	42.5625	58.75	21.296875	56.4375	12.8203125	64.5	40.34375	12.1953125	20.53125
ADAMTS2	22.822265625	28.2421875	31.4375	24.3046875	20.29296875	17.953125	26.302734375	26.25	32.578125	10.626953125	18.017578125	9.3671875
ADAMTS20	19.40625	28.109375	7.875	9.90625	16.25	2.341796875	14.0625	35.71875	14.25	10.171875	26.359375	4.671875
ADAMTS3	2.1640625	36.4375	15.65625	19.15625	23.6875	2.765625	4.4921875	13.609375	14.203125	20.6875	10.5546875	3.87109375
