Sample_geo_accession	Condition	Group
GSM3509031	healthy	Whole blood
GSM3509032	healthy	Whole blood
GSM3509033	healthy	Whole blood
GSM3509034	healthy	Whole blood
GSM3509035	healthy	Whole blood
GSM3509036	healthy	Whole blood
GSM3509037	healthy	Whole blood
GSM3509038	healthy	Whole blood
GSM3509039	healthy	Whole blood
GSM3509040	healthy	Whole blood
GSM3509041	healthy	Whole blood
GSM3509042	healthy	Whole blood
GSM3509043	healthy	Whole blood
GSM3509044	healthy	Whole blood
GSM3509045	healthy	Whole blood
GSM3509046	healthy	Whole blood
GSM3509047	healthy	Whole blood
GSM3509048	healthy	Whole blood
GSM3509049	healthy	Whole blood
GSM3509050	healthy	Whole blood
GSM3509051	healthy	Whole blood
GSM3509052	healthy	Whole blood
GSM3509053	healthy	Whole blood
GSM3509054	healthy	Whole blood
GSM3509055	healthy	Whole blood
GSM3509056	healthy	Whole blood
GSM3509057	healthy	Whole blood
GSM3509058	healthy	Whole blood
GSM3509059	healthy	Whole blood
GSM3509060	healthy	Whole blood
GSM3509061	healthy	Whole blood
GSM3509062	healthy	Whole blood
GSM3509063	healthy	Whole blood
GSM3509064	healthy	Whole blood
GSM3509065	healthy	Whole blood
GSM3509066	healthy	Whole blood
GSM3509067	healthy	Whole blood
GSM3509068	healthy	Whole blood
GSM3509069	healthy	Whole blood
GSM3509070	healthy	Whole blood
GSM3509071	healthy	Whole blood
GSM3509072	healthy	Whole blood
GSM3509073	healthy	Whole blood
GSM3509074	type 1 diabetes	Whole blood
GSM3509075	type 1 diabetes	Whole blood
GSM3509076	type 1 diabetes	Whole blood
GSM3509077	type 1 diabetes	Whole blood
GSM3509078	type 1 diabetes	Whole blood
GSM3509079	type 1 diabetes	Whole blood
GSM3509080	type 1 diabetes	Whole blood
GSM3509081	type 1 diabetes	Whole blood
GSM3509082	type 1 diabetes	Whole blood
GSM3509083	type 1 diabetes	Whole blood
GSM3509084	type 1 diabetes	Whole blood
GSM3509085	type 1 diabetes	Whole blood
GSM3509086	type 1 diabetes	Whole blood
GSM3509087	type 1 diabetes	Whole blood
GSM3509088	type 1 diabetes	Whole blood
GSM3509089	type 1 diabetes	Whole blood
GSM3509090	type 1 diabetes	Whole blood
GSM3509091	type 1 diabetes	Whole blood
GSM3509092	type 1 diabetes	Whole blood
GSM3509093	type 1 diabetes	Whole blood
GSM3509094	type 1 diabetes	Whole blood
GSM3509095	type 1 diabetes	Whole blood
GSM3509096	type 1 diabetes	Whole blood
GSM3509097	type 1 diabetes	Whole blood
GSM3509098	type 1 diabetes	Whole blood
GSM3509099	type 1 diabetes	Whole blood
GSM3509100	type 1 diabetes	Whole blood
GSM3509101	type 1 diabetes	Whole blood
GSM3509102	type 1 diabetes	Whole blood
GSM3509103	type 1 diabetes	Whole blood
GSM3509104	type 1 diabetes	Whole blood
GSM3509105	type 1 diabetes	Whole blood
GSM3509106	type 1 diabetes	Whole blood
GSM3509107	type 1 diabetes	Whole blood
GSM3509108	type 1 diabetes	Whole blood
GSM3509109	type 1 diabetes	Whole blood
GSM3509110	type 1 diabetes	Whole blood
GSM3509111	type 1 diabetes	Whole blood
GSM3509112	type 1 diabetes	Whole blood
