gene_symbol	GSM914321	GSM914309	GSM914320	GSM914313	GSM914305	GSM914311	GSM914306	GSM914308	GSM914310	GSM914315	GSM914317	GSM914312	GSM914307	GSM914314	GSM914316	GSM914318	GSM914322	GSM914319
6430550D23Rik	66.625	187.25	61.9375	137.5	157.125	140.25	154.125	145.375	141.0	66.6875	70.625	153.5	157.875	149.0	70.5625	60.4375	64.25	64.4375
6430553K19Rik	53.78125	62.5625	48.34375	58.5	62.3125	61.5625	58.5625	59.84375	60.40625	54.0	50.03125	58.5	61.46875	61.9375	51.6875	51.71875	53.8125	51.375
6430571L13Rik	55.15625	103.1875	55.125	90.8125	94.6875	91.8125	84.0	88.625	115.375	56.4375	51.84375	88.6875	94.3125	93.25	55.21875	54.5	55.1875	56.0
6430573F11Rik	69.125	164.0	70.6875	154.375	143.625	153.0	149.625	150.0	146.125	66.1875	67.5625	192.25	138.125	167.625	69.4375	70.5625	64.25	68.625
6430628N08Rik	59.8125	92.4375	57.5	94.5	89.9375	96.1875	91.125	92.375	95.5	57.375	56.9375	91.375	91.4375	91.25	60.0625	61.375	56.8125	56.90625
6530402D11Rik	54.03125	85.75	53.25	86.1875	77.8125	84.0	81.25	73.8125	82.8125	54.4375	53.25	76.5	83.5625	81.0625	57.96875	52.4375	55.5	53.09375
6530403G13Rik	66.3125	109.375	60.375	106.5	110.9375	100.8125	121.875	99.75	117.0	63.71875	65.125	103.875	107.25	108.5	60.03125	59.53125	56.9375	60.65625
6530409C15Rik	59.34375	80.875	60.6875	78.5625	85.375	83.3125	78.125	78.6875	85.0	59.8125	60.53125	83.75	80.25	86.3125	57.4375	59.75	59.125	61.75
6530411M01Rik	60.9375	84.6875	56.8125	79.0	81.1875	82.8125	81.3125	78.6875	82.5625	59.375	53.875	76.75	80.5	88.875	56.46875	56.0625	56.8125	57.5625
6720489N17Rik	56.8125	106.875	62.375	102.25	99.6875	96.8125	86.5625	83.125	97.9375	55.5	60.6875	129.625	91.875	93.375	58.71875	59.625	58.96875	51.5625
6820408C15Rik	61.75	86.1875	59.3125	83.875	82.9375	83.0	85.625	83.0625	87.0625	62.25	60.15625	81.625	82.0625	83.1875	59.21875	59.03125	64.4375	58.5
6820431F20Rik	372.2291666666667	819.9166666666666	323.6666666666667	697.875	727.4166666666666	701.0	705.375	636.0416666666666	640.2083333333334	252.5	344.1666666666667	927.5	589.375	713.75	346.3125	339.2291666666667	340.9791666666667	307.3333333333333
6820445E23Rik	80.625	174.25	78.875	149.25	158.625	179.625	149.875	164.75	160.5	94.625	85.4375	164.875	154.625	149.5	91.4375	94.5625	79.9375	82.125
7120432I05Rik	51.28125	56.5625	51.0625	59.03125	59.375	61.375	58.1875	56.78125	56.875	51.1875	47.125	56.71875	59.0	56.4375	53.5	52.96875	47.84375	47.875
7120482A17Rik	49.6875	56.6875	49.46875	56.46875	57.9375	55.125	54.4375	52.21875	53.390625	51.796875	46.796875	54.015625	56.1875	58.25	51.15625	47.703125	48.734375	48.96875
7330403C04Rik	56.5	96.4375	58.28125	84.875	88.5625	91.875	87.1875	80.9375	82.6875	61.09375	60.625	82.3125	81.75	92.625	59.8125	52.0	56.78125	60.90625
7420426K07Rik	55.5	90.125	54.53125	86.6875	91.25	90.8125	89.6875	88.6875	88.0625	56.34375	57.21875	87.1875	89.1875	89.5	58.875	54.15625	57.03125	53.90625
7420461P10Rik	56.59375	78.9375	56.09375	81.5	80.0625	79.4375	77.375	78.375	78.0	57.375	52.84375	80.625	80.6875	80.1875	57.09375	54.34375	56.09375	54.625
8030411F24Rik	53.96875	61.53125	50.03125	63.8125	63.03125	63.53125	62.0	62.84375	64.625	50.5	50.5625	61.625	63.15625	67.375	54.03125	52.8125	51.78125	52.46875
8030423F21Rik	56.375	76.4375	53.5	78.25	69.25	76.5625	70.875	78.1875	77.875	58.6875	52.5625	74.4375	73.75	71.1875	53.9375	56.03125	53.875	54.8125
8030423J24Rik	53.21875	85.75	54.6875	84.6875	83.375	86.375	85.5625	77.5625	86.25	55.3125	53.9375	87.125	84.6875	87.75	53.875	55.25	56.78125	53.71875
8030451A03Rik	51.3125	57.90625	50.3125	60.65625	59.5625	59.21875	62.15625	58.71875	61.3125	52.9375	49.5	60.5	60.65625	62.09375	51.59375	53.0	52.09375	50.53125
8030462N17Rik	75.8125	175.25	68.1875	183.125	177.5	166.125	169.75	197.5	169.375	68.0	75.75	184.75	195.5	168.5	72.5625	67.6875	71.9375	70.8125
8030474K03Rik	55.59375	72.875	53.21875	67.9375	72.6875	69.5	73.0	64.625	69.25	54.34375	52.5625	71.25	71.0	73.8125	52.46875	60.78125	54.09375	55.09375
8430408G22Rik	79.75	178.0	80.4375	251.0	169.75	342.0	262.25	432.25	297.75	94.9375	134.5	624.0	320.5	353.0	108.5	105.75	75.5625	70.5
8430429K09Rik	52.40625	65.5	52.75	64.75	63.875	63.375	67.0	63.40625	64.375	55.125	52.375	63.09375	63.15625	64.6875	52.90625	51.15625	52.09375	52.375
8430432A02Rik	53.90625	74.0625	53.34375	74.375	74.3125	78.25	74.875	77.75	76.625	54.78125	51.0	80.125	72.75	85.375	57.09375	53.9375	54.0	52.3125
9030612E09Rik	59.375	90.125	56.8125	92.75	88.25	105.5625	86.0625	81.6875	94.5625	56.0	57.09375	98.3125	88.875	100.8125	56.5625	55.5	55.25	56.625
9030617O03Rik	75.625	252.75	71.875	363.25	272.0	267.0	290.0	295.75	248.25	59.6875	69.25	346.0	222.875	325.0	63.21875	68.6875	71.8125	67.875
9030619P08Rik	68.75	75.5	54.34375	71.8125	71.0	75.8125	68.25	69.9375	69.1875	54.5	51.53125	68.75	68.75	69.5625	55.28125	57.03125	68.8125	55.1875
9030624J02Rik	203.75	462.0	186.875	411.75	406.25	380.0	448.25	464.5	394.5	192.625	220.875	471.5	437.0	434.5	197.875	206.625	215.25	184.5
9130008F23Rik	61.90625	83.0	61.15625	88.3125	92.125	80.8125	85.5	81.875	87.0	64.0	62.6875	79.75	83.4375	83.0	62.5625	63.84375	63.8125	59.625
9130011E15Rik	80.9375	223.125	75.1875	188.0	203.75	191.125	213.875	222.5	190.625	72.5625	80.0625	238.0	225.0	208.125	75.3125	74.1875	71.125	74.4375
9130017K11Rik	63.5625	106.625	64.625	99.6875	94.5	110.375	106.9375	93.8125	107.125	57.6875	60.3125	99.0625	100.1875	108.5	63.34375	65.0625	64.125	62.15625
9130019O22Rik	80.4375	146.0	76.875	128.5	142.5	134.125	147.625	127.6875	151.75	90.6875	92.8125	147.125	136.875	150.875	81.8125	86.125	88.9375	91.8125
9130019P16Rik	57.25	79.5	55.59375	88.75	74.0	75.125	76.5	78.0	80.4375	56.1875	52.625	74.9375	83.3125	91.1875	54.65625	56.46875	54.9375	55.0
9130023H24Rik	110.1875	227.75	106.375	199.5	225.5	200.5	213.125	210.625	193.875	111.25	99.625	187.0	202.125	199.5	105.125	105.375	112.8125	113.5
9130213A22Rik	60.5	124.4375	60.125	118.0	103.125	131.625	119.5	103.5625	124.9375	64.4375	64.4375	125.5625	119.6875	117.6875	64.375	59.3125	61.8125	62.03125
9130230L23Rik	58.3125	80.75	59.375	74.3125	73.375	72.9375	73.5625	74.4375	74.0	58.59375	56.6875	78.125	73.875	81.6875	57.96875	56.125	59.375	62.09375
9130401M01Rik	92.0	238.25	91.4375	213.75	231.625	201.625	212.375	220.0	245.0	89.9375	92.25	218.875	228.75	234.125	89.9375	87.0	88.75	88.0
9130409I23Rik	58.71875	75.5625	55.75	70.3125	81.3125	77.5	75.25	74.8125	79.25	58.5625	53.0625	77.375	74.5625	77.25	56.96875	56.40625	57.15625	57.59375
9230009I02Rik	52.65625	62.78125	52.90625	62.375	65.4375	60.09375	62.0	59.71875	59.5625	51.96875	48.9375	57.65625	61.375	57.96875	50.3125	50.9375	53.375	50.84375
9230019H11Rik	50.8125	65.5	52.28125	69.625	65.5	70.625	62.8125	60.78125	67.625	51.40625	49.84375	65.625	66.5625	70.25	49.5625	49.9375	50.5	52.65625
9230020A06Rik	50.65625	68.375	53.5	66.9375	67.6875	66.5625	68.375	65.4375	68.5	56.625	53.65625	68.75	67.4375	65.75	52.4375	53.0	52.21875	51.84375
9230104L09Rik	55.25	65.25	54.75	63.65625	64.9375	65.25	65.0625	65.875	64.6875	59.0625	53.84375	64.0	67.0625	69.625	55.71875	55.09375	52.25	53.4375
9230109A22Rik	53.5	68.125	53.46875	69.125	63.96875	67.5625	64.5	70.25	67.5	53.53125	51.84375	66.25	68.625	68.875	52.625	52.53125	54.0625	54.28125
9230110C19Rik	61.1875	91.0	61.46875	100.5	92.1875	112.4375	83.5	90.9375	105.9375	58.375	61.53125	121.25	97.875	95.25	63.3125	61.84375	59.8125	60.71875
9230110F15Rik	55.625	65.4375	53.1875	65.8125	64.125	64.1875	66.4375	59.75	65.125	54.78125	50.4375	68.375	65.5	64.6875	56.125	54.34375	51.875	48.71875
9230110K08Rik	56.0	93.0625	56.09375	88.375	90.6875	94.375	82.625	80.8125	88.375	58.84375	56.5	89.1875	89.25	94.5625	56.59375	55.875	58.0625	56.3125
9230112D13Rik	53.5	62.625	52.875	63.09375	57.71875	64.875	60.53125	59.53125	70.3125	51.84375	52.0625	62.8125	60.03125	62.5	52.6875	51.6875	52.15625	50.9375
9230112E08Rik	65.6875	106.5625	66.5625	106.5	104.5	103.0	104.25	106.875	110.9375	63.96875	64.3125	115.1875	94.125	110.9375	62.78125	63.21875	70.3125	61.4375
9230113P08Rik	52.046875	54.09375	48.234375	56.0625	53.6875	53.0625	53.53125	53.28125	53.078125	48.375	46.5	55.1875	53.890625	52.234375	49.875	49.34375	51.109375	60.15625
9330020H09Rik	67.3125	124.125	66.75	112.5	107.5	115.3125	118.375	106.0625	120.5	73.3125	71.125	112.8125	122.75	117.125	65.375	68.0625	64.75	62.09375
9330121J05Rik	67.0625	139.25	59.96875	110.125	119.25	129.25	119.8125	125.0625	131.625	66.5625	69.4375	129.125	115.375	134.25	71.4375	60.6875	67.625	63.0
9330132A10Rik	51.875	60.15625	51.59375	63.03125	63.875	61.875	60.59375	65.625	58.625	54.46875	52.5625	63.53125	63.65625	61.3125	53.03125	53.46875	51.53125	52.03125
9330133O14Rik	58.5	91.125	57.09375	83.375	89.5625	91.375	90.375	88.5625	96.75	58.84375	59.15625	94.75	95.1875	94.875	60.8125	58.625	59.71875	57.46875
9330151L19Rik	82.9375	133.625	76.4375	124.4375	129.75	127.125	123.875	117.625	126.6875	85.6875	78.0625	131.125	123.9375	130.0	77.1875	80.8125	71.5625	79.5625
9330154J02Rik	53.6875	77.75	53.125	76.5625	78.875	80.1875	75.4375	71.3125	78.9375	54.0	56.6875	75.8125	73.75	76.3125	57.5	51.875	55.75	55.96875
9330154K18Rik	53.0625	79.4375	51.40625	75.4375	79.9375	75.9375	80.125	72.6875	72.0625	55.5	51.53125	73.9375	73.1875	79.875	54.5625	54.0625	53.875	51.59375
9330155M09Rik	48.875	54.84375	49.75	53.96875	54.84375	51.90625	54.5	54.6875	54.625	49.46875	48.375	56.34375	52.1875	56.09375	49.40625	50.875	49.4375	48.875
9330158H04Rik	51.4375	65.5	50.9375	66.6875	63.90625	68.0	65.5	66.6875	67.25	50.03125	49.0625	66.75	67.75	68.625	52.65625	51.15625	51.78125	51.09375
9330159F19Rik	78.0625	81.9375	75.8125	154.875	122.0625	101.25	135.75	157.25	194.625	105.625	87.875	82.75	94.4375	85.25	101.6875	73.8125	64.8125	84.75
9330159N05Rik	55.75	79.5	53.0625	70.25	76.625	79.8125	75.1875	71.75	76.125	54.09375	52.4375	76.5	74.8125	86.6875	58.28125	53.125	55.8125	55.40625
9330160F10Rik	61.5625	104.625	61.375	99.6875	97.8125	96.5625	103.6875	101.1875	106.1875	60.75	58.4375	97.5625	101.625	109.4375	55.59375	63.0	60.125	60.78125
9330161L09Rik	60.40625	106.6875	60.8125	95.0625	106.6875	100.125	104.0625	98.4375	101.9375	64.125	60.28125	102.75	97.0625	100.125	63.34375	62.84375	60.75	57.875
9330171B17Rik	58.53125	85.625	59.28125	73.5625	76.5625	77.875	76.0625	78.3125	76.6875	57.90625	59.40625	70.0	78.125	80.25	62.0625	55.40625	56.34375	57.59375
9330175E14Rik	55.921875	72.21875	53.46875	69.0	68.375	74.65625	71.28125	71.75	67.4375	57.53125	57.234375	70.3125	69.6875	72.78125	56.015625	57.640625	53.390625	56.046875
9330182L06Rik	54.75	65.125	53.84375	70.6875	66.9375	67.3125	69.5625	65.6875	67.375	55.03125	51.375	68.5625	69.375	68.125	53.90625	52.78125	52.5	53.0
9330195I24Rik	53.96875	75.5625	52.625	68.5	64.875	73.9375	60.65625	65.625	71.0625	52.28125	52.75	79.875	62.28125	77.0	54.53125	51.375	53.25	49.21875
9430002A10Rik	58.3125	76.9375	56.3125	74.125	77.8125	73.8125	72.5625	70.0625	74.8125	54.15625	56.15625	74.75	76.5625	73.875	56.8125	54.21875	55.28125	59.15625
9430007A20Rik	50.59375	62.09375	51.0625	66.375	64.1875	67.9375	65.75	59.21875	65.5625	54.21875	50.5625	66.375	65.375	63.125	51.125	52.1875	50.4375	49.28125
9430015G10Rik	90.6875	171.125	93.25	172.0	162.875	167.625	153.125	160.375	178.0	94.6875	87.6875	180.625	160.25	180.25	94.125	87.4375	92.0	91.8125
9430016H08Rik	68.0625	190.0	72.4375	172.375	195.0	162.25	227.5	214.875	176.625	67.1875	68.25	174.125	200.375	167.875	74.1875	69.9375	69.3125	66.25
9430020K01Rik	250.625	352.25	271.75	322.5	356.75	355.5	346.0	356.75	358.0	240.5	294.75	420.0	329.5	374.5	251.125	228.75	273.25	235.25
9430021M05Rik	55.78125	68.9375	53.40625	63.4375	67.625	68.5	64.625	62.5	64.4375	53.28125	51.1875	62.78125	64.875	71.3125	53.09375	52.15625	51.03125	53.90625
9430025C20Rik	51.25	53.3125	50.65625	54.46875	58.75	54.375	55.34375	54.4375	54.5625	50.65625	47.4375	54.75	53.71875	53.1875	50.5625	52.0625	47.15625	49.8125
9430038I01Rik	76.125	113.625	66.0	106.0	107.3125	119.8125	119.375	108.9375	99.3125	69.1875	71.6875	105.9375	111.125	102.9375	70.375	73.375	69.5	67.5
9430041J12Rik	51.3125	62.03125	51.9375	64.6875	65.25	66.9375	62.78125	63.625	67.5625	56.71875	50.5625	64.5	62.15625	66.9375	53.3125	52.28125	51.6875	52.3125
9430060I03Rik	63.75	120.1875	62.09375	114.5625	105.75	116.5625	107.625	108.875	123.875	63.25	66.3125	117.5625	107.125	123.5	58.5	57.34375	62.53125	58.03125
9430064I24Rik	66.875	118.75	69.0	100.0	104.75	112.875	108.875	96.8125	111.25	70.75	72.625	112.8125	112.625	103.875	75.25	66.0	64.625	68.375
9430069I07Rik	58.375	88.9375	59.4375	90.0	88.3125	94.4375	81.5	86.5625	88.125	60.71875	54.78125	90.125	85.0	88.1875	56.71875	56.0	58.59375	55.15625
9430077A04Rik	63.59375	107.875	61.625	105.3125	109.625	111.25	100.3125	104.5625	110.6875	64.5	64.875	106.125	98.25	122.0625	67.375	61.40625	63.4375	68.375
9430078G10Rik	54.90625	85.6875	55.3125	81.375	87.0	82.875	84.5625	84.9375	83.0625	58.84375	56.03125	83.375	86.4375	85.625	57.3125	55.6875	55.46875	55.875
9430097D07Rik	52.28125	77.1875	52.21875	77.625	77.6875	75.75	72.8125	77.5	76.0	54.625	51.84375	77.25	76.3125	76.75	53.34375	50.28125	53.71875	51.96875
9530002B09Rik	51.34375	63.59375	53.40625	60.75	63.90625	61.71875	63.0	61.15625	62.46875	52.9375	51.15625	54.84375	59.90625	62.71875	52.46875	54.9375	51.0625	50.09375
9530003J23Rik	51.53125	63.65625	51.40625	64.375	66.0625	65.875	65.6875	61.75	66.1875	51.78125	49.71875	63.375	65.0	64.9375	51.5	52.1875	50.15625	50.59375
9530009G21Rik	62.84375	66.0	57.78125	83.9375	69.9375	80.1875	73.5	71.125	82.625	57.40625	57.5	79.9375	72.3125	84.5	61.8125	61.59375	61.65625	56.1875
9530020O07Rik	60.09375	107.5625	61.0	103.4375	103.3125	106.25	98.125	97.9375	104.0625	59.71875	58.53125	100.0	103.375	103.875	59.21875	58.125	60.34375	60.21875
9530053A07Rik	58.15625	86.875	55.65625	85.25	85.9375	84.75	86.1875	86.0625	86.4375	59.34375	56.21875	82.75	87.3125	91.3125	57.09375	57.59375	60.375	53.625
9530056K15Rik	52.9375	79.5	54.625	76.1875	73.625	82.3125	71.3125	72.9375	72.4375	57.96875	53.34375	79.5	74.125	78.5625	52.78125	53.96875	54.28125	52.34375
9530068E07Rik	273.0	682.5	237.25	710.5	719.0	686.5	820.5	807.0	706.5	212.125	291.75	759.5	732.5	728.0	225.0	260.75	255.625	279.25
9530077C05Rik	56.78125	75.9375	56.375	74.5	74.25	75.875	76.3125	73.0625	75.8125	57.625	55.3125	75.4375	75.625	76.5	57.0625	55.5	54.59375	57.65625
9530080O11Rik	59.5625	96.8125	58.34375	96.4375	91.375	94.5	88.375	93.875	95.875	59.65625	57.25	93.625	87.8125	95.125	62.75	58.1875	59.4375	64.375
9530091C08Rik	63.59375	117.6875	68.875	134.375	115.3125	129.625	120.75	109.1875	135.25	67.4375	62.78125	160.5	109.3125	134.375	64.125	60.90625	61.0625	61.03125
9630013D21Rik	59.15625	138.625	63.875	116.1875	145.375	114.0625	141.25	132.5	108.5	73.8125	60.0	112.0625	157.875	117.3125	62.5	61.46875	62.28125	57.6875
9630014M24Rik	56.21875	91.125	56.5625	92.0625	88.125	95.0	87.0	82.5625	97.3125	58.5625	58.6875	96.6875	91.5	95.5625	60.40625	57.84375	58.53125	62.75
9630028B13Rik	54.84375	101.0625	54.6875	99.125	92.3125	94.875	94.125	91.9375	93.1875	55.40625	54.53125	94.875	95.5625	95.3125	57.375	54.0	53.34375	52.90625
9630041A04Rik	56.90625	90.375	55.65625	84.625	85.0	88.6875	78.625	84.3125	87.0625	54.90625	55.5625	85.9375	85.4375	89.875	56.8125	55.5	56.9375	54.875
9830004L10Rik	48.53125	53.9375	48.9375	55.15625	53.65625	53.75	54.21875	56.6875	50.40625	50.5625	45.09375	50.25	50.84375	55.65625	50.65625	49.34375	47.8125	47.625
9830107B12Rik	53.375	68.5625	52.1875	66.1875	67.4375	59.15625	63.03125	59.40625	67.25	53.5	52.96875	66.9375	59.34375	61.0625	50.53125	55.6875	53.5	52.125
9830163H01Rik	60.40625	91.125	60.53125	102.6875	96.125	94.3125	97.8125	108.625	93.5	57.0	59.125	106.5	98.9375	106.9375	61.5	61.90625	56.875	54.125
9930004E17Rik	62.34375	111.375	57.6875	97.75	106.9375	97.75	101.9375	89.625	89.75	61.125	62.6875	95.6875	100.5	103.0	63.9375	62.03125	62.5625	61.5
9930012K11Rik	59.15625	81.1875	54.03125	80.375	77.3125	82.5	79.625	72.9375	81.9375	66.25	60.46875	75.5	80.25	85.8125	56.40625	57.96875	57.4375	58.4375
9930014A18Rik	56.375	87.4375	56.65625	81.3125	84.9375	82.6875	77.8125	76.5	79.0	57.65625	53.5	84.9375	73.1875	78.625	59.25	59.40625	60.3125	55.53125
9930021J03Rik	70.9375	166.5	67.8125	161.9375	155.0625	152.0625	150.28125	165.8125	158.5	69.625	73.78125	164.375	151.28125	158.4375	69.75	69.859375	67.96875	67.796875
9930022D16Rik	56.9375	75.1875	53.375	77.625	75.9375	78.3125	71.8125	72.8125	74.0625	55.5	55.8125	81.0	75.375	78.0	56.71875	59.34375	58.375	55.15625
9930038B18Rik	57.84375	68.75	55.65625	74.375	68.625	74.5	68.5	67.875	76.8125	59.6875	57.1875	73.25	72.0	73.1875	55.09375	55.90625	57.9375	56.3125
9930104L06Rik	69.1875	112.25	68.125	100.3125	109.125	102.75	106.125	104.125	118.5625	67.3125	66.4375	115.5	108.3125	120.25	68.4375	73.375	69.125	69.375
9930111J21Rik1	90.1875	147.25	83.4375	142.375	131.75	135.25	148.5	152.375	160.625	73.375	91.4375	151.375	135.5	161.75	93.4375	78.5	80.1875	82.0
A130006I12Rik	60.8125	98.125	58.5	94.4375	93.625	95.8125	97.5625	87.25	91.25	56.125	56.96875	92.875	96.4375	98.25	57.5	56.4375	54.75	55.15625
A130010J15Rik	56.78125	105.6875	59.1875	104.0625	105.4375	104.4375	102.0625	97.3125	98.8125	58.125	57.59375	110.1875	98.1875	107.125	60.84375	60.375	57.9375	60.34375
A130014H13Rik	57.6875	70.9375	54.03125	71.4375	68.4375	71.5	67.5	72.5	77.3125	54.8125	54.8125	73.875	72.4375	72.4375	53.40625	53.71875	55.375	51.96875
A130050O07Rik	54.3125	70.0	52.96875	69.4375	68.375	70.3125	70.0625	63.625	69.375	56.46875	53.46875	67.4375	64.75	72.0625	55.6875	54.3125	54.15625	54.09375
A130051J06Rik	55.28125	90.875	57.4375	90.0	99.5625	92.5625	85.8125	83.0625	92.75	54.96875	55.75	88.375	89.0	88.5625	60.09375	58.25	54.21875	56.5625
A130057D12Rik	57.03125	78.0	57.84375	76.125	84.5625	80.375	78.9375	85.125	90.6875	59.46875	57.5	79.9375	88.25	85.625	58.59375	57.375	57.28125	55.75
A1bg	53.53125	78.3125	54.78125	75.375	69.75	75.25	66.75	69.6875	75.375	53.5	54.6875	69.5	71.8125	76.5	54.84375	54.25	52.5	51.90625
A1cf	53.96875	57.78125	53.875	61.25	65.125	61.40625	56.8125	58.34375	61.3125	57.40625	53.28125	58.375	59.1875	59.5625	53.90625	54.4375	59.21875	52.84375
A230006K03Rik	50.84375	55.53125	50.84375	56.9375	53.1875	56.78125	53.5625	54.9375	55.125	53.125	49.03125	54.96875	56.46875	59.71875	48.6875	51.78125	49.3125	50.4375
A230020J21Rik	66.1875	105.3125	62.25	99.375	93.1875	98.4375	97.375	82.5625	103.125	60.40625	61.34375	101.5	98.25	105.375	63.5	62.28125	59.5625	60.34375
A230046K03Rik	136.0	243.0	126.625	286.25	251.75	237.25	269.5	288.0	285.5	115.75	145.125	320.0	236.75	273.0	131.125	126.8125	126.8125	138.0
A230050P20Rik	78.625	124.1875	68.25	117.875	118.9375	126.0625	108.8125	110.1875	121.875	75.625	74.4375	115.625	109.5625	122.1875	76.4375	77.875	75.8125	76.5625
A230051N06Rik	62.34375	93.5625	58.125	89.1875	87.8125	90.5	86.3125	84.875	98.625	60.34375	58.21875	89.9375	91.125	88.6875	55.53125	52.6875	59.71875	65.125
A230052G05Rik	60.59375	100.0	58.03125	82.6875	85.25	96.1875	90.0625	88.625	94.9375	58.25	54.71875	87.5625	89.1875	94.3125	59.46875	53.1875	59.6875	61.625
A230056P14Rik	57.3125	80.8125	54.625	76.6875	75.4375	76.9375	74.125	73.625	74.0	54.78125	54.28125	79.4375	79.0625	76.4375	56.0625	56.78125	55.78125	55.03125
A230060F14Rik	74.0625	175.75	67.6875	163.0	174.5	168.5	166.75	167.625	173.5	73.75	76.1875	161.25	170.125	169.5	71.6875	72.1875	72.4375	68.5
A230065N10Rik	68.8125	178.25	67.375	169.0	178.625	172.75	181.0	160.25	192.25	70.625	80.375	181.0	186.5	182.375	67.375	72.125	70.5625	61.84375
A230072E10Rik	78.0	176.5	77.5625	172.5	163.875	170.75	159.125	155.875	177.625	80.3125	83.1875	167.625	156.75	174.75	79.0	75.0	73.5625	79.9375
A230072I06Rik	57.84375	78.6875	55.34375	84.1875	75.375	72.75	71.8125	71.5	76.0625	56.5	54.15625	77.875	78.5	88.25	55.21875	55.28125	55.65625	52.875
A230083G16Rik	57.25	83.25	54.90625	82.375	80.5	83.375	73.25	75.0	78.0	56.625	54.09375	74.3125	75.375	77.5	57.28125	52.125	52.75	52.71875
A2m	56.9375	83.0625	57.4375	85.5	86.625	91.9375	74.9375	83.125	86.5	60.875	56.78125	85.125	85.625	84.625	60.09375	58.4375	61.0625	54.75
A330008L17Rik	69.3125	110.6875	61.65625	103.375	104.625	107.3125	102.75	104.75	116.1875	64.9375	68.4375	101.875	104.5625	112.875	67.3125	62.84375	67.3125	66.6875
A330017A19Rik	69.8125	127.6875	59.4375	130.375	126.0625	119.4375	116.625	126.125	115.5	69.625	66.875	122.5625	119.3125	124.3125	75.9375	66.0	65.4375	71.5
A330023F24Rik	71.5	130.25	72.375	120.4375	136.75	113.3125	169.625	123.0625	128.75	73.25	73.5625	158.75	127.0	136.625	72.125	75.125	66.5625	70.5
A330041J22Rik	55.90625	80.9375	54.5625	78.5625	72.9375	79.5	75.875	75.8125	78.6875	57.09375	52.625	67.875	79.875	77.5625	55.96875	55.28125	56.1875	52.71875
A330070K13Rik	52.3125	78.0625	55.78125	77.8125	71.9375	75.5	74.8125	74.875	74.5625	58.75	56.6875	75.5	73.5625	75.5	58.78125	57.1875	57.375	53.03125
A330084C13Rik	60.4375	99.8125	57.34375	85.25	87.75	86.5625	92.0625	87.375	92.25	59.3125	57.0	85.0	92.0	96.125	57.9375	53.71875	56.21875	57.53125
A3galt2	54.71875	82.1875	54.625	81.4375	79.0	83.0625	83.0	80.875	79.0	55.34375	52.59375	83.125	87.0625	82.875	55.5625	54.71875	54.1875	53.5
A430005L14Rik	92.1875	163.75	92.5625	158.375	148.75	171.75	154.375	142.375	170.625	105.25	99.0	162.0	168.125	146.75	87.9375	97.5625	92.8125	104.3125
A430010J10Rik	52.3125	64.3125	51.28125	68.125	67.25	64.25	64.625	61.78125	65.375	52.09375	51.4375	67.1875	62.75	63.40625	51.96875	54.90625	51.53125	51.3125
A430033K04Rik	83.5	161.625	75.625	156.125	154.25	137.5	145.375	156.75	143.0	76.0625	84.0625	171.75	139.25	148.5	81.4375	79.75	74.4375	82.8125
A430057M04Rik	53.6875	80.5625	52.96875	80.1875	77.875	80.1875	82.125	76.875	74.1875	56.75	51.15625	76.75	79.75	74.3125	54.3125	53.03125	53.625	53.09375
A430060F13Rik	51.125	64.75	48.53125	63.375	67.125	66.0625	65.0	68.75	65.25	49.84375	49.875	61.84375	67.125	69.6875	51.21875	52.46875	49.6875	49.8125
A430072C10Rik	52.78125	73.9375	54.53125	76.875	78.0625	78.5	74.9375	75.3125	77.8125	53.5	50.09375	76.9375	76.1875	78.8125	54.875	52.75	52.84375	53.65625
A430078G23Rik	68.9375	98.0	63.34375	99.625	95.6875	104.375	93.25	89.1875	100.3125	68.75	68.6875	99.0	98.8125	102.8125	66.25	64.4375	65.8125	61.96875
A430090L17Rik	54.3125	72.5625	52.28125	76.375	70.3125	76.9375	72.125	71.5	75.6875	56.65625	51.6875	71.0625	69.375	73.375	56.4375	54.125	54.09375	53.75
A430093F15Rik	53.65625	79.6875	54.40625	77.75	78.0	74.875	74.8125	73.375	76.0	53.78125	50.875	74.125	75.5	75.9375	58.40625	51.78125	53.21875	55.21875
A430105I19Rik	138.625	137.875	119.5625	135.25	127.1875	127.9375	120.25	121.0	152.375	106.4375	110.4375	132.875	128.375	134.375	109.125	125.0625	112.8125	122.0625
A430107J10Rik	61.78125	87.25	59.1875	82.5625	84.375	82.8125	82.0625	73.375	87.9375	59.78125	57.28125	83.25	79.0625	86.25	58.8125	57.125	58.6875	55.875
A430110L20Rik	72.6875	121.5	70.9375	102.9375	120.625	117.5625	104.4375	98.5	111.5625	81.5625	66.5	124.5	108.625	120.375	76.125	71.1875	66.625	68.5625
A4galt	95.5	99.4375	92.0	112.0625	102.0625	105.0625	91.3125	93.4375	126.4375	85.5	96.4375	114.0	99.25	114.625	86.1875	89.875	90.5625	90.5625
A4gnt	55.625	73.6875	55.375	79.4375	77.5625	80.25	77.6875	77.75	80.375	55.6875	55.46875	81.0	82.375	84.0	56.9375	52.90625	55.5	56.21875
A530006G24Rik	54.84375	75.0	55.0	73.375	73.0	75.4375	68.4375	71.9375	76.9375	58.03125	53.3125	76.125	76.6875	78.625	57.21875	52.75	54.71875	56.0625
