gene_symbol	GSM3526024	GSM3526021	GSM3526026	GSM3526022	GSM3526025	GSM3526027	GSM3526020	GSM3526023
BTBD3	8.7109375	8.2265625	8.53125	8.1953125	8.6640625	8.59375	8.5546875	8.3515625
BTBD6	10.78125	10.375	10.2890625	11.3203125	11.1484375	11.4140625	10.9375	10.46875
BTBD7	7.57421875	7.47265625	7.40859375	7.3921875	7.56484375	7.43984375	7.47265625	7.48046875
BTBD8	2.76953125	2.8359375	3.044921875	3.380859375	3.076171875	3.18359375	3.166015625	2.8984375
BTBD9	6.26953125	6.158203125	6.1220703125	6.078125	6.2646484375	6.1318359375	5.958984375	6.1318359375
BTC	2.740234375	2.7919921875	2.8388671875	2.802734375	2.9501953125	2.8330078125	2.9052734375	2.771484375
BTD	6.654296875	6.931640625	6.9755859375	6.6923828125	6.4921875	6.4560546875	6.5478515625	6.7890625
BTF3	10.56689453125	10.80712890625	10.8310546875	10.548828125	10.67333984375	10.70068359375	10.5400390625	10.74658203125
BTF3L4	7.378515625	7.485546875	7.67734375	7.08515625	7.170703125	7.1046875	7.540625	7.402734375
BTF3P11	3.892578125	3.96484375	4.37890625	4.50390625	4.0546875	4.421875	4.2734375	4.171875
BTF3P12	6.24609375	6.66015625	6.8046875	6.56640625	6.65234375	6.67578125	6.3125	6.7734375
BTF3P13	5.66796875	5.51953125	5.5390625	5.4375	5.8046875	5.60546875	5.08984375	5.55078125
BTG1	8.330078125	8.622395833333334	8.147786458333334	8.453125	8.531901041666666	8.749348958333334	8.37109375	8.615234375
BTG2	7.62890625	7.861328125	7.712890625	7.66796875	8.353515625	8.3984375	7.42578125	7.7421875
BTG3	7.07763671875	7.02880859375	7.10498046875	6.955078125	6.88720703125	7.25146484375	7.00927734375	7.17041015625
BTG4	4.3369140625	4.044921875	3.7900390625	4.28515625	4.1435546875	4.283203125	4.232421875	3.9248046875
BTK	5.94921875	5.984375	6.04296875	5.97265625	5.97265625	5.96875	5.9765625	5.8671875
BTLA	4.70703125	4.78515625	4.6953125	4.71484375	4.734375	4.6171875	4.63671875	4.62109375
BTN1A1	3.96875	3.814453125	3.775390625	4.3828125	4.140625	4.078125	4.07421875	3.615234375
BTN2A1	8.33203125	7.8203125	7.98046875	8.19140625	8.3076171875	8.359375	8.1220703125	7.9033203125
BTN2A2	5.571614583333333	5.572916666666667	5.453776041666667	5.462239583333333	5.643880208333333	5.5703125	5.48828125	5.572916666666667
BTN2A3P	5.7421875	5.66015625	5.859375	5.6484375	5.72265625	5.67578125	5.671875	5.73046875
BTN3A1	7.166015625	6.986328125	7.11328125	7.0390625	7.068359375	7.0625	7.36328125	7.193359375
BTN3A2	8.276041666666666	7.747395833333333	8.182291666666666	7.80859375	7.48828125	7.561197916666667	8.45703125	8.455729166666666
BTN3A3	7.4921875	7.0625	6.951171875	6.90234375	6.544921875	6.5390625	7.423828125	7.275390625
BTNL2	5.5078125	5.2421875	5.41015625	5.41796875	5.32421875	5.8125	5.40625	5.30859375
BTNL3	6.375	6.44921875	6.83203125	6.67578125	6.6328125	6.56640625	6.58203125	6.34765625
BTNL8	4.06640625	3.98828125	4.21875	4.20703125	4.1328125	4.1796875	4.07421875	3.947265625
BTNL9	5.60859375	5.421875	5.55078125	5.7359375	5.6765625	5.744140625	5.652734375	5.433984375
BTRC	5.880859375	5.787109375	5.687109375	5.6703125	5.816015625	5.684375	5.819140625	5.7859375
BUB1	5.019140625	4.30546875	4.51015625	4.59375	4.45703125	4.361328125	4.983203125	4.465234375
BUB1B	8.6953125	6.59375	7.26171875	7.7578125	6.55859375	6.4921875	8.609375	7.71484375
BUB3	8.772786458333334	8.59765625	8.643880208333334	8.389322916666666	8.7197265625	8.747395833333334	8.726888020833334	8.603841145833334
BUD13	7.80078125	7.796875	7.74609375	7.8828125	7.4765625	7.3671875	8.0390625	7.85546875
BUD31	8.46484375	8.587890625	8.728515625	8.603515625	8.546875	8.55078125	8.697265625	8.505859375
BVES	6.65625	6.47265625	6.208984375	5.87109375	6.671875	6.66015625	6.6484375	6.13671875
BVES-AS1	3.263671875	3.1328125	3.01953125	3.556640625	3.337890625	3.31640625	3.298828125	3.27734375
BYSL	9.2421875	9.1328125	9.265625	9.875	9.640625	9.890625	9.6640625	9.234375
BZW1	11.19921875	10.83984375	10.91796875	10.28515625	11.109375	10.80078125	11.0390625	10.92578125
BZW2	11.4453125	11.3359375	11.375	11.7734375	11.6640625	11.7890625	11.734375	11.375
C10orf10	8.017578125	8.66796875	8.140625	7.6875	7.2890625	7.294921875	7.134765625	7.787109375
C10orf107	2.6328125	2.822265625	3.025390625	2.595703125	2.8984375	2.708984375	2.771484375	2.798828125
C10orf11	7.109375	7.55859375	7.75	7.53125	7.09765625	6.765625	6.82421875	7.609375
C10orf113	5.125	4.9453125	4.9296875	5.3828125	5.390625	5.31640625	5.2421875	5.03125
C10orf12	5.712239583333333	5.688802083333333	5.73046875	5.571614583333333	5.729166666666667	5.725260416666667	5.763020833333333	5.805989583333333
C10orf126	2.43359375	2.2890625	2.30859375	2.6328125	2.568359375	2.37890625	2.337890625	2.404296875
C10orf128	4.9296875	4.642578125	4.611328125	4.966796875	5.09765625	5.06640625	4.880859375	5.041015625
C10orf2	7.390625	7.765625	7.6328125	7.5546875	7.6484375	7.92578125	7.69140625	7.6484375
C10orf25	5.8984375	5.66015625	5.875	5.62109375	5.859375	6.40234375	5.70703125	5.23828125
C10orf35	6.66015625	6.65234375	7.1171875	6.79296875	6.734375	6.609375	6.41796875	6.81640625
C10orf53	6.150390625	5.849609375	5.998046875	6.240234375	6.283203125	6.142578125	6.0	5.853515625
C10orf54	7.578125	7.197265625	7.041015625	7.294921875	6.978515625	7.017578125	7.47265625	7.162109375
C10orf55	3.482421875	3.462890625	3.453125	3.537109375	3.40234375	3.59765625	3.98828125	3.728515625
C10orf62	6.01171875	5.984375	6.0859375	6.2890625	6.27734375	6.2421875	6.1875	6.02734375
C10orf67	6.69921875	6.643229166666667	6.598958333333333	6.98828125	6.984375	6.841145833333333	6.936197916666667	6.604166666666667
C10orf71	5.4609375	5.234375	5.1171875	5.765625	5.4765625	5.515625	5.59765625	5.6875
C10orf71-AS1	5.15625	5.078125	5.20703125	5.77734375	5.6015625	5.46484375	5.28125	5.2421875
C10orf76	6.875	7.088541666666667	6.99609375	6.94140625	6.817708333333333	6.890625	6.98046875	7.180989583333333
C10orf82	5.4140625	5.2578125	5.55078125	5.87890625	5.6484375	5.984375	5.83203125	5.41796875
C10orf88	7.8359375	7.5390625	7.53515625	7.751953125	7.751953125	7.728515625	7.744140625	7.6640625
C10orf90	5.16796875	5.47265625	5.39453125	5.322916666666667	5.33984375	5.348958333333333	5.609375	5.360677083333333
C10orf91	6.0703125	6.15625	6.08203125	6.375	6.16796875	6.171875	6.1328125	6.234375
C10orf95	5.38671875	5.3359375	4.99609375	5.6015625	5.49609375	5.37109375	5.1171875	5.04296875
C10orf99	4.37890625	4.3046875	4.302734375	4.5	4.455078125	4.517578125	4.54296875	4.396484375
C11orf1	6.96337890625	7.08154296875	6.9091796875	6.966796875	6.9765625	7.3125	7.16015625	7.24853515625
C11orf16	7.06640625	7.0390625	7.14453125	7.28125	7.32421875	7.234375	7.11328125	7.11328125
C11orf21	5.201171875	5.18359375	5.251953125	5.466796875	5.580078125	5.326171875	5.244140625	5.25390625
C11orf24	10.5	9.96875	10.12890625	10.8671875	10.71875	10.4375	10.5234375	9.94140625
C11orf31	9.037109375	9.373046875	8.830729166666666	9.111979166666666	8.71875	8.7734375	9.147786458333334	9.471354166666666
C11orf40	3.650390625	3.435546875	3.513671875	3.3515625	3.56640625	3.177734375	3.6328125	3.513671875
C11orf42	5.0	4.9921875	5.08984375	5.234375	5.0546875	5.25390625	4.984375	4.890625
C11orf44	5.21875	4.9296875	4.7109375	5.0078125	5.19140625	5.18359375	4.9375	4.94921875
C11orf45	5.390625	5.47265625	5.44921875	5.34765625	5.23828125	5.52734375	5.17578125	5.81640625
C11orf49	7.37890625	7.3828125	7.45703125	7.62109375	7.3359375	7.591796875	7.787109375	7.447265625
C11orf53	6.81640625	7.01171875	7.08984375	7.1875	7.109375	7.08984375	7.27734375	6.7890625
C11orf54	6.670572916666667	7.317708333333333	6.881510416666667	6.106770833333333	6.729166666666667	6.869791666666667	6.201822916666667	7.104166666666667
C11orf57	6.435872395833333	6.703125	6.5966796875	6.108723958333333	6.262369791666667	6.321940104166667	6.3798828125	6.420247395833333
C11orf58	7.566796875	7.584375	7.740625	7.474609375	7.590234375	7.660546875	7.55546875	7.72890625
C11orf63	6.2265625	6.439453125	6.44921875	5.890625	6.166015625	6.419921875	6.119140625	6.03515625
C11orf65	2.94140625	3.083984375	2.990234375	2.939453125	2.884765625	2.896484375	2.478515625	3.0859375
C11orf68	10.390625	10.3984375	10.109375	10.8046875	10.625	10.8515625	10.375	10.484375
C11orf70	7.943359375	8.95703125	8.615234375	7.630859375	7.345703125	7.701171875	7.97265625	9.0390625
C11orf71	7.234375	7.537109375	7.390625	7.33984375	7.501953125	7.775390625	6.927734375	7.427734375
C11orf72	7.91015625	7.671875	7.60546875	7.83984375	7.91015625	7.89453125	8.0234375	7.6484375
C11orf74	8.0546875	9.0625	8.984375	7.9375	8.0625	8.4140625	7.94140625	8.9375
C11orf80	4.935546875	4.6015625	4.716796875	5.0537109375	4.8037109375	5.001953125	5.328125	4.86328125
C11orf84	7.32421875	7.125	7.26953125	7.640625	7.34765625	7.375	7.4296875	7.10546875
C11orf86	6.66015625	6.5859375	6.66015625	6.94140625	6.76171875	6.72265625	6.859375	6.5
C11orf87	5.014322916666667	4.091796875	4.309244791666667	4.585286458333333	5.92578125	5.304036458333333	5.882161458333333	3.814453125
C11orf88	4.81640625	4.91796875	5.00390625	5.0703125	5.19140625	5.11328125	5.125	4.7421875
C11orf94	6.375	6.28125	6.359375	6.50390625	6.69140625	6.84375	6.25	6.28125
C11orf95	7.234375	6.740234375	6.650390625	7.30078125	7.31640625	7.265625	7.41015625	7.126953125
C11orf96	7.26171875	6.953125	7.431640625	7.884765625	7.24609375	8.130859375	7.060546875	7.1328125
C11orf97	4.26171875	3.869140625	4.29296875	4.421875	4.56640625	4.3671875	4.30859375	4.23828125
C11orf98	9.7421875	9.8515625	10.015625	10.078125	9.9140625	10.109375	10.0859375	9.9140625
C12orf10	9.4921875	9.4375	9.6640625	9.9140625	9.53125	9.6875	10.0	9.59375
C12orf29	8.9921875	9.25390625	9.48046875	8.49609375	9.08984375	9.359375	9.06640625	9.20703125
C12orf4	8.306640625	8.66796875	8.73046875	7.91796875	8.169921875	8.501953125	8.310546875	8.66796875
C12orf40	3.0205078125	3.0302734375	3.013671875	3.1396484375	3.0791015625	3.2109375	3.2734375	2.9453125
C12orf42	4.5361328125	4.3515625	4.3115234375	4.6923828125	4.552734375	4.6318359375	4.326171875	4.3544921875
C12orf43	8.4765625	8.1015625	8.28125	8.4609375	8.28125	8.7265625	8.65625	8.15625
C12orf45	8.4453125	8.7890625	8.953125	8.3984375	8.7265625	9.46875	8.34375	8.6875
C12orf49	7.0171875	6.988671875	7.07578125	7.054296875	7.09453125	7.141796875	6.93359375	7.003125
C12orf50	3.029296875	3.126953125	3.048828125	3.412109375	3.2265625	3.330078125	3.08203125	3.130859375
C12orf54	4.059895833333333	4.02734375	4.158854166666667	4.250651041666667	4.282552083333333	4.331380208333333	4.304036458333333	4.134114583333333
C12orf56	5.265625	5.03515625	4.41015625	5.21875	4.8359375	5.7421875	5.84765625	5.3515625
C12orf57	12.3515625	11.828125	12.0234375	12.2578125	12.265625	12.265625	12.578125	11.9765625
C12orf60	5.615234375	6.005859375	5.701171875	5.4296875	5.529296875	5.9375	5.1875	5.974609375
C12orf65	6.881510416666667	6.865885416666667	6.990885416666667	6.81640625	6.7109375	6.841145833333333	6.8515625	6.848958333333333
C12orf66	6.30859375	6.524739583333333	6.227864583333333	6.231770833333333	6.276041666666667	6.528645833333333	6.109375	6.529947916666667
C12orf73	7.794921875	7.7578125	7.9453125	7.919921875	7.830078125	8.220703125	7.74609375	7.671875
C12orf74	3.15625	3.041015625	3.365234375	3.171875	3.099609375	3.2109375	3.03515625	3.013671875
C12orf75	11.8515625	11.8828125	11.8203125	11.75	11.3828125	11.3046875	11.7265625	11.6484375
C12orf76	5.79296875	5.826171875	5.87109375	5.845703125	5.859375	5.94921875	5.662109375	5.76171875
C12orf77	3.287109375	3.240234375	3.01953125	2.974609375	3.01953125	3.146484375	3.52734375	2.990234375
C12orf80	4.8359375	4.9560546875	4.775390625	5.3203125	5.0068359375	5.125	4.9775390625	5.013671875
C14orf1	7.696614583333333	8.1171875	8.005208333333334	8.03515625	7.71484375	7.515625	7.8828125	8.408854166666666
C14orf105	4.185546875	4.078776041666667	4.16796875	4.281901041666667	4.244140625	4.184895833333333	4.080729166666667	4.0625
C14orf119	11.859375	12.140625	12.171875	11.859375	12.015625	12.0390625	11.8671875	12.1953125
C14orf132	9.76953125	9.70703125	9.1328125	10.12109375	9.0078125	9.4921875	9.97265625	9.98828125
C14orf159	7.580078125	7.8046875	7.380859375	7.677734375	7.576171875	7.4375	7.650390625	7.896484375
C14orf166	12.5859375	13.125	12.9453125	12.5	12.5859375	12.6953125	12.515625	13.0625
C14orf169	8.9609375	8.9609375	9.0078125	9.2109375	9.0	9.125	9.109375	9.0625
C14orf178	6.9296875	6.94921875	6.484375	7.14453125	6.84765625	7.03125	7.1796875	6.66796875
C14orf180	6.693359375	6.572265625	6.65625	6.9765625	6.904296875	6.896484375	6.80078125	6.458984375
C14orf2	11.64453125	11.91015625	12.08203125	11.921875	11.96484375	12.12109375	11.72265625	11.96875
C14orf28	7.255859375	7.501953125	7.51953125	6.861328125	6.830078125	6.873046875	7.013671875	7.345703125
C14orf37	6.578125	6.30859375	6.19140625	6.21875	6.3125	6.1640625	6.1796875	6.125
C14orf39	3.103515625	2.783203125	2.82421875	2.9375	2.8125	2.703125	2.833984375	2.765625
C14orf79	7.05078125	7.1953125	7.109375	7.2578125	7.60546875	7.57421875	7.44140625	7.2890625
C14orf80	6.859375	6.58984375	6.8359375	7.22265625	7.0234375	6.87109375	7.15234375	6.7890625
C14orf93	4.94921875	5.05078125	5.21484375	4.7421875	4.5390625	4.55078125	5.17578125	5.5
C15orf32	3.455078125	3.53125	3.474609375	3.755859375	3.634765625	3.3203125	4.0546875	3.455078125
C15orf38-AP3S2	8.748697916666666	8.490885416666666	8.127604166666666	8.80859375	8.470052083333334	8.645833333333334	8.94921875	8.625
C15orf39	7.036458333333333	7.05859375	6.84765625	7.490885416666667	7.177083333333333	7.157552083333333	7.6171875	7.17578125
C15orf40	6.83203125	7.00390625	7.0078125	6.2578125	6.552734375	6.48046875	6.62890625	7.244140625
C15orf41	6.276692708333333	6.345052083333333	6.422526041666667	5.985677083333333	6.242838541666667	6.086588541666667	6.193359375	6.214192708333333
C15orf48	5.78125	6.4375	6.28125	6.4296875	6.36328125	6.40234375	7.22265625	6.91796875
C15orf52	6.92578125	7.59375	7.35546875	6.63671875	6.97265625	6.78125	7.25390625	7.27734375
C15orf54	3.771484375	3.7890625	4.10546875	4.11328125	3.873046875	4.03515625	3.67578125	3.8046875
C15orf56	4.78125	4.6015625	4.3828125	4.8984375	4.875	4.67578125	5.140625	4.53515625
C15orf57	6.85546875	7.153645833333333	7.109375	7.15234375	7.470052083333333	7.3515625	7.278645833333333	6.833333333333333
C15orf59	6.15234375	6.365234375	6.2265625	6.396484375	6.552734375	6.318359375	6.310546875	6.287109375
C15orf61	10.4765625	11.015625	11.0	10.6796875	10.3125	10.59375	10.6171875	10.8515625
C15orf62	4.857421875	4.7294921875	5.0732421875	5.1259765625	4.931640625	4.9150390625	5.072265625	4.7548828125
C15orf65	6.68359375	7.4140625	7.16015625	6.20703125	6.12109375	6.19140625	6.66015625	7.3828125
C16orf45	8.474609375	8.041015625	7.85546875	8.291015625	8.365234375	8.34765625	8.57421875	8.201171875
C16orf46	6.0546875	6.30078125	6.017578125	6.095703125	5.89453125	6.166015625	5.982421875	6.443359375
C16orf52	5.02734375	5.375	4.93359375	4.91015625	4.96484375	5.609375	4.69921875	5.3125
C16orf54	2.55078125	2.474609375	2.4609375	2.62109375	2.458984375	2.4609375	2.595703125	2.455078125
C16orf58	7.2265625	7.1171875	7.165364583333333	7.51171875	7.1875	7.25	7.5	6.989583333333333
C16orf59	7.421875	7.08984375	6.94921875	7.76953125	7.48828125	7.4765625	7.78515625	7.26953125
C16orf62	6.533203125	6.5166015625	6.662109375	6.6826171875	6.431640625	6.4306640625	6.7490234375	6.6650390625
C16orf70	6.54296875	6.58984375	6.55078125	6.6796875	6.50390625	6.6484375	6.662109375	6.494140625
C16orf71	6.375	6.37109375	6.3359375	6.70703125	6.546875	6.36328125	6.5546875	6.30859375
C16orf72	8.373325892857142	8.353794642857142	8.366629464285714	8.212611607142858	8.491629464285714	8.468191964285714	8.178013392857142	8.362723214285714
C16orf74	7.4296875	8.0234375	8.25	8.5	7.828125	7.875	7.74609375	7.8203125
C16orf78	5.265625	4.94921875	5.0	5.11328125	5.17578125	4.984375	5.046875	4.6171875
C16orf82	5.13671875	5.08984375	5.17578125	5.4921875	5.3125	5.20703125	5.12109375	5.01953125
C16orf86	7.33203125	7.5234375	7.4453125	7.5234375	7.48828125	7.6171875	7.3125	7.51171875
C16orf87	5.6611328125	5.92578125	6.001953125	5.65234375	5.720703125	5.666015625	5.70703125	5.7197265625
C16orf89	6.02734375	6.14453125	6.43359375	6.3046875	6.2265625	6.09765625	6.26953125	6.078125
C16orf91	8.9296875	9.0078125	8.9765625	9.125	9.1171875	9.4609375	8.96875	9.078125
C16orf92	5.44921875	5.4296875	5.3125	5.59375	5.4921875	5.23046875	5.28515625	5.09765625
C16orf95	7.0	6.916666666666667	7.03125	7.1328125	7.1015625	7.139322916666667	7.171875	6.990885416666667
C17orf100	6.37890625	6.83203125	5.76953125	6.51171875	6.1640625	5.859375	6.80078125	6.56640625
C17orf105	3.37890625	3.376953125	3.462890625	3.705078125	3.404296875	3.373046875	3.46875	3.328125
C17orf47	4.27734375	4.31640625	4.30859375	4.34375	4.47265625	4.3359375	4.01171875	3.984375
C17orf50	6.61328125	6.57421875	6.3359375	6.71484375	6.69140625	6.8203125	6.68359375	6.5546875
C17orf51	6.16015625	6.3310546875	6.4365234375	6.4375	6.3916015625	6.2705078125	6.5283203125	6.2900390625
C17orf53	7.0	6.8203125	7.1484375	7.2109375	7.1015625	7.05078125	7.23828125	6.921875
C17orf58	8.390625	8.8671875	8.6953125	8.0	7.68359375	7.77734375	8.4609375	8.5703125
C17orf62	8.53125	8.6875	8.5	8.6484375	8.8125	8.4140625	8.734375	8.4921875
C17orf64	4.26953125	4.12890625	4.55078125	4.65625	4.44921875	4.21484375	4.19921875	4.3125
C17orf67	6.03125	6.0390625	6.26171875	6.34375	6.22265625	6.02734375	6.20703125	5.92578125
C17orf74	3.134765625	2.970703125	2.93359375	3.080078125	3.373046875	3.1171875	3.251953125	2.98046875
C17orf75	6.78515625	7.28125	7.52734375	6.359375	6.90234375	6.7265625	6.91015625	7.3046875
C17orf77	2.53515625	2.619140625	2.619140625	2.767578125	2.712890625	2.66015625	2.705078125	2.7578125
C17orf78	3.6484375	3.716796875	3.556640625	3.8203125	3.822265625	4.00390625	3.775390625	3.462890625
C17orf80	6.44921875	6.548177083333333	6.658854166666667	6.16796875	6.26953125	6.255208333333333	6.440104166666667	6.44921875
C17orf82	7.4140625	7.64453125	7.59375	7.46875	7.58984375	7.484375	7.30859375	7.48828125
C17orf89	7.076822916666667	7.259114583333333	7.270833333333333	7.2890625	7.251302083333333	7.576822916666667	7.045572916666667	7.21875
C17orf96	6.99609375	6.83203125	6.69921875	6.94140625	6.94140625	7.03515625	7.0859375	6.86328125
C17orf97	8.0234375	8.8828125	7.20703125	7.69921875	6.99609375	7.5	7.625	8.375
C17orf98	3.81640625	3.701171875	3.888671875	3.78515625	3.9296875	3.9453125	3.873046875	3.857421875
C17orf99	4.05078125	3.916015625	4.12109375	4.1328125	4.3046875	4.08984375	4.08203125	3.86328125
C18orf12	4.953125	4.66796875	4.6015625	5.06640625	4.8984375	5.05078125	4.72265625	4.56640625
C18orf15	5.0703125	5.12890625	5.125	5.07421875	5.11328125	4.9609375	4.921875	4.95703125
C18orf21	5.8271484375	6.060546875	6.1474609375	5.69140625	5.736328125	5.998046875	5.7734375	6.115234375
C18orf25	6.5068359375	6.498046875	6.416015625	6.56640625	6.7548828125	6.712890625	6.638671875	6.4833984375
C18orf54	4.8125	4.399609375	4.43046875	4.531640625	4.368359375	4.3640625	4.897265625	4.779296875
C18orf61	5.552734375	5.474609375	5.53515625	5.748046875	5.515625	5.66015625	5.568359375	5.404296875
C18orf8	6.32421875	6.470052083333333	6.447916666666667	6.326822916666667	6.334635416666667	6.368489583333333	6.19140625	6.33984375
C19orf12	8.380208333333334	8.416666666666666	8.390625	8.440104166666666	8.322916666666666	7.989583333333333	8.311197916666666	8.231770833333334
C19orf18	5.77734375	5.87890625	5.6953125	6.20703125	6.26171875	6.296875	6.0859375	5.875
C19orf24	9.7421875	9.2421875	9.609375	10.15625	10.0234375	10.1796875	9.765625	9.5078125
C19orf25	7.8828125	7.841796875	7.931640625	8.123046875	7.857421875	7.822265625	8.111328125	7.783203125
C19orf33	6.73046875	5.890625	6.59765625	5.88671875	5.6875	6.046875	6.3984375	5.90625
C19orf43	9.005859375	9.107421875	9.15234375	9.228515625	9.119140625	9.216796875	8.966796875	9.01953125
C19orf44	5.849609375	5.9140625	6.033203125	5.8984375	5.80078125	5.96875	5.9296875	5.7578125
C19orf45	6.662109375	6.642578125	6.73046875	6.9609375	6.853515625	6.77734375	6.546875	6.361328125
C19orf47	6.55859375	6.369140625	6.60546875	6.78125	6.7734375	6.64453125	6.58984375	6.357421875
C19orf52	8.8515625	8.921875	9.15625	8.9375	8.8515625	9.046875	8.96875	8.890625
C19orf53	11.9140625	11.796875	11.8828125	12.296875	12.15625	12.28125	11.9453125	11.6484375
C19orf54	8.15625	8.4140625	8.0546875	8.359375	7.96484375	8.15625	8.3515625	8.3671875
C19orf57	7.1875	7.21484375	7.453125	7.51171875	7.4375	7.4609375	7.19921875	7.0390625
C19orf60	9.1875	9.15234375	9.203125	9.4140625	9.09375	9.40625	9.375	9.36328125
C19orf66	8.114583333333334	8.263020833333334	8.134114583333334	8.244791666666666	8.16796875	8.227864583333334	8.125	8.319010416666666
C19orf68	6.79296875	6.53515625	7.1953125	6.8359375	6.89453125	6.8359375	6.6875	6.78515625
C19orf70	11.5625	11.671875	11.6640625	12.0625	11.7265625	11.8046875	11.8984375	11.7578125
C19orf73	5.94921875	6.42578125	6.3046875	6.2890625	6.44921875	6.36328125	6.0078125	6.078125
C19orf81	5.28515625	5.2890625	5.3125	5.64453125	5.515625	5.50390625	5.3671875	5.36328125
C19orf84	7.109375	6.81640625	6.890625	6.9765625	7.140625	7.0234375	6.828125	6.42578125
C1D	10.0546875	10.15625	10.546875	9.890625	9.75	9.8359375	9.734375	9.9453125
C1GALT1	8.700520833333334	8.313802083333334	8.260416666666666	7.436197916666667	7.997395833333333	8.09765625	8.033854166666666	8.194010416666666
C1GALT1C1	7.53515625	7.5546875	7.482421875	7.142578125	7.17578125	7.0078125	7.23828125	7.572265625
C1GALT1C1L	4.94140625	5.6953125	5.31640625	5.0625	4.875	5.0	4.6796875	5.72265625
C1QA	5.6953125	5.64453125	5.578125	6.21484375	5.890625	6.08984375	5.9296875	5.69921875
C1QB	4.8984375	4.95703125	5.03515625	5.2734375	4.97265625	4.95703125	4.71484375	4.6015625
C1QBP	11.6875	11.7421875	11.86328125	12.19140625	11.86328125	11.91015625	11.8984375	11.94140625
C1QC	5.234375	5.16796875	5.125	5.88671875	5.79296875	5.78125	5.62109375	5.16796875
C1QL1	5.634765625	5.568359375	6.0078125	5.779296875	5.677734375	5.70703125	5.67578125	5.646484375
C1QTNF1	7.263671875	7.21484375	6.857421875	7.109375	7.10546875	7.162109375	7.03125	6.923828125
C1QTNF1-AS1	5.875	6.1171875	5.9453125	6.046875	6.0703125	6.58984375	5.70703125	6.11328125
C1QTNF2	6.35546875	5.640625	6.109375	6.109375	6.078125	5.7734375	7.06640625	5.7890625
C1QTNF3	6.1640625	5.654296875	5.779296875	5.865234375	5.802734375	5.6796875	5.703125	5.759765625
C1QTNF3-AMACR	7.799479166666667	7.8984375	8.100260416666666	7.313802083333333	7.333333333333333	7.204427083333333	7.678385416666667	7.541666666666667
C1QTNF4	4.4609375	4.65625	4.51171875	4.87890625	4.828125	4.72265625	4.8671875	4.56640625
C1QTNF5	8.580078125	8.798828125	8.833984375	8.87890625	8.5	8.29296875	8.4609375	8.703125
C1QTNF6	5.787109375	6.2890625	5.953125	6.03515625	6.00390625	5.82421875	6.12109375	6.103515625
C1QTNF7	3.7138671875	3.5078125	3.5966796875	3.7529296875	3.7412109375	3.765625	3.7744140625	3.7822265625
C1QTNF9B	2.908203125	2.703125	3.009765625	2.896484375	3.046875	3.033203125	2.90625	2.7421875
C1QTNF9B-AS1	6.25	6.7421875	6.5390625	7.15625	6.71875	7.81640625	7.00390625	6.80078125
C1R	8.234375	10.8359375	9.171875	8.40625	7.10546875	6.99609375	9.0234375	9.8828125
C1RL	7.07421875	7.708984375	7.173828125	7.060546875	6.984375	6.96484375	7.375	7.533203125
C1RL-AS1	6.126953125	5.998046875	6.2734375	6.384765625	6.2734375	6.427734375	5.966796875	5.91015625
C1S	7.494140625	9.337890625	8.32421875	7.130859375	6.580078125	6.595703125	7.947265625	8.755859375
C1orf100	4.8359375	4.62890625	4.56640625	4.9765625	5.1796875	4.83984375	4.9296875	4.625
C1orf101	3.7275390625	4.056640625	3.8505859375	3.8447265625	3.943359375	3.8974609375	3.6474609375	4.1552734375
C1orf105	4.4140625	4.78515625	4.5	4.8125	4.796875	4.81640625	4.26171875	4.5
C1orf106	5.8515625	5.765625	5.859375	5.79296875	5.6328125	5.859375	5.7890625	5.48046875
C1orf109	8.671875	8.796875	8.8125	8.3515625	8.6875	8.640625	8.3671875	8.640625
C1orf111	5.21875	5.0546875	5.640625	5.44140625	5.48828125	5.72265625	5.18359375	5.0
C1orf112	7.06640625	6.06640625	5.90625	6.69140625	6.31640625	6.28515625	7.2109375	6.4296875
C1orf115	5.0859375	5.45703125	5.671875	5.498046875	5.4296875	5.28125	5.34375	5.310546875
C1orf116	4.82421875	4.958333333333333	4.765625	5.18359375	5.180989583333333	5.157552083333333	5.126302083333333	4.911458333333333
C1orf122	12.0703125	11.7578125	11.890625	12.21875	12.1640625	12.2578125	12.25	11.8046875
C1orf123	10.3046875	10.5703125	10.578125	10.3984375	10.203125	10.28125	10.484375	10.6171875
C1orf127	7.0234375	6.78125	6.7421875	6.96875	7.046875	7.05859375	6.88671875	6.69921875
C1orf131	9.265625	9.6953125	9.671875	9.0390625	8.703125	9.375	9.3125	9.75
C1orf145	4.2861328125	3.96875	4.064453125	4.34375	4.3310546875	4.189453125	4.0908203125	4.0625
C1orf158	5.78515625	5.7265625	5.89453125	5.828125	5.828125	5.89453125	5.84765625	5.78515625
C1orf159	7.33984375	7.11328125	7.1328125	7.4921875	7.34765625	7.1953125	7.4375	7.01953125
C1orf162	5.3515625	5.3359375	5.27734375	5.27734375	5.40625	5.484375	5.29296875	5.68359375
C1orf167	6.890625	6.91796875	6.890625	7.234375	7.3046875	7.0546875	6.9921875	6.90625
C1orf168	4.4697265625	4.310546875	4.3525390625	4.705078125	4.416015625	4.5205078125	4.6572265625	4.494140625
C1orf174	8.1875	8.513671875	8.474609375	8.4140625	8.08984375	7.8984375	8.51953125	8.73828125
C1orf194	4.828125	4.57421875	4.27734375	4.46875	4.7109375	4.38671875	4.64453125	3.873046875
