gene_symbol GSM2310360	GSM2310361	GSM2310362	GSM2310363	GSM2310364	GSM2310365	GSM2310366	GSM2310367
EID2B	2234.228	2893.439	2194.8054	2575.2024	2057.9106	2656.0117	3639.4675	3893.9539
EID3	1146.2382	1892.0826	1267.1688	1641.6904	1132.7147	1678.7825	1464.8466	1769.5437
EIF1	365409.97	430075.25	403129	381302.12	370659.47	419339.5	426265.03	384183.84
EIF1AD	10817.469	11658.644	10219.341	9218.125	10602.305	10302.968	12883.129	10083.03
EIF1AX	18166.592	20097.1	18360.674	16628.648	16414.516	18918.537	21902.023	17030.574
EIF1AY	4857.664	5735.841	4800.41	4529.718	4141.238	4993.3896	5772.844	4948.5234
EIF1B	2915.8345	4064.7764	3396.2744	3296.5273	2727.8767	3531.8845	3494.2688	3336.4204
EIF2A	2245.8816	2531.478	2322.7124	2216.0874	2105.9792	2395.7302	2675.54	2459.8647
EIF2AK1	15967.339	21553.13	17220.908	18419.06	16198.279	20432.98	20459.89	19578.451
EIF2AK2	8382.545	10142.009	7885.8794	9197.722	7571.538	9722.344	10044.267	8627.284
EIF2AK3	181.08229	278.63312	169.1365	216.02678	172.45528	240.21193	211.4005	241.13014
EIF2AK4	3218.841	5774.528	3870.209	4886.8857	3430.941	5395.611	3851.1045	4567.1934
EIF2B1	12626.778	12570.812	13460.995	10894.419	12539.581	11841.598	15527.725	11383.466
EIF2B2	9266.953	10309.822	9213.964	8728.756	8703.583	9004.442	9928.467	8888.871
EIF2B3	13436.92	13495.403	14314.949	11798.779	12940.331	12620.152	15628.301	9176.939
EIF2B4	3934.452	5936.656	3554.4465	5080.3657	4141.8096	5408.5166	4761.528	5368.718
EIF2B5	2382.7651	3263.8596	2522.086	2811.3186	2308.7944	3006.633	2781.5205	3032.0288
EIF2D	1956.7183	2347.974	2111.1938	1980.0703	2047.2299	2127.4827	2343.3564	2132.9407
EIF2S1	2820.3835	3912.984	2872.4797	3247.407	2587.6216	3983.497	3257.1587	3381.8938
EIF2S2	8819.939	9236.228	9577.575	7563.729	8665.43	8355.117	10675.12	7873.472
EIF3A	93920.2	103634.46	93879.36	96719.15	79056.97	93480.93	100293.91	90162.11
EIF3B	37505.03	36107.31	39489.91	30724.738	35844.19	33946.355	42954.367	34118.344
EIF3C	284304.78	274122.06	296616.22	237199.2	286648.16	267432.3	352627.12	246187.36
EIF3D	75547.24	75157.125	80366.875	64700.242	72175.86	69458.53	87215.234	66934.23
EIF3E	64605.66	66118.914	67412.016	53534.08	60262.266	58605.094	68887.05	54160.33
EIF3F	26279.22	27433.197	28028.885	22142.16	24034.898	24239.576	32005.283	25786.586
EIF3G	11390.753	11353.219	11739.754	9974.047	11076.204	10316.864	12687.043	10953.756
EIF3H	148156.22	169331.14	164930.77	139585.89	152997.88	164806.31	190149.88	148655.77
EIF3I	56611.027	55124.76	66409.68	47821.16	60099.2	52811.387	69957.38	51595.164
EIF3J	6235.485	5846.626	7502.187	4742.6426	6810.461	5550.5044	9662.202	5845.065
EIF3J-DT	468.7466	890.51746	510.54337	802.95306	411.4701	855.8532	655.6582	1085.9038
EIF3K	262019.95	279658.66	284170.62	248710.61	262797.75	263227.9	295817.3	258220.3
EIF3L	14250.031	14592.922	14158.024	12870.369	12784.076	13281.901	15175.533	13045.293
EIF3M	82718.055	80764.92	82572.41	66109.04	76745.914	74694.83	98470.65	71603.33
EIF4A1	48439.62	39337.78	53004.934	31815.229	42846.152	33800.7	58441.105	38906.42
EIF4A2	12422.87	19956.838	14334.114	17699.086	13602.18	17486.19	17964.488	19430.85
EIF4A3	52069.637	58705.75	56225.996	48781.715	53092.953	53970.52	65037.453	52046.305
EIF4B	25131.205	28077.564	24722.719	23190.271	23632.48	25534.676	30581.236	23430.28
EIF4E	9327.705	9904.56	9080.816	8257.263	9040.454	9611.895	10473.888	8603.172
EIF4E2	48231.426	46655.08	51385.258	38635.6	47198.55	44375.953	57556.746	42374.473
EIF4E3	19.819057	25.865606	20.54356	18.39322	22.400223	19.943909	20.831928	17.44019
EIF4EBP1	15480.099	13849.245	14580.907	12038.821	14466.592	12431.676	16911.37	13260.198
EIF4EBP2	11425.382	13948.7295	12554.967	11834.422	11760.757	13029.048	15247.207	12625.226
EIF4ENIF1	1414.3741	2112.1082	1453.1719	1787.9781	1406.3972	1822.2327	1508.4003	1672.0212
EIF4G1	13865.568	15715.986	14332.077	14068.5	12818.542	14511.78	15387.92	14228.899
EIF4G2	153420.4	161572.77	166921.94	137869.94	156823.83	151640	178139.97	142953.73
EIF4G3	4713.2173	4576.0596	5314.573	4144.647	4635.7314	4119.104	5556.165	3728.3306
EIF4H	82139.17	95427.164	88186.27	78035.164	78996.69	85200.055	92946.7	80408.54
EIF5	544.9774	583.0347	645.78723	539.65424	566.27313	493.57855	757.42114	541.8415
EIF5A	8994.751	8868.91	8512.243	8034.6963	8283.362	8569.123	10976.704	8624.793
EIF5A2	1410.893	2499.4312	1713.3162	1999.282	1470.249	2351.7004	2037.4164	2067.1477
EIF5AL1	569.999	553.1604	578.7613	551.5276	522.9572	501.77066	541.04224	486.03912
EIF5B	2818.216	3848.539	3068.173	3374.5647	3013.0696	3443.5854	3395.0532	3854.986
EIF6	80443.2	95402.31	90371.31	84045.5	87372.53	90136.73	98548.01	91455.086
EIPR1	12492.859	18067.682	14581.437	15354.927	13934.325	16718.51	15346.17	14788.96
ELAC1	572.54315	675.16595	623.1303	526.74097	560.7549	610.71136	680.6213	497.47983
ELAC2	50105.535	44219.41	50552.74	34746.65	47823.723	42678.863	63168.617	37253.617
ELAPOR1	362.3722	394.64185	320.39685	319.12775	316.52826	811.9188	373.34656	326.16965
ELAVL1	974.88586	909.59503	945.0512	1046.8911	1053.1157	876.43665	1105.0549	887.3168
ELAVL2	19.853373	29.581306	23.252981	20.5622	24.303862	21.87904	23.127548	19.716682
ELAVL3	19.766579	26.874653	21.274912	18.861069	22.71852	20.155102	21.22887	17.61643
ELF1	646.7869	1226.4811	589.15063	806.7699	523.7508	715.50006	650.5677	662.8548
ELF2	176.22859	343.847	272.95074	221.17148	267.04938	316.5728	193.01208	266.19757
ELF4	45636.86	34308.113	45555.66	26308.682	44329.13	29849.13	59192.883	30974.588
ELFN1	60097.414	52133.63	55235.03	55705.625	50476.87	51591.957	48616.6	47673.855
ELFN2	1615.7097	1808.4626	1776.2261	1512.8959	1624.6418	1591.5746	1778.436	1526.2112
ELK1	295.10016	225.31093	324.50122	227.57771	296.61743	227.01833	398.08438	253.6183
ELK3	317.73282	306.62756	273.71884	277.44196	260.37332	276.38428	356.9384	289.70966
ELK4	625.37885	800.7999	750.09576	742.51276	665.17017	761.48505	874.05414	782.70184
ELL	965.1682	1344.7637	1174.6477	1191.2487	1118.2615	1233.7954	1573.2993	1468.1552
ELL2	1919.9978	2773.1726	1927.6217	2374.1226	1689.9524	2669.521	2367.6968	2467.9106
ELL3	324.613	375.13614	341.16632	348.14682	296.07422	369.84915	351.30057	374.17252
ELMO2	4898.597	6119.026	5072.2417	3502.953	4936.105	5590.83	5518.766	3487.337
ELMO3	164.81342	169.23436	171.92639	187.80194	156.16638	157.79369	176.78233	192.23982
ELMOD1	959.7362	1007.6787	973.95447	836.5142	855.2701	991.0094	1012.29004	828.2563
ELMOD2	3201.5803	6141.963	3541.1772	5057.146	2915.2642	5722.529	3710.2134	4596.9277
ELMOD3	1720.8666	1713.2855	1903.452	1630.1271	1732.3656	1567.8331	2141.8816	1722.9005
ELN	104.41912	164.16655	147.753	162.46849	167.48161	197.27411	207.76004	190.12961
ELOA	3803.5586	5982.6772	3938.9644	4964.3677	3539.3447	5548.2554	4856.3477	5525.2637
ELOA2	31.169123	26.097326	20.962988	18.286535	22.14378	19.699966	20.40808	17.39481
ELOB	8106.847	11268.044	8874.006	10004.21	8456.333	10691.921	10488.208	11090.308
ELOC	138822.5	165403.73	140393	142114.23	130975.17	157980.64	162582.23	140019.12
ELOF1	4706.5483	4758.0635	4563.137	4085.8105	4335.1504	4490.7	4766.9985	4456.736
ELOVL1	4164.7866	5589.378	4398.3335	5010.547	4209.2812	5632.6816	5203.162	5255.7817
ELOVL2	10957.746	21727.623	11617.962	18198.791	10394.52	20897.045	12954.265	17723.133
ELOVL4	19.94853	28.527952	22.627739	19.986248	23.772831	21.29939	22.245329	18.916239
ELOVL5	6751.9004	9710.044	8444.937	8028.9834	8191.534	9033.578	9331.3	8304.36
ELOVL6	283.73914	433.57208	316.13556	381.04944	296.07166	391.604	341.12302	338.84885
ELOVL7	136.18834	117.11959	128.23552	110.37231	120.79849	131.86168	130.79903	109.22737
ELP1	153.52705	284.75378	139.32904	242.40115	143.05174	268.13138	147.20093	235.00262
ELP2	15057.93	17559.477	15859.746	14269.6	14224.338	17367.02	20012.943	15672.32
ELP3	1710.3943	2584.917	1826.8943	1952.3809	1620.8927	2394.3782	2137.135	2076.6775
ELP4	3696.1206	3434.8782	4111.2666	2780.958	3859.285	3149.9014	4628.358	2723.3022
ELP5	1683.924	1899.357	1827.381	1588.16	1564.5522	1681.7103	2032.7335	1465.638
ELP6	7207.8696	11469.407	8458.2	9595.243	7899.533	10992.984	8949.072	10413.7
EMB	4867.6577	7643.561	5390.887	6395.3345	4883.8696	6771.505	6065.0356	6745.5166
EMC1	3452.397	2957.0823	2902.1145	2560.6023	2836.086	2801.8364	3371.9202	2722.1829
EMC10	15835.819	27799.248	16831.537	22754.865	15328.235	26175.459	18757.7	23159.94
EMC2	4577.854	6844.35	4807.1387	5795.61	4452.964	6455.2344	5222.635	5827.134
EMC3	2911.8647	4564.0513	3145.5005	3823.059	2800.2886	4115.653	3681.9014	4129.9253
EMC4	28865.957	34857.074	29101.365	28755.934	26368.959	33531.777	33133.953	30319.082
EMC6	18246.434	18453.172	19110	15531.954	18313.498	17353.076	22129.006	17623.154
EMC7	44627.32	56970.855	43668.973	47429.242	42858.7	53747.68	50636.418	48445.676
EMC8	13934.141	12076.291	15844.981	9973.545	14400.453	11075.889	19601.178	10796.659
EMC9	5976.3965	7859.692	6651.253	6678.2285	6265.908	7153.3594	6374.6953	6612.814
EMD	7833.094	9298.954	8778.474	8738.415	7320.4424	8791.661	9164.148	9482.163
EME1	584.9456	619.1815	738.66144	573.46924	746.9212	539.3682	591.8819	504.59796
EME2	103.531906	164.55638	114.43379	155.40253	128.52295	141.14961	147.92163	225.98431
EMG1	14911.952	15364.451	14907.566	13428.3955	14725.96	14273.289	18470.137	14334.493
EMID1	19.84836	26.64622	21.107557	18.721449	22.59906	32.419434	24.648426	31.599642
EMILIN1	12029.951	9393.853	11509.752	12134.009	11007.032	11190.814	8912.441	10304.562
EMILIN2	16401.229	19484.857	17020.717	15537.201	15743.988	17038.738	18760.848	15823.964
EMILIN3	254.38016	371.22964	280.24588	282.721	307.3969	338.64307	318.85406	372.70593
EML1	4587.4385	4722.4736	4804.1465	4244.641	4269.8677	4715.851	5487.8477	4203.136
EML2	912.4212	1303.7277	910.38245	1137.2485	784.49615	1206.9309	856.4593	1159.8027
EML3	713.4074	1056.9801	849.9053	960.78613	749.0082	965.20074	896.41235	1032.8547
EML4	44802.66	76718.016	55781.9	59973.91	49328.203	71942.266	60617.367	58880.367
EML5	27.222479	49.442696	30.924889	48.663116	54.383537	53.494873	49.662685	44.678143
EML6	68.312675	44.65929	55.759014	43.163166	82.51229	74.587524	87.42529	69.42714
EMP1	4889.109	4002.8694	5667.352	3116.8213	4781.873	3703.2056	7179.2197	3597.097
EMP2	4139.62	4511.3613	4554.139	3656.6953	4287.6553	4142.053	5613.6055	3806.0283
EMP3	18749.926	29544.016	20881.564	25586.8	19690.838	27140.719	22411.965	27638.664
EMSY	576.28436	726.97363	648.86346	590.7042	561.4938	637.9244	589.0229	684.55634
EMX1	1955.3243	1850.0833	2019.6411	1774.9127	2098.4434	1731.9729	2028.6957	1861.6704
EN1	60.911884	94.18485	59.09435	81.622955	71.10638	78.69069	56.750603	53.224457
EN2	58929.234	51646.246	56909.09	54576.434	50214.99	51484.27	47614.65	47908.457
ENAH	9756.5625	9786.003	9957.584	8273.9	8224.034	9206.256	12573.339	8246.702
ENC1	365.33154	416.58633	386.666	373.27548	339.8289	408.35507	394.17828	358.7129
ENDOD1	8109.7095	12090.996	8876.517	9495.379	7961.4033	11421.13	8665.997	9431.135
ENDOG	3920.7385	2919.2905	4038.4092	2805.0703	3755.6191	2958.0972	4178.934	2813.8247
ENDOU	20.463621	28.907484	22.954653	20.2963	24.28447	21.667538	22.632391	19.30934
ENDOV	297.43777	361.79465	296.56293	350.25226	272.62708	355.98077	331.17532	365.89975
ENG	736.16327	779.53143	791.43567	716.1261	709.9055	746.17944	889.36676	715.7692
ENGASE	611.0542	963.7994	707.63135	932.3606	679.4341	799.2953	683.7726	1017.31384
ENHO	813.12946	1529.6099	775.4948	1190.3317	747.6592	1316.5494	814.8529	1324.541
ENKD1	2436.8425	2968.946	2558.9644	2619.0396	2375.7488	2677.2756	2842.0332	2868.4912
ENKUR	55.021145	33.476345	57.55742	77.22421	40.869198	44.513588	56.429867	58.698715
ENO1	107638.42	125178.24	110721.695	114499	110429.76	120454.28	117834.086	118577.65
ENO2	887.6693	2791.8289	917.76434	2472.5857	820.1515	2614.0134	1010.7001	2659.1562
ENO3	817.3458	1486.1401	858.2706	1354.2249	820.56366	1268.0344	1016.7377	1510.5425
ENO4	19.894138	26.609035	20.975851	18.69818	22.935678	20.352299	21.43558	17.705969
ENOPH1	5058.4194	7045.698	5480.912	5867.8013	4883.9824	6652.8447	6207.277	6176.9624
ENOSF1	6377.6416	12330.868	7085.717	10311.172	6405.6836	11483.745	7272.2065	10933.456
ENOX2	1851.8905	1503.3474	2020.8617	1251.8901	2350.4883	1390.138	2198.235	1141.658
ENPP1	1670.3685	3819.5857	1788.2512	3212.1667	1582.136	3605.6528	1830.3635	3252.823
ENPP4	753.55927	2474.7769	848.4475	1997.1105	780.1903	2445.757	875.79205	1811.7028
ENPP5	19.92795	29.676798	23.297077	20.615387	24.38375	21.92913	23.231495	19.829311
ENPP6	21.201853	27.80245	22.093323	19.821299	24.279037	21.010086	21.895208	18.66979
ENSA	5161.9766	4978.844	5040.4385	4431.419	4930.646	4589.1494	5185.1016	4835.4365
ENTPD1	823.12244	762.689	833.1027	765.40985	870.0736	892.39667	931.20996	811.4429
ENTPD1-AS1	89.735176	149.16203	123.8456	158.78036	102.34952	189.96014	156.66557	135.44653
ENTPD2	121.28722	134.3463	130.98332	109.68327	131.2439	136.87006	151.21545	97.373726
ENTPD4	364.06348	476.25134	383.5569	418.18494	341.91138	479.5973	411.26315	451.34583
ENTPD5	66.842316	84.51924	73.78958	81.47967	66.170364	83.95794	87.198524	79.791885
ENTPD6	15324.517	31653.324	16956.19	27230.879	15541.248	29693.031	18383.543	12854.826
ENTPD7	113.50699	232.59322	142.9746	197.10152	133.28279	210.88353	168.87352	237.67087
ENTPD8	324.46454	921.47314	434.3644	870.2036	353.62744	811.4107	338.12524	824.4081
ENTR1	11528.773	10371.726	12044.521	8901.378	10681.219	9541.732	14224.433	9877.008
ENY2	43796.75	48342.38	44217.39	41595.203	40512.402	44445.56	52190.383	40761.445
EOGT	134.55774	98.64664	109.63648	90.29609	107.1224	84.5708	124.09509	89.07185
EOLA1-DT	320.9304	431.89325	438.9077	351.25504	388.2583	378.9625	488.1004	472.8534
EOLA2	20279.447	21579.662	20394.537	18290.16	18587.068	19830.842	24255.283	20036.28
EOMES	312.32462	687.5099	343.95633	573.89777	302.45282	606.57294	401.19824	610.9047
EP300	1008.5804	1538.7555	1014.5684	1314.8187	986.7311	1321.2758	1199.5782	1466.578
EP400	801.1695	1176.4816	1082.166	1061.2999	962.5171	1057.7804	1010.39075	1141.3741
EP400P1	213.88226	262.10504	232.9168	209.22444	198.89285	226.73434	270.91824	264.5397
EPAS1	16897.344	19814.488	18205.543	15848.1455	15648.501	17977.615	20371.793	16154.17
EPB41L1	1161.618	1636.1283	1378.4235	1398.8851	1374.838	1697.0419	1637.2113	1316.7279
EPB41L2	2586.0808	4681.2046	2862.4487	3872.6733	2641.1455	4124.938	3278.178	4209.9907
EPB41L3	55.56035	116.04581	95.07514	116.127495	95.27549	128.60751	52.696754	68.320465
EPB41L4A	291.20746	612.0058	315.60477	513.2701	277.73886	575.1951	319.74857	460.38922
EPB41L4A-AS1	9906.138	14109.312	10097.551	11203.397	9071.373	12616.365	18378.172	17818.91
EPB41L4B	3858.9072	1560.5765	3781.572	1256.0828	3577.207	1372.91	3889.0508	949.9397
EPB41L5	737.06793	1308.4979	961.7971	1022.32336	766.8451	1095.0288	843.2431	979.5239
EPC1	849.4475	1217.0415	939.00037	1091.8196	830.5267	1171.514	1185.4678	1159.828
EPC2	2539.4055	3512.3018	2624.067	2904.9973	2379.576	3182.7473	2850.9768	3392.5093
EPCAM	1230.3805	1831.1792	1410.1339	1450.1434	1122.3708	1491.8795	1422.0607	1387.8801
EPDR1	26301.762	57856.08	29150.924	45050.016	26949.375	52757.27	31956.281	45589.914
EPG5	392.7078	848.7297	386.39743	703.89575	371.54807	777.42004	447.3614	727.9869
EPHA10	292.28534	497.9954	334.0141	414.0455	315.91724	449.35782	315.2651	406.20288
EPHA2	4416.175	3917.425	4403.739	3766.4763	4495.7974	3625.4207	5065.6406	3457.0032
EPHA3	19.781048	27.466652	21.895151	19.459085	23.675217	21.03284	22.081722	18.842289
EPHA5	20.029297	26.3435	20.98492	18.568092	22.53169	19.939407	20.905579	17.364721
EPHA5-AS1	51.263195	135.4088	66.78711	128.44499	40.647648	125.8947	61.48264	119.897896
EPHA6	20.39212	28.717813	22.833939	20.164137	24.126265	21.540464	22.463036	19.16079
EPHB1	19.75968	29.014126	22.964132	20.230097	24.659645	21.928001	23.177479	19.644882
EPHB2	9343.774	4988.5103	8996.583	5330.353	8457.78	4801.4956	10099.253	4413.7583
EPHB4	2847.0425	3471.1846	2712.0833	2852.5376	2639.2573	3118.9236	2667.2969	2663.5598
EPHB6	77.7657	130.42061	80.382774	110.857895	90.58793	129.79568	104.89981	130.6536
EPHX1	700.6536	1193.3759	773.2246	1037.2898	879.43414	1291.315	909.44293	1225.7638
EPHX2	154.28194	449.27374	173.65598	390.73517	150.87971	407.41245	180.22588	400.50928
EPHX3	9651.082	10235.756	8657.443	9288.203	9237.504	9491.688	11821.959	8871.906
EPM2AIP1	104.89488	224.60925	103.659584	180.8269	128.136	181.98282	99.31181	215.2793
EPN1	179160.06	227255.97	170578.17	188604.34	165387.12	205174.78	201378.31	201540.52
EPN2	10691.44	11864.642	11833.883	10387.562	10706.858	11074.015	12776.16	10719.329
EPOP	19889.842	19565.293	19897.941	15541.063	18432.057	18242.754	23414.533	16786.248
EPOR	632.0985	1177.6261	972.5571	1080.005	688.1269	1101.0781	602.46857	861.05914
EPPK1	82.425064	49.527683	75.72897	45.330956	79.70993	56.77276	92.80591	62.41985
EPRS1	35926.41	37600.18	42866.266	32733.252	39469.92	35663.082	42169.816	31815.545
EPS15	2239.495	3369.6562	2247.9045	2703.1982	1905.2458	3296.0522	2572.8813	2773.0698
EPS15L1	3598.01	3819.5479	3561.566	3250.798	3542.61	3342.9307	4297.9165	3735.3662
EPS8	7015.3784	8184.482	7157.484	7311.805	6020.724	7682.7686	7461.3896	6361.6035
EPS8L1	9280.568	12166.441	10497.946	10191.567	9421.619	11191.48	11605.634	10574.462
EPS8L2	3040.0103	3667.9236	3236.747	3163.7554	3028.9297	3335.093	3272.512	3112.0718
EPS8L3	372.7626	381.75613	363.30328	361.1397	499.0948	552.8128	527.4071	548.4885
ERAL1	3748.5305	4235.7417	3700.5432	3774.0054	3703.0515	3822.45	4128.023	4096.9424
ERAP1	2469.247	6122.6147	3057.099	5125.4414	2868.3699	5802.944	3164.8997	4896.3086
ERAP2	1906.473	5304.451	2298.2224	4444.1655	2121.6304	5192.3765	2439.3098	4259.13
ERBB2	1602.6472	2123.7366	1757.7792	1755.1726	1633.9742	2018.9216	1905.6174	1644.0383
ERBB3	177.60976	258.38083	238.56769	206.11993	188.18445	232.27448	216.65367	202.64145
ERBIN	9894.129	11515.916	9828.642	10013.082	9373.711	10836.485	11026.782	10050.636
ERC1	2430.8574	3085.1287	2389.066	2466.5063	2186.8086	2838.682	2777.7097	1954.8578
ERC2-IT1	217.5911	286.01035	240.20288	242.18852	158.19357	258.5356	209.34688	271.5709
ERCC1	13632.227	18350.482	14332.484	16379.723	13352.158	17600.592	16020.741	18075.912
ERCC2	681.6217	895.8519	808.5852	707.1011	632.7762	903.251	827.372	730.0977
ERCC3	1339.6045	1750.1675	1391.048	1552.1024	1378.6367	1743.7595	1496.5486	1772.4751
ERCC4	214.9428	300.87527	217.85786	278.8872	192.54715	284.40463	225.7567	219.35371
ERCC5	1970.8562	2474.2976	2255.8044	2118.4338	2097.2383	2265.2693	2409.234	2169.2322
ERCC6	454.55167	705.69366	571.7617	607.48224	397.36768	689.0181	447.05835	574.3433
ERCC6L	1948.3893	2334.2798	2092.2686	2023.2249	1920.1577	2188.2646	2331.5579	1925.6477
ERCC6L2	610.14197	891.94965	673.599	751.8009	634.91644	780.7604	772.12085	835.794
ERCC6L2-AS1	992.90247	1566.621	1034.8297	1333.4739	1037.9579	1460.5052	1175.5743	1316.4215
ERCC8	1176.8589	922.1666	975.5073	768.19415	1145.4694	857.1582	1132.0508	797.01184
EREG	1491.9713	1404.2198	1392.2623	1126.2609	1283.7894	1399.4835	2155.5227	1595.6682
ERF	2152.7288	2836.9805	2294.4033	2152.5596	2153.3977	2502.4268	2401.6445	2609.2795
ERFE	89.96494	110.46073	70.6102	57.463043	72.549576	81.1304	67.61627	105.54971
ERFL	109.92189	98.72861	106.28329	113.97179	135.81291	131.62593	146.03233	148.64163
ERG28	1662.2561	3395.2888	2009.0804	2721.5764	1937.4122	2938.5588	1933.9357	2766.762
ERGIC1	53183.895	52110.75	46732.184	44329.453	41885.36	49331.332	50317.73	40937.64
ERGIC2	5458.181	10561.804	5841.0327	9146.192	5284.4253	9825.628	6471.2734	9083.542
ERGIC3	8125.2764	10157.857	8724.101	9038.255	8349.794	9643.423	9415.107	9856.782
ERH	34260.477	34467.74	38097.688	28273.592	33879.867	32868.92	43828.203	30490.041
ERI1	1106.74	842.63293	1193.4508	693.8094	1044.0038	740.6671	1368.8094	850.90424
ERI2	835.85144	855.3543	773.5272	747.1069	744.337	792.30096	848.4189	693.3683
ERI3	2082.601	2397.3113	2297.9292	2142.8757	2352.3147	2160.1956	2520.1743	2562.8647
ERICH1	808.99475	852.3848	838.47455	711.5198	849.9002	777.97217	1063.1494	893.30914
ERICH2	201.42154	362.59625	233.5841	246.52596	196.32742	311.27097	228.76338	235.36267
ERICH3	19.860992	26.675138	21.34658	18.776018	22.615873	20.097069	20.839964	17.68544
ERICH4	1417.9877	1722.4803	1561.0956	1778.2115	1468.9357	1740.6373	1615.6243	1749.8528
ERLEC1	9614.507	15173.377	9715.72	12047.165	9111.844	13499.454	10757.028	12493.628
ERLIN1	698.3518	800.7459	748.28864	737.87036	662.288	739.5096	866.97565	719.633
ERLIN2	244.24951	349.35205	253.77107	316.04926	232.2067	340.0165	291.1628	340.41547
ERMAP	45.67387	34.657085	59.56523	32.371838	55.58906	38.535786	63.306137	43.92748
ERMARD	3433.7385	8205.506	5867.9214	6714.4907	5236.172	7420.3384	6545.396	6726.3477
ERMP1	416.88608	829.5917	454.49548	686.5117	445.18015	772.6125	511.21	702.9723
ERN1	61.144516	90.82309	34.273415	101.44079	166.85373	84.0394	54.547157	92.25764
ERO1A	3367.109	5102.39	3620.894	4619.8237	3366.2388	4812.191	4237.5034	4567.8213
ERO1B	110.12648	111.54848	99.743904	89.20591	99.423645	121.336815	134.94022	96.73777
ERP29	9853.187	15730.277	11295.667	12897.5205	9887.343	14652.193	11886.952	13923.488
ERP44	56.55947	110.828186	53.81134	125.0666	70.60399	147.4579	119.58939	113.53426
ERRFI1	26069.916	24537.047	29816.355	22340.285	27149.781	23297.258	35333.766	29756.615
