gene_symbol	GSM2728750	GSM2728754	GSM2728752	GSM2728758	GSM2728756	GSM2728763	GSM2728759	GSM2728762	GSM2728764	GSM2728766	GSM2728765	GSM2728751	GSM2728753	GSM2728757	GSM2728761	GSM2728760	GSM2728755
Cdh7	171.30208333333334	174.9375	138.10416666666666	96.78125	61.802083333333336	92.18229166666667	115.875	118.00520833333333	40.104166666666664	114.953125	173.76041666666666	236.25	75.89583333333333	152.23958333333334	185.10416666666666	121.72916666666667	129.10416666666666
Cdh8	332.25	487.625	597.9166666666666	361.0833333333333	345.9166666666667	313.5833333333333	341.0833333333333	511.6666666666667	268.1666666666667	429.5	410.4166666666667	452.9166666666667	438.2083333333333	542.7916666666666	519.5	359.8333333333333	390.0833333333333
Cdh9	2822.0	3752.0	2288.0	1758.0	2526.0	2980.0	4074.0	4120.0	1984.0	1978.0	4412.0	3116.0	3320.0	3492.0	3270.0	3140.0	2846.0
Cdhr1	470.25	1668.0	417.25	312.75	994.0	1176.0	704.5	1036.0	1320.0	375.75	1674.0	859.0	2196.0	1419.0	661.0	1104.0	1026.0
Cdhr2	98.875	68.875	104.0625	28.234375	98.5625	33.375	56.0625	44.1875	190.125	14.7578125	93.9375	150.125	113.9375	118.125	47.84375	48.09375	88.875
Cdhr3	23.546875	11.359375	15.90625	19.546875	39.625	9.2421875	29.421875	10.9140625	51.78125	8.3125	10.921875	13.0390625	7.7265625	14.5703125	6.77734375	66.3125	26.015625
Cdhr4	98.173828125	73.404296875	113.0078125	302.78125	132.99609375	112.0078125	63.25390625	92.701171875	195.640625	338.0	102.484375	110.296875	89.67578125	168.6484375	100.31640625	143.125	28.08984375
Cdhr5	13.40625	27.625	31.015625	59.9375	108.75	64.0625	84.875	63.15625	21.390625	26.984375	35.65625	41.875	77.0	56.875	10.9296875	66.9375	45.625
Cdip1	1134.6875	1160.4765625	957.921875	937.09375	1454.671875	1330.21875	1383.453125	1108.21875	1278.375	1003.7109375	1140.390625	1167.875	1208.1484375	1042.25	1195.375	1131.0625	1182.33984375
Cdipt	14859.0	12493.0	13770.0	16792.0	13450.0	12444.0	14033.0	11960.0	17586.0	15984.0	11576.0	13843.0	11088.0	14797.0	12061.0	14870.0	11104.0
Cdk1	29.84375	3.849609375	3.859375	4.08984375	42.78125	30.03125	6.23828125	42.09375	2.939453125	12.0703125	51.28125	10.953125	7.20703125	9.5546875	15.234375	1.98828125	9.2734375
Cdk10	874.5	1167.0	707.0	799.5	961.0	1168.0	586.5	957.0	1192.0	908.0	827.0	1066.0	535.0	782.5	1226.0	647.0	703.5
Cdk11b	284.0	228.125	467.25	332.5	407.75	524.0	266.0	241.5	388.25	536.5	376.0	342.75	338.75	443.25	225.75	408.25	272.0
Cdk12	174.02678571428572	183.39508928571428	155.79017857142858	118.19866071428571	144.6484375	146.53013392857142	175.31361607142858	142.54129464285714	201.70758928571428	129.36216517857142	163.02678571428572	140.16964285714286	123.09375	178.47767857142858	174.4375	154.34821428571428	168.44419642857142
Cdk13	258.0	325.625	470.7916666666667	383.9166666666667	203.91666666666666	203.14583333333334	242.70833333333334	318.5416666666667	211.26041666666666	431.6666666666667	398.5625	329.2916666666667	294.4166666666667	517.625	409.8333333333333	361.2916666666667	289.1666666666667
Cdk14	286.03125	307.0520833333333	379.0299479166667	451.5416666666667	323.20703125	312.0338541666667	277.6380208333333	318.5442708333333	238.27473958333334	370.796875	412.5052083333333	306.6002604166667	315.6901041666667	297.3229166666667	336.28125	312.8802083333333	274.3958333333333
Cdk16	6625.9	5667.4703125	8051.521875	8130.66484375	7140.03125	5855.0171875	6486.54296875	5963.6171875	9235.9	7402.8	5783.75	5780.540625	5794.63125	7536.9984375	6907.075	7160.2921875	4755.77578125
Cdk17	1868.25	2600.25	1406.5	1392.125	1357.8125	1775.0	2481.5	2298.5	704.875	1953.625	2203.75	2637.0	2677.875	1971.75	2317.625	2111.0	2148.0
Cdk18	83.125	51.5625	20.578125	16.703125	15.359375	48.78125	14.7421875	14.8046875	17.953125	14.6796875	24.203125	25.6875	18.1875	19.859375	14.9375	17.03125	10.3359375
Cdk19	712.625	938.5	685.0625	630.875	802.25	821.25	863.375	995.0	779.25	661.125	975.125	789.625	792.25	831.125	929.75	951.875	1116.875
Cdk19os	3.537109375	2.115234375	3.486328125	2.279296875	10.6328125	3.201171875	4.734375	4.93359375	3.314453125	2.341796875	8.046875	3.123046875	10.546875	2.71484375	4.7578125	2.16015625	2.703125
Cdk2	47.11328125	57.96875	51.1572265625	79.6171875	100.234375	46.2138671875	36.59375	41.9453125	101.25390625	60.78515625	63.6171875	75.8046875	32.94921875	80.87890625	58.5703125	61.9921875	59.693359375
Cdk20	38.9375	6.63671875	11.140625	12.7734375	21.25	8.4921875	5.26953125	9.9453125	15.9453125	12.90625	17.0	10.359375	13.484375	18.21875	13.3671875	65.0	12.9453125
Cdk2ap1	4500.333333333333	3364.5	3822.4166666666665	5350.833333333333	3429.8333333333335	4785.333333333333	4695.833333333333	4189.333333333333	5344.833333333333	4985.166666666667	3707.8333333333335	3040.5	3585.0	3662.9166666666665	3945.1666666666665	3676.1666666666665	2932.6666666666665
Cdk2ap2	13.080078125	8.2734375	57.1953125	16.5859375	48.3388671875	12.5546875	24.59375	12.18359375	42.98046875	26.84765625	30.4287109375	7.2734375	12.791015625	24.671875	19.857421875	26.017578125	15.9970703125
Cdk3-ps	175.875	218.625	413.25	480.5	224.25	256.5	238.625	208.125	256.25	245.0	198.75	235.75	218.0	334.0	206.0	240.25	186.25
Cdk4	437.375	432.3958333333333	497.7916666666667	214.078125	939.1666666666666	629.25	408.5625	330.3333333333333	1249.4166666666667	146.53125	432.1875	301.03125	251.21354166666666	270.6041666666667	363.8125	298.5729166666667	610.5416666666666
Cdk5	204.54166666666666	174.02083333333334	267.8333333333333	180.0	291.6666666666667	234.72916666666666	225.52083333333334	213.77083333333334	330.9166666666667	275.8958333333333	171.0	207.91666666666666	140.60416666666666	103.52083333333333	231.0625	254.5625	239.375
Cdk5r1	778.3515625	676.5078125	858.375	606.2578125	699.84375	572.546875	715.43359375	572.91796875	512.59375	424.66796875	719.6171875	680.0390625	644.859375	792.796875	667.51953125	626.859375	683.2734375
Cdk5r2	564.421875	351.38671875	506.701171875	1053.20703125	432.861328125	356.5146484375	449.41796875	267.060546875	812.27734375	545.51171875	307.5615234375	375.2099609375	414.51171875	465.859375	412.484375	363.8095703125	236.8759765625
Cdk5rap1	1495.0	1141.0	690.5	511.0	1390.0	1278.0	1267.0	1012.5	817.0	736.5	833.0	1564.0	1132.0	823.0	954.0	1597.0	1346.0
Cdk5rap2	28.83984375	26.924479166666668	45.494791666666664	49.04296875	21.098958333333332	19.356770833333332	23.634114583333332	26.9921875	51.290364583333336	21.272135416666668	29.279947916666668	12.928385416666666	18.631510416666668	47.826822916666664	18.99609375	27.729166666666668	23.369791666666668
Cdk5rap3	237.5	250.25	236.875	158.625	431.75	271.25	133.125	221.125	274.0	60.53125	125.5	158.125	244.5	10.9375	182.75	183.875	357.5
Cdk6	137.09114583333334	139.76432291666666	210.05208333333334	37.694010416666664	137.79166666666666	134.17057291666666	159.86458333333334	101.94856770833333	120.89192708333333	76.65885416666667	199.44791666666666	188.06901041666666	150.53776041666666	234.16666666666666	95.40104166666667	177.61458333333334	144.0625
Cdk7	1037.5	953.125	929.4125	852.175	964.5	906.3	1017.7375	839.9375	818.8875	811.9875	847.4625	947.55	995.3	473.525	790.4875	1006.55	1080.09375
Cdk8	1189.0	1242.0	803.0	901.5	1094.0	1250.0	1319.0	1246.0	594.5	1043.0	1067.0	1161.0	1386.0	955.5	836.0	871.5	1191.0
Cdk9	268.75	311.0	379.375	287.5	308.5	235.8125	279.625	284.375	234.375	258.9375	300.75	230.9375	177.4375	202.5	308.125	232.0	321.5625
Cdkal1	106.953125	170.75	270.5	191.25	132.84375	94.16796875	183.3125	96.09375	240.75	169.09375	244.5625	176.1875	109.3125	200.375	196.625	143.28125	168.75
Cdkl1	156.328125	125.265625	88.953125	52.90625	135.34375	132.40625	161.03125	157.34375	175.4375	100.890625	201.21875	145.625	192.625	165.3125	190.75	146.625	119.984375
Cdkl2	693.875	888.5677083333334	474.8470052083333	951.5625	640.9518229166666	734.5221354166666	765.2486979166666	772.1796875	436.03125	923.8815104166666	713.7708333333334	816.2255859375	852.265625	773.9583333333334	565.6354166666666	622.103515625	713.3736979166666
Cdkl3	73.48828125	91.25	64.4375	106.40625	109.921875	97.3125	109.9375	89.859375	143.1875	164.9375	122.4375	73.21875	71.671875	113.5625	53.84375	73.359375	63.65625
Cdkl4	166.1953125	198.109375	98.875	93.4375	148.671875	123.0390625	143.8828125	142.8701171875	123.125	110.5625	154.59375	222.09375	245.125	192.078125	95.5	120.71875	241.640625
Cdkn1a	593.8046875	301.51953125	429.11328125	486.5625	481.546875	377.236328125	232.9375	208.501953125	584.71875	293.703125	158.30859375	506.578125	283.54296875	195.78125	247.982421875	266.2578125	449.4765625
Cdkn1b	259.0078125	209.953125	610.546875	469.4296875	185.30859375	214.8828125	253.8203125	339.68359375	266.296875	300.337890625	166.203125	201.673828125	201.765625	153.6484375	416.296875	256.53125	223.046875
Cdkn1c	35.34375	55.53125	79.3125	6.16796875	37.40625	4.625	70.125	24.90625	16.375	5.38671875	4.77734375	77.625	15.765625	54.5	60.125	102.5	14.9453125
Cdkn2a	18.75	3.162109375	63.65625	48.625	36.8125	42.25	42.5625	31.09375	31.46875	32.71875	36.3125	39.46875	62.84375	9.0859375	15.5390625	10.9140625	16.328125
Cdkn2aip	48.28125	63.890625	87.4375	44.18359375	46.984375	41.75	75.53125	56.984375	53.23046875	77.5625	73.25	61.28125	45.515625	75.375	67.78125	65.546875	69.0625
Cdkn2aipnl	2639.0	1793.5	1529.75	1205.5	1962.5	2070.5	2847.0	1718.0	1732.75	1203.5	1676.0	2347.0	1885.5	1096.75	2016.5	1926.0	1964.5
Cdkn2b	53.03125	71.125	274.0	137.375	26.546875	10.4765625	38.875	17.671875	99.75	180.25	12.8046875	21.328125	92.875	20.171875	79.875	113.9375	66.25
Cdkn2c	287.0	216.25	304.25	191.375	308.25	321.0	195.75	163.25	263.25	348.0	176.875	181.125	194.25	314.75	165.625	164.375	316.75
Cdkn2d	357.0	383.0	406.75	568.5	485.25	419.0	724.5	370.25	413.75	598.0	654.5	532.5	722.5	627.5	242.375	195.625	596.0
Cdkn3	38.875	63.9375	93.0	34.0625	85.5625	56.53125	35.25	54.3125	104.8125	72.0625	38.125	30.546875	66.75	89.4375	136.875	94.625	60.375
Cdo1	182.75	138.5	157.0	211.0	204.5	188.5	99.5625	190.375	254.25	242.875	168.625	157.625	119.0	108.6875	148.875	91.9375	173.75
Cdon	287.927734375	751.1796875	324.296875	114.96875	472.89453125	849.36328125	500.625	643.67578125	410.2578125	123.3125	756.0	375.8125	526.75	751.4453125	628.572265625	632.9453125	651.671875
Cdpf1	501.5	490.75	484.5	534.0	740.5	545.5	362.25	362.5	1153.0	410.0	417.5	453.25	314.5	426.5	401.0	446.5	578.0
Cdr2	138.25	41.125	95.25	52.09375	74.0625	94.0	46.03125	75.0625	33.8125	44.0625	124.125	51.625	81.6875	136.75	69.5625	29.359375	64.3125
Cdr2l	490.3125	392.4375	644.875	473.5625	596.625	533.90625	510.53125	300.3125	879.8125	334.9375	320.40625	458.34375	387.3125	541.03125	494.34375	385.21875	345.65625
Cdrt4	4.66796875	9.8828125	9.84375	7.54296875	6.609375	3.564453125	9.6640625	4.44140625	10.21875	5.3515625	7.015625	5.48046875	10.3046875	6.90625	11.5546875	4.08203125	10.2421875
Cdrt4os1	39.9375	28.140625	15.4609375	40.40625	62.9375	10.3671875	76.0	79.0625	66.25	27.546875	95.5	117.4375	85.3125	95.875	80.0625	60.46875	16.09375
Cds1	156.6875	208.25	160.28125	264.875	168.125	232.875	228.5625	208.625	248.25	299.25	220.0625	179.1875	300.8125	200.25	185.9375	206.9375	190.625
Cds2	2119.2083333333335	1542.7916666666667	1478.6197916666667	1713.3854166666667	1717.140625	1716.4947916666667	1628.671875	1634.5	1917.1145833333333	1698.2109375	1488.2578125	1660.7916666666667	1519.4088541666667	1444.9739583333333	1495.9375	1547.9270833333333	1617.3958333333333
Cdsn	86.0	111.8125	336.75	97.875	196.125	123.3125	115.8125	123.375	248.5	207.25	71.0	196.125	86.125	125.6875	170.75	96.4375	135.5
Cdt1	97.52864583333333	120.90755208333333	81.42447916666667	64.35286458333333	111.05338541666667	148.82291666666666	69.85416666666667	149.96354166666666	127.9296875	44.174479166666664	80.60677083333333	46.975260416666664	133.02473958333334	84.79296875	85.125	91.57291666666667	124.59244791666667
Cdv3	427.6484375	466.7919921875	395.75390625	354.220703125	412.51171875	506.1953125	416.71875	465.111328125	344.6953125	352.7314453125	471.79296875	498.6875	552.18359375	519.625	454.171875	524.09375	513.84375
Cdx1	9.390625	47.0625	86.0625	67.9375	81.0	15.7578125	39.40625	5.55859375	11.3671875	9.09375	37.625	9.71875	16.859375	10.3828125	33.96875	7.14453125	62.0625
Cdx2	23.1484375	45.57421875	15.96484375	13.521484375	44.71875	38.953125	18.7890625	36.87890625	28.828125	14.53515625	27.828125	13.9140625	62.4091796875	46.4765625	19.921875	10.22265625	30.15234375
Cdx4	28.40625	30.484375	8.2734375	37.9375	43.4375	6.578125	8.28125	5.4296875	63.46875	6.15625	30.140625	18.1875	8.421875	57.03125	46.46875	35.3125	50.96875
Cdyl	513.3802083333334	624.7942708333334	373.4375	276.7291666666667	507.84375	627.7213541666666	445.6666666666667	599.875	329.1328125	233.234375	479.2630208333333	477.6979166666667	887.6276041666666	466.3333333333333	465.3463541666667	457.1145833333333	567.4739583333334
Cdyl2	83.689453125	87.2470703125	83.001953125	132.8017578125	108.015625	100.1953125	94.0927734375	117.943359375	78.5400390625	139.37890625	123.67578125	111.263671875	162.1953125	91.6220703125	115.43359375	124.6328125	95.2197265625
Ceacam1	77.455810546875	62.4627685546875	107.781982421875	118.1005859375	73.25048828125	64.991943359375	53.5751953125	67.23486328125	74.19140625	121.400146484375	101.74072265625	94.2640380859375	78.6956787109375	97.94970703125	63.344482421875	81.66064453125	61.66357421875
Ceacam10	5.189453125	8.416666666666666	22.0390625	36.474609375	9.919270833333334	17.077473958333332	4.463541666666667	17.835286458333332	22.690104166666668	45.140625	21.419270833333332	15.296875	9.363932291666666	14.017903645833334	11.046875	15.63671875	9.384114583333334
Ceacam11	7.773763020833333	17.838053385416668	35.177083333333336	16.339029947916668	22.526041666666668	12.030436197916666	14.53125	7.942220052083333	38.515625	22.182779947916668	11.764811197916666	3.3118489583333335	13.962239583333334	12.045572916666666	14.5078125	9.61962890625	11.95849609375
Ceacam12	36.28125	24.078125	65.9375	39.1875	36.5625	40.875	42.40625	2.970703125	2.16015625	52.0	34.40625	52.71875	61.03125	53.875	5.69921875	39.21875	29.40625
Ceacam13	21.328125	5.07421875	14.984375	18.8125	17.34375	1.1943359375	3.4375	1.9248046875	44.375	8.640625	23.25	41.71875	1.8837890625	3.373046875	57.25	4.84375	7.703125
Ceacam14	1.0703125	0.489013671875	10.859375	18.40625	1.64453125	10.9296875	0.73291015625	0.62109375	0.8310546875	1.609375	1.1640625	1.5810546875	0.291259765625	9.6875	1.5859375	2.544921875	11.8125
Ceacam15	65.375	107.625	15.6328125	49.59375	40.78125	87.4375	64.625	66.5625	105.6875	48.8125	75.5	64.4375	91.3125	23.765625	71.125	50.03125	53.0625
Ceacam18	76.375	71.5625	118.625	173.0	67.0	140.625	84.6875	101.6875	196.0	125.25	74.75	79.5625	90.9375	103.5625	89.0625	72.0	131.375
Ceacam2	71.15104166666667	49.403645833333336	62.739583333333336	90.36458333333333	34.6875	45.6328125	60.25	24.591145833333332	61.3984375	74.68489583333333	68.77083333333333	36.494791666666664	34.958333333333336	75.20833333333333	37.979166666666664	46.268229166666664	48.963541666666664
Ceacam20	9.3671875	8.3359375	44.96875	54.03125	16.171875	30.640625	62.5625	3.05859375	10.2421875	49.09375	14.203125	13.8984375	7.26171875	81.5625	15.21875	7.7421875	8.8671875
Ceacam9	107.9375	124.625	182.125	103.0625	128.75	8.625	72.25	16.796875	25.0625	129.5	218.125	88.4375	125.3125	117.5625	105.9375	22.015625	117.4375
Cebpa	205.625	382.75	270.0	564.0	271.5	409.25	394.25	316.75	260.5	419.25	443.0	308.5	171.5	336.0	478.0	332.0	356.5
Cebpb	98.529296875	102.771484375	107.50390625	29.5625	160.71875	199.12890625	119.453125	74.765625	316.24609375	28.4140625	74.6259765625	54.5966796875	51.61328125	59.171875	136.078125	152.9375	122.203125
Cebpd	442.25	367.25	803.0	345.125	702.75	540.625	351.375	330.75	1015.125	311.75	542.25	477.75	407.75	610.75	534.5	469.5	574.75
Cebpg	576.375	612.2916666666666	522.2916666666666	607.0416666666666	544.375	645.6041666666666	669.1041666666666	656.2916666666666	408.8854166666667	731.0833333333334	678.5	647.625	674.9375	538.2291666666666	568.5833333333334	637.4583333333334	688.2916666666666
Cebpz	177.8125	219.328125	336.90625	303.744140625	115.640625	116.0	169.25	302.125	191.0625	304.25	323.8125	291.8125	277.84375	596.5	300.71875	313.40625	150.78125
Cebpzos	172.125	125.3125	131.375	189.625	176.625	216.375	115.375	106.5	185.625	195.5	152.5	221.875	119.0625	83.9375	94.75	190.25	264.0
Cecr2	249.96875	246.375	399.0625	99.53125	249.125	323.25	258.0625	334.5	287.625	107.5625	361.0	296.25	243.625	389.5625	426.0625	332.875	255.625
Cecr5	139.28125	145.234375	108.9140625	103.15625	117.078125	99.203125	134.78125	116.4609375	156.54296875	119.296875	116.75	144.15625	99.96875	167.515625	137.84375	126.9375	93.015625
Cecr6	181.125	218.375	276.0	295.25	217.375	218.625	105.25	151.5	382.5	248.75	235.125	191.75	158.0	264.5	224.625	214.5	250.0
Cel	69.5625	54.3125	70.125	30.484375	85.875	93.375	71.0	55.0	38.28125	40.59375	36.875	72.625	59.78125	46.03125	50.03125	86.5625	109.6875
Cela1	77.875	106.3125	156.125	178.75	185.625	217.5	95.9375	114.8125	144.875	135.0	146.75	135.5	184.5	162.5	220.75	89.6875	199.125
Cela2a	2.923828125	4.04296875	19.625	5.82421875	4.875	5.5546875	19.65625	3.107421875	12.421875	4.140625	20.125	36.875	3.380859375	8.2890625	11.296875	30.234375	8.9921875
Cela3b	71.36458333333333	74.2734375	129.9609375	134.06770833333334	31.833333333333332	54.984375	98.95572916666667	60.786458333333336	107.17838541666667	99.77994791666667	93.328125	79.38411458333333	80.23958333333333	99.92317708333333	80.77083333333333	46.4453125	85.4794921875
Celf1	3529.690625	3466.58125	4230.9625	2728.1765625	2880.353125	2966.7	3812.071875	3728.0453125	2391.55625	2600.64375	3465.7296875	3698.96328125	3822.1453125	3963.34375	3598.115625	3842.46640625	2623.221875
Celf2	4392.662946428572	4387.790178571428	3995.859933035714	3865.4375	4865.991071428572	4244.761160714285	5034.026785714285	4568.881696428572	3806.03515625	4123.371651785715	4314.866071428572	4400.160714285715	4209.727678571428	3984.473214285714	4651.935825892857	4794.6875	4539.390625
Celf3	509.0	865.5	892.0	938.5	798.5	652.5	459.0	846.5	1110.0	869.0	898.5	708.5	729.0	787.0	916.5	471.75	761.5
Celf4	5629.291666666667	4724.458333333333	6669.0	8339.583333333334	5099.5	5348.291666666667	6344.375	5958.333333333333	5468.291666666667	7675.916666666667	5840.083333333333	5554.916666666667	5289.583333333333	7331.75	7225.125	5772.833333333333	4448.0
Celf5	9448.0	8104.0	9112.0	9784.0	8920.0	7320.0	8568.0	7676.0	8064.0	8888.0	7232.0	8400.0	6936.0	7916.0	9608.0	8184.0	7756.0
Celf6	128.75	137.625	231.75	209.875	211.5	160.25	145.25	141.875	128.5	199.0	141.875	164.375	109.625	158.75	137.0	149.125	184.0
Celrr	69.9375	23.953125	113.25	66.25	29.375	64.9375	5.04296875	51.25	10.375	57.34375	59.1875	82.0625	106.4375	100.3125	24.53125	60.28125	46.65625
Celsr1	39.96875	23.703125	24.40625	21.546875	62.65625	48.9375	55.3125	38.84375	82.875	4.859375	28.578125	56.4375	52.125	63.59375	51.03125	43.625	55.5
Celsr2	964.71875	968.4375	1228.125	1456.828125	1092.96875	947.15625	749.484375	757.9375	1401.1875	1041.53125	989.75	928.21875	846.3125	1063.78125	774.13671875	768.3125	1010.15625
Celsr3	654.5	572.0	571.0	1229.0	776.0	696.0	430.75	664.0	616.5	1032.0	776.5	443.0	984.5	752.5	756.5	356.5	853.0
Cemip	607.0807291666666	840.59375	309.0104166666667	103.33333333333333	658.0520833333334	756.5677083333334	602.65625	829.1484375	214.56901041666666	108.79166666666667	403.8333333333333	505.6041666666667	799.9166666666666	340.4583333333333	502.6458333333333	432.5169270833333	751.5833333333334
Cend1	167.1875	103.0625	218.71875	360.34375	196.390625	159.53125	96.9375	153.53125	293.78125	246.359375	147.671875	171.03125	144.671875	121.859375	140.8515625	148.203125	153.265625
Cenpa	65.673828125	90.93229166666667	35.802083333333336	62.307291666666664	103.53515625	99.05208333333333	134.64713541666666	99.515625	61.333333333333336	40.424479166666664	88.43880208333333	102.125	80.54166666666667	92.54296875	62.885416666666664	72.75651041666667	96.79427083333333
Cenpb	18.248046875	17.73828125	57.2939453125	28.3740234375	39.5341796875	32.6923828125	33.07421875	29.568359375	26.95703125	23.365234375	40.25	24.359375	20.57421875	26.888671875	18.087890625	29.384765625	32.0634765625
Cenpc1	857.5	1059.0	685.0	922.5	523.5	727.0	963.0	1183.0	361.5	1075.0	595.0	1033.0	695.5	694.5	1130.0	805.5	975.0
Cenpe	57.53125	36.478515625	32.26953125	57.203125	75.8125	32.9775390625	34.45703125	45.4599609375	60.81591796875	88.375	39.9765625	31.287109375	76.4375	61.40625	9.650390625	39.130859375	52.33203125
Cenpf	35.21875	55.528645833333336	77.59895833333333	62.03125	73.97395833333333	94.921875	40.53125	78.20833333333333	62.015625	84.29166666666667	71.72916666666667	60.083333333333336	59.9609375	62.020833333333336	64.20833333333333	34.328125	64.84895833333333
Cenph	1.759765625	1.7119140625	2.451171875	3.22265625	3.734375	5.01953125	2.1796875	3.7421875	7.63671875	4.296875	4.86328125	2.791015625	1.3369140625	11.8671875	16.078125	1.21875	4.140625
Cenpi	4.35546875	3.91796875	6.2734375	5.546875	5.59375	6.60546875	8.921875	6.08984375	7.32421875	9.3984375	8.7578125	6.4296875	11.8828125	4.4375	11.625	4.21484375	11.7734375
Cenpj	91.9375	74.4375	94.0	59.25	97.5	92.5625	149.375	63.1875	130.0	89.125	90.75	101.75	115.1875	110.875	71.0	110.4375	90.9375
Cenpk	101.91666666666667	100.85416666666667	78.484375	65.97135416666667	125.41666666666667	128.92708333333334	79.06770833333333	95.79166666666667	85.375	86.21875	67.93229166666667	54.145833333333336	80.984375	83.32291666666667	81.8125	86.54166666666667	111.90104166666667
Cenpl	15.3359375	18.921875	19.25	29.171875	22.609375	5.5625	2.802734375	33.90625	8.296875	26.359375	7.0390625	10.7734375	19.15625	6.3125	58.96875	20.578125	33.53125
Cenpm	99.1875	107.75	151.0	158.75	25.5625	134.75	117.9375	115.1875	124.125	157.375	139.875	107.5	116.3125	56.78125	130.875	80.0625	31.03125
Cenpn	139.0	170.4375	154.6875	217.3125	187.8125	156.125	192.53125	171.40625	266.0	174.125	183.125	183.4375	140.90625	174.3125	170.21875	193.640625	147.5625
Cenpo	81.97135416666667	63.218098958333336	90.96744791666667	78.01302083333333	89.88671875	88.22526041666667	76.369140625	81.1015625	102.45833333333333	121.69661458333333	111.35091145833333	85.27994791666667	105.765625	91.44010416666667	102.23307291666667	101.50520833333333	63.85546875
Cenpp	60.057291666666664	129.64583333333334	45.130208333333336	5.954427083333333	122.90625	113.95833333333333	83.37109375	113.40625	93.56705729166667	38.161458333333336	98.07291666666667	63.28125	89.85416666666667	91.58333333333333	134.41666666666666	129.078125	104.44010416666667
Cenpq	278.75	19.34375	400.75	303.25	212.125	179.0	297.75	200.625	137.5	218.375	132.625	291.75	154.25	220.875	224.375	429.25	206.875
Cenpt	431.25	393.75	527.0	313.5	575.0	420.0	301.0	271.5	1048.0	238.75	371.25	273.0	192.75	251.875	372.0	332.25	458.75
Cenpu	169.5	171.125	188.78125	205.34375	131.328125	145.90625	188.875	150.6875	186.40625	199.875	202.1875	191.1875	188.875	217.625	190.0625	209.5	138.84375
Cenpv	1930.0	1542.0	1645.0	981.5	2084.0	2001.0	1927.0	1702.0	3432.0	876.0	1441.0	1368.0	1204.0	1351.0	2013.0	1052.0	1704.0
Cenpw	210.0625	309.125	318.625	264.6875	189.875	215.125	176.21875	400.625	249.4375	279.6875	331.125	285.625	294.3125	281.78125	301.71875	319.375	277.3125
Cep104	984.5	887.0	625.5	807.0	1050.0	896.5	914.0	618.0	1028.0	889.0	899.5	740.5	829.0	777.0	745.0	718.5	1097.0
Cep112	80.32861328125	96.5703125	181.88541666666666	113.85091145833333	66.71875	121.4609375	94.44108072916667	108.33577473958333	85.02604166666667	121.88736979166667	125.43229166666667	87.09440104166667	93.869140625	191.56119791666666	120.51171875	113.51627604166667	92.45182291666667
Cep120	519.5	258.0	590.5	515.0	695.5	376.75	455.75	635.5	364.5	307.5	682.0	627.0	366.0	282.5	444.5	573.5	660.5
Cep126	96.078125	89.1875	96.5	288.3125	58.640625	83.40625	76.96875	134.125	119.34375	237.0625	114.5625	125.53125	74.359375	162.53125	95.59375	109.0625	64.75
Cep128	130.376953125	148.0	93.515625	72.46875	255.2451171875	202.224609375	130.51953125	139.828369140625	361.6064453125	118.18798828125	156.61474609375	111.61181640625	169.21240234375	117.84130859375	107.8076171875	101.81591796875	169.03271484375
Cep131	152.5	177.0	233.125	215.75	251.5	218.0	177.25	166.25	251.0	183.125	150.75	52.5	138.375	163.0	127.1875	216.25	281.5
Cep135	6.62890625	2.193359375	34.8125	12.6875	5.60546875	1.4697265625	3.498046875	12.0703125	22.359375	47.875	14.9765625	2.720703125	6.4453125	29.359375	5.7265625	2.7734375	41.5
Cep152	177.25	190.375	104.625	96.75	170.875	113.4375	100.375	184.0	233.625	116.1875	149.875	172.625	149.0	109.75	90.6875	80.625	189.625
Cep162	315.3854166666667	286.6041666666667	283.3854166666667	212.47916666666666	352.4270833333333	332.9583333333333	348.3333333333333	260.8958333333333	417.0416666666667	203.19791666666666	332.25	389.40625	291.5729166666667	298.4375	352.78125	316.8541666666667	313.2083333333333
Cep164	200.89583333333334	296.3333333333333	322.8229166666667	245.32291666666666	220.14583333333334	294.7083333333333	292.1510416666667	275.2760416666667	337.140625	236.671875	335.4322916666667	281.8177083333333	167.375	381.96875	252.703125	309.3541666666667	260.1927083333333
Cep170	520.75	469.5	456.625	673.5	336.125	414.25	633.5	703.875	295.5625	667.875	495.0	544.875	550.5	535.5	623.0	376.5	455.125
Cep170b	5096.0	4704.0	7204.0	6824.0	8240.0	2958.0	2720.0	2364.0	8456.0	3326.0	3146.0	1759.0	2816.0	3388.0	2814.0	4640.0	5640.0
Cep19	13416.0	13560.0	11520.0	13456.0	13968.0	14528.0	14608.0	12624.0	13152.0	14960.0	13648.0	14112.0	14336.0	13168.0	14304.0	15184.0	12024.0
Cep192	305.5625	193.75	158.75	348.3125	205.53125	114.28125	201.4375	205.25	76.3515625	181.71875	220.625	255.1875	233.3125	250.125	169.75	231.625	164.875
Cep250	42.0625	33.9375	21.25	46.21875	111.5625	50.03125	32.4375	35.75	77.75	58.75	51.03125	26.296875	43.53125	85.0625	96.0	38.46875	22.53125
Cep290	160.125	171.25	161.375	225.0	84.25	172.25	207.875	367.75	94.875	280.25	183.5	244.5	282.0	220.625	257.5	295.75	164.375
Cep295	231.5625	359.6875	373.9375	358.0	317.65625	401.046875	267.28125	372.78125	357.9609375	280.9375	360.875	311.1875	364.5625	371.8125	337.71875	295.0625	307.9375
