gene_symbol	GSM2728750	GSM2728754	GSM2728752	GSM2728758	GSM2728756	GSM2728763	GSM2728759	GSM2728762	GSM2728764	GSM2728766	GSM2728765	GSM2728751	GSM2728753	GSM2728757	GSM2728761	GSM2728760	GSM2728755
Myot	34.84375	36.6875	30.265625	59.34375	7.73828125	9.0546875	11.7109375	29.765625	50.78125	51.53125	49.21875	5.8203125	7.94921875	49.4375	49.875	28.078125	34.59375
Myoz1	51.72509765625	40.287109375	88.19140625	65.611328125	14.5390625	48.796875	71.5703125	13.04296875	80.751953125	103.81640625	75.970703125	55.1875	60.6220703125	79.58203125	91.8359375	44.62890625	48.66015625
Myoz2	34.1875	48.09375	77.8125	93.875	60.1875	9.4921875	51.03125	57.53125	76.1875	47.21875	56.75	52.84375	47.0625	50.0625	57.46875	62.125	63.65625
Myoz3	43.796875	48.37890625	84.07421875	68.974609375	50.15234375	58.9560546875	46.935546875	49.154296875	51.046875	76.958984375	10.28515625	10.8134765625	41.0126953125	89.640625	64.9140625	47.8017578125	50.625
Mypn	31.455078125	40.41015625	62.1875	26.046875	56.919921875	36.4609375	54.76171875	46.697265625	70.3984375	53.3046875	56.59375	24.80078125	39.46875	49.796875	35.03515625	49.69921875	38.9755859375
Mypop	491.78125	294.5625	579.75	408.0625	418.6875	299.25	485.9375	389.9375	440.03125	419.96875	460.84375	277.359375	438.71875	480.125	334.71875	434.1875	321.625
Myrf	326.25	161.375	157.0	590.0	304.25	198.0	259.0	45.5	142.625	453.75	214.25	200.5	267.5	366.25	127.5	260.75	282.75
Myrfl	27.421875	45.09375	60.46875	21.328125	76.5	91.25	70.3125	52.84375	144.25	44.4375	65.0	47.71875	63.0	13.71875	30.484375	62.875	106.125
Myrip	1794.0	1503.0	1172.0	3024.0	1429.0	1987.0	1853.0	1859.0	1783.0	2848.0	1397.0	1522.0	1667.0	1246.0	1635.0	1619.0	1490.0
Mysm1	59.635416666666664	75.74479166666667	101.953125	79.02083333333333	57.692708333333336	43.5625	76.63541666666667	88.09895833333333	64.29361979166667	97.14583333333333	67.40364583333333	117.83203125	83.96875	127.08333333333333	84.51041666666667	113.859375	50.645833333333336
Myt1	34.70703125	150.546875	136.625	132.94921875	98.70703125	92.58203125	97.453125	126.65625	82.125	118.40625	189.21875	114.0703125	150.09375	226.625	150.296875	185.46875	98.234375
Myt1l	2976.975	2578.48125	3818.125	4446.8640625	2417.659375	2355.83828125	2741.35	2789.08515625	2330.8	4966.40625	2990.384375	3147.4125	2618.21875	3432.0	2925.046875	2963.096875	2323.85
Myzap	8.796875	1.96875	5.83984375	6.4296875	12.5703125	37.84375	42.5625	10.375	3.6015625	9.8125	28.953125	10.984375	14.4296875	7.5703125	8.5546875	6.66015625	2.685546875
Mzb1	262.25	167.5	223.375	175.75	195.0	114.125	98.5625	184.75	279.0	251.375	242.75	273.25	225.875	233.375	173.5	168.75	134.25
Mzf1	157.875	149.5	283.75	222.625	286.75	160.5	161.0	147.75	364.75	190.5	175.5	96.875	124.5	190.375	163.625	127.0625	219.75
Mzt1	2311.578125	2144.40625	2174.375	2268.2734375	1675.46875	1680.734375	2445.0625	2770.125	1149.625	2521.6875	2028.234375	2514.078125	2068.640625	2105.828125	2601.7734375	2475.0	1904.8125
Mzt2	955.5	746.0	869.5	692.0	1213.0	924.5	564.0	625.5	1448.0	711.0	629.5	627.5	568.5	505.75	633.5	656.5	1120.0
N4bp1	242.8564453125	244.7109375	225.00390625	254.5537109375	269.072265625	227.7490234375	254.66796875	186.1064453125	289.107421875	228.4638671875	327.6201171875	192.701171875	230.46484375	316.0888671875	216.451171875	227.310546875	252.0419921875
N4bp2	944.25	797.625	575.6875	201.1875	649.0	990.125	1251.6875	1078.0625	321.0	264.625	911.8125	1360.875	1048.6875	951.375	1039.3125	1144.0625	847.6875
N4bp2l1	270.1875	295.8125	283.25	327.5	337.0	236.8125	257.0	240.3125	344.0	316.25	342.75	203.75	226.6875	271.5	279.375	275.0	346.25
N4bp2l2	32.8515625	9.05078125	22.3515625	16.1533203125	23.419921875	25.5947265625	11.095703125	42.5625	16.7470703125	15.9267578125	51.296875	50.3515625	40.2578125	12.20703125	12.458984375	64.53125	20.923828125
N4bp3	68.875	26.25	149.125	258.25	91.0	143.625	51.25	55.78125	29.46875	273.75	57.71875	29.75	55.96875	161.5	65.125	24.84375	107.375
N6amt1	232.9375	214.90625	344.5	316.1875	129.9375	102.96875	203.3125	225.40625	163.21875	128.75	307.9375	225.1875	282.46875	493.125	167.625	147.34375	58.390625
ND5	27664.0	21264.0	33632.0	36480.0	24704.0	23632.0	23776.0	24064.0	49056.0	37088.0	23984.0	26656.0	26688.0	26064.0	28384.0	33568.0	20992.0
Naa10	51.90625	10.6640625	23.421875	14.4453125	24.328125	32.25	11.0546875	35.34375	19.578125	3.58203125	7.125	16.625	9.6875	10.15625	3.13671875	10.3359375	44.875
Naa11	63.93798828125	39.2314453125	93.71484375	19.47265625	51.6689453125	39.478515625	38.33984375	50.208984375	94.765625	73.7421875	37.4814453125	42.712890625	53.017578125	75.2109375	69.5078125	32.87109375	42.02734375
Naa15	430.296875	433.40625	749.75	749.6875	389.9375	454.6875	466.09375	568.984375	309.015625	730.0625	571.6875	558.359375	503.40625	654.21875	703.4375	701.59375	386.328125
Naa16	111.515625	121.0	209.4375	124.109375	73.9765625	130.9765625	218.625	127.375	85.7421875	132.28125	171.5	169.40625	121.90625	231.125	201.1875	183.25	106.9765625
Naa20	2954.0	2456.0	2292.0	2500.0	1878.0	2476.0	2404.0	3082.0	1504.0	3426.0	2480.0	3154.0	2594.0	2256.0	3390.0	2942.0	2718.0
Naa25	1478.25	1466.375	1300.125	1426.125	1322.125	1441.1875	1530.0	1382.875	794.3125	1605.875	1637.125	1232.125	1641.75	1420.25	1389.75	1169.625	1287.0625
Naa30	922.25	1148.625	1182.25	1100.25	1035.4375	1243.125	843.875	1780.875	700.5625	1144.5	846.125	1129.375	1363.6875	868.625	1439.0	1234.75	1406.0
Naa35	348.1919642857143	409.13169642857144	291.93080357142856	253.77678571428572	364.24776785714283	396.40234375	362.89732142857144	344.73995535714283	254.84040178571428	254.63392857142858	348.09375	348.30357142857144	320.02232142857144	305.0513392857143	287.2455357142857	375.0580357142857	440.1171875
Naa38	5156.0	5616.0	6832.0	5972.0	8392.0	6968.0	3532.0	4548.0	10336.0	5852.0	4800.0	5308.0	2782.0	5008.0	6128.0	5820.0	8036.0
Naa40	652.9166666666666	426.2083333333333	331.9791666666667	231.5	230.95833333333334	336.5	1060.1666666666667	476.7291666666667	177.625	237.99479166666666	662.0	472.5	977.1666666666666	697.125	580.6666666666666	405.5833333333333	283.8333333333333
Naa50	1736.0	1337.8333333333333	1303.0	1271.5	963.8333333333334	1239.8333333333333	1595.3333333333333	1963.3333333333333	818.1666666666666	1621.6666666666667	1429.8333333333333	1819.0	1804.3333333333333	1267.0	1941.3333333333333	2185.5	1340.5
Naa60	677.5	877.0	884.0	359.25	889.0	737.5	710.5	487.25	1051.0	277.0	814.0	732.0	407.5	629.5	579.0	647.5	991.0
Naaa	153.8125	188.9375	168.29166666666666	121.98958333333333	169.3125	111.54166666666667	132.13541666666666	93.61458333333333	172.625	119.53125	184.75	98.89583333333333	177.9375	185.10416666666666	84.0	92.44791666666667	135.58333333333334
Naalad2	111.0390625	62.421875	74.765625	144.765625	70.0625	53.767578125	56.45703125	62.203125	7.509765625	140.03125	117.390625	102.71875	89.3125	98.671875	45.376953125	123.34375	59.51953125
Naaladl1	19.1875	11.1640625	26.296875	12.15625	18.046875	17.15625	12.484375	16.796875	18.8125	52.5625	20.015625	12.7734375	13.3046875	23.34375	37.59375	46.1875	4.921875
Naaladl2	28.625	21.40625	91.8125	75.625	6.5703125	29.40625	30.046875	57.21875	16.484375	116.6875	12.0	43.9375	15.046875	15.6171875	39.4375	68.9375	2.658203125
Nab1	644.6354166666666	683.8359375	836.75	845.9375	493.46875	504.828125	722.2786458333334	773.2005208333334	432.6770833333333	628.0520833333334	540.75	541.4322916666666	772.5833333333334	339.0989583333333	602.7109375	768.2395833333334	597.7916666666666
Nab2	211.75	137.125	154.0	250.5	147.125	157.375	106.5	104.9375	170.125	94.875	136.5	177.875	141.25	281.25	156.125	137.625	229.625
Nabp1	145.53255208333334	120.44921875	121.23307291666667	180.0625	87.64518229166667	134.08658854166666	172.02604166666666	168.75520833333334	103.984375	233.01041666666666	186.18489583333334	242.99544270833334	135.74251302083334	162.72916666666666	161.87369791666666	175.97916666666666	142.296875
Nabp2	44.28125	14.4609375	89.1875	8.71875	155.375	12.2890625	45.09375	60.5	172.375	7.46875	12.96875	5.65625	15.0859375	28.265625	8.9921875	18.640625	47.5625
Naca	2729.0	2514.5	2453.5	1840.0	2681.0	2502.0	2573.0	2095.5	3083.0	2424.0	2377.0	2439.0	1981.0	1958.0	3223.0	2872.0	3066.0
Nacad	104.0625	107.71875	89.5625	88.375	108.5	80.03125	41.1015625	89.75	179.375	131.65625	102.4375	90.1875	111.46875	96.09375	112.40625	73.75	88.984375
Nacc1	32.7265625	31.385416666666668	34.557291666666664	34.6640625	36.221354166666664	58.5390625	40.213541666666664	21.51171875	57.479166666666664	52.510416666666664	23.322916666666668	32.921875	41.1875	40.203125	104.36458333333333	45.760416666666664	42.522135416666664
Nacc2	211.28076171875	131.3564453125	216.419921875	200.0341796875	160.64453125	213.037109375	148.879150390625	144.6376953125	219.66796875	187.611328125	135.1640625	139.4306640625	180.65625	169.337890625	193.4609375	170.26953125	121.1025390625
Nadk	855.5	721.9375	744.3125	716.9375	784.875	817.125	861.5	618.375	701.625	711.3125	663.9375	771.5625	625.0	578.34375	480.84375	764.1875	835.0625
Nadk2	120.671875	131.234375	152.0390625	88.5234375	86.2265625	119.71875	112.1484375	138.890625	105.34375	150.734375	140.515625	146.328125	148.953125	137.640625	161.0859375	125.5625	113.625
Nadsyn1	92.0	71.5	116.5625	143.875	122.3125	75.8125	100.5625	89.8125	140.125	97.125	137.375	94.5625	78.0	97.0	84.3125	10.9296875	121.1875
Nae1	4384.0	4988.0	3638.0	3594.0	3256.0	3916.0	4308.0	5336.0	1995.0	4724.0	3860.0	5232.0	5436.0	4090.0	5416.0	4780.0	4900.0
Naf1	1727.0	2218.0	1379.0	952.5	1362.0	2142.0	1747.0	2496.0	1117.0	998.5	1637.0	1808.0	2007.0	1671.0	2282.0	1941.0	2198.0
Naga	110.625	48.84375	72.5	45.25	119.6875	179.0	28.25	23.921875	87.8125	28.6875	119.5625	90.375	31.71875	123.875	37.90625	23.9375	33.5
Nagk	474.8125	718.9375	637.0	807.0625	916.0	768.65625	507.15625	578.0	1375.0625	807.0625	690.6875	473.53125	628.8125	589.625	516.125	566.59375	754.875
Naglu	104.8125	125.8125	107.4375	70.875	127.875	89.9375	74.875	101.625	230.25	18.328125	114.125	63.25	115.9375	108.0	102.8125	60.75	120.8125
Nagpa	147.359375	167.59375	107.21875	69.296875	202.15625	105.03125	159.3125	43.0078125	209.9375	41.1328125	94.4453125	142.0	126.59375	68.6796875	104.75	69.0703125	115.1875
Nags	79.5625	96.625	143.625	204.375	162.125	95.0	121.0	89.5625	113.0	98.6875	106.5625	78.9375	92.6875	62.6875	86.3125	93.8125	45.0625
Naif1	108.9375	49.783203125	34.72265625	16.888671875	82.63671875	59.875	51.1171875	8.53125	55.53125	55.03125	55.734375	59.9453125	50.234375	68.6484375	6.439453125	83.875	41.43359375
Naip1	41.5625	53.625	44.3125	10.0390625	71.1875	41.375	11.109375	44.71875	10.2421875	38.5	102.0625	48.5	75.1875	70.8125	43.3125	45.03125	48.375
Naip2	2.216796875	19.09375	74.8125	7.12890625	22.890625	15.953125	16.25	38.625	5.6796875	38.1875	7.390625	11.6953125	7.09765625	10.03125	35.03125	5.7578125	27.0
Naip5	23.375	49.21875	53.96875	56.46875	29.0	55.4375	79.5	57.34375	10.6484375	79.6875	86.5	76.125	88.1875	67.375	158.125	26.546875	72.0
Naip7	249.0	162.875	204.25	199.375	137.0	271.75	152.0	157.75	234.0	224.875	354.0	181.125	252.0	209.875	181.0	139.875	177.125
Nalcn	2066.125	2078.25	2228.625	2560.0	1493.625	1853.25	1782.5	2774.0	1483.625	2478.25	2320.75	2262.5	2309.625	2057.375	2449.375	2597.75	1836.875
Nampt	895.9518229166666	931.1458333333334	853.7942708333334	829.3541666666666	702.0078125	967.7760416666666	1152.0130208333333	1075.4602864583333	458.1861979166667	1057.9270833333333	965.0833333333334	1003.279296875	1216.5182291666667	805.56640625	1396.1197916666667	1125.1302083333333	970.7174479166666
Nanog	6.52734375	18.625	4.17578125	9.3359375	8.8203125	7.11328125	2.49609375	9.609375	35.28125	8.21875	12.421875	5.30078125	6.09375	5.484375	4.03125	6.15625	6.27734375
Nanos1	234.40625	190.34765625	215.578125	197.1875	245.375	297.890625	224.984375	260.96875	339.625	232.046875	331.46875	283.75	199.5	309.8125	356.90625	244.140625	260.3125
Nanp	1742.0	1859.0	1891.0	1393.0	1632.0	1561.0	1708.0	2296.0	1319.0	1743.0	2007.0	1872.0	1858.0	2418.0	2810.0	2516.0	1796.0
Nans	145.625	118.046875	96.921875	156.0	139.59375	163.78125	73.2734375	113.484375	105.875	169.03125	118.375	60.5078125	75.4921875	95.9453125	97.4375	53.921875	121.09375
Nap1l1	1747.232142857143	2097.808035714286	1529.375	1877.2857142857142	1803.5558035714287	2051.0245535714284	1813.4285714285713	2496.214285714286	1596.7957589285713	2308.2410714285716	1881.5357142857142	1991.3035714285713	2573.6785714285716	1923.25	1879.0892857142858	1986.5	1955.021205357143
Nap1l2	5088.0	4996.0	2940.0	5772.0	2368.0	4252.0	4824.0	6656.0	1371.0	6148.0	3896.0	6324.0	7140.0	3892.0	5024.0	6244.0	4504.0
Nap1l3	803.0	950.0	762.5	1066.0	413.0	478.0	655.0	1345.0	211.375	1110.0	804.5	1151.0	1072.0	940.0	884.5	951.5	885.5
Nap1l4	3234.0	2722.0	2506.0	2096.0	2418.0	2554.0	2822.0	3200.0	2294.0	1732.0	2198.0	2814.0	2378.0	1701.0	3048.0	2480.0	3070.0
Nap1l5	8960.0	8848.0	7356.0	7784.0	5364.0	10408.0	8736.0	11584.0	4624.0	9112.0	8164.0	9176.0	14232.0	6680.0	10536.0	9272.0	6620.0
Napa	1868.25	1636.0	2353.5	1356.375	3036.0	1995.0	1474.25	1408.75	3441.5	1031.875	1593.0	1407.5	1427.25	2087.25	1533.125	1167.375	2223.0
Napb	2156.8317057291665	2687.0833333333335	2462.40625	3686.7591145833335	2113.625	1871.62109375	2133.25048828125	2404.6197916666665	1620.2552083333333	3794.9544270833335	2457.24609375	2334.1009114583335	2579.1705729166665	2250.7669270833335	1858.3151041666667	2350.453125	2025.2721354166667
Napepld	352.25	416.5	206.125	48.96875	490.25	310.25	362.0	238.875	307.0	178.875	311.75	385.25	209.625	244.375	324.75	329.25	317.25
Napg	1689.3528645833333	1841.9791666666667	1121.9166666666667	1587.921875	1432.6354166666667	1411.3333333333333	1621.09375	1592.5	997.9947916666666	1720.0	1354.5208333333333	1683.3333333333333	1955.6458333333333	1358.25	1404.2916666666667	1435.2291666666667	1712.9166666666667
Naprt	151.125	122.125	123.625	72.0	168.25	166.375	114.875	95.25	349.75	51.0	62.3125	124.5	93.9375	172.875	153.875	108.25	116.0625
Napsa	36.482421875	41.482421875	81.59375	27.57421875	66.8984375	52.943359375	41.5263671875	33.5634765625	36.1875	47.94921875	39.66796875	40.9208984375	40.935546875	24.81640625	65.904296875	62.419921875	40.7939453125
Narf	85.83333333333333	100.64583333333333	108.25	116.10416666666667	93.10416666666667	156.29166666666666	71.85416666666667	63.041666666666664	65.11458333333333	99.51041666666667	71.625	61.395833333333336	56.552083333333336	54.708333333333336	70.47395833333333	44.567708333333336	89.22916666666667
Narfl	3300.0	2588.0	3528.0	2804.0	5308.0	3364.0	3006.0	2492.0	7068.0	2450.0	2322.0	3068.0	2194.0	2310.0	3102.0	2850.0	3052.0
Nars	7822.75	6436.25	5491.625	8121.75	6709.75	7632.0	7839.5	6746.75	6018.5	8999.0	6075.75	6914.25	7905.5	6632.25	7083.25	8179.0	6187.5
Nars2	311.34375	286.625	239.75	389.875	261.8125	266.0	297.75	357.765625	216.578125	521.34375	285.59375	281.1875	327.359375	251.8125	189.90625	290.9375	280.546875
Nasp	53.0109375	69.272265625	76.06484375	78.96015625	76.2078125	60.73203125	84.49296875	72.12109375	56.0046875	60.120703125	77.94140625	71.521484375	68.38671875	84.85	84.31640625	100.933203125	80.419921875
Nat1	106.0625	85.6875	141.375	63.8125	46.34375	46.96875	63.0625	87.8125	84.5	47.90625	97.9375	104.875	68.125	44.78125	126.75	27.375	87.75
Nat10	291.1953125	224.9208984375	223.11328125	298.421875	323.8095703125	220.015625	368.6259765625	191.5703125	482.296875	258.00390625	242.37890625	241.984375	202.484375	222.375	190.5	195.14453125	186.8671875
Nat14	315.25	364.75	424.0	489.75	435.5	519.5	411.5	356.0	398.0	461.25	245.125	386.25	317.0	481.25	449.0	403.25	429.0
Nat2	56.75	45.5	81.9375	4.3828125	7.16796875	16.078125	78.8125	18.953125	26.265625	14.0	9.9296875	25.140625	34.0	4.8359375	46.28125	11.65625	23.859375
Nat3	34.8125	16.296875	6.77734375	90.25	43.875	35.8125	38.65625	44.03125	56.46875	46.5625	40.71875	27.234375	26.03125	17.90625	17.96875	44.75	21.953125
Nat6	205.46875	172.21875	257.125	273.46875	234.4375	206.0	144.71875	144.21875	307.9375	214.46875	177.0	112.21875	173.6875	212.15625	180.34375	155.71875	167.15625
Nat8	350.25	135.75	169.25	280.5	247.25	344.25	269.25	244.0	349.25	167.0	216.125	160.5	178.0	231.5	267.75	266.5	180.75
Nat8f1	604.90625	520.25	457.1875	453.125	498.40625	684.8125	480.0	423.9375	447.84375	442.8125	439.125	517.5625	507.0625	489.8125	422.8125	449.5625	546.0625
Nat8f2	42.036458333333336	29.166666666666668	43.8515625	57.268229166666664	57.640625	40.587890625	47.369791666666664	46.604166666666664	45.126302083333336	73.15104166666667	57.684895833333336	41.774739583333336	20.640625	71.96614583333333	45.205078125	47.613932291666664	50.309895833333336
Nat8f3	70.90625	64.65625	74.265625	43.890625	28.63671875	43.5361328125	58.28125	83.4765625	56.578125	52.24609375	46.919921875	61.8046875	111.38671875	84.3125	63.640625	88.9453125	32.361328125
Nat8f4	69.640625	57.0625	74.23958333333333	23.348958333333332	65.359375	112.73958333333333	83.40625	67.26041666666667	72.38020833333333	31.526041666666668	98.79166666666667	66.05729166666667	100.0625	60.473958333333336	64.4375	77.73958333333333	68.44270833333333
Nat8f5	89.4375	27.0	5.0078125	25.671875	93.25	88.375	56.4375	47.53125	33.8125	39.03125	96.0	150.875	90.25	88.0	36.34375	121.9375	39.09375
Nat8f6	3.90234375	3.86328125	18.578125	12.75	3.763671875	31.75	8.828125	34.625	4.51953125	48.84375	9.515625	7.296875	5.0625	7.546875	17.6875	4.56640625	8.578125
Nat8l	4442.75	3761.75	4550.0	7157.5	4358.0	4153.25	3366.5	3803.25	4265.0	5467.5	3184.0	3222.25	3708.0	4760.25	4708.0	4450.5	4066.25
Nat9	67.1875	55.1875	68.8125	121.9375	124.4375	39.90625	28.453125	39.6875	178.0	84.1875	24.578125	40.15625	15.6015625	25.1875	78.875	13.6015625	92.5
Natd1	957.5	814.5	946.5	898.5	1132.0	936.5	889.0	663.0	1316.0	858.5	953.0	896.5	695.5	756.0	688.0	674.0	1033.0
Nav1	527.7421875	756.06640625	607.7265625	692.859375	811.296875	727.6875	693.140625	634.4375	737.984375	652.4375	940.0390625	557.640625	777.90625	785.8046875	470.0703125	633.125	601.140625
Nav2	209.6884765625	188.6484375	192.51953125	119.681640625	189.05859375	177.816162109375	244.08154296875	192.03515625	188.87890625	126.279296875	204.091796875	134.0302734375	228.7109375	177.607421875	140.6953125	191.4697265625	174.6494140625
Nav3	496.2083333333333	522.1770833333334	411.71875	782.5208333333334	422.4895833333333	606.421875	497.5208333333333	542.2916666666666	486.125	730.25	406.625	446.7291666666667	449.875	344.25	489.9166666666667	541.9166666666666	657.0833333333334
Nbas	404.48828125	248.40625	282.078125	253.03125	401.75	286.234375	312.59375	232.34375	444.0	186.6875	274.71875	226.0625	261.640625	209.625	292.09375	282.171875	312.28125
Nbea	17376.0	18368.0	14400.0	9504.0	16992.0	17888.0	19056.0	17296.0	10416.0	12896.0	17472.0	19312.0	19472.0	18512.0	17600.0	20416.0	15776.0
Nbeal1	109.654296875	151.1484375	151.734375	193.9453125	75.23046875	111.171875	196.04296875	276.26171875	54.47265625	258.15625	208.33203125	241.98828125	192.1640625	212.0078125	205.578125	199.7890625	101.427734375
Nbeal2	45.15234375	61.609375	149.15625	60.328125	113.71875	69.40625	70.84375	53.03125	60.1328125	161.0	63.39453125	69.6171875	114.375	71.234375	107.84375	57.92578125	68.4375
Nbl1	54.0625	8.6171875	10.2734375	122.1875	112.5625	66.3125	14.1640625	7.90234375	34.9375	117.5625	21.515625	11.015625	25.34375	9.796875	19.625	20.890625	33.125
Nbn	341.5	358.0	240.125	340.75	278.0	341.0	314.0	360.75	269.5	337.75	298.0	329.25	413.75	246.75	282.75	308.5	353.0
Nbr1	6477.8125	5895.953125	3432.5625	3095.15625	5765.47265625	5562.19921875	7203.328125	5519.3671875	5623.6875	4395.015625	5517.53125	6473.3642578125	8031.5703125	5255.25	5926.111328125	6045.25	5187.462890625
Ncald	1370.1666666666667	1562.7916666666667	1148.1666666666667	507.3125	2128.0416666666665	1764.1041666666667	1224.6770833333333	1253.25	1294.9895833333333	451.4075520833333	1178.0833333333333	1388.2291666666667	1663.4583333333333	819.7916666666666	1061.1666666666667	1138.125	1879.3229166666667
Ncam1	2782.936104910714	2767.1160714285716	2798.1037946428573	1287.5753348214287	2613.926339285714	2774.6104910714284	2965.321707589286	2556.6383928571427	2731.3244977678573	1336.2391183035713	2566.050223214286	2773.514229910714	3075.870535714286	2425.463448660714	2716.1969866071427	2978.59765625	2698.50390625
Ncam2	351.4075520833333	357.2734375	473.375	140.15364583333334	358.1770833333333	287.3736979166667	376.05078125	503.296875	281.7252604166667	106.001953125	427.125	406.2044270833333	373.0846354166667	467.28125	359.6640625	491.28125	370.4524739583333
Ncan	207.375	332.9166666666667	386.1875	417.875	526.5833333333334	321.8333333333333	185.83333333333334	333.625	466.0	303.5416666666667	171.25	173.98958333333334	298.4166666666667	273.375	269.3333333333333	251.64583333333334	355.9583333333333
Ncapd2	303.828125	285.3125	277.34375	260.640625	244.1875	122.625	211.6875	275.40625	217.1875	200.45703125	145.859375	153.3818359375	176.453125	183.5	235.6875	221.5234375	177.625
Ncapd3	745.5364583333334	1090.8072916666667	640.2057291666666	702.5416666666666	775.4453125	795.5208333333334	910.9375	1085.2591145833333	810.59375	876.5833333333334	961.5208333333334	843.4427083333334	1160.8802083333333	961.25	863.7864583333334	876.3958333333334	939.1875
Ncapg	3.111328125	5.208984375	11.7099609375	7.1494140625	30.09375	7.9638671875	6.7197265625	6.56640625	25.376953125	8.4892578125	21.85546875	5.7841796875	14.3125	4.734375	8.67578125	6.517578125	9.1015625
Ncapg2	124.375	141.75	160.125	198.625	90.5625	94.375	115.9375	124.5	111.5625	234.25	125.6875	183.25	141.375	146.375	147.5	151.5	127.625
Ncaph	97.78125	86.546875	104.25	64.75	117.109375	115.53125	103.78125	110.84375	162.8125	79.21484375	118.28125	100.40625	101.984375	131.4375	104.765625	72.1328125	89.4375
Ncaph2	1110.8125	1041.84375	1147.59375	1279.5078125	1208.296875	1058.984375	927.953125	861.0625	1505.5	1084.65625	1106.5625	1056.765625	866.0625	921.5078125	904.0546875	1033.5546875	951.421875
Ncbp1	1260.0	1393.0	1343.0	1212.0	1718.0	1656.0	1408.0	1167.0	1411.0	1360.0	1249.0	1174.0	1382.0	1121.0	1279.0	1085.0	1361.0
Ncbp2	1731.0833333333333	1668.8125	1270.8333333333333	1594.3541666666667	1206.0833333333333	1338.6666666666667	1629.9375	1396.3541666666667	1321.9375	1990.5625	1866.4583333333333	1605.2083333333333	1438.75	2122.2916666666665	1375.0	1544.625	1366.2291666666667
Ncbp3	303.46875	292.90625	412.671875	177.328125	185.5625	262.34765625	455.2265625	329.171875	158.06640625	179.5	519.3203125	478.7109375	313.328125	443.1171875	335.9921875	406.7109375	284.171875
Nccrp1	14.390625	9.90625	16.578125	13.5703125	5.0859375	20.40625	13.7109375	13.6171875	24.84375	8.6875	14.3984375	9.09375	8.9453125	22.9375	9.9609375	6.16015625	7.9765625
Ncdn	12995.0	12214.0	19768.0	14700.0	16122.0	10083.0	10884.5	9430.0	20412.0	9248.5	10779.0	10946.0	7579.0	12558.0	14498.0	10528.0	11220.0
Nceh1	713.3333333333334	743.2291666666666	1139.3958333333333	1889.5833333333333	601.4166666666666	565.375	724.5	669.4583333333334	885.9375	1958.875	601.34375	635.8958333333334	705.7916666666666	1219.8541666666667	797.25	945.3125	866.8958333333334
Ncf1	68.87109375	56.475260416666664	73.51822916666667	80.45572916666667	56.75	42.830729166666664	50.744791666666664	63.514322916666664	165.6875	59.842447916666664	58.658854166666664	53.205729166666664	43.729817708333336	78.60677083333333	75.84895833333333	40.145182291666664	23.020833333333332
Ncf2	32.53125	108.1875	87.5625	118.0	132.5	28.296875	99.375	114.5625	24.90625	157.0	128.125	66.0	130.25	136.75	59.84375	39.9375	99.75
Ncf4	66.4375	74.8125	76.1875	24.265625	45.21875	6.2265625	48.5625	48.875	68.0625	72.875	36.25	64.25	9.75	8.1328125	43.5	17.328125	6.84765625
Nck1	194.40625	245.25	161.0	106.01041666666667	199.78125	222.17708333333334	200.77083333333334	196.47916666666666	167.33333333333334	149.60416666666666	178.83333333333334	194.16666666666666	221.02083333333334	215.66666666666666	223.6875	230.85416666666666	188.73958333333334
Nck2	203.005859375	333.2994791666667	168.93489583333334	225.37890625	267.6927083333333	282.8815104166667	204.400390625	246.88932291666666	161.69270833333334	191.29427083333334	279.359375	244.98958333333334	349.453125	311.7708333333333	191.23697916666666	185.52376302083334	301.3424479166667
Nckap1	37216.0	30640.0	38304.0	37568.0	42176.0	32528.0	37056.0	28048.0	51360.0	35648.0	28848.0	31904.0	35520.0	36160.0	35680.0	37568.0	25776.0
Nckap1l	146.4375	116.15625	204.40625	129.03125	95.9609375	134.53125	82.734375	103.796875	184.6875	151.375	107.0	104.0	195.875	158.4375	163.78125	150.375	131.5
Nckap5	140.75	162.375	94.3125	194.75	175.375	211.0	126.25	208.0	185.5	259.0	241.0	169.25	171.375	335.75	144.75	160.5	140.125
Nckap5l	122.375	71.6875	166.375	153.25	156.0	106.1875	81.375	153.375	252.125	259.75	173.25	122.3125	141.375	174.25	151.25	118.0	119.8125
Nckap5los	40.09375	6.85546875	5.7265625	74.8125	55.21875	9.4453125	6.58984375	15.359375	11.828125	18.015625	15.28125	21.140625	36.0	6.625	23.5625	8.921875	27.21875
Nckipsd	700.5	557.5	784.0	949.5	767.5	574.0	725.5	590.5	942.0	751.0	1011.5	690.5	740.5	904.0	741.5	594.5	666.0
Ncl	249.1	228.5875	312.0125	235.275	203.3625	222.9	188.75	264.36875	224.65	214.6875	308.2375	230.909375	263.475	307.6875	221.6921875	300.784375	252.1
Ncln	66.0625	40.28125	106.5	65.25	51.0625	38.46875	70.0	73.375	17.5625	162.625	56.875	94.875	67.25	43.28125	57.78125	55.5	52.90625
Ncmap	23.984375	10.03125	25.484375	15.5625	11.8046875	18.9375	15.234375	19.5625	30.765625	9.140625	25.859375	60.53125	22.078125	22.0625	6.31640625	7.81640625	11.625
Ncoa1	2798.4479166666665	2400.625	2183.5416666666665	2067.25	2034.828125	2140.2005208333335	2997.859375	2226.15625	1524.3385416666667	1851.6979166666667	2501.8125	2357.96875	2576.9427083333335	2394.75	2225.3645833333335	2328.765625	1964.9270833333333
