	GSM1131558	GSM1131556	GSM1131561	GSM1131559	GSM1131560	GSM1131562	GSM1131555	GSM1131557
Nms	6.08984375	6.05859375	6.09375	6.16796875	6.19921875	5.95703125	6.03515625	6.0703125
Pdcl3	8.9765625	8.890625	9.078125	8.9921875	8.890625	8.8203125	8.8515625	8.8828125
Npas2	7.32421875	7.16015625	7.26953125	7.3125	7.0390625	7.03515625	6.88671875	7.29296875
Rpl31-ps12///Rpl31///Clpb	10.328125	10.8046875	11.2265625	11.0234375	11.21875	11.25	11.1328125	10.5234375
NA	8.2734375	8.203125	8.3359375	8.09375	8.5234375	8.1953125	8.5859375	8.3671875
Cnot11	9.53125	9.484375	9.6640625	9.7734375	9.578125	9.5703125	9.5703125	9.6484375
Map4k4	7.62109375	7.49609375	7.96484375	7.60546875	7.80078125	7.91015625	7.4375	7.54296875
Il1r2	5.6875	5.515625	5.73828125	5.39453125	5.79296875	5.74609375	5.625	5.95703125
Il1r1	9.8984375	9.890625	9.3515625	9.7578125	9.765625	9.875	9.40625	10.0625
Il1rl2	5.0390625	5.296875	5.0859375	5.15234375	5.0625	5.2578125	4.9375	4.9609375
Il1rl1	5.69921875	5.34765625	5.53125	5.4921875	5.59765625	5.5390625	5.671875	5.58203125
Il18r1	5.56640625	5.4296875	5.328125	5.61328125	5.66015625	5.5546875	5.45703125	5.484375
Il18rap	5.5	5.4140625	5.375	5.58203125	5.6328125	5.54296875	5.45703125	5.47265625
Slc9a4	6.13671875	5.890625	5.60546875	5.63671875	5.92578125	5.76171875	5.8671875	5.875
Slc9a2	5.5	5.53125	5.78515625	5.6015625	6.06640625	5.79296875	5.55859375	5.96484375
Tmem182	6.6875	6.4921875	6.4375	6.40234375	6.7265625	6.65234375	6.59765625	6.8125
NA	5.26171875	5.328125	5.35546875	4.69921875	4.82421875	5.1484375	4.56640625	4.51171875
Gm9915	5.578125	5.67578125	5.5078125	5.38671875	5.6796875	5.55859375	5.55078125	5.578125
Pou3f3	7.0703125	7.03125	7.0859375	7.015625	7.3828125	6.99609375	7.0390625	7.1796875
Mrps9	7.796875	7.87109375	8.203125	7.91796875	8.0859375	7.984375	8.0390625	7.90234375
Gpr45	6.01171875	5.984375	5.98046875	5.72265625	6.07421875	5.96875	5.97265625	6.0703125
8430432A02Rik	6.22265625	6.0703125	6.125	6.16015625	6.38671875	6.1171875	6.171875	6.359375
AI597479	8.1796875	8.1875	7.95703125	8.0859375	7.91015625	7.91796875	8.0703125	8.25
LOC102640295///Gm8580///Gm13213///4931440P22Rik///Rpl29	12.6640625	12.8046875	12.796875	12.9296875	12.8359375	12.7421875	12.8984375	12.75
NA	5.65234375	5.25390625	5.23828125	5.09765625	4.609375	5.1328125	5.125	5.1796875
Nck2	6.76953125	7.01171875	7.3203125	7.13671875	7.0859375	7.125	7.1875	7.2109375
1500015O10Rik	6.7421875	6.69140625	6.67578125	6.49609375	6.75390625	6.84375	6.46484375	6.5859375
NA	8.3671875	8.3203125	8.3515625	8.6640625	8.46875	8.4453125	8.4765625	8.390625
NA	5.52734375	5.359375	5.5625	5.42578125	5.87109375	5.734375	5.76953125	5.74609375
Tpp2	10.0234375	9.9140625	10.046875	10.0234375	9.8515625	10.2109375	9.8046875	10.0859375
Bivm	8.3984375	8.359375	8.328125	8.5	8.171875	8.3515625	8.59375	8.3125
Ercc5	8.953125	8.7109375	8.8125	8.671875	8.8125	8.9609375	8.78125	8.8359375
Gulp1	4.59375	4.54296875	4.66015625	4.75	4.42578125	4.41015625	4.70703125	4.78515625
Col3a1	7.5625	7.5703125	7.57421875	7.66796875	7.69921875	7.7265625	7.57421875	7.62890625
NA	3.87890625	4.34765625	3.900390625	3.83203125	4.1796875	3.9140625	4.0859375	4.078125
NA	5.6796875	5.94921875	6.0078125	6.00390625	6.11328125	6.12890625	6.2734375	6.07421875
NA	7.171875	7.13671875	7.140625	7.11328125	7.15625	7.1640625	7.1796875	7.34375
Wdr75	9.53125	9.546875	9.421875	9.46875	9.21875	9.546875	9.5546875	9.6015625
NA	5.796875	5.8828125	5.6328125	5.5546875	5.85546875	5.80078125	5.76171875	5.80078125
Rpl23a	10.296875	10.4609375	10.9765625	10.734375	10.890625	10.90625	10.875	10.375
Dnah7b	4.234375	4.37109375	4.1796875	3.9609375	4.3828125	4.30859375	4.23828125	4.19921875
Dnah7b	5.984375	5.65625	6.28515625	5.46484375	6.24609375	5.8125	5.6796875	5.84765625
NA	7.67578125	7.5	7.859375	7.13671875	7.84375	7.46484375	7.44140625	7.40625
Dnah7c	5.15234375	4.96484375	5.1640625	5.01171875	5.15625	5.0703125	5.10546875	5.125
NA	6.94921875	6.91015625	7.08203125	6.74609375	6.8671875	6.9140625	6.9453125	7.05078125
NA	4.7109375	4.80859375	4.65625	4.8515625	5.15234375	5.05078125	4.68359375	4.875
NA	4.3125	4.09375	4.25	4.25	4.26953125	4.203125	4.23046875	4.4375
NA	6.41796875	6.5390625	6.43359375	6.42578125	6.77734375	6.6328125	6.4609375	6.48046875
Tmeff2	6.15234375	5.98828125	5.6328125	5.7734375	5.73828125	5.58984375	5.73046875	6.0859375
Sdpr	6.81640625	6.85546875	7.30859375	7.04296875	6.9765625	7.16015625	7.23046875	7.15625
Stat4	5.84375	5.984375	5.66015625	6.07421875	5.890625	5.765625	5.859375	6.015625
Stat1	10.53125	10.6171875	10.0625	10.84375	10.359375	10.46875	10.609375	10.25
NA	8.1484375	8.125	8.65625	7.6015625	7.85546875	8.71875	8.7109375	7.3671875
Tmem194b	6.796875	6.8515625	6.625	6.46484375	6.51953125	6.69921875	6.53125	6.69140625
Hibch	9.8515625	9.9609375	10.2265625	10.171875	10.25	10.328125	10.25	9.6875
Mstn	4.5078125	4.50390625	4.5390625	4.63671875	4.6015625	4.4453125	4.640625	4.69140625
Ormdl1	8.609375	8.7578125	8.4296875	8.9765625	8.1328125	8.1953125	8.6328125	8.296875
Osgepl1	8.828125	9.125	9.171875	9.2265625	8.90625	8.953125	9.2265625	8.8203125
Ccdc150	4.94921875	4.76953125	5.0078125	4.5078125	4.80859375	4.73828125	4.87109375	4.84375
Coq10b	9.2890625	9.3203125	9.234375	9.53125	9.40625	9.296875	9.484375	9.3203125
Hspe1	11.3359375	11.5859375	12.296875	11.9375	12.1640625	12.2109375	11.984375	11.5546875
Mob4	9.28125	9.421875	9.5859375	9.515625	9.2734375	9.53125	9.5625	9.15625
Gm10561	4.5625	4.45703125	4.2109375	4.23828125	4.57421875	4.45703125	4.8203125	4.62109375
Mars2	8.6171875	8.6328125	8.7578125	8.859375	8.78125	8.625	8.734375	9.0078125
NA	6.94921875	7.3359375	7.4453125	7.58203125	7.2734375	7.51171875	7.375	6.8046875
Plcl1	6.31640625	6.34765625	6.40625	6.53515625	6.4296875	6.26953125	6.4296875	6.39453125
1700066M21Rik	8.296875	8.25	8.1640625	8.2421875	8.328125	7.953125	7.94921875	8.25
9430016H08Rik	8.171875	8.2890625	8.0078125	8.2109375	7.75390625	7.84375	8.5	8.0625
Spats2l	6.97265625	6.984375	7.09765625	7.07421875	7.0078125	6.8515625	7.1640625	6.97265625
Sgol2a	5.8125	6.26171875	5.58203125	5.90234375	5.5390625	5.51953125	5.87890625	5.828125
Aox1	11.1875	11.09375	10.875	10.8828125	10.890625	11.0625	10.890625	11.1875
Aox3	12.5234375	12.703125	11.4765625	12.484375	11.546875	12.1953125	11.7578125	12.5703125
Aox4	5.96484375	5.95703125	5.97265625	5.8359375	6.01171875	6.015625	6.08203125	6.109375
Aox2	6.046875	6.1328125	5.92578125	5.97265625	6.109375	6.1484375	6.12890625	6.23828125
Bzw1	11.234375	11.2734375	11.421875	11.453125	11.265625	11.265625	11.375	11.21875
Nif3l1	10.1171875	10.4609375	10.0546875	10.5234375	9.953125	9.9765625	10.5	10.3828125
Ndufb3	8.65625	8.7734375	8.4140625	8.7890625	8.2734375	8.3046875	8.625	8.7109375
Cbx3	9.34375	9.203125	9.6328125	9.4453125	9.34375	9.4140625	9.25	9.140625
Cflar	9.9609375	9.796875	9.6640625	9.7265625	9.6875	9.8125	9.671875	9.890625
Cflar	8.2578125	8.25	8.265625	8.2109375	8.03125	8.2890625	7.9609375	8.4609375
Casp8	11.875	12.0625	11.5	12	11.4921875	11.5234375	12.0625	11.75
Stradb	10.5546875	10.546875	10.546875	10.53125	10.2578125	10.375	10.578125	10.640625
G730003C15Rik	7.20703125	7.1015625	7.25390625	7.1171875	7.5	7.1953125	7.109375	7.16796875
Cdk15	5.43359375	5.25	5.1875	5.08984375	5.4765625	5.3359375	5.3828125	5.37109375
Fzd7	9.7109375	9.625	9.8984375	10.0390625	9.4921875	9.7109375	9.5234375	10.0078125
Gm973	5.73828125	5.73046875	5.734375	5.63671875	5.94140625	5.71875	5.72265625	5.859375
Nop58	8.984375	8.84375	9.3046875	9.3515625	9.09375	9.4140625	8.765625	9.1328125
Bmpr2	11.1953125	11.078125	10.7734375	10.9296875	10.8359375	10.953125	10.8828125	11.0625
Fam117b	8.984375	8.9609375	8.6484375	8.921875	8.6171875	8.4765625	8.734375	9.1484375
Carf	7.421875	7.296875	7.24609375	7.2421875	7.0859375	7.49609375	7.48046875	7.40234375
Nbeal1	9.4296875	9.2421875	9.234375	9.1328125	9.0703125	9.3828125	8.875	9.2265625
Nbeal1	9.8515625	9.5859375	9.578125	9.6015625	9.359375	9.5546875	9.28125	9.5703125
Cyp20a1	8.96875	9.203125	9.765625	9.359375	9.53125	9.609375	9.4765625	9.3125
NA	5.24609375	5.09375	5.23046875	4.94921875	5.66015625	4.9609375	5.0859375	5.16015625
Abi2	7.7265625	7.53125	7.7265625	7.69140625	7.54296875	7.6015625	7.7578125	7.78125
Eif4a1	12.859375	12.9375	12.796875	12.9296875	12.734375	12.7890625	12.9375	12.8125
Cd28	5.4140625	5.61328125	5.47265625	5.203125	5.5859375	5.84375	5.6328125	5.55859375
Ctla4	5.58203125	5.72265625	5.47265625	5.546875	5.78125	5.5859375	5.5859375	5.9296875
Icos	6.921875	7.16015625	7.01171875	7.17578125	6.7265625	7.1640625	7.203125	7.0390625
Rpl17///Hk1	10.3125	10.59375	10.6953125	10.7421875	10.640625	10.625	10.8203125	10.40625
Pard3b	7.234375	7.27734375	6.94921875	7.078125	7.09375	7.0703125	6.82421875	7.38671875
Pard3b	7.296875	6.90625	6.8671875	7.0390625	6.8046875	6.73046875	6.6796875	7.33203125
NA	7.609375	7.86328125	7.94140625	7.875	7.7890625	7.99609375	8.0546875	7.79296875
Nrp2	8.15625	8.125	8.28125	8.3359375	7.85546875	8.1796875	8.140625	8.1875
Eef1b2	11.1640625	11.4296875	11.421875	11.515625	11.421875	11.3828125	11.6796875	11.2890625
NA	5.953125	5.8828125	5.578125	5.29296875	5.59765625	5.97265625	5.79296875	5.765625
Snora41	4.81640625	4.6328125	5.21484375	4.92578125	5.0625	5.40625	4.65234375	5.1796875
Zdbf2	4.9453125	5.1796875	4.9140625	5.28515625	4.8515625	4.796875	4.9296875	4.8359375
Adam23	9.7890625	9.4921875	9.515625	9.4453125	9.2890625	9.4140625	9.3203125	9.3046875
Fastkd2	7.72265625	8.0859375	8	8.15625	7.78125	8.015625	8.2734375	7.76953125
NA	5.1171875	5.18359375	5.1953125	5.2109375	5.24609375	5.1171875	5.22265625	5.22265625
Gm13749	4.83984375	4.84375	4.8203125	4.8125	4.890625	4.90234375	4.7109375	4.7109375
NA	3.53515625	3.599609375	3.712890625	3.921875	3.78515625	3.705078125	3.98046875	3.78515625
Creb1	9.3125	9	9.0390625	9.09375	8.90625	9.0703125	8.9453125	9.0703125
Ccnyl1	8.09375	8.1015625	7.84375	8.125	7.3671875	7.93359375	8.0390625	7.71875
Pikfyve	8.71875	8.6484375	8.75	8.578125	8.5703125	8.9140625	8.328125	8.6015625
Pth2r	5.10546875	4.90234375	5.26171875	5.06640625	5.2890625	5.12890625	5.12890625	4.92578125
Crygf	5.32421875	5.23046875	5.32421875	5.2734375	5.41015625	5.3828125	5.4921875	5.578125
A730034C02///Map2	6.1328125	5.97265625	6.14453125	6.09375	5.9140625	5.953125	6.23828125	6.3515625
NA	4.34375	4.3203125	4.40234375	4.1953125	4.34375	4.2734375	4.43359375	4.3125
Unc80	5.890625	5.98828125	5.91015625	5.91796875	6.13671875	6.05078125	6.02734375	5.94140625
Unc80	6.08203125	6.08203125	5.9609375	5.9375	6.04296875	6.0078125	5.99609375	6.16015625
Rpe	9.3359375	9.65625	9.46875	9.484375	9.2265625	9.3359375	9.6796875	9.296875
NA	3.005859375	3.326171875	3.30078125	3.08984375	3.21875	3.0859375	3.21875	3.232421875
Cps1	13.984375	13.90625	13.9609375	13.7734375	13.96875	14.0078125	13.828125	13.859375
NA	4.8046875	4.60546875	4.74609375	4.68359375	4.90234375	4.7578125	4.58984375	5.0234375
Spag16	4.8828125	4.75	4.63671875	4.76953125	4.84375	4.7578125	4.75390625	4.7109375
NA	5.3515625	5.41796875	5.39453125	5.12890625	5.3046875	5.4765625	5.7265625	5.03125
Vwc2l	5.1328125	5.56640625	5.3828125	5.2890625	5.5703125	5.52734375	5.3359375	5.5
Atic	10.5234375	10.453125	10.6015625	10.6640625	10.328125	10.40625	10.59375	10.7578125
Apol7d	6.3984375	6.48046875	6.48828125	6.33984375	6.46875	6.53515625	6.46484375	6.47265625
NA	6.57421875	6.63671875	6.484375	6.59375	6.765625	6.4609375	6.3828125	6.921875
Rpl21	11.9609375	12.1796875	12.2109375	12.3046875	12.2578125	12.25	12.328125	11.9921875
NA	6.16015625	5.81640625	7.48828125	6.57421875	6.51953125	7.36328125	6.234375	6.05078125
NA	6.8046875	6.27734375	7.7265625	7.01171875	6.890625	7.8203125	6.35546875	6.44921875
NA	6.625	6.16796875	7.72265625	6.96484375	6.91015625	7.8203125	6.22265625	6.1953125
NA	6.8046875	6.27734375	7.7265625	7.01171875	6.890625	7.8203125	6.35546875	6.44921875
Tmem169	6.20703125	6.2890625	6.1640625	6.1171875	6.22265625	6.1875	6.16015625	6.3671875
Xrcc5	9.484375	9.2890625	9.671875	9.515625	9.28125	9.3671875	9.6484375	9.3046875
Smarcal1	8.625	8.625	8.546875	8.7734375	8.484375	8.453125	8.7578125	8.8515625
Mir682///Rpl37a	11.5546875	11.78125	11.953125	11.984375	12	11.8203125	11.9921875	11.765625
