gene_symbol	GSM1342752	GSM1342755	GSM1342757	GSM1342747	GSM1342753	GSM1342750	GSM1342744	GSM1342748	GSM1342745	GSM1342749	GSM1342751	GSM1342758	GSM1342746	GSM1342754	GSM1342759	GSM1342756
Atp8b3	4.7080078125	4.96484375	4.6787109375	4.8681640625	5.22265625	4.7978515625	4.6455078125	4.72265625	4.70703125	4.5888671875	4.7451171875	4.59375	4.5576171875	4.796875	4.5830078125	4.8798828125
Atp8b4	4.3447265625	4.3720703125	4.4248046875	4.6162109375	4.2314453125	4.4755859375	4.3193359375	4.4169921875	4.173828125	4.3603515625	4.4921875	4.1962890625	4.3876953125	4.7177734375	4.3896484375	4.2529296875
Atp9a	6.49609375	6.705729166666667	6.59375	6.69140625	6.62890625	6.60546875	6.498697916666667	6.649088541666667	6.625	6.6953125	6.748697916666667	6.613932291666667	6.448567708333333	6.6640625	6.598958333333333	6.524739583333333
Atp9b	5.661458333333333	5.6796875	5.8125	5.850911458333333	5.740885416666667	5.878255208333333	5.550130208333333	5.732421875	5.752604166666667	5.91015625	5.813151041666667	5.849609375	5.722005208333333	5.4609375	5.892578125	5.71875
Atpaf1	7.734375	7.548828125	7.708984375	7.642578125	7.482421875	7.462890625	7.564453125	7.62109375	7.53125	7.54296875	7.50390625	7.708984375	7.6015625	7.66796875	7.75	7.66015625
Atpaf2	7.47265625	7.609375	7.703125	7.70703125	7.671875	7.7109375	7.53125	7.69140625	7.6953125	7.7578125	7.734375	7.6875	7.77734375	7.734375	7.71484375	7.57421875
Atpif1	4.983723958333333	4.99609375	5.320963541666667	5.087890625	4.8828125	5.152994791666667	5.035807291666667	5.2578125	5.168619791666667	5.154296875	5.356119791666667	5.365234375	5.088541666666667	5.0546875	5.305989583333333	5.474609375
Atr	4.847005208333333	4.6484375	4.708333333333333	4.903645833333333	4.572265625	4.744791666666667	4.6953125	4.919921875	4.514973958333333	4.736979166666667	4.722005208333333	4.916015625	4.635416666666667	4.706380208333333	4.684895833333333	4.750651041666667
Atraid	10.53125	10.3984375	10.4453125	10.3828125	10.2734375	10.6015625	10.34375	10.3984375	10.484375	10.5390625	10.546875	10.484375	10.453125	10.5	10.4375	10.4375
Atrip	6.013671875	6.35546875	6.064453125	6.388671875	6.193359375	6.251953125	6.1640625	6.25390625	6.26171875	6.201171875	6.287109375	6.19140625	6.1640625	6.337890625	6.263671875	5.9921875
Atrn	6.67578125	6.740234375	6.802734375	6.9765625	7.01171875	6.6484375	6.65625	6.734375	6.87890625	6.701171875	6.646484375	6.6796875	6.775390625	6.798828125	6.8359375	6.73046875
Atrnl1	5.8056640625	5.6533203125	5.5068359375	5.7275390625	5.765625	5.7978515625	5.6552734375	5.783203125	5.6181640625	5.5361328125	5.7041015625	5.65625	5.68359375	5.564453125	5.810546875	5.587890625
Atrx	6.287109375	5.995535714285714	5.982142857142857	5.5234375	6.289341517857143	5.402064732142857	6.091517857142857	5.560267857142857	5.921316964285714	5.448939732142857	5.198939732142857	5.869419642857143	5.817801339285714	6.176618303571429	6.117466517857143	5.913783482142857
Atxn1	6.399088541666667	6.247395833333333	6.24609375	6.204427083333333	6.81640625	6.090494791666667	6.517578125	6.069661458333333	6.483072916666667	6.017578125	6.239583333333333	6.545572916666667	6.334635416666667	6.395182291666667	6.283203125	6.156901041666667
Atxn10	7.085611979166667	6.855794270833333	7.189453125	6.8759765625	6.8916015625	6.861653645833333	6.989908854166667	6.946614583333333	6.842122395833333	6.8349609375	7.005859375	7.270182291666667	6.848307291666667	6.900065104166667	7.199869791666667	7.141927083333333
Atxn1l	6.759114583333333	6.666666666666667	6.49609375	6.841145833333333	6.6796875	6.591145833333333	6.639322916666667	6.734375	6.70703125	6.759114583333333	6.65625	6.494791666666667	6.783854166666667	6.7109375	6.604166666666667	6.475260416666667
Atxn2	8.007161458333334	7.51171875	7.4765625	7.180338541666667	7.557291666666667	7.346354166666667	7.552734375	7.356770833333333	7.623697916666667	7.374348958333333	7.233723958333333	7.464192708333333	7.4296875	7.668619791666667	7.595703125	7.397786458333333
Atxn2l	7.5	7.318359375	7.43359375	7.376953125	7.330078125	7.453125	7.494140625	7.521484375	7.4296875	7.548828125	7.50390625	7.490234375	7.484375	7.38671875	7.443359375	7.46875
Atxn3	5.0849609375	4.5087890625	5.0341796875	4.9296875	4.3388671875	5.2294921875	5.2138671875	5.30078125	5.1240234375	5.2900390625	5.357421875	5.20703125	5.0830078125	4.7734375	5.0966796875	4.880859375
Atxn7	6.938802083333333	6.907552083333333	6.678385416666667	6.571614583333333	7.108072916666667	6.493489583333333	6.759114583333333	6.4296875	6.69921875	6.404947916666667	6.2421875	6.731770833333333	6.5625	6.955729166666667	6.68359375	6.701822916666667
Atxn7l1	6.01953125	5.578125	5.552734375	5.985677083333333	5.825520833333333	5.490885416666667	5.70703125	5.520833333333333	5.541015625	5.418619791666667	5.626953125	5.708984375	5.781901041666667	5.634114583333333	5.7109375	5.682942708333333
Atxn7l1os2	3.681640625	4.328125	4.23046875	4.015625	4.23046875	4.2578125	4.08984375	3.861328125	4.140625	3.677734375	4.1953125	3.830078125	4.04296875	3.97265625	3.982421875	4.1171875
Atxn7l2	5.88671875	5.68359375	5.7734375	5.6015625	5.8359375	5.8125	5.52734375	5.5234375	5.875	5.59765625	5.828125	5.78125	5.77734375	5.7578125	5.7109375	6.08203125
Atxn7l3	8.5078125	8.4921875	8.0234375	8.4453125	8.5859375	8.1875	8.25	8.296875	8.328125	8.2890625	8.203125	8.1171875	8.1484375	8.40625	8.296875	8.21875
Atxn7l3b	8.74140625	8.64453125	8.5796875	8.416015625	8.71328125	8.4328125	8.668359375	8.354296875	8.575	8.4828125	8.262109375	8.423828125	8.548046875	8.757421875	8.55	8.513671875
Auh	5.825520833333333	5.873697916666667	5.850260416666667	5.878255208333333	5.970703125	5.752604166666667	5.685546875	5.718098958333333	5.790364583333333	5.818359375	5.830078125	5.875	5.888671875	5.8359375	5.783203125	5.886067708333333
Aunip	4.58984375	4.2734375	4.46875	4.43359375	4.6484375	4.5703125	4.21484375	4.4296875	4.3359375	4.33203125	4.5390625	4.75	4.546875	4.125	4.5078125	4.5546875
Aup1	9.484375	9.6796875	9.5390625	9.6015625	9.6015625	9.6640625	9.4609375	9.546875	9.6171875	9.640625	9.6171875	9.5859375	9.6171875	9.640625	9.53125	9.578125
Aurka	3.6220703125	3.8203125	4.16796875	3.876953125	3.6982421875	3.6279296875	3.658203125	4.0400390625	3.7255859375	3.7197265625	4.45703125	4.525390625	3.9599609375	3.6845703125	3.9609375	4.328125
Aurkaip1	10.5625	10.6484375	10.59375	10.671875	10.5859375	10.6328125	10.65625	10.5625	10.7265625	10.53125	10.5546875	10.6015625	10.78125	10.6015625	10.5078125	10.5859375
Aurkb	2.7724609375	2.623046875	3.7265625	3.4296875	2.6474609375	3.0478515625	3.0595703125	3.6337890625	2.9560546875	3.4140625	4.0498046875	4.96484375	3.2998046875	2.7373046875	3.83203125	4.056640625
Aurkc	3.99609375	3.662109375	4.046875	3.759765625	3.689453125	3.830078125	3.736328125	3.658203125	3.84765625	3.78125	3.794921875	3.576171875	3.970703125	3.611328125	3.81640625	3.64453125
Auts2	3.76875	3.961328125	3.865234375	3.973046875	3.890625	3.96484375	3.809375	4.040625	3.886328125	3.86953125	4.01328125	3.8421875	3.784765625	3.758984375	3.8640625	3.79765625
Aven	7.57421875	7.5703125	7.6875	7.6875	7.69140625	7.66015625	7.6953125	7.4921875	7.57421875	7.609375	7.6484375	7.703125	7.84765625	7.6796875	7.61328125	7.63671875
Avil	5.06640625	5.2109375	5.046875	5.203125	5.08203125	5.453125	5.1171875	5.2109375	5.36328125	5.33984375	5.2265625	5.03515625	5.203125	5.15625	5.02734375	5.1328125
Avl9	4.35205078125	4.15478515625	4.16796875	4.18603515625	4.45263671875	4.18994140625	4.27001953125	4.0732421875	4.23974609375	4.12548828125	4.19091796875	4.1943359375	4.38671875	4.30517578125	4.2373046875	4.248046875
Avp	3.681640625	4.52734375	4.1875	4.37890625	4.09765625	4.26953125	4.171875	3.947265625	4.26171875	3.765625	4.18359375	3.982421875	4.1171875	3.736328125	4.046875	3.88671875
Avpi1	8.953125	9.2265625	9.4140625	9.6484375	8.9140625	9.9765625	9.359375	9.8828125	9.3359375	9.9453125	9.59375	9.390625	9.46875	9.40625	9.3515625	9.34375
Avpr1a	7.865234375	7.87890625	7.427734375	7.828125	8.10546875	7.958984375	7.822265625	7.78515625	7.9765625	7.83203125	7.826171875	7.283203125	7.892578125	8.091796875	7.169921875	7.375
Avpr1b	3.943359375	4.10546875	3.85546875	4.1875	3.677734375	4.19921875	4.1171875	3.841796875	4.0546875	3.89453125	3.89453125	3.7578125	4.0390625	3.78515625	4.03515625	3.765625
Avpr2	5.21484375	5.29296875	5.1640625	5.3203125	5.3125	5.1640625	5.25390625	5.171875	5.4921875	5.01171875	5.4140625	5.25390625	5.453125	5.08984375	5.08984375	5.30078125
Axdnd1	2.025390625	2.4375	2.16015625	2.109375	2.06640625	2.046875	1.8662109375	1.95703125	1.7978515625	1.9638671875	2.025390625	2.05078125	2.20703125	1.9873046875	1.974609375	1.974609375
Axin1	6.3828125	6.3984375	6.345703125	6.28125	6.548828125	6.171875	6.09375	6.28515625	6.32421875	6.115234375	6.14453125	6.13671875	6.345703125	6.52734375	6.404296875	6.115234375
Axin2	4.7578125	5.0556640625	4.5791015625	4.7607421875	4.6962890625	4.7294921875	4.48828125	4.564453125	4.7255859375	4.51171875	4.595703125	4.3701171875	4.5908203125	4.640625	4.30078125	4.25
Axl	4.6005859375	4.5546875	4.4990234375	4.6201171875	4.8173828125	4.7763671875	4.822265625	4.85546875	4.6513671875	4.66259765625	4.57080078125	4.48876953125	4.5859375	4.7275390625	4.6396484375	4.6044921875
Aym1	5.546875	6.2734375	5.6875	5.9375	6.08203125	5.51171875	5.20703125	5.51171875	5.328125	5.6171875	5.4921875	5.46484375	5.46484375	5.4140625	5.421875	5.80078125
Azgp1	13.3359375	13.453125	13.0234375	13.2890625	13.2890625	13.25	13.25	13.21875	13.34375	13.2109375	13.2265625	13.0546875	13.265625	13.3515625	13.1015625	13.0546875
Azi2	7.78515625	7.755859375	7.552734375	7.80078125	7.869140625	7.748046875	7.76953125	7.7109375	7.880859375	7.787109375	7.619140625	7.56640625	7.744140625	7.7578125	7.5625	7.5234375
Azin1	6.692708333333333	6.736979166666667	7.011067708333333	6.703125	6.694010416666667	7.210286458333333	6.606119791666667	7.22265625	6.686848958333333	7.233723958333333	6.940755208333333	7.047526041666667	6.847005208333333	6.931640625	6.889973958333333	7.017578125
Azin2	4.402994791666667	4.450520833333333	4.56640625	4.48046875	4.467447916666667	4.705729166666667	4.5546875	4.673177083333333	4.6171875	4.658203125	4.598307291666667	4.442708333333333	4.615885416666667	4.383463541666667	4.535807291666667	4.510416666666667
B020011L13Rik	1.9404296875	2.220703125	1.9326171875	2.1171875	1.9677734375	1.921875	1.931640625	1.8203125	1.8203125	2.21875	1.759765625	1.841796875	1.73828125	2.01953125	1.9375	2.078125
B130019D13Rik	3.171875	3.60546875	3.630859375	3.58203125	3.50390625	3.55078125	3.4140625	3.330078125	3.5078125	3.439453125	3.4375	3.525390625	3.529296875	3.47265625	3.51953125	3.642578125
B130024G19Rik	3.01953125	3.1640625	3.169921875	3.248046875	3.0859375	3.10546875	3.083984375	3.6328125	2.91796875	3.27734375	2.912109375	2.85546875	3.033203125	3.396484375	3.029296875	3.181640625
B130034C11Rik	3.15234375	3.19140625	3.138671875	3.10546875	3.255859375	3.46484375	2.986328125	3.052734375	3.56640625	3.16015625	3.05859375	3.322265625	3.130859375	3.318359375	3.130859375	3.208984375
B130040O20Rik	4.7421875	4.5859375	4.2421875	4.9140625	4.6484375	4.53515625	4.875	4.55859375	4.29296875	4.59765625	4.328125	4.4921875	4.57421875	4.51953125	4.5234375	4.74609375
B130052P14Rik	2.69140625	2.48046875	2.40234375	2.4375	2.54296875	2.33984375	2.6796875	2.421875	2.4375	2.240234375	2.224609375	2.466796875	2.251953125	2.533203125	2.55078125	2.42578125
B130055M24Rik	2.296875	2.796875	2.6015625	2.5859375	2.435546875	2.87890625	2.587890625	2.451171875	2.490234375	2.421875	2.4296875	2.42578125	2.673828125	2.701171875	2.58203125	2.501953125
B130065D12Rik	3.01171875	3.39453125	3.072265625	3.0859375	3.1953125	2.93359375	3.63671875	3.10546875	3.15625	3.234375	2.93359375	3.025390625	3.087890625	3.5234375	2.74609375	3.07421875
B230104F01Rik	4.328125	3.935546875	4.203125	3.939453125	4.23046875	4.15234375	4.16015625	3.939453125	4.29296875	4.00390625	4.12890625	4.01953125	3.970703125	4.2890625	4.06640625	3.9296875
B230110C06Rik	5.13671875	5.0703125	5.26953125	5.26171875	5.25	5.2578125	5.0390625	5.359375	5.06640625	5.08203125	5.3671875	5.05859375	5.1796875	4.78515625	4.94921875	5.1875
B230112I24Rik	3.40625	3.5146484375	3.482421875	3.447265625	3.3984375	3.3720703125	3.31640625	3.232421875	3.466796875	3.4287109375	3.416015625	3.3310546875	3.4580078125	3.478515625	3.3896484375	3.701171875
B230114A03Rik	2.48291015625	2.7822265625	2.642578125	2.759765625	2.517578125	2.728515625	2.513671875	2.5146484375	2.60546875	2.5458984375	2.4921875	2.66796875	2.6201171875	2.7763671875	2.494140625	2.7099609375
B230114P17Rik	8.46875	8.375	7.64453125	8.4609375	8.1484375	7.55078125	7.9453125	7.8515625	8.5390625	8.0078125	8.125	6.61328125	7.93359375	8.484375	7.85546875	6.86328125
B230117O15Rik	3.978515625	3.251953125	3.796875	3.763671875	3.640625	3.904296875	4.1796875	4.359375	3.70703125	3.990234375	3.892578125	4.1796875	4.125	4.02734375	4.265625	3.7421875
B230118H07Rik	4.857421875	4.86767578125	4.91064453125	4.87451171875	4.97900390625	4.8271484375	4.8125	4.7255859375	4.90283203125	4.79931640625	4.86572265625	4.86279296875	4.93310546875	4.9130859375	4.83251953125	4.84423828125
B230204H03Rik	3.3115234375	3.037109375	3.328125	3.3291015625	3.4130859375	3.185546875	3.2197265625	3.1953125	3.423828125	3.064453125	3.3193359375	3.216796875	3.2802734375	3.12109375	3.330078125	3.2451171875
B230205o20rik	2.701171875	2.794921875	2.666015625	2.564453125	2.7265625	2.572265625	2.859375	2.68359375	2.783203125	2.66015625	2.474609375	2.6640625	2.75390625	2.84765625	2.62109375	2.833984375
B230208B08Rik	3.55859375	3.89453125	3.58984375	3.515625	3.986328125	3.44921875	3.41796875	3.416015625	3.6484375	3.703125	3.64453125	3.740234375	3.740234375	3.4921875	3.619140625	3.77734375
B230209E15Rik	1.896484375	2.068359375	1.8515625	2.1328125	1.6943359375	1.9306640625	1.779296875	1.9931640625	1.8271484375	1.765625	1.9384765625	1.74609375	1.845703125	1.9873046875	1.90234375	1.830078125
B230213L16Rik	5.80859375	5.58984375	5.32421875	5.953125	5.59375	5.31640625	5.4921875	5.51953125	5.703125	5.41015625	5.26953125	5.4453125	5.32421875	5.44140625	5.48828125	5.71875
B230214N19Rik	5.859375	5.7109375	5.41015625	5.37109375	5.7890625	5.4453125	5.8125	5.08984375	5.57421875	5.8828125	5.0078125	5.5703125	5.5859375	5.6171875	5.5859375	5.5234375
B230214O09Rik	7.14453125	6.62109375	6.49609375	6.953125	6.8203125	6.953125	7.26953125	7.08984375	7.01953125	6.9921875	6.70703125	6.6171875	7.05078125	7.03515625	6.953125	6.484375
B230216N24Rik	2.900390625	3.0400390625	2.9609375	3.1337890625	2.9521484375	2.8115234375	2.9658203125	3.044921875	3.0537109375	2.9140625	2.982421875	2.78515625	3.0615234375	2.919921875	2.921875	2.91796875
B230217C12Rik	2.9072265625	3.060546875	3.0126953125	3.1748046875	3.0302734375	2.8798828125	2.8388671875	2.7578125	2.7119140625	2.8232421875	2.8994140625	3.0556640625	2.958984375	2.9189453125	3.08984375	3.05859375
B230217O12Rik	4.0078125	4.01171875	4.0068359375	3.8828125	3.7841796875	3.9638671875	3.8349609375	3.9306640625	3.8095703125	3.818359375	3.9755859375	3.7529296875	3.98046875	3.712890625	3.91796875	3.78515625
B230219D22Rik	5.662760416666667	5.360677083333333	5.356119791666667	5.43359375	5.412760416666667	5.237630208333333	5.408854166666667	5.275390625	5.2890625	5.216145833333333	5.310546875	5.376953125	5.341796875	5.514322916666667	5.36328125	5.358723958333333
B230219N05Rik	4.1796875	4.44921875	4.18359375	4.52734375	4.3984375	4.09765625	3.9453125	4.19140625	3.98046875	4.359375	4.1640625	4.29296875	4.171875	3.919921875	4.39453125	4.33203125
B230220N19Rik	6.0546875	5.9609375	6.06640625	6.01953125	5.99609375	6.0625	5.96484375	6.23046875	6.0	6.15625	6.2265625	6.03125	5.9609375	6.15625	5.8828125	6.38671875
B230303A05Rik	2.548828125	2.62890625	2.521484375	2.36328125	2.587890625	2.537109375	2.498046875	2.560546875	2.7265625	2.384765625	2.58203125	2.44140625	2.44921875	2.4453125	2.583984375	2.681640625
B230303O12Rik	3.59375	3.806640625	3.328125	3.740234375	3.859375	3.498046875	3.4609375	3.06640625	3.375	3.072265625	3.546875	3.333984375	3.705078125	3.568359375	3.486328125	3.703125
B230307C23Rik	4.680989583333333	4.619140625	4.776041666666667	4.789713541666667	4.673177083333333	5.125	4.893880208333333	4.872395833333333	4.796223958333333	4.920572916666667	4.968098958333333	4.893229166666667	5.01171875	4.907552083333333	4.930338541666667	4.858072916666667
B230308N11Rik	7.806640625	7.796875	7.732421875	7.634765625	7.58984375	7.771484375	7.927734375	7.8203125	7.841796875	7.916015625	7.802734375	7.74609375	7.966796875	7.79296875	7.79296875	7.669921875
B230311B06Rik	3.841796875	3.96875	4.3046875	3.908203125	3.99609375	4.09375	3.92578125	3.82421875	4.25	3.716796875	4.234375	3.796875	3.8359375	3.93359375	3.947265625	3.958984375
B230325K18Rik	3.751953125	4.30859375	3.474609375	3.947265625	4.22265625	3.458984375	3.494140625	3.296875	3.357421875	3.556640625	3.57421875	3.185546875	3.849609375	3.8828125	3.599609375	3.671875
B230334C09Rik	2.4482421875	2.4560546875	2.4638671875	2.3662109375	2.515625	2.4814453125	2.41796875	2.416015625	2.35546875	2.2958984375	2.3212890625	2.447265625	2.525390625	2.56640625	2.44140625	2.423828125
B230334L07Rik	4.3125	4.32421875	3.841796875	4.20703125	4.0	4.38671875	4.328125	4.15234375	4.28125	4.5703125	4.34375	4.26171875	4.21484375	4.12109375	4.421875	3.8359375
B230354O11Rik	3.166015625	3.5	3.455078125	3.3671875	3.693359375	3.458984375	3.099609375	3.1640625	3.416015625	3.330078125	3.580078125	3.46484375	3.419921875	3.3828125	3.4296875	3.390625
B230359F08Rik	2.458984375	2.67578125	2.322265625	2.482421875	2.30078125	2.28515625	2.21875	2.169921875	2.03125	2.16796875	2.208984375	2.359375	2.11328125	2.27734375	2.23046875	2.212890625
B230369F24Rik	2.177734375	2.255859375	2.265625	2.322265625	2.271484375	2.328125	2.30078125	2.373046875	2.2421875	2.375	2.158203125	2.181640625	2.044921875	2.103515625	2.099609375	2.26171875
B2m	13.51953125	13.3671875	13.25	13.57421875	13.36328125	13.55859375	13.65234375	13.55078125	13.63671875	13.53515625	13.62890625	13.3046875	13.66015625	13.50390625	13.36328125	13.2265625
B330016D10Rik	4.17578125	4.03125	3.857421875	3.931640625	4.296875	3.578125	3.58984375	3.576171875	3.703125	3.521484375	3.37109375	3.880859375	3.408203125	3.939453125	3.8828125	4.17578125
B3galnt1	3.853515625	3.05078125	3.203125	3.712890625	3.763671875	4.06640625	4.08203125	4.203125	3.333984375	4.35546875	3.46484375	3.689453125	3.857421875	3.3984375	3.9296875	3.7421875
B3galnt2	5.375	5.18408203125	5.140625	4.96240234375	5.18408203125	5.015625	5.189453125	5.04296875	5.056640625	5.02734375	4.9482421875	5.22900390625	5.23779296875	5.18505859375	5.13671875	5.09619140625
B3galt1	6.5828125	5.190625	5.8453125	5.46953125	5.546875	6.51328125	6.45625	6.21171875	5.42578125	6.140625	5.90078125	6.52734375	6.96875	5.59453125	5.94453125	6.2515625
B3galt2	2.083984375	2.0621744791666665	1.8460286458333333	1.9729817708333333	1.9085286458333333	1.9283854166666667	1.8304036458333333	1.8313802083333333	1.8977864583333333	1.8382161458333333	1.806640625	1.8362630208333333	1.9306640625	1.927734375	1.9202473958333333	1.869140625
B3galt4	4.9453125	5.0546875	5.07421875	4.98046875	4.88671875	5.0234375	4.96875	5.52734375	5.39453125	5.42578125	5.19140625	5.05859375	5.07421875	5.0546875	4.96484375	5.0546875
B3galt5	4.43115234375	4.46630859375	4.5517578125	4.41943359375	4.2568359375	4.435546875	4.423828125	4.38818359375	4.59619140625	4.4013671875	4.6123046875	4.43017578125	4.4912109375	4.43310546875	4.35205078125	4.72998046875
B3galt6	3.966796875	4.405598958333333	4.354817708333333	3.89453125	4.089192708333333	3.8125	3.7330729166666665	3.8235677083333335	3.8359375	3.8717447916666665	3.775390625	4.434244791666667	3.87109375	4.036458333333333	4.158203125	4.428385416666667
B3gat1	3.79736328125	4.05126953125	3.7275390625	3.87255859375	3.986328125	3.80078125	3.7646484375	3.73193359375	3.97900390625	3.6162109375	3.7861328125	3.70556640625	3.66064453125	3.751953125	3.7978515625	3.9169921875
B3gat2	2.28515625	2.390625	2.365234375	2.40234375	2.9140625	2.314453125	2.529296875	2.20703125	2.3671875	2.259765625	2.33984375	2.365234375	2.359375	2.498046875	2.39453125	2.357421875
B3gat3	6.853515625	6.68359375	6.630859375	6.599609375	6.630859375	6.619140625	6.642578125	6.416015625	6.662109375	6.609375	6.623046875	6.5625	6.9609375	6.666015625	6.572265625	6.4609375
B3glct	5.734375	5.89453125	5.484375	5.6484375	5.8203125	5.91015625	5.6640625	5.828125	5.71484375	5.78125	5.8984375	5.3828125	5.54296875	5.73828125	5.43359375	5.67578125
B3gnt2	6.845703125	6.8671875	6.6015625	7.080078125	6.798828125	6.884765625	6.759765625	7.244140625	6.626953125	7.115234375	6.998046875	6.55078125	6.90625	7.00390625	6.587890625	6.677734375
B3gnt3	4.9375	5.078125	4.8515625	5.30078125	5.13671875	4.69140625	5.41015625	5.375	4.98828125	5.2421875	4.95703125	4.94921875	5.08203125	5.13671875	5.09765625	4.87109375
B3gnt4	3.673828125	3.78125	3.779296875	4.03515625	3.822265625	3.822265625	3.591796875	3.759765625	3.7890625	3.732421875	3.736328125	3.8984375	3.779296875	3.765625	3.740234375	3.79296875
B3gnt5	2.439453125	2.5732421875	2.4423828125	2.4873046875	2.4853515625	2.55859375	2.5380859375	2.5126953125	2.5673828125	2.4345703125	2.4208984375	2.3671875	2.4013671875	2.41455078125	2.28173828125	2.4580078125
B3gnt6	3.216796875	3.302734375	3.369140625	3.33203125	3.021484375	3.177734375	2.974609375	2.90234375	3.365234375	3.34765625	3.158203125	3.271484375	3.37109375	2.978515625	3.126953125	3.267578125
B3gnt7	4.16796875	4.27734375	4.3125	4.3515625	4.3828125	4.1953125	4.27734375	4.63671875	4.4453125	4.61328125	4.328125	4.2578125	4.19140625	4.29296875	4.18359375	4.28515625
B3gnt8	4.38671875	4.671875	4.4296875	4.55078125	4.3046875	4.93359375	4.515625	4.49609375	4.4375	4.625	4.6953125	4.33203125	4.55078125	4.0625	4.390625	4.12109375
B3gnt9	3.28125	3.21484375	3.107421875	3.03125	3.33984375	3.451171875	3.326171875	3.466796875	3.173828125	2.93359375	3.380859375	3.22265625	3.228515625	2.943359375	3.107421875	3.46484375
B3gntl1	4.86328125	5.30078125	5.189453125	5.099609375	5.294921875	5.029296875	4.984375	4.953125	5.09375	4.935546875	4.931640625	5.005859375	5.17578125	5.03125	5.0703125	5.205078125
B430105A11Rik	2.490234375	2.705078125	2.8203125	2.642578125	2.5390625	2.853515625	2.599609375	2.4765625	2.72265625	2.6171875	2.8203125	2.80078125	2.4375	2.66796875	2.5390625	2.65234375
B430105G09Rik	3.6484375	3.9296875	3.70703125	3.88671875	3.791015625	3.5625	3.626953125	3.859375	3.7109375	3.486328125	3.638671875	3.64453125	3.666015625	3.525390625	3.4921875	3.7265625
B430203I24Rik	5.57421875	5.49609375	4.87109375	5.8828125	5.7421875	5.71484375	6.24609375	5.89453125	5.6875	5.875	5.6875	4.84765625	5.48046875	5.890625	5.01171875	4.8984375
B430306N03Rik	5.3203125	5.20703125	5.32421875	5.49609375	5.5390625	5.78515625	5.53515625	5.76953125	5.390625	5.74609375	5.703125	5.515625	5.03515625	5.3671875	5.6015625	5.74609375
B430316J06Rik	5.69140625	5.48828125	5.23046875	6.1171875	5.54296875	6.01171875	6.578125	6.3046875	6.0859375	6.0	6.0390625	5.46484375	5.91796875	5.47265625	5.6171875	5.6484375
B430319G15Rik	2.724609375	3.08203125	2.732421875	2.849609375	2.537109375	2.583984375	2.7734375	2.611328125	3.017578125	2.86328125	2.705078125	2.76953125	2.787109375	2.357421875	2.646484375	2.94921875
B430319H21Rik	4.37890625	4.46875	4.40625	4.71484375	4.63671875	4.375	4.43359375	4.44921875	4.58203125	4.41015625	4.609375	4.2421875	4.29296875	4.359375	4.24609375	4.33203125
B4galnt1	6.95703125	6.919921875	6.962890625	6.603515625	6.88671875	7.060546875	6.9296875	6.75	6.640625	7.05859375	6.888671875	6.923828125	6.548828125	7.044921875	7.021484375	7.1015625
B4galnt2	3.193359375	3.4462890625	3.18603515625	3.359375	3.37939453125	3.18603515625	3.27490234375	3.109375	3.2158203125	3.1103515625	3.18994140625	3.1826171875	3.29150390625	3.26904296875	3.1279296875	3.18603515625
B4galnt4	4.02734375	3.951171875	4.55078125	4.16796875	4.26171875	4.8515625	4.28515625	4.3984375	4.2265625	4.6640625	4.171875	4.00390625	4.0859375	4.24609375	4.2734375	4.21875
B4galt1	8.7578125	8.6171875	9.0234375	8.7421875	8.53125	9.09375	8.6953125	8.9296875	8.40625	9.3046875	8.9140625	9.375	8.7734375	8.5703125	8.9921875	9.1953125
B4galt2	4.50390625	4.478515625	4.564453125	4.6015625	4.662109375	4.451171875	4.4765625	4.46484375	4.642578125	4.5390625	4.439453125	4.59765625	4.484375	4.388671875	4.44921875	4.73046875
B4galt3	4.6171875	4.7451171875	4.6396484375	4.5771484375	4.6630859375	4.5322265625	4.41015625	4.4775390625	4.396484375	4.6865234375	4.310546875	4.5390625	4.4150390625	4.603515625	4.58203125	4.7021484375
B4galt4	4.18359375	4.01171875	4.31640625	4.51953125	4.37890625	4.43359375	4.6953125	4.578125	4.375	4.46484375	4.6875	4.0625	4.43359375	4.1796875	4.37890625	4.53125
B4galt5	5.380859375	5.69921875	5.681640625	5.6298828125	5.55078125	5.7666015625	5.8740234375	5.794921875	5.603515625	6.0078125	5.56640625	5.7236328125	5.453125	5.3525390625	5.6572265625	5.974609375
B4galt6	4.794921875	4.8583984375	4.65625	4.76953125	4.63330078125	4.98095703125	5.08740234375	5.03564453125	4.79052734375	4.9052734375	5.16064453125	4.86962890625	4.81884765625	4.8330078125	4.85498046875	5.0205078125
B4galt7	5.31640625	5.6640625	5.6171875	5.34375	5.67578125	5.869140625	5.3046875	5.703125	5.328125	5.73046875	5.70703125	5.865234375	5.62890625	5.73046875	5.8984375	5.849609375
B4gat1	7.46875	7.46875	7.3125	7.36328125	7.33984375	7.5546875	7.59375	7.453125	7.34765625	7.609375	7.41015625	7.234375	7.33984375	7.40625	7.32421875	7.32421875
B530045E10Rik	5.29296875	5.32421875	5.515625	5.37890625	5.29296875	5.39453125	5.37890625	5.4453125	5.40625	5.41015625	5.37890625	5.5703125	5.28125	5.27734375	5.46875	5.5390625
B630019K06Rik	2.431640625	2.4140625	2.3603515625	2.462890625	2.384765625	2.3212890625	2.3837890625	2.3837890625	2.2919921875	2.29296875	2.32421875	2.287109375	2.287109375	2.2900390625	2.453125	2.3349609375
