	GSM506024	GSM506030	GSM506029	GSM506033	GSM506027	GSM506028	GSM506026	GSM506031	GSM506025	GSM506035	GSM506032	GSM506034
A830018L16Rik	31.03125	261	62.4375	187.75	26.28125	34.4375	27.65625	319.5	29.71875	200.5	298.5	231
NA	99.375	267.25	110.875	242.875	73.75	94.75	81.75	195.875	86.75	285.75	237.75	253.625
Sulf1	116.875	59.6875	289.75	56.15625	126.0625	141.625	136	67.5	127.625	44.71875	60.9375	54.3125
NA	3.98828125	10.3203125	8.5078125	13.9296875	7.84765625	11.1484375	7.9765625	2.203125	8.375	5.06640625	11.4765625	7.07421875
Xkr9	5.1015625	7.2109375	12.0078125	5.84375	7.16015625	6.61328125	4.140625	12.7421875	7.36328125	11.34375	7.12109375	6.80859375
Gm9947	7.640625	38.9375	12.5546875	36.3125	11.8671875	8.1328125	8.4765625	52.84375	7.1953125	43.28125	47.5	31.921875
Rpl5	2832	1272	1733	1136	2414	2496	2500	1407	2520	1161	1216	1224
NA	153.875	130.375	138.625	166.125	223.25	176.125	176.625	153.125	208.5	188.25	120.4375	170.75
Kcnb2	110.4375	104.5	65.5	146.625	112.1875	70.125	91.75	113.5	117	125.125	139.375	131
Terf1	158.875	84.1875	126.125	58.96875	151	153	155.5	91.1875	165.875	75.9375	75.6875	87
NA	70.25	59.40625	57.96875	78.0625	51.8125	44.65625	51.65625	68.125	46.3125	71.125	89.3125	54.90625
Rdh10	156.625	290.5	195.375	185	140.75	133	154.875	206.75	147.625	191.25	210.25	197
Tmem70	261	1204	495.75	1181	327	298.25	250.25	1310	228.125	1342	1143	1259
Ly96	143.375	56.875	73.625	50.09375	122.4375	101.9375	92.625	85.1875	110.25	50.84375	56	53.8125
Gdap1	9.0390625	4.9140625	3.8828125	11.5234375	9.8203125	5.19140625	6.859375	7.78125	7.67578125	4.8125	8.0546875	9.921875
Pi15	116.5	6.31640625	47.09375	8.765625	59	73.875	135	7.19921875	119.6875	6.82421875	12.671875	6.55859375
Crispld1	161.5	61.4375	63.65625	43.875	105.4375	149.625	204.125	78.625	185.625	60.59375	72.625	49.4375
Tfap2d	23.15625	37.09375	20.53125	34.65625	22.59375	25.453125	21.15625	34.6875	25.671875	31.5	26.4375	28.703125
Tfap2b	189.25	19.71875	62.75	7.390625	409	415.5	252.25	7.6015625	230	13.8828125	10.0078125	8.828125
Iars	196.625	202.875	187.875	181.75	210	207	223.125	153.875	211.5	210.875	177.5	188
Mir206	4.0234375	5.5	3.01953125	9.4921875	4.8359375	3.404296875	3.1640625	5.61328125	4.76171875	5.7421875	2.69921875	9.21875
Linc-md1///Mir133b	26.578125	33.3125	25.21875	32.8125	20.234375	23.109375	26.890625	27.53125	23.171875	29.828125	24.875	30.59375
Il17a	60.96875	57.09375	74.4375	84.125	70.6875	72	64.9375	45.9375	58.1875	88.5	41.03125	69.25
Paqr8	160.25	179.375	175.25	187.125	164	141.5	154	176.125	165	196.25	217.375	173.125
Efhc1	70	13.3671875	67.1875	21.421875	71.125	62.625	81.75	9.828125	67.4375	20.046875	8.140625	28.9375
Tmem14a	39.6875	41.84375	35.84375	43.34375	37.5625	45.03125	50.96875	45.21875	37.59375	25.859375	21.59375	29.96875
Gsta3	1089	45.1875	1188	140.25	673.5	586	805.5	56.96875	832.5	111.375	34.53125	94.0625
Cetn4	124.4375	13.890625	28.15625	11.53125	63.625	76.5625	123.3125	28.4375	131.125	9.1875	25.25	6.29296875
Khdc1a	8.3984375	9.6171875	10.75	15.640625	11.4765625	9.2109375	12.0859375	16.09375	8.8515625	14.90625	17.828125	12.171875
Khdc1c///Khdc1a///Khdc1b	14.78125	12.359375	12.90625	11.5859375	12.1015625	9.6875	11.4609375	19.65625	10.8984375	9.5390625	16.1875	11.7421875
Khdc1c///Khdc1a///Khdc1b	10.2109375	10.78125	7.71484375	6.484375	12.3203125	8.015625	6.515625	14.53125	9.703125	6.88671875	10.046875	6.62890625
Mir30a	11.9609375	3.28125	29.296875	4.453125	10.6171875	13.7734375	12.640625	12.1953125	14.40625	4.03515625	7.23046875	0.0129928588867188
Mir30c-2	25.296875	46.84375	56.46875	59.1875	31.71875	28.6875	28.84375	46.65625	31.59375	53	52.46875	60.90625
B3gat2	16.328125	10.6953125	23.1875	17.671875	19.015625	22.109375	12.84375	11.2265625	19.15625	18.1875	24.640625	19.875
Sdhaf4	37.375	35.8125	28.078125	39.96875	60.71875	52.28125	41.6875	39.84375	42.96875	56.75	37.71875	49.28125
Col9a1	54.96875	55.8125	64.375	70.5625	61.75	58.1875	59.34375	71.8125	64.9375	60.59375	67	56.125
Lmbrd1	288	325.25	403.5	357.25	320.25	335.25	298.75	345	306.75	357.75	313.75	352.5
NA	11.3828125	24.328125	14.796875	19.546875	13.1015625	14.8671875	14.65625	17.453125	15.375	24.078125	23.1875	15.5234375
Gm9884	9.8671875	12.453125	10.9375	14.046875	17.265625	15.6953125	17.015625	18.859375	19.40625	19.28125	14.3515625	8.2890625
NA	378	535	328.5	533.5	358.75	414.25	388.75	552	402.5	557.5	550	539.5
NA	11.953125	55.6875	14.078125	61.53125	13.984375	18.15625	10.734375	73.5625	10.71875	75.75	55.09375	79.1875
Cdk10	271.75	213.25	228.875	239.5	255.875	277.75	254.625	204	249.625	240.75	187.75	249.125
Lgsn	22.46875	23.53125	18.84375	18.390625	25.296875	20.203125	16.0625	31.5	26.453125	28.5	37.34375	21.484375
Pih1d3	6.25	0.0025482177734375	4.921875	2.720703125	0.87646484375	1.1611328125	1.921875	3.19921875	3.947265625	3.1171875	2.15625	4.06640625
NA	11.1640625	19.90625	25.875	24.484375	26.078125	28.6875	16.71875	34.875	17.75	26.21875	36.15625	25.640625
Paox	308.5	721.5	422	575	215.625	242.875	316.5	685.5	300	539.5	634.5	585
NA	78.5	165.875	92.375	161.25	80.6875	84.375	79.3125	162.5	77.6875	168.625	159	179.625
Khdrbs2	16.125	23.46875	14.5390625	23.9375	15.671875	19.671875	11.515625	17.359375	21.859375	26.734375	19.734375	24.59375
NA	2.720703125	0.7060546875	4.44140625	4.3046875	1.6943359375	3.728515625	1.8701171875	3.87109375	2.482421875	3.615234375	3.39453125	0.7880859375
NA	9.2265625	10.1328125	15.296875	4.51953125	8.296875	10.7421875	12.1171875	8.7578125	15.96875	10.4453125	4.76171875	4.9609375
1700001G17Rik	70.0625	66.0625	65.1875	66.9375	53.21875	58.25	64.6875	71.6875	58.53125	74.0625	76.0625	68.9375
Rab23	69.5625	50.4375	85.6875	50.71875	71.625	70.375	73.625	50.96875	74.375	52.34375	44.9375	61.28125
Dst	382.25	216.875	899	285	392	406.5	389.25	212.625	389.25	342.75	222.875	340.75
NA	42.09375	44.5	52.9375	50.59375	60.4375	49.3125	58.125	34.46875	47.46875	56.59375	51.90625	54.5625
NA	26.125	49.1875	24.328125	39.21875	42.6875	32.6875	30.890625	25.9375	32	52.28125	46.9375	34.5625
Imp4	256.5	394	260.5	346.75	230.75	220.75	232.875	386.25	216.5	363.5	377.75	353.75
D1Ertd448e	58.8125	66.75	86.875	111.4375	84.75	95.0625	58.28125	83.875	62.09375	103.875	65.875	90.5
Ptpn18	36.375	46.125	27.234375	60.71875	29.40625	29.84375	35.03125	53.34375	30.96875	41.15625	52.0625	54.84375
Prss39	20.875	12.046875	12.375	7.12890625	18.765625	13.5625	24.875	10.4921875	18.390625	15.3125	3.5625	12.609375
Cfc1	64.875	72.1875	59.9375	82.9375	58.0625	52.46875	49.5	79.375	45.28125	75.625	79.125	62.53125
Amer3	12.4609375	15.7578125	13.671875	5.0234375	7.5	11.015625	5.5625	22.84375	8.5625	15.265625	13.7890625	15.53125
C230030N03Rik	20.03125	33.46875	18.125	31.484375	26.390625	18.984375	19.203125	16.71875	28.0625	38.71875	25.296875	29.46875
NA	6.80859375	6.70703125	10.7890625	9.34375	5.49609375	5.60546875	8.9921875	11.640625	9.25	7.02734375	6.01171875	7.19921875
NA	39.34375	62.1875	37.96875	74.75	51.375	57	46.03125	73.1875	53.9375	82.875	64.3125	61.90625
Arhgef4	77.125	13.7421875	48.375	40.5625	52.875	60.34375	63.125	32.09375	68.125	40.28125	45.875	33.625
Plekhb2	520	284	179.5	137.625	344	352.5	517.5	246.75	534	145.25	254.75	133.25
NA	158.125	43.09375	43.03125	35.78125	37.59375	28.34375	81.1875	75.75	67.5	27.640625	50.59375	64.875
NA	27.890625	35.53125	27.28125	41.34375	36.375	38.8125	30.78125	48.09375	38.625	51.3125	47.125	32
NA	18.9375	16.3125	21.203125	24.421875	18.4375	19.515625	18.546875	32.0625	11.890625	28.375	18.03125	32.15625
Hs6st1	1207	564	687	511.5	1296	1374	1285	494.25	1182	537	564.5	572
Arid5a	47.5625	46.46875	49.875	55.34375	59.78125	54.875	54.375	49.875	50.28125	53.40625	57.375	50.6875
Fer1l5	30.15625	45.75	36.78125	47.65625	38.1875	29.34375	29.59375	45.46875	37	43.3125	50.09375	40.5625
Cnnm4	285	242.25	277	292	340	350.5	334.75	206.5	324.75	250.25	229.5	291
Cnnm3	115.9375	124.8125	127.3125	113.5625	117.75	117.9375	115.875	109	112.5625	119.25	106	130.125
Cox5b	2424	7528	3858	6836	2776	2896	2182	7464	2380	6980	7336	7000
Zap70	516	16.46875	153.25	16.109375	574	499.75	510	14.5	482.25	17.296875	14.3515625	14.75
NA	30.71875	62.4375	44.46875	64.9375	64.5625	54.4375	50.0625	63.25	29.765625	78.375	71.6875	59.6875
Vwa3b	22.765625	21.03125	14.8671875	23.140625	18.640625	13.7734375	22.640625	15.1171875	17.421875	23.25	20.609375	13.3046875
Vwa3b	8.7109375	7.5078125	6.5859375	10.6953125	10.84375	11.1484375	8.109375	14.1796875	6.1171875	12.546875	11.78125	8.6796875
Vwa3b	17.765625	29.203125	16.890625	35.15625	23.390625	18.65625	16.109375	24.0625	22.015625	27.421875	41.21875	39.34375
Vwa3b	8.6015625	13.765625	13.1484375	7.3125	6.09375	5.20703125	7.96875	8.6015625	7.2109375	8.9375	6.09375	10.21875
Vwa3b	164.25	125.375	127.6875	122.875	178.375	162.125	193.125	119.75	181.25	123.25	143.625	137.375
Vwa3b	7.67578125	3.759765625	4.3828125	12.765625	6.92578125	6.71875	6.71484375	5.32421875	8.6953125	6.6015625	5.17578125	15.15625
Vwa3b	11.9921875	11.046875	13.2421875	26.75	22.8125	13.1640625	18.3125	8.34375	20.75	18.671875	16.90625	22.859375
Vwa3b	38.75	53.8125	39.375	57.59375	33.9375	31.28125	32.875	55.59375	37.0625	54.65625	55.78125	47.0625
Cnga3	32.25	28.53125	29.140625	31.953125	23.859375	27.984375	32.90625	31.953125	29.484375	30.890625	28.640625	33.875
Inpp4a	103.625	118.0625	165.875	128.25	128.25	111.4375	127.4375	104.6875	116.3125	129.375	113.0625	137.125
Unc50	238.75	181	217.25	178	192.375	187.875	188.875	203.375	198.75	194	185.625	193.875
Lipt1	74.6875	475.75	165.25	417.5	93.125	86.125	76	390.5	66.5625	448.5	417.75	459.5
Mrpl30	425.5	1092	452.75	921.5	406	379	330.75	1185	353.75	968.5	1023	988.5
Eif5b	260.25	308.5	306.5	322.5	266.75	304	277	287.75	301.75	314.25	265.5	338.75
Nms	10.953125	18.65625	14.546875	20.296875	14.6640625	17.8125	13.6484375	21.59375	17.8125	18.140625	19.234375	19.84375
Pdcl3	241.875	244.25	292.5	264.75	194.625	209.875	224.25	283.75	220	264.75	227.5	244.25
Npas2	30.09375	20.4375	15.9375	19.4375	17.125	28.734375	41.34375	27.46875	44.71875	18.296875	17.6875	17.328125
Rpl31-ps12///Rpl31///Clpb	2342	1471	1681	1247	1750	1753	1939	1780	1883	1321	1373	1377
NA	222.25	294.5	192.625	279	388.75	311.5	257.25	286.75	273	321.75	296	249.5
Cnot11	258.5	190.5	180.625	183.75	238.5	236.5	267.25	151.625	252.5	169.5	185.25	175.625
Map4k4	324.5	331	459	399	313.25	345	362.75	302.75	349	417.5	326.5	406
Il1r2	13.1328125	12.2265625	10.8203125	23.6875	15.859375	12.171875	14.84375	25.265625	13.8125	28.515625	25.203125	21.859375
Il1r1	176.625	53.90625	168.75	48.125	132.5	117.75	146.625	63.15625	152.625	43.6875	49.5625	45.1875
Il1rl2	64.875	38	56.34375	23.203125	50.5625	50.96875	63.53125	43.0625	63.78125	18.53125	36.375	21.5
Il1rl1	27.21875	17.546875	53	23.65625	36.0625	17.28125	21.75	28.578125	24.359375	24.984375	23.65625	19.5625
Il18r1	15.359375	11.03125	21.5625	12.9453125	18.046875	17.28125	13.8046875	6.40625	14.8125	13.2734375	10.3046875	13.2265625
Il18rap	27.6875	38.84375	37.84375	21.5	33.65625	25.8125	26.890625	47.3125	28.28125	22.8125	27.71875	21.8125
Slc9a4	37.375	31.046875	30.78125	43.40625	44.09375	32.78125	36.78125	38.59375	37.71875	37.53125	31.296875	26.84375
Slc9a2	138	4.5078125	47.90625	6.02734375	220.25	246.875	149.25	8.4140625	166.375	5.75	21.015625	23.28125
Tmem182	400	301.5	1130	347.25	423	393	380.75	402.75	375.75	341.5	525	442.5
NA	11.140625	27.65625	12.6875	17.703125	21.875	14.5	8.4140625	26.0625	12.9765625	35.90625	35.875	17.890625
Gm9915	18.546875	27.0625	14.078125	34.59375	25.984375	19.921875	21.75	27.390625	18.171875	20.515625	23.171875	27.703125
Pou3f3	244.625	0.00681304931640625	58.28125	0.00344657897949219	295.75	290.25	283.75	0.00236129760742188	237.375	0.5322265625	0.00173568725585938	0.00659561157226562
Mrps9	148.5	314.25	216	350.75	159.75	177.125	135.75	283.75	133.5	380	301.75	387
Gpr45	25.59375	35.96875	28.546875	33.6875	26.921875	18.4375	32.625	31.421875	30.09375	28.828125	39.28125	38.6875
8430432A02Rik	8.2109375	5.109375	10.109375	7.89453125	9.109375	3.396484375	9.3125	0.00222015380859375	4.98828125	8.2734375	8.265625	7.45703125
AI597479	122.625	151.75	172.375	117.9375	129	135.125	127.9375	166.5	137	148.125	139.375	141.875
LOC102640295///Gm8580///Gm13213///4931440P22Rik///Rpl29	1972	1121	1639	1203	1964	2026	1838	1151	1871	1203	1057	1260
NA	21.359375	33.3125	17.03125	29.5625	38.28125	29.90625	24.421875	43.65625	29.5	34.125	25.453125	23.578125
Nck2	273.5	69.5	111.0625	58.28125	249.75	269	251.5	62.4375	271.25	54.65625	68.3125	58.25
1500015O10Rik	70.375	48.65625	55.21875	59.4375	74.375	84.625	51.75	38.65625	68.875	32.03125	56.5625	45.40625
NA	659.5	412	425.75	417	471	610	571	385.75	572	371.75	403	436
NA	4.1875	13.3203125	10.2734375	19.40625	12.5234375	11.34375	11.25	15.265625	12.421875	15.1484375	12.765625	15.4296875
Tpp2	269.5	284	294.75	290.75	291.5	302.75	302.5	258.5	282.5	294.5	236.25	307.75
Bivm	127.375	124.6875	84.25	88.125	88.1875	115	115.1875	99.5625	105.0625	83	87.0625	87.5
Ercc5	177.625	183.875	188	168.125	199.375	198.25	173.125	171.375	168.25	180.375	165.625	214.5
Gulp1	113.1875	57.71875	181.625	60.375	64.375	70.5	86.75	59.15625	87	50.21875	54.625	41.6875
Col3a1	3048	1091	2700	840	1570	1616	4868	989	3704	721	1562	679
NA	3.5859375	2.6328125	1.3388671875	6.64453125	7.671875	1.0986328125	0.5947265625	11.9453125	1.7216796875	4.65625	4.3359375	1.6455078125
NA	111	54.1875	23.484375	82.25	98.75	108.375	95.0625	86.4375	81.0625	94.3125	118.5625	99.0625
NA	9.9375	51.03125	20.953125	51.84375	16.40625	21.125	13.0625	53.8125	6.82421875	58.875	44.125	61.0625
Wdr75	154.875	161.875	176.125	174.625	160.625	163.125	164.625	161.375	179.625	154.75	143.875	169.25
NA	6.85546875	7.171875	9.359375	9.546875	6.66015625	6.5390625	8.703125	11.3671875	8.1484375	5.23046875	9.859375	13.8203125
Rpl23a	3654	2628	2950	2240	3322	3370	3218	2910	3390	2442	2444	2458
Dnah7b	37.9375	60.3125	44.75	66.0625	58.3125	58.15625	51.5	51.46875	64.375	75.625	86.5625	47.71875
Dnah7b	29.703125	2.576171875	24.25	21.28125	16.03125	16.640625	16.15625	12.4140625	20.5	21.5625	18.375	22.078125
NA	99.375	224.125	116.25	212.375	120.0625	143.25	113.6875	209.875	100.625	224.25	221.375	201.375
Dnah7c	12.828125	22.875	16.078125	20.84375	7.44140625	15.5078125	18.53125	19.265625	17.234375	29.90625	20.234375	20.3125
NA	416.5	447.75	425.75	416.5	430.75	367	320.5	310	541	410.5	555.5	325.5
NA	15.046875	23.984375	8.7265625	22.984375	9.0078125	9.0625	14	17.765625	14.03125	21.765625	17.875	17.671875
NA	3.095703125	5.0390625	6.07421875	12.03125	6.859375	3.103515625	7.734375	1.724609375	6.1328125	6.515625	9.4140625	7.26171875
NA	135.375	159.25	110.6875	164.875	174.375	158.75	136.75	123.875	143.25	198.625	145.875	131.875
Tmeff2	40.78125	28.640625	63.25	38.34375	39.125	43.875	45.09375	37.5625	43.0625	30.25	43.3125	33.21875
Sdpr	634	670.5	1935	694.5	769.5	823	649.5	622.5	665.5	759	583.5	733.5
Stat4	41.90625	51.78125	36.9375	46.75	49.96875	42.28125	44	40.78125	46	54.46875	61.15625	38.28125
Stat1	259.75	511	524	425.5	373.25	281	304.5	385.25	270.5	402	521	476.5
NA	158.125	43.09375	43.03125	35.78125	37.59375	28.34375	81.1875	75.75	67.5	27.640625	50.59375	64.875
Tmem194b	54.6875	18.640625	46.375	28.359375	67.1875	57.65625	65.6875	31.046875	56.875	25.375	37.375	35.59375
Hibch	508.25	1985	963	2013	565	533	404.75	2292	463.5	2044	1794	2176
Mstn	8.9375	8.171875	8.078125	6.35546875	8.0859375	7.2734375	11.1875	13.4609375	11.28125	12.6796875	18.4375	13.7109375
Ormdl1	133.875	82.1875	69.25	98.6875	115.9375	123.5625	110.4375	90.4375	126.375	112.125	82.3125	98.5
Osgepl1	63.875	195.125	113.5	185.25	78.8125	67.0625	57.65625	240	56.40625	198.75	164	192.5
Ccdc150	16.953125	14.7421875	10.1796875	22.875	14.8828125	19.40625	14.734375	11.328125	12.8125	19.609375	15.9921875	16.953125
Coq10b	183.5	367	205.375	432	178.375	157.375	171.25	411.25	168.875	466	395.25	439.75
Hspe1	670	1788	699	1657	694	670	606.5	2064	595.5	1715	1823	1697
Mob4	511.75	616.5	437.25	575	392	418.75	417.25	748	457.25	560.5	558	541.5
Gm10561	11.625	4.4375	6.7421875	3.955078125	14.53125	12.890625	13.3671875	4.6015625	11.5078125	7.56640625	2.9375	9
Mars2	62.4375	121.6875	88.6875	117.375	75.6875	57.125	63.25	112.125	66.4375	109.8125	120.4375	125.125
NA	863.5	720	582	691.5	676.5	733.5	689	892.5	627	724.5	612.5	736
Plcl1	194.125	41.65625	103.1875	28.0625	264.75	237	206.375	44.3125	196.125	15.5703125	45	39.75
1700066M21Rik	102	130.625	95.25	137.125	111.25	82.625	86.125	128.125	109	130.375	175	116.4375
9430016H08Rik	119.6875	227.625	163.875	228.25	109.8125	106.5625	107.875	221.75	116.875	244.25	199.5	231.25
Spats2l	406	271	463.75	251.375	317.25	399.75	570.5	270	413.5	252.875	300.5	267.5
Sgol2a	34.34375	60.40625	29.640625	30.09375	27.96875	32.5	66.6875	49.1875	27.9375	39.53125	30.890625	44.28125
Aox1	335.25	444.5	602	443.75	226.625	262	253.25	351.5	253.5	518.5	385.25	489.5
Aox3	32.84375	13.09375	37.71875	17.03125	37.125	29.671875	38.6875	22.484375	31.34375	21.515625	18.828125	19.296875
Aox4	10.40625	18.9375	14.34375	16.375	17.671875	7.4921875	12.6875	10.875	13.8203125	17.890625	15.453125	16.984375
Aox2	13.078125	11.921875	11.4140625	20.46875	10.796875	15.71875	13.6328125	15.046875	11.9453125	19.5625	20.53125	20.1875
Bzw1	1121	1173	1104	907	978.5	938.5	1195	1206	1179	841.5	1062	907
Nif3l1	183	249.875	207.5	253.75	178.75	172.875	171.875	251.875	163	245.5	227.375	247
Ndufb3	150.75	884.5	259.75	762	188.625	171.625	127.875	945.5	172.625	801	733	797.5
Cbx3	599	394.75	412.25	337	457.75	446.5	548.5	391	571.5	358	353	363.5
Cflar	234.875	258	301	252.5	211.125	233.75	229.25	218.25	224	231.125	205.75	265.25
Cflar	189.125	166.5	203.5	180.25	169	165.75	160.25	143.625	166.125	154.75	150.75	188.125
Casp8	281.5	119	248.25	129.875	234.25	223.5	285	180	295.25	123	123.3125	119.5
Stradb	267.5	610	279	477.75	283	295.75	261.75	435.25	233.5	467.25	481.75	493
G730003C15Rik	186.125	226.875	195.5	250.75	188.125	187.25	188.875	213.375	173.75	250.125	253.875	231.75
Cdk15	12.5703125	17.03125	13.1015625	24.984375	19	15.71875	14.5859375	15.4921875	14.984375	21.9375	17.109375	16.4375
Fzd7	98.25	292.75	183	210.75	106.4375	118	116.5625	159.375	97.6875	233.625	208.25	221.75
Gm973	30.28125	26.796875	22.859375	30.234375	35.25	30.203125	32	28.21875	36.125	40.6875	33.46875	29.34375
Nop58	218.875	123.4375	216.5	178.5	201.75	210.375	237.125	156.625	216.25	173.875	135.25	158.125
Bmpr2	688	563.5	773.5	538.5	796	784.5	798.5	548	754.5	571	548.5	592.5
Fam117b	219.625	157.5	260	217.125	305	259.75	255.375	161.125	246.75	201.25	110.625	223.25
Carf	94.75	76.5625	80.3125	73	92.375	97.875	112.1875	73.25	101.125	74.4375	58.59375	80.4375
Nbeal1	340.25	368.5	427.25	298.5	344.5	380.25	378.75	377	377.5	324.5	283	372.25
Nbeal1	278.5	325.5	370.75	288	310.75	331.75	325	352	318.25	292.5	258.5	331.25
Cyp20a1	132.375	144.625	210.125	138.5	138.625	147.125	143.875	142.125	144.25	152.375	128.5	143.375
NA	39.5	63.1875	39.375	53	56.84375	41.90625	38.875	52.03125	43.9375	69	63.03125	44.53125
Abi2	173.5	72.8125	156.875	63.625	177.125	207.375	179.25	60.59375	165.25	53.3125	53.53125	63.5625
Eif4a1	2370	1926	2284	1976	2182	2188	2472	1995	2242	2000	1940	2014
Cd28	26.359375	40.875	32.03125	28.515625	38.25	31.140625	28.515625	29.9375	28.546875	29.640625	40.96875	23.125
Ctla4	15.359375	29.546875	17.96875	24.765625	20.75	14.6015625	16.890625	25.015625	17.234375	28.09375	19.296875	19.015625
Icos	19.75	20.28125	25.546875	27.90625	17.796875	17.21875	23.890625	19.125	23.3125	20.609375	20.40625	22.59375
Rpl17///Hk1	3478	1577	2060	1590	3052	3092	3198	1773	3070	1563	1545	1655
Pard3b	71.0625	36.21875	105.25	51.6875	75.5625	73.9375	75	45.625	82.25	47.4375	57.75	60.28125
Pard3b	87.25	61.53125	91.4375	56.34375	84.5	83.5	90.4375	50.71875	82	58.8125	65.625	64.125
NA	1370	1039	1024	1009	1292	1332	1190	1085	1186	1052	861	1151
Nrp2	66.5	336	145.75	355	79.25	86.5	98.875	258	75.3125	362.25	281.75	363
Eef1b2	1000.5	461	548	427.5	824.5	800.5	773.5	522.5	800	457.5	464.25	463
