gene_symbol	GSM3561120	GSM3561123	GSM3561121	GSM3561122	GSM3561125	GSM3561126	GSM3561119	GSM3561124
ABCB4	84.09635416666667	66.22135416666667	58.559895833333336	13.470052083333334	59.6328125	21.720052083333332	74.26041666666667	56.020833333333336
ABCB5	24.03668212890625	19.41845703125	36.46630859375	40.251953125	28.642578125	39.93115234375	20.16015625	45.091796875
ABCB6	309.62109375	365.9375	288.34375	423.52734375	337.021484375	453.552734375	398.46875	329.7890625
ABCB7	823.0	713.0	725.5	592.0	704.0	512.5	737.5	750.5
ABCB8	66.44791666666667	49.4345703125	45.089192708333336	55.235677083333336	69.47916666666667	92.68229166666667	31.994791666666668	72.58333333333333
ABCB9	54.205729166666664	43.135416666666664	38.885416666666664	42.7109375	28.171875	28.734375	23.859375	38.635416666666664
ABCC1	1483.625	1282.375	1380.625	1330.0	1280.125	1258.125	1419.375	1393.0
ABCC10	840.0	832.5	872.875	834.75	789.0	886.875	949.625	828.0
ABCC11	14.65966796875	51.06640625	18.89453125	38.8359375	30.0625	10.939453125	8.36865234375	4.853515625
ABCC12	4.1337890625	3.34228515625	15.357421875	12.92578125	9.7412109375	19.35546875	25.7890625	19.923828125
ABCC13	5.6820068359375	27.071044921875	17.4033203125	42.12890625	24.10595703125	19.841796875	16.634521484375	26.6552734375
ABCC2	17.0	4.171875	2.3046875	19.84375	7.2265625	9.3125	4.8359375	36.78125
ABCC3	209.8609375	246.075	191.046875	168.528125	239.390625	208.43125	148.1203125	199.371875
ABCC4	366.5625	385.109375	301.12890625	545.00390625	290.015625	503.2109375	289.9561767578125	245.0078125
ABCC5	364.5625	349.3958333333333	400.0	356.1041666666667	381.9791666666667	426.0625	409.1458333333333	359.3958333333333
ABCC6P1	2.650390625	3.482421875	13.9609375	33.5	11.28125	16.484375	29.875	46.4375
ABCC8	32.1220703125	29.51953125	15.1015625	13.0	10.033203125	13.03515625	15.263671875	20.1484375
ABCC9	42.8171875	44.665625	44.32890625	48.5078125	42.765625	67.328125	69.369140625	54.671484375
ABCD1	209.5	200.75	184.5	240.75	179.875	125.5625	143.625	166.625
ABCD2	2.09765625	1.59375	31.046875	0.517578125	7.6328125	6.953125	3.265625	0.63525390625
ABCD3	2339.5	2254.0	2505.5	2549.5	2340.0	2367.5	2138.5	2278.5
ABCD4	235.296875	279.78125	249.828125	211.0625	264.875	316.6875	192.00390625	238.5625
ABCE1	3369.0	3213.0	3535.0	3302.0	3425.0	3076.0	3429.0	3347.0
ABCF1	2002.0	1873.0	1882.0	1895.0	1806.0	1738.0	1931.0	1823.0
ABCF2	846.9	865.45	792.8375	960.1	815.2	875.50625	911.475	837.475
ABCF3	665.0	683.5	663.0	701.5	670.5	791.5	798.5	645.5
ABCG1	24.994140625	19.751953125	32.44140625	21.1962890625	17.8681640625	29.8951416015625	27.111328125	26.97900390625
ABCG2	8.6953125	33.53125	54.40625	116.0625	63.78125	85.9375	26.546875	14.28125
ABCG4	10.9296875	61.0	43.15625	16.453125	11.7421875	7.68359375	19.734375	9.546875
ABCG5	27.765625	12.8203125	33.625	24.296875	38.9375	8.7109375	43.0	38.03125
ABCG8	16.296875	28.046875	20.859375	6.5859375	6.99609375	7.125	14.9375	5.44921875
ABHD1	49.3671875	50.674479166666664	56.307291666666664	37.869791666666664	67.45833333333333	45.697916666666664	58.375	65.83854166666667
ABHD10	1149.5	786.75	1101.0	948.0	1194.5	884.75	883.75	1143.75
ABHD11	137.60416666666666	136.65625	135.99479166666666	145.59375	136.65104166666666	151.14583333333334	156.20833333333334	135.79166666666666
ABHD12	1096.3333333333333	908.4166666666666	1050.0833333333333	821.6666666666666	1039.6666666666667	743.0	880.5833333333334	1024.5
ABHD13	110.375	134.5	153.9375	177.25	91.9375	117.53125	106.0	131.9375
ABHD14A	672.0	653.5	687.0	692.0	616.0	741.5	713.0	655.0
ABHD14A-ACY1	931.5	994.5	995.5	895.5	852.0	846.5	865.0	824.5
ABHD14B	906.0	921.5	930.0	778.5	1004.0	1018.5	847.0	1076.0
ABHD15	334.5	216.0	272.5	332.5	206.75	294.5	227.75	260.75
ABHD16A	326.54296875	369.7734375	287.3671875	354.2890625	309.046875	349.724609375	424.35546875	273.54296875
ABHD16B	1.9931640625	2.595703125	2.822265625	2.107421875	3.720703125	1.974609375	3.76953125	4.3359375
ABHD17A	2013.0	1719.0	2168.0	2066.0	2025.0	2180.0	2008.0	2092.0
ABHD17B	529.35546875	547.1041666666666	552.1041666666666	431.984375	672.9375	412.8776041666667	518.75	561.7916666666666
ABHD17C	1140.0	1246.0	1113.0	1787.0	1217.0	1787.0	1255.0	1094.0
ABHD18	222.625	198.58333333333334	175.4375	251.5	228.625	276.125	244.39583333333334	264.5416666666667
ABHD2	345.984375	433.9791666666667	366.5833333333333	271.9947916666667	371.4166666666667	240.76041666666666	491.6666666666667	357.0364583333333
ABHD3	422.25	443.75	377.75	434.0	386.5	237.375	275.0	292.25
ABHD4	1894.75	2469.0	1733.75	3173.0	1926.25	3359.5	1815.75	1741.375
ABHD5	336.8046875	561.0703125	313.52734375	431.244140625	365.1248779296875	459.326171875	420.50927734375	312.0703125
ABHD6	165.68359375	179.32666015625	173.376953125	114.4765625	177.1025390625	106.966796875	191.89453125	154.32421875
ABHD8	120.5	134.125	142.0	130.125	147.0	58.0625	143.875	142.5
ABI1	1708.40625	1850.55078125	1850.359375	1947.09375	1726.3697916666667	2106.3541666666665	1766.4947916666667	1663.7265625
ABI2	632.697509765625	585.0198974609375	624.5078125	513.18505859375	610.508056640625	557.33984375	567.162109375	626.4453125
ABI3	70.125	95.8125	63.8125	98.8125	87.8125	40.25	185.75	121.0
ABI3BP	3653.1614583333335	3034.3984375	3953.7291666666665	2922.40625	3374.0260416666665	2598.3854166666665	3443.8229166666665	3187.9375
ABL1	3548.0	3664.0	3378.0	2062.0	2964.0	2138.0	4100.0	2780.0
ABL2	494.2083333333333	660.25	526.7916666666666	410.5416666666667	506.9166666666667	450.375	660.0	493.7083333333333
ABLIM1	68.703125	114.46875	55.578125	314.96875	60.90234375	372.84375	134.0625	30.263671875
ABLIM2	41.35625	39.5203125	30.8421875	45.359375	53.903125	18.632421875	33.805859375	35.2609375
ABLIM3	173.75	323.5	192.75	615.5	151.875	588.0	280.5	188.125
ABO	40.376302083333336	7.524739583333333	22.53125	29.020833333333332	23.588541666666668	47.072916666666664	23.3359375	19.4375
ABR	459.65625	437.7897135416667	483.1041666666667	448.8697916666667	446.4270833333333	488.4114583333333	504.2604166666667	454.2747395833333
ABRA	11.541015625	13.51171875	5.9658203125	7.0185546875	14.41015625	11.62353515625	2.35693359375	14.5966796875
ABRACL	686.0	950.0	770.5	785.0	781.0	632.0	1046.0	645.5
ABT1	415.0	606.5	344.25	509.25	445.75	451.75	712.5	345.25
ABTB1	82.1953125	72.1859375	95.65546875	77.05234375	92.053125	95.9375	75.4765625	73.53125
ABTB2	172.4609375	322.85546875	177.86328125	181.33203125	182.921875	217.8583984375	275.41796875	168.6015625
ACAA1	784.5	829.0	741.75	1074.0	741.0	1093.25	812.0	822.5
ACAA2	626.0	687.1041666666666	596.6875	735.1041666666666	562.7916666666666	851.25	724.5208333333334	615.7083333333334
ACACA	886.9375	653.359375	771.640625	598.71875	714.28125	626.28125	766.0	901.0234375
ACACB	57.815848214285715	52.886439732142854	40.8408203125	75.07114955357143	68.07059151785714	37.896205357142854	52.448660714285715	75.64732142857143
ACAD10	124.28125	90.25	132.01953125	116.86669921875	113.39453125	108.2919921875	107.82421875	131.12109375
ACAD8	1161.0	1325.0	1122.0	1210.0	1116.0	1245.0	1167.0	1151.0
ACAD9	491.8125	530.890625	494.0703125	485.671875	501.6875	590.40625	535.9375	509.90625
ACADL	59.4375	60.62109375	69.3125	151.96875	46.390625	171.40625	34.630859375	90.53125
ACADM	2340.0	2390.0	2520.0	2510.0	2490.0	2382.0	2168.0	2416.0
ACADS	136.625	136.25	136.125	125.25	155.0	108.1875	114.125	92.1875
ACADSB	177.4375	252.3125	205.4375	365.625	165.34375	300.0	176.46875	138.9375
ACADVL	2556.0	2186.0	2396.0	3950.0	2950.0	3262.0	2382.0	2406.0
ACAN	483.5625	119.8359375	411.890625	1844.75	355.109375	2271.4375	109.296875	447.34765625
ACAP1	35.125	24.8046875	39.052083333333336	37.947916666666664	27.145833333333332	35.962239583333336	36.984375	46.2890625
ACAP2	1033.8333333333333	1160.3125	1214.9791666666667	1044.375	1109.4583333333333	1019.6770833333334	956.3854166666666	964.4479166666666
ACAP3	170.9375	160.90625	149.4375	135.75	170.5625	159.625	214.28125	168.625
ACAT1	880.3424479166666	1001.8046875	940.2421875	1151.9742838541667	900.328125	1080.828125	1034.0104166666667	883.7265625
ACAT2	690.0	477.0	749.0	709.5	742.5	758.0	507.0	559.5
ACBD3	3001.0	3154.0	2847.5	2647.0	2926.0	2794.0	3077.5	3072.5
ACBD4	144.375	113.125	201.5	155.625	201.625	175.5	171.125	177.375
ACBD5	1499.125	1496.375	1559.25	1176.625	1515.375	1215.5	1451.5	1564.0
ACBD6	1428.0	1418.0	1344.0	1252.0	1574.0	1208.0	1438.0	1452.0
ACCS	190.25	184.125	239.5	320.75	255.0	251.0	222.25	218.0
ACD	385.25	273.5	379.75	320.5	484.0	348.25	446.75	433.5
ACE	37.875	9.296875	32.861328125	52.86328125	28.595703125	61.171875	18.265625	34.951171875
ACE2	12.14208984375	14.06201171875	11.27734375	6.234375	18.06494140625	11.728515625	19.47265625	13.43994140625
ACER1	2.880859375	4.01953125	4.8984375	4.19921875	4.10546875	4.421875	8.875	5.75
ACER2	86.875	29.234375	63.59375	77.125	50.21875	107.4375	36.53125	57.875
ACER3	280.4322916666667	347.8333333333333	290.8385416666667	327.37890625	266.91015625	354.3541666666667	303.9375	305.4895833333333
ACHE	19.962239583333332	19.283203125	19.577473958333332	32.625325520833336	16.0703125	25.7099609375	16.125651041666668	34.134114583333336
ACIN1	402.0	496.0	425.0	481.5	479.5	484.0	550.5	493.75
ACKR1	11.2421875	5.24609375	21.71875	3.6640625	8.7890625	13.5859375	18.46875	8.984375
ACKR2	58.552083333333336	46.390625	46.644856770833336	41.1796875	42.197916666666664	29.138020833333332	40.794270833333336	24.9609375
ACKR3	921.1979166666666	1915.4375	888.9375	1716.4375	911.7395833333334	2390.40625	1989.6041666666667	1012.7395833333334
ACKR4	665.0	502.25	703.0	1393.0	668.0	1527.0	554.0	653.5
ACLY	4874.333333333333	5023.333333333333	4598.0	4260.0	4773.666666666667	4396.333333333333	4875.0	4614.666666666667
ACMSD	13.53125	0.5654296875	9.0	2.98828125	11.234375	10.1328125	1.583984375	26.515625
ACO1	1591.140625	1418.40625	1542.625	1742.1875	1467.0625	1582.5	1490.5	1429.5625
ACO2	948.125	673.578125	920.3125	658.375	1051.34375	820.15625	620.01953125	831.99609375
ACOD1	27.515625	8.03125	6.0859375	8.7421875	4.015625	6.265625	16.8125	36.6875
ACOT1	1118.0	1615.0	1191.0	1470.0	1107.0	1817.0	1478.0	1094.0
ACOT11	17.7470703125	26.955078125	37.5078125	34.248046875	27.568359375	33.1064453125	14.013671875	40.3955078125
ACOT12	8.453125	37.0	20.46875	5.91015625	20.0	47.59375	15.5234375	33.59375
ACOT13	1644.0	1239.0	1628.0	972.5	1663.0	938.5	1112.0	1617.0
ACOT4	200.5	272.25	189.875	231.375	269.25	132.375	188.875	213.75
ACOT6	1.6123046875	1.53125	7.15625	5.546875	3.03125	8.4140625	5.3046875	5.91796875
ACOT7	792.625	889.25	794.875	850.375	763.375	757.25	958.75	851.25
ACOT8	367.84375	279.8125	278.96875	254.78125	248.40625	187.40625	311.4375	307.0
ACOT9	1814.0	1789.0	1777.0	1627.0	1882.0	2168.0	1640.0	1455.0
ACOX1	405.487890625	506.8328125	396.549609375	404.5625	389.0125	458.55	417.8291015625	404.30625
ACOX2	669.5	629.5	699.5	841.0	722.0	817.5	665.0	698.0
ACOX3	621.0	686.375	583.0	624.25	582.5	677.375	652.0	582.5
ACOXL	11.55029296875	33.34375	37.95703125	12.8125	4.6328125	34.7578125	25.5205078125	67.296875
ACP1	1976.328125	2034.609375	1803.03125	1810.15625	1863.2421875	1828.25	2000.3125	1934.8203125
ACP2	1300.0	1277.0	1228.0	1299.0	1199.0	1419.0	993.0	1101.0
ACP5	61.21875	15.15625	28.078125	42.78125	64.125	7.76953125	57.6875	73.1875
ACP6	140.890625	117.34375	98.15625	80.96875	101.890625	73.5625	128.265625	163.28125
ACPP	4.453125	26.328125	11.364583333333334	19.078125	12.671875	55.104166666666664	9.505208333333334	25.501302083333332
ACPT	158.375	187.5	252.125	249.875	205.875	286.5	280.5	288.0
ACR	19.28125	9.0546875	41.78125	51.25	5.05859375	58.03125	15.9609375	16.734375
ACRBP	13.651692708333334	6.192708333333333	12.569010416666666	18.4609375	11.5546875	22.352864583333332	6.815104166666667	15.141927083333334
ACRC	259.25	245.25	273.25	418.25	280.75	391.0	269.0	272.0
ACRV1	62.255208333333336	63.75	63.223958333333336	60.78125	53.24609375	79.44791666666667	47.442057291666664	59.161458333333336
ACSBG1	34.982421875	24.80078125	28.42578125	25.15234375	25.599609375	19.62109375	13.796875	19.55859375
ACSBG2	49.65625	34.0	12.0234375	57.8125	50.59375	57.03125	48.8125	41.28125
ACSF2	462.75	371.0	471.5	218.625	457.25	198.125	399.0	508.0
ACSF3	112.21875	95.25	127.08333333333333	90.38541666666667	132.97916666666666	83.16666666666667	98.69791666666667	131.66666666666666
ACSL1	1273.25	1544.25	1284.25	1380.5	1268.5	1295.75	1420.75	1155.25
ACSL3	2641.3333333333335	2377.6666666666665	2711.3333333333335	2607.3333333333335	2582.0	2445.3333333333335	2607.3333333333335	2716.6666666666665
ACSL4	404.7395833333333	453.9895833333333	415.7291666666667	440.5208333333333	434.21875	455.0	415.5052083333333	370.9479166666667
ACSL5	315.875	478.875	296.25	255.6875	312.0	211.875	528.25	298.25
ACSL6	14.27578125	23.08486328125	16.630078125	16.52353515625	18.5318359375	22.5595703125	12.50390625	29.9328125
ACSM1	2.0869140625	23.9794921875	4.578125	5.1689453125	15.3193359375	5.2646484375	21.9375	2.53564453125
ACSM2A	13.4609375	25.7109375	26.4609375	7.0419921875	19.765625	28.56640625	2.6220703125	13.89453125
ACSM2B	18.817057291666668	20.0859375	9.150065104166666	32.614583333333336	21.541666666666668	16.928385416666668	28.557291666666668	21.166666666666668
ACSM3	5.54296875	25.16796875	8.806640625	23.595703125	19.806640625	6.98046875	2.07568359375	20.54296875
ACSM5	42.75	40.911458333333336	36.067708333333336	42.854166666666664	35.264322916666664	68.88541666666667	37.083333333333336	46.333333333333336
ACSS1	32.475	36.023828125	33.016796875	57.43515625	48.355078125	49.643359375	34.9671875	53.9078125
ACSS2	386.0	316.0	392.25	401.0	305.0	362.25	229.0	384.75
ACSS3	322.75	224.4375	307.75	418.5	302.25	427.0	236.3125	374.5
ACTA1	18.1875	58.0	32.34375	38.75	53.5625	11.75	10.65625	20.015625
ACTA2	9076.046875	8804.598958333334	8691.96875	4182.502604166667	9220.65625	5638.432291666667	7185.171875	9318.989583333334
ACTA2-AS1	144.625	122.8125	137.875	100.375	145.0	121.625	98.3125	162.5
ACTB	52293.333333333336		50805.333333333336	49765.333333333336		52554.666666666664	50992.0	
ACTBP9	2538.0	2764.0	2426.0	2286.0	2844.0	2176.0	2448.0	2804.0
ACTC1	1306.0	1165.0	1179.0	2094.0	1483.0	3678.0	722.0	1465.0
ACTG1	49820.444444444445	52113.77777777778	49720.88888888889	46382.22222222222	55420.444444444445	49088.0	47850.666666666664	56305.77777777778
ACTG1P17	26.919270833333332	46.3984375	41.78125	47.010416666666664	34.3671875	39.489583333333336	22.192708333333332	46.536458333333336
ACTG1P4	407.28125	339.28125	377.59375	490.84375	390.6875	503.875	441.65625	431.9375
ACTG2	55.63671875	32.59765625	37.638671875	42.689453125	41.7578125	59.91796875	57.1328125	56.59765625
ACTL10	114.625	89.75	121.4375	146.5	107.5	98.3125	74.0	96.3125
ACTL6A	1639.0	1677.0	2003.0	1689.0	1900.0	1736.0	1661.0	1602.0
ACTL6B	7.90625	10.095703125	4.904296875	11.62890625	4.091796875	14.2890625	4.3173828125	13.58984375
ACTL7A	8.390625	7.60546875	29.890625	8.8359375	16.0625	13.828125	28.4375	9.7265625
ACTL7B	4.35546875	9.40625	11.671875	8.875	2.990234375	16.34375	3.57421875	66.5
ACTL8	15.96875	7.7734375	30.96875	57.34375	19.3125	6.91015625	12.8828125	13.078125
ACTL9	45.46875	9.296875	1.525390625	40.375	7.9375	9.484375	39.9375	52.0625
ACTN1	14102.1640625	16652.046875	14018.5	9054.328125	15357.34765625	9247.59375	14783.65234375	15080.84375
ACTN2	26.557373046875	26.990966796875	28.7919921875	26.3798828125	25.4169921875	30.349609375	33.367919921875	32.03125
ACTN3	60.1875	55.5625	70.5	95.3125	96.625	86.5625	64.3125	92.0
ACTN4	3158.0	3024.0	2776.0	1894.0	3208.0	1865.0	2606.0	2722.0
ACTR10	7956.0	9456.0	7472.0	8440.0	7744.0	8632.0	8600.0	7776.0
ACTR1A	2024.0	2210.5	1952.5	2168.0	2092.0	2113.5	2271.5	2223.0
ACTR1B	1847.0	1370.0	1770.0	1169.0	2003.0	1170.0	1610.0	1795.0
ACTR2	5024.868303571428	5548.313197544643	5203.785435267857	4735.348214285715	5595.970982142857	4596.064732142857	5313.202566964285	5366.417410714285
ACTR3	9421.45	9321.625	9587.95	9750.7	9784.45	9407.05	8638.475	9983.6
ACTR3B	423.25	268.375	416.625	314.0	430.25	426.875	303.75	361.25
ACTR3BP2	45.166666666666664	48.479166666666664	49.166666666666664	37.7734375	45.548177083333336	53.827473958333336	28.461588541666668	38.208333333333336
ACTR3C	45.21875	60.9375	109.375	63.28125	75.1875	91.625	78.75	103.9375
ACTR5	278.125	356.875	297.375	215.4375	276.0	260.3125	260.0625	246.5
ACTR6	847.90625	771.578125	882.28125	810.75	926.546875	860.5625	759.796875	871.9375
ACTR8	460.5	501.25	421.375	523.5	483.9375	545.375	469.0	444.4375
ACTRT2	5.1796875	4.71484375	8.90625	3.76953125	3.58984375	8.4765625	3.880859375	4.62109375
ACTRT3	169.875	279.0	168.75	257.75	174.125	255.625	270.25	102.25
ACVR1	2684.0	3002.0	3130.0	2734.0	2948.0	2638.0	3260.0	2942.0
ACVR1B	292.861328125	339.265625	309.34375	424.0989583333333	304.01953125	411.6979166666667	351.953125	302.0026041666667
ACVR1C	27.796875	30.28515625	20.6875	43.921875	57.71875	52.9375	21.34375	41.265625
ACVR2A	1681.0	1444.0	1758.0	631.5	1813.5	840.75	1685.5	1872.5
ACVR2B	64.13541666666667	53.880208333333336	107.19791666666667	36.005208333333336	39.104166666666664	88.48958333333333	53.098958333333336	94.39583333333333
ACVR2B-AS1	56.53125	71.1875	96.8125	104.375	95.25	14.515625	60.5	71.1875
ACVRL1	429.625	312.375	464.5	467.25	438.25	498.75	350.0	463.25
ACY1	7.37890625	3.103515625	4.07421875	3.8984375	4.5625	6.8046875	4.0625	5.2109375
ACY3	36.62109375	33.03515625	43.6171875	54.296875	21.61328125	21.318359375	30.037109375	43.62890625
ACYP1	450.5	356.25	544.0	230.25	400.5	214.5	288.25	336.75
ADA	620.0	557.75	541.25	815.25	656.25	696.25	667.5	696.75
ADAD1	38.1171875	67.7578125	60.125	80.171875	69.2109375	68.140625	48.625	85.5859375
ADAD2	20.078125	19.21875	20.65625	20.921875	18.359375	13.109375	48.78125	68.625
ADAL	189.95833333333334	184.10416666666666	176.95833333333334	148.55208333333334	122.72916666666667	142.86458333333334	186.625	150.9375
ADAM10	3593.6666666666665	4284.666666666667	3412.3333333333335	7022.0	3600.0	7794.0	4008.6666666666665	3278.3333333333335
ADAM11	11.14453125	26.6015625	15.21484375	15.71875	11.162109375	47.0	18.25	8.6162109375
ADAM12	4571.475	4037.1375	4351.675	2107.40625	4151.675	1713.4	4825.45	3856.3625
ADAM15	704.5	494.75	553.375	601.0	584.0	562.25	697.5	695.5
ADAM17	922.1666666666666	885.0	884.8333333333334	942.5	863.3333333333334	922.0833333333334	868.25	861.0833333333334
ADAM18	17.8984375	20.416015625	18.6875	48.609375	11.0625	37.890625	16.34765625	61.65625
ADAM19	435.078125	460.234375	491.375	197.515625	565.46875	217.515625	529.40625	501.0625
ADAM2	3.75	0.9990234375	6.515625	18.75	15.984375	2.412109375	20.703125	22.0625
ADAM20	16.1875	5.896484375	5.7314453125	30.51171875	13.07421875	39.87109375	31.328125	21.0537109375
ADAM21	26.484375	30.4296875	16.73828125	31.84375	62.0625	41.859375	6.2470703125	41.75
ADAM22	17.83642578125	23.28955078125	20.23291015625	34.261474609375	26.2044677734375	11.23583984375	20.9991455078125	26.316650390625
ADAM23	78.91015625	59.37109375	95.9765625	57.7109375	86.25	38.07666015625	42.193359375	79.98046875
ADAM28	18.458740234375	16.52978515625	17.97314453125	13.7412109375	18.80419921875	16.29443359375	29.2841796875	24.962890625
ADAM30	9.5390625	7.2216796875	9.603515625	24.5390625	22.0546875	17.9404296875	17.4619140625	39.0
ADAM32	38.125	84.3125	26.8125	55.4375	33.96875	56.5625	90.5625	86.125
ADAM33	833.625	953.0	806.0	1374.25	745.0	1585.5	969.25	812.5625
ADAM3A	23.3203125	31.7578125	12.6328125	36.1875	26.9296875	28.4453125	27.9453125	15.91796875
ADAM3B	2.255859375	7.796875	7.703125	3.68359375	12.6171875	2.869140625	2.056640625	30.984375
ADAM5	22.3359375	30.826171875	39.1796875	23.390625	34.6640625	28.73046875	17.62890625	43.33203125
ADAM6	65.375	73.375	51.21875	28.890625	53.34375	55.65625	44.125	68.5625
ADAM7	12.0546875	5.08056640625	21.078125	9.673828125	29.2255859375	15.263346354166666	21.1171875	4.125
ADAM8	58.6875	30.41015625	55.84375	51.140625	58.90625	27.0703125	49.84375	83.02734375
ADAM9	5485.78125	4650.90625	5648.375	6738.46875	5745.666666666667	5904.895833333333	4696.59375	5379.90625
ADAMDEC1	2.12109375	24.5625	28.828125	3.455078125	24.609375	21.828125	5.421875	2.396484375
ADAMTS1	8187.0	4702.5	7986.0	14258.0	7342.0	13570.0	3922.0	7092.0
ADAMTS10	130.65625	94.25	97.3125	71.078125	90.96875	76.21484375	95.75390625	120.125
ADAMTS12	1243.5625	982.5	1160.09375	501.875	1188.78125	477.0	1042.8125	1201.6875
ADAMTS13	74.375	74.53125	93.875	113.9375	87.02734375	108.375	82.234375	122.703125
ADAMTS14	80.0625	7.37109375	8.4140625	13.2734375	14.859375	12.7265625	68.9375	6.8828125
ADAMTS15	71.501953125	76.3515625	53.796875	116.359375	65.65234375	155.3515625	61.2421875	78.12109375
ADAMTS16	4.453125	34.71875	18.8125	12.2890625	4.5703125	16.453125	7.765625	45.84375
ADAMTS17	38.845052083333336	24.528645833333332	33.0859375	44.997395833333336	30.140625	30.278645833333332	38.75	23.022135416666668
