gene_symbol	GSM4665806	GSM4665804	GSM4665796	GSM4665789	GSM4665791	GSM4665802	GSM4665799	GSM4665803	GSM4665805	GSM4665800	GSM4665794	GSM4665793	GSM4665790	GSM4665792	GSM4665795	GSM4665798	GSM4665801	GSM4665797
DDHD2	9.3125	9.625	9.65625	9.34375	9.2421875	9.6640625	9.8359375	9.25	9.515625	9.7578125	9.421875	9.3359375	9.15625	9.5	9.6171875	8.96875	9.421875	9.5390625
DDI2	5.59765625	5.875	4.953125	5.421875	5.5078125	5.72265625	6.19921875	5.6640625	5.76953125	5.84375	5.1328125	5.54296875	5.09765625	5.72265625	5.20703125	4.82421875	5.84765625	5.34765625
DDIT3	8.6328125	9.3828125	9.796875	8.7890625	8.96875	9.03125	8.75	8.703125	9.078125	8.609375	9.4375	9.28125	8.9140625	9.578125	9.8828125	9.9453125	8.9453125	9.890625
DDIT4	12.4140625	12.265625	11.4296875	12.4921875	12.6171875	11.453125	9.6640625	11.90625	12.46875	9.453125	11.96875	11.8671875	12.6171875	11.921875	11.3671875	8.921875	11.8203125	11.3515625
DDN	7.2265625	7.40234375	6.7421875	6.41796875	6.65234375	6.98828125	6.7265625	7.1640625	7.43359375	7.0	6.546875	6.609375	6.5703125	6.47265625	6.82421875	7.72265625	6.94140625	7.34375
DDO	5.2734375	6.01953125	4.849609375	5.12890625	5.486328125	5.20703125	5.490234375	4.978515625	5.466796875	5.111328125	4.76953125	4.5546875	5.5390625	4.828125	4.921875	5.337890625	4.94921875	4.966796875
DDOST	11.84375	11.515625	11.80859375	11.59765625	11.6171875	11.6484375	11.5390625	11.8046875	11.8828125	11.58203125	11.73828125	11.7890625	11.5703125	11.73828125	11.7890625	11.59375	11.6484375	11.78515625
DDR1-AS1	4.6083984375	4.5322265625	4.875	4.73046875	4.7890625	4.50390625	4.3779296875	4.5712890625	4.6279296875	4.4951171875	4.875	5.017578125	4.794921875	4.794921875	4.908203125	4.7783203125	4.6865234375	5.416015625
DDR2	8.1015625	6.4765625	9.3203125	8.6640625	8.3125	7.9375	7.76171875	8.203125	7.34765625	8.171875	9.53125	9.03125	8.8359375	9.3671875	9.3359375	7.98828125	7.86328125	9.140625
DDRGK1	8.3671875	9.6640625	9.1796875	9.1953125	9.3046875	8.703125	8.625	8.7109375	8.9609375	8.5	9.15625	9.0703125	9.2265625	9.015625	9.265625	8.46875	8.7578125	9.203125
DDTL	8.7578125	8.9140625	9.3515625	9.390625	9.625	8.53125	9.1484375	8.796875	8.96875	8.9375	9.421875	9.359375	9.5859375	9.390625	9.2421875	9.34375	8.765625	9.296875
DDX1	11.4453125	11.875	11.1328125	11.1015625	11.1640625	12.0703125	11.5625	11.6328125	11.6328125	11.390625	11.15625	11.0078125	11.15625	11.0	11.265625	11.5234375	11.6640625	11.078125
DDX10	9.5390625	10.140625	10.3671875	8.9921875	9.015625	9.796875	9.0546875	9.2109375	10.0	8.7421875	9.2421875	9.2265625	8.8828125	9.2734375	10.4140625	9.03125	9.484375	10.28125
DDX11	7.290364583333333	7.743489583333333	6.64453125	6.744791666666667	6.825520833333333	7.302083333333333	6.888020833333333	7.20703125	7.716145833333333	6.915364583333333	6.799479166666667	6.864583333333333	6.658854166666667	6.848958333333333	6.720052083333333	7.51953125	7.33203125	6.7421875
DDX17	7.05859375	6.919921875	8.2431640625	7.4716796875	7.6083984375	6.927734375	6.974609375	7.0107421875	6.9658203125	6.9716796875	8.3095703125	7.4951171875	7.9658203125	8.103515625	7.9306640625	7.23828125	6.88671875	7.96875
DDX18	9.328125	8.4345703125	8.1953125	8.580078125	8.3857421875	8.6669921875	8.2138671875	8.94140625	9.0234375	8.1103515625	8.1640625	8.154296875	8.609375	8.20703125	8.0654296875	7.30859375	8.7587890625	7.8095703125
DDX19A	8.619791666666666	8.307291666666666	8.46875	8.419270833333334	8.3828125	8.350260416666666	8.3359375	8.440104166666666	8.609375	8.385416666666666	8.567708333333334	8.671875	8.416666666666666	8.6015625	8.4375	7.766927083333333	8.34375	8.385416666666666
DDX21	11.5546875	10.3671875	10.4765625	11.03125	11.046875	10.984375	10.78125	10.84375	11.390625	10.6953125	10.5625	10.59375	11.0234375	10.5546875	10.5234375	9.6953125	11.046875	10.5859375
DDX23	9.0859375	9.19140625	8.51953125	8.77734375	8.7578125	8.95703125	8.65234375	9.0234375	9.09375	8.40625	8.6796875	8.74609375	8.73046875	8.76953125	8.4375	8.447265625	9.07421875	8.42578125
DDX24	8.896484375	8.498046875	9.58203125	9.19921875	9.107421875	8.65625	8.884765625	8.921875	8.5859375	9.27734375	9.5703125	9.328125	9.37109375	9.3828125	9.515625	8.822265625	8.330078125	9.3046875
DDX25	4.16796875	4.32421875	4.13671875	3.98828125	3.9453125	4.078125	4.11328125	4.0390625	4.05078125	4.01171875	4.15234375	3.986328125	3.99609375	4.15234375	4.04296875	4.29296875	4.11328125	3.8828125
DDX27	9.182291666666666	9.6171875	8.611979166666666	8.799479166666666	8.958333333333334	9.158854166666666	8.9609375	8.8203125	9.5546875	8.684895833333334	8.755208333333334	8.536458333333334	8.864583333333334	8.6328125	8.53125	9.2578125	8.888020833333334	8.33984375
DDX28	6.1806640625	6.1142578125	5.8466796875	5.9306640625	5.9951171875	6.12890625	6.09765625	6.0693359375	6.177734375	6.0634765625	5.9599609375	6.0654296875	5.8779296875	6.00390625	5.908203125	6.46875	6.1884765625	6.115234375
DDX31	7.97265625	8.21875	7.41796875	7.35546875	7.546875	7.7734375	7.5703125	7.56640625	7.78125	7.5703125	7.6953125	7.69140625	7.43359375	7.60546875	7.39453125	7.37890625	7.6953125	7.703125
DDX39A	9.625	9.890625	9.34375	9.5234375	9.5703125	10.015625	9.53125	9.65625	10.1015625	9.28125	9.5390625	9.4296875	9.5	9.5078125	9.3203125	10.3671875	9.8984375	9.328125
DDX3X	8.871875	7.6375	8.13671875	8.263671875	8.25703125	8.62734375	8.55234375	8.871875	8.30390625	8.70390625	8.1734375	8.2453125	8.25625	8.1203125	8.10859375	8.01953125	8.4609375	7.94375
DDX3Y	4.48828125	4.771484375	8.98046875	8.505859375	8.4140625	4.3095703125	4.3759765625	4.298828125	4.240234375	4.400390625	8.482421875	8.22265625	8.7109375	8.533203125	8.529296875	4.154296875	4.4697265625	8.828125
DDX4	3.7578125	4.58203125	3.955078125	3.55859375	3.6875	4.0	3.84765625	3.78515625	3.798828125	3.78125	3.783203125	3.515625	3.720703125	3.734375	3.896484375	3.677734375	3.794921875	3.830078125
DDX41	9.3515625	9.6796875	8.8828125	9.4921875	9.6640625	9.6953125	9.421875	9.40625	9.8203125	9.3203125	9.09375	9.03125	9.5	9.1328125	8.9140625	10.234375	9.4765625	8.859375
DDX42	9.7578125	9.5234375	9.8515625	9.765625	9.71875	9.515625	9.5625	9.609375	9.5390625	9.5625	9.796875	9.90625	9.8125	9.8359375	9.8203125	8.8203125	9.703125	9.7109375
DDX43	3.921875	4.66796875	5.9453125	5.15625	5.32421875	4.12109375	4.390625	4.43359375	4.453125	3.919921875	6.046875	6.16015625	5.28125	6.07421875	5.86328125	4.0703125	4.28125	5.83203125
DDX46	10.4765625	10.8828125	9.8125	9.90625	9.9140625	10.4609375	9.90625	10.1796875	10.390625	9.71875	10.0078125	10.0546875	9.84375	9.984375	9.796875	9.3671875	10.3203125	9.7421875
DDX49	7.916015625	8.298828125	8.43359375	8.12109375	8.27734375	7.697265625	7.552734375	7.677734375	8.322265625	7.412109375	8.53125	8.494140625	8.228515625	8.560546875	8.3515625	8.228515625	7.65625	8.23828125
DDX50	10.4765625	10.546875	9.65625	9.65625	9.640625	10.796875	10.0390625	10.1875	10.6328125	9.7578125	9.7890625	9.8125	9.6328125	9.7421875	9.671875	9.0703125	10.3515625	9.515625
DDX51	5.26953125	4.890625	5.0234375	4.9765625	4.95703125	5.16015625	5.078125	5.26171875	5.20703125	5.3984375	5.265625	5.09765625	5.171875	4.859375	5.0625	5.609375	5.03125	5.47265625
DDX52	7.787760416666667	8.046875	7.743489583333333	7.697916666666667	7.596354166666667	7.73046875	7.697916666666667	7.860677083333333	7.643229166666667	7.416666666666667	7.55859375	7.555989583333333	7.625	7.6875	7.731770833333333	6.641927083333333	7.973958333333333	7.609375
DDX54	8.125	8.765625	7.91796875	7.74609375	7.95703125	8.28125	8.234375	8.203125	8.4765625	8.0	8.0078125	7.82421875	7.83984375	7.8671875	7.92578125	8.796875	8.28125	7.77734375
DDX56	9.21875	9.2421875	8.4921875	8.8828125	8.890625	9.328125	8.671875	8.9375	9.5	8.3125	8.6875	8.546875	8.828125	8.671875	8.5703125	9.578125	9.046875	8.234375
DDX58	6.4609375	7.47265625	6.453125	7.08984375	7.1796875	6.96484375	7.95703125	6.6796875	7.03515625	7.609375	6.15625	6.203125	7.3359375	6.52734375	6.25390625	7.76171875	6.58203125	6.08984375
DDX6	3.974609375	4.3515625	4.140625	3.708984375	3.890625	3.83203125	4.09765625	3.876953125	4.015625	4.00390625	3.923828125	3.708984375	3.998046875	4.17578125	3.849609375	4.00390625	3.96484375	4.1796875
DDX60	8.8515625	8.7578125	6.9609375	6.72265625	6.67578125	7.51953125	7.390625	7.4296875	8.2265625	7.2734375	7.10546875	7.40625	6.70703125	7.703125	6.7890625	6.1640625	7.78515625	6.59765625
DEAF1	7.76953125	7.83203125	9.1015625	8.28125	8.296875	7.8984375	8.1484375	7.7578125	7.9921875	8.078125	8.90625	8.875	8.234375	8.90625	9.1875	9.171875	7.9296875	9.109375
DEC1	3.732421875	3.7890625	3.720703125	3.57421875	3.515625	3.86328125	3.8125	3.751953125	3.666015625	4.03515625	3.765625	3.728515625	3.62890625	3.751953125	3.794921875	3.716796875	3.73828125	4.0859375
DECR1	11.0625	11.1484375	11.21875	10.828125	10.7421875	11.25	11.2265625	11.1875	11.0390625	11.1171875	11.03125	11.03125	10.796875	11.0078125	11.140625	11.171875	11.1953125	11.1640625
DECR2	8.3984375	9.0234375	9.1484375	9.1953125	9.328125	8.2734375	8.609375	8.1640625	8.71875	8.515625	9.0078125	8.796875	9.3359375	8.8671875	9.234375	8.28125	8.328125	8.9921875
DEDD	7.763020833333333	7.388020833333333	7.291666666666667	7.30078125	7.348958333333333	7.8515625	7.671875	7.759114583333333	7.80859375	7.6953125	7.506510416666667	7.41796875	7.359375	7.549479166666667	7.497395833333333	7.79296875	7.80078125	7.115885416666667
DEF6	6.6484375	6.23046875	5.828125	5.83984375	5.75	6.35546875	6.390625	6.15625	6.66015625	6.14453125	5.86328125	5.7265625	5.85546875	5.54296875	5.875	6.90625	6.37109375	5.7109375
DEF8	8.3984375	9.6328125	9.15625	8.84375	8.9921875	8.90625	9.796875	9.015625	8.9921875	9.6640625	8.78125	8.640625	9.0078125	8.6171875	9.1171875	10.453125	9.0625	9.125
DEFA1B	4.8984375	4.91015625	4.95703125	4.94140625	4.5859375	5.09375	4.83984375	5.43359375	4.77734375	5.1015625	4.5390625	4.921875	4.71875	4.62890625	4.7734375	4.82421875	4.921875	4.81640625
DEFA4	4.9375	5.6015625	5.0234375	4.79296875	5.03125	5.11328125	5.06640625	5.19140625	4.9375	5.09375	4.984375	5.046875	4.85546875	4.90625	5.125	5.546875	5.20703125	5.16015625
DEFA5	4.72265625	5.02734375	4.54296875	4.4609375	4.71875	5.2734375	4.98828125	5.2421875	4.87890625	5.1328125	4.69921875	4.44921875	4.2578125	4.59375	5.0	5.19921875	4.89453125	4.921875
DEFA6	6.3046875	6.25	5.6875	5.6953125	5.8046875	6.1015625	6.06640625	6.3046875	6.02734375	6.60546875	5.71875	5.78515625	5.74609375	5.50390625	5.7421875	6.55078125	6.32421875	6.33984375
DEFB1	5.5234375	6.203125	5.85546875	6.98828125	7.2890625	5.82421875	5.5078125	5.296875	5.48046875	5.15625	5.6875	5.6953125	7.26953125	5.83203125	5.796875	5.66796875	5.55859375	5.78515625
DEFB126	4.94921875	5.14453125	4.6796875	4.4609375	4.390625	4.85546875	4.5234375	5.1875	4.28125	5.16796875	4.625	4.8046875	4.140625	4.76953125	4.5703125	4.1484375	4.82421875	4.9296875
DEFB4B	5.7265625	6.35546875	5.5390625	5.4453125	5.4765625	5.78125	5.765625	5.83203125	5.640625	5.86328125	5.35546875	5.66015625	5.1796875	5.3828125	5.6640625	6.58984375	5.69921875	6.23046875
DEGS1	10.30078125	9.58203125	10.45703125	10.21875	10.1640625	10.3046875	10.6953125	10.421875	10.203125	10.6796875	10.2421875	10.48828125	10.11328125	10.33203125	10.4453125	9.99609375	10.25	10.34765625
DEK	11.5625	10.9375	10.265625	10.46875	10.328125	11.203125	10.7734375	11.453125	10.9140625	10.8828125	10.3671875	10.59375	10.515625	10.53125	10.234375	9.6328125	11.2421875	10.203125
DENND1A	7.453125	8.3359375	7.1640625	8.2109375	8.25	8.4453125	9.6875	8.265625	8.0234375	9.4140625	6.89453125	6.96484375	8.1484375	7.14453125	7.18359375	10.1328125	8.5	7.00390625
DENND1B	7.4375	6.04296875	7.609375	7.19921875	6.9296875	7.546875	7.921875	7.60546875	7.03515625	7.59765625	6.8203125	6.95703125	7.16796875	7.1640625	7.57421875	5.67578125	7.91015625	7.29296875
DENND1C	5.6484375	5.703125	5.15234375	5.65234375	5.53125	5.578125	5.5234375	5.95703125	5.78515625	6.171875	5.72265625	5.6484375	5.68359375	5.4609375	5.77734375	6.1640625	5.6328125	5.9453125
DENND2A	8.919270833333334	8.950520833333334	5.243489583333333	5.567708333333333	5.662760416666667	8.686197916666666	8.9296875	8.80859375	9.002604166666666	8.6171875	5.115234375	5.08203125	5.59375	5.162760416666667	4.883463541666667	8.240885416666666	8.705729166666666	4.863932291666667
DENND2D	4.6015625	4.98828125	4.9375	7.15625	7.078125	5.1796875	6.40234375	5.1953125	4.828125	6.23828125	7.23828125	6.890625	6.78125	7.15234375	4.73828125	6.7734375	4.94140625	5.48046875
DENND3	6.302734375	6.15625	6.294921875	5.943359375	5.857421875	5.99609375	6.75	5.919921875	6.31640625	6.68359375	5.85546875	5.861328125	6.044921875	6.08203125	6.0546875	7.298828125	6.029296875	6.4453125
DENND4A	6.546875	5.84765625	6.546875	5.5703125	5.19921875	5.05859375	5.65625	5.921875	5.54296875	5.921875	6.07421875	6.265625	5.49609375	6.42578125	6.35546875	3.966796875	5.765625	6.19140625
DENND4B	9.484375	9.4921875	8.7109375	8.7578125	8.8671875	8.953125	9.25	9.0390625	9.4375	9.2265625	8.8828125	9.078125	8.8984375	9.0078125	8.875	9.5078125	9.125	8.875
DENND4C	7.7109375	5.83203125	7.76953125	7.54296875	7.34765625	7.71484375	7.9296875	7.48828125	7.62109375	7.68359375	7.625	7.99609375	7.37109375	7.99609375	7.7421875	6.0625	7.86328125	7.6953125
DENND5A	10.0234375	9.703125	10.5546875	10.5859375	10.609375	10.7421875	10.828125	10.3203125	10.328125	10.6484375	10.734375	10.53125	10.6171875	10.6875	10.5546875	10.6796875	10.5703125	10.3828125
DENND5B	4.9609375	4.4765625	5.67578125	5.8515625	5.22265625	4.94140625	5.02734375	5.15234375	4.83984375	4.75390625	5.21484375	5.17578125	5.71484375	5.57421875	5.4765625	5.015625	4.76953125	5.09375
DENND6B	6.68359375	7.0546875	6.69140625	6.4765625	6.72265625	6.6640625	6.66015625	6.88671875	6.5625	6.65234375	6.8515625	6.625	6.515625	6.6796875	6.828125	6.77734375	6.66015625	6.9375
DENR	10.4140625	10.8125	10.1953125	10.3828125	10.2578125	10.3828125	10.3046875	10.2265625	10.3046875	10.015625	10.15625	10.4375	10.2421875	10.2734375	10.109375	8.828125	10.390625	10.171875
DEPDC1	6.50390625	5.2890625	5.53125	5.7578125	5.8515625	6.640625	5.18359375	6.6484375	5.546875	5.49609375	4.95703125	4.66015625	5.46484375	4.890625	5.17578125	4.9296875	6.25	4.9453125
DEPDC5	6.7421875	7.15625	6.765625	6.63671875	6.90625	6.94140625	7.1640625	6.6953125	7.1328125	6.75	6.796875	6.8125	6.75390625	6.82421875	6.8046875	7.2578125	6.90625	6.60546875
DEPTOR	6.16015625	6.53515625	6.890625	9.4921875	9.4140625	7.18359375	6.0703125	7.09375	5.93359375	5.8984375	9.7578125	9.5703125	9.5625	9.6015625	6.94140625	5.54296875	7.11328125	6.8359375
DERA	10.0625	10.3203125	9.375	9.84375	9.703125	10.25	10.453125	10.2578125	10.140625	10.375	9.5	9.703125	9.8046875	9.703125	9.40625	9.671875	10.28125	9.4765625
DERL1	9.21875	8.62890625	9.0546875	9.265625	9.19921875	9.46484375	9.16796875	9.52734375	9.08984375	9.01953125	8.82421875	8.9921875	9.23828125	8.90234375	9.015625	8.42578125	9.42578125	8.91796875
DERL2	9.2890625	9.5703125	9.3984375	9.65625	9.65625	9.7265625	9.7109375	9.3984375	9.703125	9.390625	9.4765625	9.5703125	9.671875	9.515625	9.3984375	9.953125	9.46875	9.234375
DES	4.6591796875	5.236328125	4.796875	6.03515625	6.08203125	5.033203125	4.884765625	4.7841796875	4.7490234375	4.896484375	5.0537109375	5.0361328125	6.078125	4.8681640625	4.8955078125	4.7861328125	4.8427734375	4.6337890625
DESI1	7.48046875	7.587890625	7.8671875	8.1171875	8.2890625	7.517578125	7.919921875	7.423828125	7.671875	7.923828125	7.685546875	7.75390625	8.203125	7.775390625	7.91796875	8.1640625	7.556640625	7.93359375
DESI2	7.173828125	6.703776041666667	7.409505208333333	7.354166666666667	7.141276041666667	7.059895833333333	6.960286458333333	7.360026041666667	6.867838541666667	7.252604166666667	7.063151041666667	6.884114583333333	7.386067708333333	7.005208333333333	7.240234375	7.242838541666667	6.978515625	7.283854166666667
DET1	7.921875	7.78125	7.71875	7.546875	7.42578125	8.390625	8.359375	7.875	8.3984375	8.0390625	7.625	7.86328125	7.62890625	7.921875	7.90234375	8.40625	8.375	7.703125
DEXI	9.296875	9.3671875	9.3828125	9.3984375	9.4765625	9.3671875	9.703125	9.4765625	9.5703125	9.7421875	9.4765625	9.3046875	9.3828125	9.34375	9.3046875	10.046875	9.390625	9.2265625
DFFA	7.19921875	7.2578125	7.66015625	7.90625	8.046875	7.5078125	8.0078125	7.23046875	7.296875	7.890625	7.88671875	7.72265625	7.8828125	7.84765625	7.6328125	8.828125	7.48828125	7.71875
DFFB	6.734375	7.1015625	6.42578125	6.6171875	6.265625	7.05078125	6.265625	6.69140625	7.21484375	5.9140625	6.328125	6.328125	6.46484375	6.6328125	6.23828125	6.59375	6.671875	5.875
DFNA5	10.640625	10.7109375	7.7421875	10.1171875	10.171875	11.015625	10.6953125	10.6171875	10.640625	10.53125	8.78125	8.734375	10.140625	8.796875	7.6953125	9.96875	10.7421875	7.6875
DGAT1	6.296875	6.7734375	7.515625	7.265625	7.48828125	6.734375	7.2421875	6.93359375	6.69921875	7.16015625	7.16796875	7.125	7.43359375	7.25390625	7.51953125	7.59375	6.92578125	7.5234375
DGCR11	6.72265625	6.90625	6.90625	6.98046875	6.84375	7.234375	7.3203125	6.76953125	6.4921875	7.0	6.87890625	6.7734375	6.73046875	6.8984375	7.09375	7.515625	6.6875	6.9609375
DGCR2	8.208984375	8.408203125	8.017578125	8.208984375	8.23828125	7.890625	8.380859375	8.2578125	8.314453125	8.37109375	8.251953125	8.28125	8.12890625	8.201171875	8.0859375	8.62890625	8.40234375	8.28125
DGCR5	4.8515625	5.51171875	5.44140625	4.88671875	5.1015625	5.53515625	5.5390625	4.80078125	5.45703125	5.2578125	5.05859375	4.91796875	4.76171875	4.9765625	5.16796875	5.59375	5.04296875	5.08203125
DGCR6L	7.33984375	7.529296875	7.818359375	7.11328125	7.384765625	7.431640625	7.59765625	7.41796875	7.609375	7.673828125	7.880859375	7.736328125	7.1640625	7.646484375	7.859375	8.33984375	7.40234375	7.712890625
DGCR9	5.91015625	5.94921875	6.01171875	5.67578125	5.80078125	6.19140625	6.03515625	5.9453125	6.05078125	6.1875	5.9609375	6.02734375	5.86328125	5.8671875	6.10546875	6.5546875	5.9765625	6.3125
DGKA	8.283203125	7.396484375	8.486328125	7.26953125	7.37109375	8.546875	8.77734375	8.134765625	8.376953125	8.62890625	7.447265625	7.4765625	7.265625	7.359375	8.595703125	8.490234375	8.130859375	8.0703125
DGKB	3.701171875	4.27734375	3.6328125	3.572265625	3.58984375	4.2890625	4.08984375	3.75390625	3.712890625	3.724609375	3.56640625	3.607421875	3.705078125	3.521484375	3.716796875	3.666015625	4.1015625	3.556640625
DGKD	8.6015625	9.25	8.953125	8.578125	8.6640625	8.3984375	8.1953125	8.3984375	8.9921875	8.1953125	8.3515625	8.359375	8.5625	8.4453125	9.0546875	8.1796875	8.625	9.1484375
DGKE	4.15234375	4.265625	4.10546875	4.1484375	4.2109375	4.20703125	4.4140625	4.23046875	4.125	4.53515625	4.15234375	4.09765625	4.12109375	4.0625	4.234375	4.265625	4.1796875	4.31640625
DGKG	4.7890625	5.28125	4.82421875	4.70703125	4.64453125	4.93359375	4.953125	5.453125	5.05859375	5.453125	4.61328125	4.97265625	4.953125	4.6484375	4.64453125	5.5	5.171875	5.12890625
DGKH	7.63671875	7.51171875	7.484375	7.22265625	7.0859375	7.56640625	7.68359375	7.84765625	7.3203125	7.96875	7.3359375	7.46875	7.26171875	7.546875	7.48046875	7.22265625	7.69921875	7.4453125
DGKI	4.859375	5.25390625	5.90234375	6.07421875	5.9140625	5.51953125	5.58203125	5.5078125	5.015625	5.390625	6.6640625	6.66015625	6.1484375	6.54296875	5.85546875	5.37890625	5.50390625	5.72265625
DGKQ	5.2109375	5.29296875	5.18359375	4.93359375	4.8515625	5.21875	5.1015625	4.90625	5.3359375	5.39453125	4.921875	5.1953125	4.8984375	5.0078125	5.07421875	6.26953125	5.29296875	5.81640625
DGKZ	8.0625	8.609375	8.03125	8.1796875	8.4609375	8.0859375	8.2578125	8.296875	8.71875	8.0234375	8.0625	8.0390625	8.2890625	7.91015625	8.125	9.140625	8.2734375	7.88671875
DGUOK	9.3671875	9.203125	9.37109375	9.53515625	9.51171875	9.34375	9.48828125	9.41015625	9.375	9.3828125	9.6015625	9.5234375	9.5859375	9.62109375	9.44140625	9.6640625	9.3671875	9.30859375
DHCR24	10.296875	9.515625	11.125	11.640625	11.578125	10.4765625	10.84375	10.5859375	10.46875	10.90625	10.6171875	10.515625	11.515625	10.6484375	11.1484375	11.2265625	10.4453125	11.203125
DHCR7	8.0234375	8.09765625	8.9375	9.94140625	9.953125	8.3828125	8.546875	8.609375	8.212890625	8.61328125	8.73046875	8.7734375	9.94140625	8.734375	8.91796875	9.21484375	8.416015625	8.8828125
DHDDS	8.4921875	9.546875	9.421875	9.25	9.3359375	9.203125	9.828125	9.0078125	8.75	9.546875	9.1875	9.078125	9.25	9.0078125	9.3984375	9.7265625	9.15625	9.390625
DHFR	7.59375	7.1826171875	7.3818359375	7.3515625	7.291015625	8.0048828125	7.7265625	7.8974609375	7.638671875	7.2958984375	7.421875	7.427734375	7.4150390625	7.537109375	7.2861328125	7.16796875	7.9970703125	7.1904296875
DHODH	5.151041666666667	5.7265625	4.990885416666667	5.360677083333333	5.225260416666667	4.901041666666667	5.029947916666667	4.877604166666667	5.5078125	5.018229166666667	5.184895833333333	5.065104166666667	5.278645833333333	5.0	4.9609375	5.184895833333333	5.091145833333333	5.095052083333333
DHPS	9.502604166666666	9.315104166666666	8.319010416666666	8.453125	8.513020833333334	9.25	8.815104166666666	9.0	9.7421875	8.721354166666666	8.557291666666666	8.559895833333334	8.412760416666666	8.455729166666666	8.309895833333334	9.0703125	9.091145833333334	8.2578125
DHRS1	7.94140625	8.1875	9.375	8.8984375	8.8515625	8.7578125	9.7578125	8.484375	8.5	9.578125	9.28125	9.203125	8.921875	9.3203125	9.4921875	9.953125	8.640625	9.34375
DHRS11	5.2578125	5.9453125	6.78515625	6.0859375	6.16015625	4.44921875	5.80078125	4.86328125	5.59765625	5.7578125	6.19921875	6.62890625	5.9375	6.71875	6.76171875	4.859375	4.96484375	6.87890625
DHRS12	6.0	6.453125	6.388671875	6.24609375	6.248046875	6.146484375	6.283203125	6.087890625	6.26953125	6.0078125	6.435546875	6.376953125	6.359375	6.416015625	6.53125	6.41796875	6.3984375	6.359375
DHRS2	5.265625	5.5078125	6.173828125	4.8544921875	4.9423828125	5.0888671875	4.98828125	5.0048828125	5.458984375	5.2412109375	5.451171875	5.630859375	4.7998046875	5.404296875	6.365234375	5.2109375	5.0126953125	6.5078125
DHRS3	7.953125	8.3515625	10.5859375	10.8671875	10.9140625	8.203125	8.9453125	7.7109375	8.625	8.6640625	10.6640625	10.484375	10.84375	10.5234375	10.640625	9.953125	7.98828125	10.4921875
DHRS4L2	8.859375	9.0	8.5078125	8.328125	8.4609375	9.234375	8.875	9.0234375	9.046875	8.7265625	8.4921875	8.3984375	8.375	8.53125	8.5078125	8.984375	9.171875	8.5
DHRS7	7.87109375	7.412109375	7.46484375	7.9921875	7.837890625	7.5078125	7.978515625	7.966796875	7.42578125	8.537109375	7.51953125	7.501953125	8.0390625	7.314453125	7.42578125	7.810546875	7.412109375	7.373046875
DHRS7B	7.28125	7.59765625	8.5546875	8.515625	8.6015625	7.95703125	8.5078125	7.63671875	7.51953125	8.2265625	8.4375	8.3984375	8.4609375	8.4140625	8.53125	8.796875	7.71875	8.4453125
DHRS9	6.09375	6.05859375	5.6640625	5.890625	5.875	5.77734375	5.703125	6.09765625	5.8203125	6.01171875	5.8359375	5.828125	5.83203125	5.65234375	5.859375	6.046875	5.890625	6.171875
DHTKD1	7.5234375	5.90234375	7.52734375	7.671875	7.83203125	7.8984375	8.0859375	7.484375	7.6640625	7.8515625	7.87109375	7.90234375	7.65234375	7.91796875	7.62109375	7.37109375	7.7734375	7.4609375
DHX15	11.44140625	10.56640625	10.4765625	10.8828125	10.80859375	11.4453125	10.8984375	11.40234375	11.140625	10.859375	10.625	10.609375	10.81640625	10.60546875	10.3125	10.13671875	11.22265625	10.32421875
DHX16	9.234375	9.7578125	9.015625	9.1953125	9.1484375	9.6015625	9.5234375	9.03125	9.6953125	9.28125	9.1796875	9.0703125	9.203125	9.15625	8.953125	9.2890625	9.234375	8.7421875
DHX29	8.384765625	7.7578125	8.23828125	8.177734375	7.669921875	7.88671875	7.5390625	8.556640625	7.8359375	8.025390625	7.982421875	8.125	7.986328125	7.9765625	8.037109375	7.890625	7.98828125	8.21484375
DHX30	8.73828125	8.8515625	8.62890625	8.59765625	8.61328125	8.796875	8.73046875	8.57421875	9.12890625	8.5390625	8.7734375	8.7265625	8.5703125	8.83984375	8.5546875	9.296875	8.59375	8.484375
DHX32	8.6875	8.9921875	8.59375	8.7109375	8.7265625	9.0078125	8.828125	8.5859375	9.015625	8.578125	8.453125	8.375	8.6875	8.328125	8.59375	8.984375	8.59375	8.6953125
DHX34	5.4921875	5.640625	5.35546875	5.266927083333333	5.311197916666667	5.471354166666667	5.4921875	5.529947916666667	5.53125	5.428385416666667	5.328125	5.372395833333333	5.34375	5.270833333333333	5.361979166666667	5.79296875	5.502604166666667	5.515625
DHX35	7.12890625	6.53125	6.7734375	6.8828125	6.69140625	7.234375	7.359375	7.17578125	7.37109375	6.96875	6.9921875	7.015625	6.84765625	6.93359375	6.8515625	7.39453125	7.14453125	6.63671875
DHX38	8.2421875	7.2890625	7.8125	8.1875	8.265625	8.515625	8.4296875	8.3671875	8.1875	8.4296875	7.96875	8.1015625	8.1875	7.87890625	7.80078125	9.0	8.1171875	7.6171875
DHX40	9.1875	9.3984375	8.5078125	8.2890625	8.296875	9.0859375	8.78125	9.03125	9.328125	8.8125	8.25	8.4453125	8.40625	8.6328125	8.421875	8.65625	8.96875	8.3671875
DHX57	7.8828125	7.8515625	7.20703125	7.5546875	7.53515625	7.98828125	8.09375	7.828125	8.2734375	7.76953125	7.33984375	7.50390625	7.48046875	7.25	7.44140625	8.4296875	8.109375	7.30859375
