Sample_geo_accession	Condition	Group
GSM2068872	 High Fat, High Sugar (HFHS) D02	pancreatic islets
GSM2068873	 High Fat, High Sugar (HFHS) D02	pancreatic islets
GSM2068874	 High Fat, High Sugar (HFHS) D02	pancreatic islets
GSM2068875	 High Fat, High Sugar (HFHS) D02	pancreatic islets
GSM2068876	 High Fat, High Sugar (HFHS) D02	pancreatic islets
GSM2068877	 High Fat, High Sugar (HFHS) D02	pancreatic islets
GSM2068878	 High Fat, High Sugar (HFHS) D10	pancreatic islets
GSM2068879	 High Fat, High Sugar (HFHS) D10	pancreatic islets
GSM2068880	 High Fat, High Sugar (HFHS) D10	pancreatic islets
GSM2068881	 High Fat, High Sugar (HFHS) D10	pancreatic islets
GSM2068882	 High Fat, High Sugar (HFHS) D10	pancreatic islets
GSM2068883	 High Fat, High Sugar (HFHS) D10	pancreatic islets
GSM2068884	 High Fat, High Sugar (HFHS) D30	pancreatic islets
GSM2068885	 High Fat, High Sugar (HFHS) D30	pancreatic islets
GSM2068886	 High Fat, High Sugar (HFHS) D30	pancreatic islets
GSM2068887	 High Fat, High Sugar (HFHS) D30	pancreatic islets
GSM2068888	 High Fat, High Sugar (HFHS) D30	pancreatic islets
GSM2068889	 High Fat, High Sugar (HFHS) D30	pancreatic islets
GSM2068890	 High Fat, High Sugar (HFHS) D30	pancreatic islets
GSM2068891	 High Fat, High Sugar (HFHS) D30	pancreatic islets
GSM2068892	 High Fat, High Sugar (HFHS) D90	pancreatic islets
GSM2068893	 High Fat, High Sugar (HFHS) D90	pancreatic islets
GSM2068894	 High Fat, High Sugar (HFHS) D90	pancreatic islets
GSM2068895	 High Fat, High Sugar (HFHS) D90	pancreatic islets
GSM2068896	 High Fat, High Sugar (HFHS) D90	pancreatic islets
GSM2068897	 High Fat, High Sugar (HFHS) D90	pancreatic islets
GSM2068898	 High Fat, High Sugar (HFHS) D90	pancreatic islets
GSM2068899	 High Fat, High Sugar (HFHS) D90	pancreatic islets
GSM2068900	 Regular Chow (RC) D02	pancreatic islets
GSM2068901	 Regular Chow (RC) D02	pancreatic islets
GSM2068902	 Regular Chow (RC) D02	pancreatic islets
GSM2068903	 Regular Chow (RC) D02	pancreatic islets
GSM2068904	 Regular Chow (RC) D02	pancreatic islets
GSM2068905	 Regular Chow (RC) D02	pancreatic islets
GSM2068906	 Regular Chow (RC) D10	pancreatic islets
GSM2068907	 Regular Chow (RC) D10	pancreatic islets
GSM2068908	 Regular Chow (RC) D10	pancreatic islets
GSM2068909	 Regular Chow (RC) D10	pancreatic islets
GSM2068910	 Regular Chow (RC) D10	pancreatic islets
GSM2068911	 Regular Chow (RC) D10	pancreatic islets
GSM2068912	 Regular Chow (RC) D30	pancreatic islets
GSM2068913	 Regular Chow (RC) D30	pancreatic islets
GSM2068914	 Regular Chow (RC) D30	pancreatic islets
GSM2068915	 Regular Chow (RC) D30	pancreatic islets
GSM2068916	 Regular Chow (RC) D30	pancreatic islets
GSM2068917	 Regular Chow (RC) D30	pancreatic islets
GSM2068918	 Regular Chow (RC) D30	pancreatic islets
GSM2068919	 Regular Chow (RC) D30	pancreatic islets
GSM2068920	 Regular Chow (RC) D90	pancreatic islets
GSM2068921	 Regular Chow (RC) D90	pancreatic islets
GSM2068922	 Regular Chow (RC) D90	pancreatic islets
GSM2068923	 Regular Chow (RC) D90	pancreatic islets
GSM2068924	 Regular Chow (RC) D90	pancreatic islets
GSM2068925	 Regular Chow (RC) D90	pancreatic islets
GSM2068926	 Regular Chow (RC) D90	pancreatic islets
GSM2068927	 High Fat, High Sugar (HFHS) D02	pancreatic islets
