gene_symbol	GSM275319	GSM275315	GSM275317	GSM275316	GSM275320	GSM275318
0610005C13Rik	21.21875	22.015625	20.40625	19.125	19.609375	18.59375
0610006L08Rik	10.40625	11.359375	11.1171875	12.21875	10.5078125	11.359375
0610007P14Rik	129.0	128.25	130.625	127.3125	129.875	129.0
0610009B22Rik	643.0	614.0	643.0	642.0	587.0	666.5
0610009L18Rik	172.75	200.0	195.625	221.0	160.5	198.375
0610009O20Rik	370.640625	362.6875	393.78125	404.640625	353.53125	346.921875
0610010F05Rik	130.375	97.4375	97.28125	118.0625	109.03125	108.1875
0610010K14Rik	149.34375	92.75	126.15625	132.78125	129.375	127.03125
0610011F06Rik	202.375	186.5	202.5625	211.3125	200.4375	203.0625
0610012G03Rik	1026.6666666666667	979.75	1007.1875	1028.5208333333333	936.1875	967.9375
0610025J13Rik	41.90625	43.65625	42.5625	33.875	40.78125	46.375
0610030E20Rik	152.1875	163.40625	165.984375	165.71875	155.359375	153.0
0610033M10Rik	35.78125	44.46875	39.875	33.4375	42.65625	38.25
0610037L13Rik	140.7390625	129.371875	149.8515625	139.590625	134.809375	147.5984375
0610038B21Rik	29.40625	34.84375	35.96875	30.78125	31.578125	33.0
0610039K10Rik	10.328125	11.03125	11.171875	10.328125	9.6953125	9.78125
0610040A22Rik	12.2890625	16.265625	14.8203125	12.578125	11.390625	13.34375
0610040B10Rik	41.328125	34.78125	41.296875	43.765625	39.125	41.0
0610040F04Rik	32.96875	47.71875	39.65625	38.03125	38.03125	33.75
0610040J01Rik	86.6875	78.8125	76.125	71.625	76.125	92.25
0610042E11Rik	12.1875	15.9296875	13.5390625	12.83203125	13.625	13.24609375
0710001A04Rik	8.515625	10.0078125	11.796875	9.96875	9.1328125	9.96875
0710001D07Rik	61.28125	58.4375	58.4375	58.4375	55.8125	63.8125
1010001B22Rik	54.46875	75.8125	58.75	55.78125	56.78125	53.65625
1010001I08Rik	10.296875	10.640625	10.2421875	9.1640625	9.828125	9.640625
1110002L01Rik	61.65625	69.625	69.625	71.375	65.8125	68.9375
1110003F02Rik	32.75	63.71875	40.8125	34.65625	39.6875	37.6875
1110004E09Rik	129.1484375	141.921875	125.0	129.671875	122.546875	118.2734375
1110004F10Rik	668.5	618.5	688.5	681.5	670.0	674.0
1110004M10Rik	31.740234375	36.5234375	40.61328125	35.5078125	35.69921875	35.8359375
1110006E14Rik	12.5859375	15.8828125	13.421875	15.3984375	12.640625	13.0234375
1110006O24Rik	16.671875	18.515625	14.84375	12.9609375	14.6328125	15.78125
1110008E08Rik	26.5	41.96875	32.15625	29.71875	33.4375	30.84375
1110008F13Rik	858.95703125	846.01171875	797.67578125	860.453125	810.90234375	802.671875
1110008L16Rik	134.625	124.375	134.25	130.25	107.4375	126.125
1110008P14Rik	459.0	442.7083333333333	466.0	452.625	416.8333333333333	446.625
1110012L19Rik	298.75	245.375	325.25	297.25	271.0	282.75
1110014L15Rik	7.96484375	7.8515625	7.70703125	7.96484375	7.96484375	7.58203125
1110015O18Rik	6.16796875	6.4453125	6.765625	6.35546875	6.35546875	6.35546875
1110017D15Rik	16.71875	22.21875	16.71875	14.734375	14.59375	16.3125
1110018N20Rik	24.828125	28.0	21.671875	31.96875	27.390625	26.328125
1110019B22Rik	18.59375	23.921875	23.515625	22.265625	20.71875	20.8125
1110019D14Rik	50.46875	38.28125	51.625	45.59375	37.25	48.90625
1110020A21Rik	55.875	65.4375	74.1875	70.875	60.46875	65.4375
1110020C17Rik	18.578125	24.4375	17.84375	18.578125	19.09375	17.5
1110028F11Rik	15.0546875	16.58984375	15.921875	14.546875	15.703125	14.42578125
1110028F18Rik	25.84375	43.34375	32.90625	31.375	30.328125	26.65625
1110032A03Rik	124.18359375	109.4921875	138.2890625	141.609375	125.6796875	126.57421875
1110032F04Rik	13.28515625	18.68359375	16.1796875	17.16015625	15.484375	14.83984375
1110034G24Rik	457.75	401.25	509.625	602.5	410.75	380.625
1110035E04Rik	8.890625	10.65625	9.75	9.6171875	9.6953125	8.5390625
1110035H17Rik	17.28125	19.078125	18.234375	21.8125	17.328125	18.5625
1110037F02Rik	131.53125	110.90625	117.21875	118.40625	132.1875	140.625
1110038B12Rik	87.125	64.5	75.5	84.0	89.75	75.4375
1110038F14Rik	188.625	154.25	184.875	182.375	198.875	194.375
1110046J04Rik	19.6875	14.921875	16.09375	17.484375	15.453125	19.390625
1110050P16Rik	34.75	32.53125	26.796875	35.65625	34.75	36.5
1110051M20Rik	135.25	151.375	120.0	136.875	141.125	127.875
1110059E24Rik	232.125	227.0	237.375	237.375	231.0	234.625
1110059G02Rik	36.57421875	29.611328125	27.162109375	31.107421875	37.03515625	37.22265625
1110059G10Rik	616.5	588.0	674.0	641.5	641.5	641.5
1110064A23Rik	27.828125	31.78125	29.765625	27.828125	26.96875	26.53125
1110065P20Rik	241.125	206.0	228.125	235.125	220.5	226.25
1190002N15Rik	233.80208333333334	237.375	237.5	252.55208333333334	245.96875	245.05208333333334
1190003K10Rik	12.2578125	16.0	12.4453125	12.2578125	11.5703125	12.1875
1190005I06Rik	36.5625	39.3125	44.625	40.90625	37.96875	35.09375
1190007I07Rik	924.0	942.5	969.5	986.0	890.5	981.5
1200003I10Rik	7.546875	8.3984375	7.953125	8.7421875	8.3984375	7.92578125
1200007C13Rik	25.59375	36.21875	37.3125	33.1875	28.484375	32.09375
1300002E11Rik	38.40625	47.4375	39.21875	32.28125	34.03125	38.875
1300014J16Rik	8.1875	6.89453125	9.6875	8.1875	8.1484375	7.6484375
1300017J02Rik	18.203125	23.84375	18.484375	18.796875	16.53125	17.390625
130004C03	56.40625	49.28125	54.0	64.1875	54.4375	46.09375
1500002C15Rik	34.21875	36.625	38.71875	39.25	38.03125	37.6875
1500002F19Rik	12.3359375	16.90625	11.296875	11.66015625	12.171875	11.40625
1500002I01Rik	10.8671875	10.9453125	10.71875	11.7578125	9.484375	10.8359375
1500002K03Rik	9.1953125	9.546875	10.0234375	9.4609375	10.0390625	10.078125
1500004A13Rik	10.515625	12.182291666666666	11.1484375	12.010416666666666	11.861979166666666	11.859375
1500004F05Rik	64.5	73.8125	65.3125	71.5	75.0	66.1875
1500005C15Rik	16.640625	22.796875	18.9765625	18.7578125	19.59375	18.015625
1500009C09Rik	14.859375	15.8125	14.6484375	13.8359375	13.0234375	14.0
1500009L16Rik	24.67578125	23.55078125	22.92578125	25.546875	26.265625	31.08203125
1500011B03Rik	21.96875	24.390625	29.1875	24.77734375	25.70703125	22.3046875
1500011K16Rik	891.0	846.5	919.5	913.5	823.0	923.5
1500015A07Rik	30.5625	30.5625	32.90625	30.5625	30.5625	30.5625
1500015O10Rik	95.36197916666667	79.06770833333333	78.3828125	88.91145833333333	90.7578125	91.41927083333333
1500017E21Rik	10.65625	9.7578125	9.21875	8.9765625	10.046875	11.546875
1500032P08Rik	70.6875	68.5625	73.75	91.375	78.0	78.0
1500035N22Rik	32.90625	33.375	33.3125	34.0	32.3125	32.15625
1520401O13Rik	13.7734375	18.2109375	16.3515625	15.29296875	14.96875	14.59375
1600002H07Rik	31.1875	33.09375	27.453125	29.59375	29.59375	32.53125
1600002K03Rik	63.375	60.25	63.375	65.4375	56.0	61.21875
1600010M07Rik	50.28125	76.75	63.75	57.65625	52.75	58.78125
1600012H06Rik	164.0	135.0625	138.21875	163.375	154.25	164.75
1600012P17Rik	40.15625	57.65625	40.84375	42.40625	42.875	43.9375
1600014C10Rik	198.552734375	189.890625	197.337890625	202.037109375	192.263671875	189.439453125
1600014C23Rik	80.0	125.25	102.6875	91.8125	85.0	83.4375
1600015I10Rik	60.1875	63.6875	55.40625	58.21875	60.125	64.625
1600020E01Rik	121.5625	87.375	121.8125	124.9375	134.5	116.625
1600022D10Rik	8.78125	8.984375	8.8515625	7.9375	8.8515625	9.2109375
1600023N17Rik	9.8359375	12.40625	10.3984375	11.3671875	9.5234375	11.296875
1600025M17Rik	12.265625	16.328125	12.3671875	12.7109375	12.921875	12.765625
1600029O15Rik	28.828125	37.875	36.65625	30.4375	28.5	30.3125
1700001C02Rik	13.26953125	14.2578125	13.65234375	14.5078125	13.3203125	13.36328125
1700001C19Rik	21.56640625	27.0546875	26.4609375	24.80859375	22.7890625	23.66796875
1700001D01Rik	19.578125	22.984375	19.21875	19.75	19.75	19.75
1700001G11Rik	40.71875	63.3125	44.71875	44.5	43.65625	45.1875
1700001G17Rik	23.21875	24.5625	23.21875	24.359375	22.609375	22.875
1700001K19Rik	34.5	36.125	34.5	29.890625	34.5	34.5
1700001L05Rik	12.0390625	16.390625	14.5234375	11.2265625	12.7109375	12.7109375
1700001L19Rik	13.140625	15.6328125	12.4609375	12.8828125	13.7109375	12.7421875
1700001O22Rik	17.328125	21.203125	20.359375	17.640625	16.8125	18.890625
1700001P01Rik	13.11328125	14.91796875	14.1171875	13.26171875	13.71875	12.98828125
1700003D09Rik	11.8515625	13.6328125	13.6328125	13.6328125	13.96875	15.609375
1700003E16Rik	96.375	152.125	102.875	101.9375	98.5625	94.9375
1700003E24Rik	7.85546875	7.85546875	7.66796875	7.3828125	7.0390625	8.328125
1700003F12Rik	17.6953125	22.35546875	18.6796875	18.0546875	18.125	18.5546875
1700003G18Rik	6.796875	9.0703125	7.91796875	7.69921875	7.48828125	8.5
1700003H04Rik	9.21875	10.1015625	9.57421875	9.22265625	9.27734375	9.09375
1700003I16Rik	33.71875	46.34375	28.765625	34.625	37.0625	30.140625
1700003P14Rik	9.875	10.796875	10.90625	10.65625	10.890625	10.65625
1700006A11Rik	10.3203125	10.0703125	11.3984375	10.015625	10.5078125	11.6171875
1700006E09Rik	7.328125	8.6484375	8.109375	7.01171875	6.93359375	6.73828125
1700006F04Rik	7.76171875	7.58203125	8.0390625	7.18359375	6.95703125	6.83984375
1700006J14Rik	6.765625	7.9609375	7.3984375	6.8671875	6.94921875	7.34765625
1700007B14Rik	6.12109375	7.06640625	6.05859375	6.74609375	6.265625	5.9921875
1700007E05Rik	7.19921875	7.72265625	7.19921875	6.95703125	6.53125	7.19921875
1700007F19Rik	9.3359375	10.7890625	10.9375	10.265625	10.328125	11.5703125
1700007G11Rik	9.734375	11.5703125	10.7421875	10.65625	10.9375	11.953125
1700007J10Rik	10.6875	10.578125	10.09375	10.5859375	12.4921875	10.578125
1700007J24Rik	11.28125	11.28125	11.28125	11.28125	10.0703125	11.28125
1700007K09Rik	20.0625	25.71875	28.796875	21.515625	23.640625	20.5625
1700007K13Rik	9.875	16.859375	12.0	12.0	12.046875	10.734375
1700007L15Rik	41.71875	38.3125	43.1875	45.65625	39.96875	39.96875
1700008F19Rik	34.5625	36.75	34.5625	34.5625	34.5625	30.5625
1700008H02Rik	7.642578125	7.82421875	7.810546875	7.443359375	7.939453125	7.251953125
1700008J07Rik	28.91015625	21.12109375	31.25390625	27.38671875	29.59765625	30.12109375
1700008K24Rik	19.359375	22.4375	22.265625	17.546875	19.359375	18.90625
1700008N17Rik	20.59375	25.89453125	21.71484375	19.640625	20.00390625	21.7265625
1700008O03Rik	16.78125	22.125	19.90625	19.75	20.578125	18.9375
1700008P02Rik	11.3984375	12.8671875	13.9609375	11.1640625	11.484375	9.7890625
1700009J07Rik	10.1171875	9.21875	10.484375	11.2421875	10.921875	9.125
1700009N14Rik	14.6875	22.75	16.984375	17.359375	16.171875	17.0
1700010B08Rik	38.0	46.4375	38.28125	37.78125	33.9375	35.875
1700010B09Rik	11.9375	13.5625	13.5625	11.296875	12.25	15.9609375
1700010B13Rik	9.1328125	10.1484375	9.0625	8.9375	8.6328125	8.09375
1700010H22Rik	10.276041666666666	10.1171875	10.377604166666666	10.3984375	10.880208333333334	9.872395833333334
1700010I14Rik	9.25390625	9.645833333333334	8.884114583333334	8.881510416666666	9.233072916666666	9.282552083333334
1700010L04Rik	15.8203125	19.171875	21.125	19.03125	16.625	17.109375
1700010N08Rik	10.3203125	9.3671875	10.703125	10.3203125	10.3203125	9.4375
1700011B04Rik	8.140625	6.59765625	8.6015625	7.69921875	8.171875	8.8046875
1700011E24Rik	7.63671875	10.0	9.9921875	9.0078125	10.7421875	9.921875
1700011H14Rik	7.7578125	9.1015625	8.6484375	7.9453125	8.6484375	9.25
1700011I03Rik	15.703125	17.90625	15.9296875	14.2265625	14.8046875	14.40625
1700011L22Rik	13.796875	15.8828125	13.8359375	13.3359375	13.8359375	13.8359375
1700011M02Rik	23.84375	21.84375	30.765625	23.84375	23.640625	23.84375
1700012A03Rik	9.921875	9.5390625	10.015625	9.59375	9.2421875	8.9921875
1700012B07Rik	18.453125	24.5	20.6875	20.890625	20.203125	20.46875
1700012B09Rik	12.8671875	13.875	15.609375	13.8671875	14.0859375	14.0859375
1700012D14Rik	46.1015625	50.88671875	51.7890625	59.85546875	49.42578125	42.5234375
1700012E03Rik	25.09375	27.6875	23.25	23.234375	25.4375	19.890625
1700012I11Rik	24.25	33.96875	28.71875	26.140625	27.21875	27.65625
1700012O15Rik	16.59375	22.59375	21.796875	19.59375	19.9375	21.96875
1700012P22Rik	15.1484375	18.25	13.685546875	14.1640625	14.158203125	14.283203125
1700013D24Rik	11.1484375	13.7578125	11.3984375	11.3984375	11.140625	11.0078125
1700013F07Rik	15.48828125	18.048828125	14.970703125	15.38671875	16.275390625	13.513671875
1700013G24Rik	29.65625	36.78125	34.125	30.65625	31.578125	29.046875
1700013H16Rik	6.85546875	6.921875	6.1015625	6.34765625	7.015625	6.68359375
1700015C15Rik	12.5234375	12.3515625	15.84375	14.1015625	14.609375	14.1484375
1700015E13Rik	32.25	34.84375	30.296875	33.21875	30.625	31.859375
1700015F17Rik	6.62890625	8.484375	6.95703125	6.95703125	7.0	6.86328125
1700015G11Rik	6.72265625	7.14453125	6.76953125	6.2421875	6.6171875	6.4765625
1700016A09Rik	46.125	62.78125	54.8125	45.8125	48.875	45.15625
1700016C15Rik	16.4375	18.9375	14.09375	15.8671875	13.1796875	16.3125
1700016D06Rik	9.0	9.5703125	9.78125	9.015625	9.015625	8.3984375
1700016D18Rik	47.4375	77.25	55.96875	50.5625	49.6875	46.46875
1700016G14Rik	5.45703125	6.32421875	6.03515625	5.953125	6.01171875	5.60546875
1700016H13Rik	10.15625	10.078125	9.1875	10.078125	10.109375	8.640625
1700016K19Rik	9.6328125	12.6484375	10.9765625	9.6328125	9.078125	8.625
1700016P04Rik	6.4140625	6.7265625	6.4140625	6.84375	6.97265625	6.93359375
1700017B05Rik	65.91927083333333	67.953125	59.682291666666664	59.8515625	65.0390625	65.06510416666667
1700017D01Rik	7.2890625	7.4765625	7.265625	6.55078125	7.09375	7.67578125
1700017G19Rik	9.5234375	9.640625	10.40625	9.890625	9.640625	9.328125
1700017H01Rik	45.703125	70.609375	57.2734375	48.5859375	53.3515625	47.7109375
1700017L05Rik	8.6484375	10.328125	10.078125	9.4609375	9.6171875	9.8515625
1700017N19Rik	8.8359375	9.84375	8.4453125	7.90625	8.421875	8.75
1700018A04Rik	12.109375	15.9140625	13.984375	12.265625	11.3125	13.3828125
1700018A14Rik	46.9375	59.75	50.5625	50.125	47.6875	44.15625
1700018B08Rik	44.625	45.0	45.9375	44.625	42.625	43.1875
1700018B24Rik	21.75	23.921875	26.671875	23.3125	20.296875	20.71875
1700018C11Rik	26.09375	29.125	29.125	29.125	29.125	31.0
1700018F24Rik	22.90625	23.78125	22.140625	21.390625	26.5625	23.78125
1700018G05Rik	13.0234375	16.078125	14.4296875	12.34375	13.078125	13.921875
1700018L02Rik	20.46875	22.453125	20.09375	22.125	19.71875	17.796875
1700018M17Rik	54.71875	74.9375	67.0625	63.625	67.875	70.6875
1700018P08Rik	15.94921875	15.7109375	15.6171875	15.73046875	16.03125	16.14453125
1700019A02Rik	6.234375	7.23828125	7.22265625	6.74609375	6.51953125	6.72265625
1700019B03Rik	12.171875	17.359375	13.265625	12.984375	15.2109375	13.0625
1700019D03Rik	27.09765625	31.59375	30.6484375	32.1484375	29.140625	28.125
1700019L13Rik	12.171875	16.1875	13.5390625	13.15625	12.0546875	13.140625
1700019M22Rik	15.7734375	16.125	15.0703125	18.5625	16.234375	15.9765625
1700019N19Rik	20.78125	20.5625	23.140625	19.765625	20.5625	18.703125
1700019O17Rik	37.5625	42.875	46.3125	41.5625	38.9375	40.9375
1700019P21Rik	6.5390625	6.765625	5.69140625	7.2265625	7.21875	7.296875
1700020A23Rik	13.5234375	17.796875	15.640625	14.8125	14.984375	14.4296875
1700020D05Rik	8.3984375	8.3984375	8.0625	8.671875	8.3984375	7.3125
1700020G03Rik	28.59375	26.71875	34.21875	28.59375	28.09375	28.59375
1700020I14Rik	1027.8333333333333	952.25	1035.8333333333333	1063.5	1039.9166666666667	1082.6666666666667
1700020L24Rik	68.0	90.875	71.0625	66.4375	66.1875	55.53125
1700020M10Rik	7.0625	7.81640625	7.78125	7.48828125	7.48828125	6.87890625
1700020N01Rik	5.9140625	8.8515625	7.796875	8.34375	7.06640625	7.796875
1700021A07Rik	36.125	41.78125	40.71875	37.03125	42.34375	36.84375
1700021F05Rik	1416.0	1358.0	1506.0	1575.0	1384.0	1340.0
1700021F07Rik	14.5390625	16.9375	13.53125	15.203125	15.53125	15.203125
1700021N20Rik	7.75390625	7.72265625	7.49609375	7.44921875	7.89453125	7.75390625
1700021P04Rik	22.671875	26.578125	26.15625	24.796875	19.328125	21.9375
1700022A21Rik	37.40625	41.65625	44.84375	34.875	39.71875	33.375
1700022A22Rik	8.390625	9.40625	9.6171875	9.40625	8.0625	9.234375
1700022F17Rik	9.5703125	9.96875	9.2109375	9.34375	9.2421875	9.46875
1700023A20Rik	29.234375	34.90625	39.65625	26.390625	30.765625	28.609375
1700023B13Rik	37.88671875	45.8984375	39.71875	37.5078125	39.609375	36.4375
1700023F02Rik	34.21875	55.875	49.21875	42.15625	40.96875	44.09375
1700023F06Rik	9.4375	9.40625	10.1171875	10.671875	9.34375	9.78125
1700023G09Rik	9.6640625	14.84375	9.6953125	10.3671875	10.2265625	9.5078125
1700023H06Rik	14.98046875	19.2421875	17.296875	16.19921875	17.2734375	16.5625
1700024B05Rik	15.6796875	21.375	17.625	15.6796875	15.6796875	15.6796875
1700024J04Rik	7.89453125	9.6484375	8.2890625	7.89453125	8.25	7.828125
1700024P04Rik	10.375	15.25	14.3203125	12.34375	11.1171875	11.546875
1700024P12Rik	123.71875	150.875	146.0	134.125	132.3125	136.78125
1700025F22Rik	6.9375	7.921875	7.3125	7.3125	7.3125	6.91015625
1700025G04Rik	217.45833333333334	198.375	230.625	226.58333333333334	209.04166666666666	222.64583333333334
1700025H01Rik	30.328125	28.015625	31.09375	31.0625	30.15625	31.0625
1700025K04Rik	9.8515625	10.421875	13.421875	10.15625	10.15625	10.09375
1700026H06Rik	10.890625	12.15625	14.640625	12.6484375	12.6484375	11.1171875
1700026J12Rik	42.34375	51.53125	43.71875	44.21875	38.28125	41.34375
1700027F06Rik	24.921875	31.1875	27.5625	25.828125	27.203125	26.65625
1700027J07Rik	13.859375	15.859375	15.6640625	15.734375	16.90625	15.234375
1700028E10Rik	24.3046875	32.7109375	30.078125	26.6875	26.3203125	25.9296875
1700028I16Rik	13.6328125	18.921875	15.75	13.84375	15.078125	14.734375
1700028J19Rik	13.5	15.4453125	14.546875	14.859375	13.53125	14.203125
1700028N14Rik	13.6328125	15.4296875	13.5	13.203125	13.96875	13.984375
1700028P14Rik	8.8515625	10.6953125	9.640625	9.640625	9.9375	8.875
1700029F12Rik	17.8125	18.328125	18.890625	17.765625	16.875	16.625
1700029H14Rik	13.375	15.84375	15.6875	15.6875	15.5546875	15.53125
1700029I15Rik	17.87890625	19.2578125	17.9375	17.96875	17.68359375	16.515625
1700029J07Rik	20.9375	14.0	18.25	19.28125	15.640625	17.09375
1700029M03Rik	7.333984375	6.88671875	7.8359375	7.099609375	6.66796875	6.98046875
1700029M20Rik	11.42578125	14.9296875	12.75390625	11.828125	11.08984375	10.81640625
1700029P11Rik	13.6015625	20.515625	15.15625	14.375	14.375	14.2734375
1700030C10Rik	8.8203125	7.94921875	7.6328125	7.37890625	6.93359375	7.859375
1700030F18Rik	11.359375	11.59375	11.59375	10.1484375	11.40625	10.765625
1700030J22Rik	10.5234375	13.4296875	10.109375	9.78125	9.125	10.03125
1700030K09Rik	112.25	114.9375	116.25	113.1875	118.625	111.3125
1700031C06Rik	13.796875	14.34375	14.34375	14.7265625	14.6640625	14.9453125
1700031F05Rik	11.453125	14.0859375	11.5234375	11.5703125	11.2421875	11.578125
1700031F10Rik	15.84375	16.375	14.859375	15.84375	13.21875	15.84375
1700031L13Rik	8.2421875	9.6484375	7.48828125	7.2265625	7.77734375	7.77734375
