gene_symbol	GSM2341949	GSM2341948	GSM2341952	GSM2341946	GSM2341942	GSM2341941	GSM2341947	GSM2341945	GSM2341951	GSM2341944	GSM2341950	GSM2341943
0610005C13Rik	7.7734375	7.6640625	6.68359375	7.2109375	7.9296875	6.9375	6.94140625	7.25	7.23046875	7.7109375	7.49609375	7.58984375
0610006L08Rik	7.2421875	7.18359375	7.03515625	7.18359375	6.9375	7.25	7.1328125	6.875	7.30859375	6.96484375	7.125	7.1328125
0610007P14Rik	9.390625	9.2578125	9.53125	9.4375	9.4375	9.453125	9.375	9.4453125	9.34375	9.40625	9.3984375	9.40625
0610009B22Rik	11.203125	11.1875	11.1171875	11.046875	11.0234375	10.8828125	11.109375	11.1640625	11.203125	10.9453125	10.90625	10.90625
0610009L18Rik	9.0546875	9.3046875	9.3203125	8.890625	8.7578125	8.6796875	9.1015625	9.1953125	8.9296875	8.7578125	8.640625	8.6796875
0610009O20Rik	9.05078125	8.9140625	9.078125	8.9453125	8.76953125	9.01953125	9.046875	8.984375	9.0859375	9.0234375	8.9453125	8.95703125
0610010F05Rik	9.46484375	9.4609375	8.861328125	9.3359375	9.146484375	9.31640625	9.296875	9.40234375	9.58203125	9.1640625	9.09765625	9.119140625
0610010K14Rik	8.625	8.67578125	8.53125	8.5078125	8.85546875	8.69921875	8.625	8.68359375	8.73828125	8.69921875	8.55078125	8.81640625
0610011F06Rik	10.3203125	10.3203125	10.69140625	10.19921875	10.54296875	9.82421875	10.2890625	10.34765625	9.921875	10.48828125	10.4453125	10.41796875
0610012G03Rik	9.778645833333334	9.725260416666666	9.489583333333334	9.756510416666666	9.604166666666666	9.65625	9.565104166666666	9.735677083333334	9.854166666666666	9.515625	9.5859375	9.7109375
0610025J13Rik	7.58984375	7.55078125	7.33203125	7.6328125	7.48046875	7.578125	7.671875	7.51171875	7.6015625	7.546875	7.47265625	7.62109375
0610030E20Rik	10.1875	10.41796875	10.125	10.11328125	10.24609375	10.28125	10.24609375	10.08203125	10.1484375	10.30859375	10.25	10.25390625
0610033M10Rik	7.921875	7.8671875	8.015625	8.0078125	7.71875	8.03125	8.0546875	7.84375	7.9453125	7.85546875	7.85546875	7.984375
0610037L13Rik	8.69375	8.7078125	8.8734375	8.75859375	8.68984375	8.79921875	8.7	8.721875	8.75625	8.65078125	8.66953125	8.70859375
0610038B21Rik	8.3203125	7.96484375	8.2734375	8.4453125	8.28125	8.5078125	8.4375	8.203125	8.40625	8.3828125	8.3828125	8.296875
0610039K10Rik	6.16015625	6.15234375	6.11328125	6.15625	6.03515625	6.0546875	6.109375	6.21875	6.203125	6.0859375	6.05078125	6.08984375
0610040A22Rik	5.7265625	5.5859375	5.51171875	5.99609375	5.90234375	6.24609375	5.55078125	5.81640625	5.765625	5.81640625	5.91796875	5.81640625
