gene_symbol	GSM309961	GSM309971	GSM309958	GSM309962	GSM309963	GSM309964	GSM309965	GSM309969	GSM309970	GSM309966	GSM309967	GSM309973	GSM309960	GSM309972	GSM309959	GSM309968
Apof	36.8125	3.80078125	5.8984375	9.796875	42.40625	9.8984375	59.3125	3.900390625	8.703125	41.09375	4.8984375	5.8984375	9.296875	7.5	11.703125	4.19921875
Apoh	137.125	12.1484375	99.609375	47.4140625	28.6953125	89.6875	152.5	72.4609375	41.5	129.5	77.796875	79.8125	98.09375	60.3125	66.234375	48.609375
Apol11b	76.40625	24.75	31.84765625	16.19921875	16.599609375	3.5	5.9013671875	36.74609375	73.0625	92.375	24.15625	39.29296875	15.5	9.451171875	32.64453125	24.49365234375
Apol6	42.1875	23.0	44.90625	15.0	12.703125	52.5	21.09375	65.5	51.8125	31.203125	30.59375	47.1875	14.0	80.125	103.1875	9.6015625
Apol7a	103.6875	17.09375	10.703125	12.5	13.8984375	108.6875	122.375	9.703125	2.69921875	10.3984375	56.8125	9.0	83.6875	36.40625	20.09375	75.125
Apol7e	26.703125	7.80078125	7.0	52.3125	44.0	22.703125	79.8125	41.0	28.296875	81.1875	124.375	26.40625	48.5	30.59375	53.1875	67.8125
Apol8	7.80078125	3.80078125	9.296875	5.6015625	66.125	7.8984375	45.8125	72.625	65.8125	11.3984375	74.5	11.296875	54.90625	23.703125	36.09375	74.3125
Apol9a	36.0	16.296875	63.6875	11.203125	58.09375	23.40625	7.30078125	9.3984375	13.796875	15.1015625	23.296875	17.40625	8.8984375	25.296875	20.0	41.6875
Apold1	1378.0	1185.0	818.0	700.5	1176.0	2766.0	1369.0	748.0	1515.0	1221.0	952.0	1860.0	1078.0	1752.0	1300.0	1477.0
Apom	59.953125	86.875	17.9453125	16.3984375	79.5	39.390625	12.046875	18.94921875	12.69921875	17.5	45.140625	13.25	49.0	14.65234375	19.8046875	49.61328125
Apon	104.875	54.1875	130.25	172.875	95.3125	106.625	82.125	174.25	126.8125	120.875	102.625	87.3125	149.875	94.8125	118.5	113.3125
Apoo	12768.0	12200.0	12336.0	14064.0	14536.0	12664.0	13712.0	14176.0	13576.0	14376.0	13776.0	12584.0	14032.0	12344.0	14264.0	14008.0
Apool	1131.9375	1087.8541666666667	1015.0416666666666	1258.4583333333333	1268.8541666666667	1109.0833333333333	1083.390625	988.0	1078.8541666666667	1027.0	1018.0625	1096.6041666666667	1168.1875	1076.4166666666667	1206.625	1073.6666666666667
Apopt1	749.0989583333334	713.6041666666666	795.0833333333334	790.8541666666666	879.0	815.0416666666666	810.94140625	883.625	740.0416666666666	789.4166666666666	825.0833333333334	757.8541666666666	787.8385416666666	675.5520833333334	836.7291666666666	820.3020833333334
App	2660.7265625	3061.4921875	2793.125	2695.421875	2550.39453125	2265.6533203125	2344.546875	2533.380859375	3101.671875	2894.4453125	2434.125	2925.32421875	2356.19921875	3420.796875	2418.09375	2472.703125
Appbp2	299.2981770833333	285.4375	253.70833333333334	243.125	235.49348958333334	260.01171875	282.578125	277.0	310.1627604166667	331.560546875	238.453125	278.1712239583333	309.8229166666667	365.8020833333333	334.4375	287.84765625
Appbp2os	91.78125	94.84375	47.140625	192.796875	77.453125	285.09375	178.5625	213.71875	164.703125	171.953125	153.421875	217.1875	162.21875	138.28125	119.875	159.0625
Appl1	256.21875	292.390625	185.80078125	201.13671875	200.275390625	229.203125	206.443359375	234.453125	229.296875	186.2734375	238.2109375	304.671875	275.4453125	276.03125	226.609375	207.96875
Appl2	2548.0	1758.0	1678.0	2080.0	1730.0	1541.0	2018.0	2980.0	1770.0	2516.0	1985.0	1844.0	2356.0	2005.0	2128.0	2800.0
Aprt	1351.5	1252.75	1442.0	1124.5	1346.5	1191.25	1292.5	1443.5	1763.0	1407.0	1523.5	1646.25	1116.5	1481.0	1384.0	1318.5
Aptx	505.5	522.0	490.0	496.0	514.0	495.0	635.0	638.5	583.0	511.25	345.25	529.0	549.5	483.25	531.5	573.5
Aqp1	12752.0	11448.0	13816.0	12160.0	12784.0	15928.0	10184.0	9528.0	11552.0	11656.0	12640.0	12424.0	9384.0	11752.0	11344.0	11792.0
Aqp11	424.6328125	245.46875	396.8645833333333	426.3645833333333	339.4479166666667	645.875	310.9635416666667	459.1666666666667	364.78125	409.609375	177.75	463.4583333333333	269.6041666666667	187.44791666666666	361.8541666666667	285.0729166666667
Aqp12	35.8125	37.40625	40.0	30.5	32.6875	376.75	49.8125	38.6875	39.90625	41.8125	27.296875	42.3125	35.09375	21.0	26.703125	36.3125
Aqp2	33.90625	19.90625	95.125	74.0	76.6875	68.8125	184.125	29.5	25.40625	170.125	153.125	81.8125	164.375	63.1875	95.8125	152.5
Aqp3	25.095703125	9.875	22.724609375	33.17578125	20.6005859375	37.68359375	12.94921875	50.712890625	58.8828125	23.05029296875	20.576171875	8.5224609375	29.6806640625	25.646484375	11.2991943359375	33.618408203125
Aqp4	206.375	39.6015625	108.59375	86.89583333333333	131.58333333333334	141.25	80.375	108.82291666666667	74.54947916666667	80.5	158.10416666666666	107.3203125	153.04166666666666	64.57291666666667	141.70833333333334	104.58854166666667
Aqp5	16.703125	18.203125	12.796875	17.0	25.59375	45.6875	102.875	43.8125	33.09375	32.59375	7.30078125	14.296875	25.296875	9.296875	19.40625	13.5
Aqp6	56.228515625	30.47265625	22.623046875	36.2578125	26.1220703125	83.90625	54.35546875	57.6328125	37.5234375	81.984375	22.978515625	54.125	19.875	62.71484375	87.1796875	42.447265625
Aqp7	310.75	293.125	274.125	424.125	229.375	201.5625	342.625	292.25	381.0	245.65625	377.375	272.875	339.0	367.875	240.875	405.375
Aqp8	212.125	686.5	423.5	688.5	661.5	775.0	565.5	433.0	637.0	398.0	251.75	753.0	526.5	662.5	338.25	361.5
Aqp9	96.640625	90.75	59.962890625	37.037109375	12.59765625	79.0859375	14.49609375	59.6953125	49.70703125	9.251953125	90.6875	71.5390625	69.03125	39.0078125	37.6484375	9.65234375
Aqr	267.496484375	251.32109375	292.9015625	298.396875	232.779296875	225.19375	270.35	266.959375	270.2125	240.0859375	305.4375	279.08125	237.859375	255.41875	218.0484375	232.65625
Ar	157.5625	144.375	188.20833333333334	165.47916666666666	186.60416666666666	208.125	188.33333333333334	136.16666666666666	197.08333333333334	185.16666666666666	161.4375	123.22916666666667	184.25	178.97916666666666	153.1875	190.58333333333334
Araf	924.91875	928.3	914.7625	894.73046875	911.14375	823.4375	937.25	846.740625	947.384375	905.621875	933.05	973.39375	930.6875	918.596875	941.1953125	1063.184375
Arap1	498.0	482.0	525.5	360.0	383.5	727.0	595.5	631.0	536.5	571.5	404.25	478.75	548.5	710.0	397.0	345.0
Arap2	268.4583333333333	209.18359375	240.25	237.8671875	329.75	227.9921875	302.2083333333333	227.13541666666666	207.01041666666666	320.6875	154.84114583333334	221.625	224.66666666666666	249.86979166666666	255.125	327.3489583333333
Arap3	289.875	269.0729166666667	244.39583333333334	257.5833333333333	270.9791666666667	294.8541666666667	203.42708333333334	290.3541666666667	264.1666666666667	219.66666666666666	247.5625	245.91666666666666	251.02083333333334	318.0208333333333	226.25	319.9583333333333
Arc	25.203125	59.09375	129.75	7.5	52.59375	116.6875	32.6875	101.6875	42.5	84.875	13.703125	179.25	22.703125	119.0	54.5	26.796875
Arcn1	1403.25	1452.8333333333333	1590.0	1471.3333333333333	1632.6666666666667	1369.0	1321.3333333333333	1366.3333333333333	1391.9166666666667	1533.1666666666667	1346.6666666666667	1590.5	1468.8333333333333	1576.5	1479.0	1032.6666666666667
Areg	5.6015625	2.900390625	9.296875	17.0	19.296875	4.30078125	7.6015625	5.0	7.5	4.0	2.69921875	4.8984375	6.80078125	5.69921875	8.6015625	4.6015625
Arel1	542.75	338.8125	573.375	443.125	420.375	388.6875	483.125	589.75	351.6875	504.75	450.5625	369.6875	533.375	471.0	516.25	515.75
Arf1	10277.5	11029.1328125	10102.770833333334	10784.401041666666	10909.401041666666	9840.5625	10652.875	9694.864583333334	10842.96875	10278.0	12002.395833333334	9902.06640625	10631.46875	9494.0	10839.799479166666	9776.3671875
Arf2	346.65625	421.5625	334.2265625	286.796875	341.71875	299.40625	346.84375	285.796875	364.84375	375.15625	369.234375	440.78125	381.25	424.640625	341.21875	359.296875
Arf3	275.65625	369.8375	359.0875	327.93125	279.48125	298.85	284.278125	413.825	340.428125	253.3125	267.265625	328.4	265.99375	376.18125	353.4125	275.51875
Arf4	2636.1748046875	2766.6484375	3180.25	2924.25	3236.224609375	2216.4248046875	2665.3251953125	1865.046875	3551.97509765625	2638.42578125	2693.2734375	2566.89990234375	2568.25	3112.67578125	2984.0	2783.19921875
Arf5	807.5	1457.0	956.0	1087.0	1005.5	934.5	1069.0	1201.0	1339.0	801.5	1208.0	1279.0	1094.0	1346.0	995.5	1190.0
Arf6	916.8515625	1644.7265625	1257.921875	1291.75	1409.67578125	945.265625	1126.171875	1157.453125	1595.8564453125	1282.421875	1478.712890625	1279.078125	1172.328125	1468.921875	1159.3828125	1349.046875
Arfgap1	605.0	679.5	483.5	467.25	581.5	520.0	678.5	735.5	668.0	585.5	675.5	535.5	619.0	696.0	497.0	445.5
Arfgap2	1455.375	1400.75	1589.5	1452.875	1454.25	1867.5	1713.125	1955.75	1615.25	1679.125	1617.25	1526.875	1517.375	1316.0	1618.0	1564.75
Arfgap3	130.578125	199.8125	246.125	215.625	213.0	260.3125	181.375	185.8125	306.5	209.125	218.9375	349.125	180.1875	298.75	176.9375	97.125
Arfgef1	1842.8515625	1221.5	1413.40625	1533.1484375	1631.5	1286.8515625	1560.94921875	1403.099609375	1155.099609375	1490.349609375	1195.900390625	1456.5	1577.09375	1490.7001953125	1494.046875	1380.203125
Arfgef2	654.0	623.6354166666666	662.3997395833334	597.5	535.783203125	569.0677083333334	544.234375	598.1041666666666	469.7669270833333	604.6998697916666	604.2669270833334	573.0667317708334	580.1041666666666	648.8333333333334	655.96875	563.3333333333334
Arfgef3	23.6953125	5.55078125	5.75	39.453125	4.75	20.40234375	31.5546875	37.04296875	17.3984375	4.80078125	34.462890625	27.552734375	29.8046875	15.8984375	17.30078125	6.94921875
Arfip1	872.5	959.0	643.5	805.0	731.5	540.0	858.5	638.0	1032.0	781.5	649.0	804.5	717.0	996.0	620.5	785.5
Arfip2	527.25	482.0625	599.25	454.625	565.8125	477.0625	532.75	567.0	450.0	521.625	440.375	550.0	443.875	617.25	520.75	565.125
Arfrp1	1240.1875	1263.25	1335.75	1190.625	1181.8125	1204.75	1341.125	1168.5	1086.375	1134.625	1227.375	1090.3125	1370.375	1174.5625	1343.25	1267.375
Arg1	8.3984375	35.8125	44.1875	3.099609375	9.6015625	5.19921875	12.703125	11.5	3.400390625	4.1015625	3.19921875	6.6015625	2.69921875	26.0	4.19921875	3.900390625
Arg2	69.90625	20.59765625	36.046875	75.25	53.9609375	71.90625	15.74609375	6.25	9.25	34.14453125	77.46875	18.3984375	37.1640625	40.203125	13.798828125	6.5
Arglu1	3871.75	2700.5	2882.625	4782.25	4908.5	4061.625	4143.0	4082.625	4191.75	4508.5	4032.625	3799.625	3452.0	1041.125	3943.125	3755.25
Arhgap1	486.0	382.125	461.25	438.0625	402.0625	523.5	404.25	414.125	406.25	411.375	396.0	500.0	413.5	393.625	418.75	411.25
Arhgap10	253.0	393.5	288.0	404.5	301.75	198.875	284.0	288.25	256.5	293.5	429.0	335.0	432.25	352.25	200.25	409.0
Arhgap11a	116.3125	91.875	87.625	72.5	112.625	23.296875	16.796875	44.0	132.75	27.0	47.09375	102.875	47.3125	106.375	75.3125	34.1875
Arhgap12	153.109375	130.462890625	151.6875	166.609375	157.5859375	114.55859375	148.1328125	156.27734375	116.056640625	161.2890625	125.95703125	172.8203125	140.8515625	191.20703125	131.09765625	150.3984375
Arhgap15	114.67708333333333	88.86458333333333	55.296875	112.4375	84.94140625	106.11458333333333	71.046875	111.66666666666667	138.22916666666666	99.078125	84.654296875	90.89583333333333	63.442708333333336	87.84375	69.45833333333333	86.58333333333333
Arhgap17	203.11458333333334	322.96875	265.875	292.0833333333333	273.7291666666667	231.63541666666666	238.5	287.1041666666667	307.875	380.1666666666667	238.44791666666666	306.2708333333333	314.1145833333333	288.9322916666667	186.1875	186.20833333333334
Arhgap18	234.03125	233.875	164.171875	364.75	219.1015625	189.40625	306.703125	199.953125	348.296875	225.09375	307.0625	274.6015625	235.2734375	461.8125	256.2734375	412.8125
Arhgap19	12.046875	23.4453125	70.765625	80.609375	35.390625	112.4765625	29.84375	73.5390625	47.9375	67.703125	64.0078125	67.0625	51.703125	57.984375	13.65234375	81.8125
Arhgap20	350.875	374.1875	420.875	517.875	431.5	272.4375	296.71875	529.0	357.875	476.0	644.5	361.5625	456.125	423.125	403.625	511.25
Arhgap20os	14.703125	10.703125	9.796875	27.5	13.0	19.203125	63.0	60.3125	50.5	31.5	8.8984375	21.0	9.5	4.8984375	35.8125	5.8984375
Arhgap21	1134.5	1696.5	1017.75	1150.0	1180.75	927.5	1133.5	1133.0	1223.5	1314.75	1402.25	1305.5	1311.25	1424.25	1268.0	1355.0
Arhgap22	101.625	173.125	182.75	62.40625	120.375	70.0	102.1875	31.09375	15.8984375	279.5	121.3125	83.125	48.09375	24.0	88.3125	154.5
Arhgap23	263.3828125	237.03125	279.5755208333333	283.6927083333333	198.9375	229.32552083333334	197.69270833333334	208.3984375	194.8984375	257.87109375	203.03515625	261.8333333333333	162.71614583333334	296.1666666666667	232.43489583333334	217.66666666666666
Arhgap24	407.25	506.25	450.125	622.0	415.6875	567.75	397.6875	362.19921875	489.15625	418.125	418.90625	339.15625	377.5625	394.59375	393.875	391.875
Arhgap25	152.125	111.375	142.125	118.90625	94.75	120.375	79.203125	162.0625	85.84375	113.875	82.3984375	141.6015625	76.0546875	97.46875	166.5625	116.5
Arhgap26	612.5625	447.0	427.234375	607.125	435.984375	459.6875	593.662109375	535.671875	377.921875	526.765625	592.15625	410.75	587.78125	421.3828125	554.58203125	690.7890625
Arhgap27	339.7916666666667	132.92903645833334	214.5	147.63802083333334	230.16666666666666	345.25	137.953125	202.24479166666666	213.8671875	183.26822916666666	265.0416666666667	240.29166666666666	134.26888020833334	217.23177083333334	160.59895833333334	183.79947916666666
Arhgap28	139.72916666666666	57.942708333333336	153.60416666666666	120.97916666666667	127.125	235.1875	163.875	132.08333333333334	153.25	164.45833333333334	103.35416666666667	129.66666666666666	130.25	148.04166666666666	115.58333333333333	157.125
Arhgap29	846.2604166666666	773.9986979166666	835.9375	999.9166666666666	1045.0	847.3125	914.4244791666666	752.5729166666666	876.3958333333334	950.2708333333334	753.3854166666666	810.59375	845.4166666666666	995.0729166666666	860.125	921.0416666666666
Arhgap30	155.19791666666666	100.83333333333333	168.6875	183.609375	166.21875	172.36458333333334	104.66666666666667	185.25	215.39583333333334	268.6666666666667	129.16666666666666	192.25	142.84375	132.63020833333334	187.33333333333334	224.4375
Arhgap31	474.09375	452.984375	437.21875	461.6875	473.40625	400.03125	413.59375	490.0625	378.390625	437.28125	430.34375	439.875	391.453125	442.53125	402.71875	457.984375
Arhgap32	163.17447916666666	112.40625	201.60416666666666	203.6328125	172.23307291666666	141.27083333333334	128.5	160.8125	188.9375	192.3828125	145.95052083333334	189.59114583333334	166.4375	131.16666666666666	92.92447916666667	160.78385416666666
Arhgap33	126.1875	85.3125	115.625	72.8125	108.125	295.25	109.3125	150.25	164.875	242.875	197.75	75.125	108.375	106.375	121.6875	71.375
Arhgap35	343.0	362.0	277.0	329.25	529.5	112.3125	359.5	523.5	172.625	401.75	398.5	302.0	189.25	407.0	506.5	444.5
Arhgap36	15.1015625	6.19921875	14.296875	17.09375	131.0	26.59375	120.6875	33.40625	21.0	20.5	80.1875	17.203125	87.5	11.296875	13.203125	31.703125
Arhgap39	201.22916666666666	170.16666666666666	222.54166666666666	237.79166666666666	187.08333333333334	271.8125	167.66666666666666	308.6666666666667	302.8333333333333	258.4166666666667	219.20833333333334	187.58333333333334	298.2083333333333	192.72916666666666	222.04166666666666	213.05208333333334
Arhgap4	254.66666666666666	160.625	133.0	182.75	158.70833333333334	306.8333333333333	220.0	176.20833333333334	174.14583333333334	113.828125	136.16666666666666	165.25	130.47916666666666	90.29166666666667	148.66666666666666	158.45833333333334
Arhgap42	227.4375	188.44921875	153.7265625	241.4375	162.75	242.375	218.5	158.1015625	216.625	223.3125	206.849609375	72.1875	162.03125	234.84375	179.578125	222.03125
Arhgap44	1695.0	1882.0	2222.0	1875.0	1799.0	1802.0	1695.0	2286.0	2084.0	2086.0	2190.0	1754.0	1737.0	1138.0	1781.0	2152.0
Arhgap5	314.83984375	309.25	284.61328125	350.640625	360.9375	277.58203125	345.59375	277.0	237.2890625	275.6328125	222.9453125	302.515625	464.90625	410.73828125	385.34375	372.546875
Arhgap6	160.53385416666666	151.72916666666666	158.5	186.66666666666666	100.47916666666667	147.109375	196.83333333333334	185.34375	207.27083333333334	156.5625	129.625	121.1875	168.375	161.04166666666666	160.140625	148.0
Arhgap8	21.59375	10.8984375	78.3125	189.0	25.09375	113.875	118.875	86.625	28.796875	56.09375	25.59375	48.8125	59.3125	78.1875	47.8125	119.0
Arhgap9	232.958984375	332.15625	319.07421875	252.171875	286.31640625	304.12890625	287.66796875	452.41796875	416.21875	369.1796875	414.109375	491.15625	305.7734375	484.09375	315.953125	647.34375
Arhgdia	4600.0	4396.0	4064.0	3796.0	3872.0	4816.0	4772.0	4196.0	4544.0	3716.0	4014.0	4620.0	3548.0	4904.0	4036.0	4012.0
Arhgdib	1453.0	1626.0	1421.0	1640.0	1697.0	1532.0	1034.0	1529.0	2390.0	1515.0	1387.0	1747.0	1336.0	1851.0	1410.0	1654.0
Arhgdig	136.375	85.8125	118.0	256.25	169.0	156.75	37.90625	198.25	198.75	143.5	61.40625	155.5	208.0	142.25	113.625	100.1875
Arhgef1	552.599609375	382.8984375	442.90625	478.84375	393.94921875	342.80078125	423.8984375	415.4375	539.203125	376.0625	429.1484375	361.4375	411.1015625	575.6875	448.84375	536.90625
Arhgef10	256.4166666666667	220.3125	225.33333333333334	270.375	218.375	255.41666666666666	187.85416666666666	312.4583333333333	251.79166666666666	173.54166666666666	192.35416666666666	251.25	232.04166666666666	206.91666666666666	215.75	284.6875
Arhgef10l	529.5	443.5	600.5	382.75	385.25	643.0	427.75	484.75	440.5	353.0	276.25	476.0	352.5	327.75	323.0	301.0
Arhgef11	432.34375	475.1875	672.0625	561.0	506.15625	568.40625	502.453125	488.5625	617.625	584.40625	558.125	544.8125	459.5625	511.4375	581.90625	549.0
Arhgef12	1865.125	2122.4375	2197.6875	2219.6875	1865.125	2074.5	2017.25	1467.78125	2148.25	1688.75	1552.9375	1928.875	1805.75	2109.125	1882.75	1487.15625
Arhgef15	339.375	383.125	386.7916666666667	445.5	447.1666666666667	462.6666666666667	468.1666666666667	409.75	364.9166666666667	325.5833333333333	355.9166666666667	343.0416666666667	431.9166666666667	547.6666666666666	413.4166666666667	363.7291666666667
Arhgef16	33.59375	5.69921875	9.703125	14.1015625	31.203125	27.296875	20.40625	8.8984375	21.90625	9.296875	31.90625	147.25	15.296875	24.0	46.5	17.296875
Arhgef17	187.359375	215.146875	237.025	250.39375	235.40625	311.5875	210.54375	273.85625	213.49375	262.4125	281.8578125	198.0375	190.54375	232.76875	222.028125	230.896875
Arhgef18	194.123046875	231.125	207.37890625	181.0048828125	197.2734375	273.353515625	153.17578125	187.169921875	255.72265625	204.3984375	221.671875	183.23046875	193.974609375	215.0234375	203.03125	212.61328125
Arhgef19	302.25	404.25	522.5	340.0	348.25	479.25	385.75	327.5	345.5	434.0	307.0	345.5	438.5	413.5	386.5	427.25
Arhgef2	260.5208333333333	327.5833333333333	226.54166666666666	269.6666666666667	256.8958333333333	273.5416666666667	285.9166666666667	314.1666666666667	301.0	359.7916666666667	250.75	335.125	284.2083333333333	356.7916666666667	286.25	294.7083333333333
Arhgef25	360.4609375	376.4921875	377.46875	484.7578125	506.23046875	732.9609375	465.5625	587.4765625	385.5546875	448.48046875	458.59375	464.296875	331.1015625	417.5625	456.09375	381.359375
Arhgef26	307.5	225.0	242.75	199.75	165.375	354.0	359.75	205.875	206.0	302.5	183.0	213.125	160.75	198.25	172.125	282.0
Arhgef28	53.92578125	98.525390625	94.97265625	124.12890625	129.4921875	92.953125	110.671875	119.265625	77.03515625	83.9921875	112.166015625	81.2109375	90.40625	108.26171875	59.2958984375	44.5703125
Arhgef3	312.25	274.5	382.5	461.0	352.5	300.0	358.0	376.0	359.75	370.0	273.0	304.5	305.25	368.5	260.0	372.75
Arhgef33	82.65625	59.212890625	21.296875	85.05078125	55.40625	195.5625	149.19921875	102.40625	103.775390625	30.8984375	49.0	26.30078125	87.9375	79.82421875	133.6015625	50.109375
Arhgef38	11.796875	14.1015625	49.1875	26.203125	11.5	34.0	22.09375	50.40625	8.296875	13.6015625	15.8984375	10.1015625	14.296875	13.203125	14.296875	15.1015625
Arhgef39	67.125	7.19921875	42.59375	36.8125	12.703125	17.90625	42.3125	70.375	99.3125	13.5	56.90625	28.296875	91.1875	55.90625	63.90625	22.40625
Arhgef4	69.859375	24.75390625	68.0546875	52.94921875	76.828125	138.42578125	63.859375	65.796875	87.578125	118.19921875	52.29296875	63.48828125	44.44921875	73.2734375	68.15625	73.13671875
Arhgef40	109.0703125	184.65625	251.34375	223.515625	244.234375	249.75	199.65625	254.453125	203.40625	177.6015625	208.5546875	197.109375	179.203125	209.46875	163.09375	132.03125
Arhgef5	565.0	660.0	763.0	757.0	679.5	559.0	545.0	635.5	743.0	658.5	526.0	766.0	723.0	806.0	708.0	735.5
Arhgef6	915.0625	732.59375	935.59375	1071.875	1043.09375	554.703125	930.84375	725.09375	801.6875	972.1875	960.0	920.6875	837.34375	1215.25	923.94921875	804.6875
Arhgef7	878.1484375	983.30078125	1049.09375	979.94921875	809.349609375	1312.900390625	1066.59375	892.099609375	1037.40625	907.75	932.453125	907.0	871.80078125	1032.5	718.09375	832.650390625
Arhgef9	187.08333333333334	65.99479166666667	88.48958333333333	106.33854166666667	79.70735677083333	89.45833333333333	133.8125	156.83333333333334	100.19791666666667	131.5	105.34993489583333	97.26692708333333	98.34375	144.66666666666666	98.34375	104.11458333333333
Arid1a	1590.0	1776.75	1773.0	1641.5	1511.75	1591.5	1561.25	1708.25	1546.5	1651.0	1820.0	1524.25	1501.25	1807.75	1672.25	1885.75
Arid1b	924.5	805.5	1012.0	698.0	514.0	625.0	573.0	678.5	761.5	676.0	637.0	671.5	636.5	729.5	746.5	646.5
Arid2	528.609375	533.625	542.65625	594.0	519.15625	434.28125	500.765625	551.3125	511.796875	666.9375	490.171875	571.21875	582.125	536.125	539.3125	540.28125
Arid3a	589.0	447.0	348.0	395.75	674.0	671.5	691.0	517.0	486.75	847.5	623.5	373.0	423.5	436.5	484.75	414.25
Arid3b	87.28125	42.140625	26.296875	44.25	17.603515625	25.546875	48.203125	17.1484375	54.34375	162.125	52.25	53.4140625	36.1484375	21.0	26.703125	35.6953125
Arid4a	78.625	97.408203125	88.96875	136.4375	126.9375	70.34375	142.5	157.27083333333334	112.61197916666667	156.20833333333334	79.6328125	70.71354166666667	129.58333333333334	146.01041666666666	69.75065104166667	79.640625
Arid4b	169.41666666666666	146.67122395833334	97.39322916666667	167.46875	130.80989583333334	129.1669921875	165.36588541666666	176.12890625	157.36979166666666	190.76302083333334	147.98177083333334	235.3515625	194.66276041666666	229.37288411458334	168.81184895833334	180.15755208333334
Arid5a	696.5	694.0	653.5	301.0	485.5	999.5	534.5	472.25	517.0	453.75	235.75	948.5	602.5	652.0	708.5	389.0
Arid5b	292.3046875	320.12734375	318.796875	298.615625	292.5953125	409.8296875	322.803125	338.5375	331.7125	349.9	332.1125	328.53515625	313.15625	323.815625	310.09375	361.7953125
Arih1	557.2229817708334	684.6770833333334	459.828125	521.1770833333334	486.5520833333333	570.5260416666666	504.015625	571.578125	464.1002604166667	493.2330729166667	502.734375	661.6901041666666	549.9088541666666	633.4427083333334	487.19140625	505.9791666666667
Arih2	833.75	983.975	800.475	836.45	877.2	610.25	849.125	839.775	643.725	866.325	1029.575	825.55	852.83125	740.55	879.825	812.525
Arl1	3410.734375	3069.5338541666665	2604.2330729166665	2937.1354166666665	3083.6354166666665	2507.0416666666665	3113.125	2664.8333333333335	2921.06640625	2885.5	2793.6328125	2746.8333333333335	3359.7994791666665	2862.9322916666665	3256.6979166666665	2943.0677083333335
Arl10	128.25	195.625	182.25	211.375	273.0	334.0	280.25	196.25	150.25	201.75	38.0	190.375	224.375	168.875	160.875	143.625
Arl11	10.796875	74.0	78.6875	108.375	89.1875	62.59375	105.8125	117.6875	109.8125	125.375	8.3984375	147.125	70.375	38.6875	34.6875	106.8125
Arl13a	9.8984375	9.6015625	93.8125	231.875	97.8125	222.125	221.25	136.125	127.875	119.375	71.5	141.25	78.6875	47.3125	96.5	112.1875
Arl13b	134.671875	85.453125	127.1875	108.6875	118.15625	116.84375	53.390625	123.46875	120.125	127.3125	83.474609375	81.4375	77.32421875	116.265625	135.59375	145.15625
Arl14	42.09375	50.6875	6.3984375	23.0	8.796875	61.5	52.40625	45.09375	46.40625	16.203125	33.6875	45.3125	27.703125	46.5	74.6875	57.6875
Arl14ep	134.35416666666666	123.66145833333333	100.72526041666667	153.4375	163.03125	82.20833333333333	157.26041666666666	128.54166666666666	157.20833333333334	103.11197916666667	124.64583333333333	110.71875	136.9375	155.93229166666666	128.02083333333334	142.83333333333334
Arl15	391.25	348.9375	357.125	411.5	317.5	382.0	287.5	240.15625	341.3125	394.375	320.125	376.4375	339.6875	354.6875	388.6875	315.0
Arl16	113.2890625	172.625	93.974609375	103.125	159.275390625	120.4375	176.8125	42.30078125	116.875	77.703125	81.3984375	85.724609375	120.2734375	111.5625	50.0390625	131.84375
Arl2	1339.546875	1392.59375	1920.84375	1758.5	1779.5	1663.796875	1808.875	1409.25	1240.3125	997.453125	1609.34375	1158.90625	1955.25	1367.34375	1974.8125	1500.796875
Arl2bp	2278.5	2594.0	2059.0	2020.0	1963.0	2238.0	2398.0	1932.75	2213.5	2131.0	2225.0	2294.0	2265.0	2534.0	2149.0	2087.0
Arl3	3328.0	3070.0	3936.0	3412.0	3676.0	2726.0	3336.0	3708.0	3190.0	3752.0	3884.0	2904.0	3936.0	3206.0	3816.0	3886.0
Arl4a	330.3333333333333	280.9296875	292.640625	324.9375	288.4270833333333	311.7994791666667	293.5260416666667	318.1666666666667	253.9921875	339.5	264.0729166666667	305.5260416666667	349.2708333333333	306.0625	406.28125	329.6875
Arl4c	278.3125	363.125	198.9375	264.125	242.125	213.75	261.75	233.125	344.75	268.125	208.59375	315.875	232.75	319.875	247.875	265.0625
Arl4d	257.671875	408.25	366.703125	407.5	413.703125	522.15625	424.3515625	336.3515625	418.453125	504.5	479.599609375	414.8984375	284.5625	466.953125	382.25	465.40625
Arl5a	1229.5625	1547.625	1298.6875	1382.25	1441.125	1270.125	1406.375	1151.15625	1236.75	1368.4375	1263.90625	1385.875	1410.3125	1604.25	1317.75	1409.8125
Arl5b	444.9583333333333	368.5625	372.6979166666667	415.5052083333333	405.7291666666667	393.96875	318.6666666666667	319.7604166666667	331.4583333333333	481.8125	377.4583333333333	379.53125	415.6041666666667	411.6041666666667	502.2291666666667	402.9010416666667
Arl6	253.125	230.25	209.625	239.75	240.125	100.625	206.375	205.875	305.75	204.75	270.5	298.0	275.0	247.125	246.75	198.125
Arl6ip1	1038.1666666666667	1304.1666666666667	1067.0	1061.1666666666667	1102.0	1156.5	951.3333333333334	1021.8333333333334	1116.1666666666667	1066.6666666666667	1173.3333333333333	1150.1666666666667	1097.5	1149.6666666666667	1071.5	1190.6666666666667
