gene_symbol	GSM173008	GSM173006	GSM173005	GSM173010	GSM173009	GSM173007
0610005C13Rik	7.30078125	2.900390625	3.400390625	8.703125	1.599609375	1.400390625
0610006L08Rik	5.5	0.7998046875	1.099609375	1.2001953125	1.400390625	9.8984375
0610007P14Rik	58.5	45.5	67.8125	50.40625	48.6875	64.375
0610009B22Rik	349.75	310.5	459.0	333.75	354.0	308.75
0610009L18Rik	60.6875	40.59375	65.875	63.59375	72.0	66.5
0610009O20Rik	168.9765625	177.8984375	202.7001953125	187.453125	155.7265625	150.875
0610010F05Rik	29.8515625	38.40625	41.796875	31.6484375	21.3515625	40.703125
0610010K14Rik	41.5625	38.65625	59.8125	51.5	45.34375	43.5
0610011F06Rik	62.65625	62.0625	67.25	46.25	43.640625	38.296875
0610012G03Rik	467.6666666666667	562.9010416666666	593.5520833333334	574.8020833333334	539.25	490.265625
0610025J13Rik	10.703125	7.5	31.09375	2.69921875	3.599609375	11.703125
0610030E20Rik	35.75634765625	28.65234375	42.306640625	39.36328125	34.697265625	34.3984375
0610033M10Rik	1.900390625	9.796875	8.8984375	2.099609375	7.8984375	2.19921875
0610037L13Rik	53.56171875	48.2984375	62.51640625	42.82841796875	45.840625	42.45751953125
0610038B21Rik	7.5	16.0	8.0	13.0	3.19921875	15.203125
0610039K10Rik	5.3984375	4.3984375	1.900390625	7.5	1.5	1.099609375
0610040A22Rik	8.8984375	4.6015625	13.5	10.703125	11.203125	8.6015625
0610040B10Rik	13.9033203125	21.8935546875	26.75	20.59765625	18.90234375	23.5546875
0610040F04Rik	16.796875	14.5	4.30078125	1.900390625	8.796875	21.296875
0610040J01Rik	13.0	24.0	24.40625	1.7998046875	14.296875	20.703125
0610042E11Rik	8.30078125	10.3984375	6.599609375	2.550048828125	1.9501953125	2.150390625
0710001A04Rik	0.39990234375	2.30078125	3.19921875	1.599609375	2.0	0.7998046875
0710001D07Rik	12.796875	15.8984375	20.90625	11.6015625	18.59375	18.5
1010001B22Rik	3.30078125	3.400390625	4.0	2.099609375	3.19921875	3.0
1010001I08Rik	2.099609375	6.80078125	6.30078125	3.69921875	4.1015625	0.5
1110002L01Rik	18.90625	28.0	25.296875	26.59375	25.796875	18.90625
1110003F02Rik	4.1015625	11.703125	5.69921875	2.69921875	4.30078125	19.0
1110004E09Rik	34.5941162109375	31.078125	31.40576171875	29.1923828125	25.5224609375	28.4208984375
1110004F10Rik	290.5	279.75	338.75	287.5	259.75	261.25
1110004M10Rik	8.1005859375	4.94921875	9.046875	7.55078125	7.5986328125	7.598388671875
1110006E14Rik	7.3984375	1.7001953125	14.1015625	2.099609375	3.5	6.1015625
1110006O24Rik	0.5	1.7998046875	1.599609375	1.599609375	3.19921875	1.400390625
1110008E08Rik	10.6015625	9.796875	32.5	11.703125	20.703125	3.19921875
1110008F13Rik	503.69921875	462.25	611.6015625	995.599609375	845.19921875	503.6015625
1110008L16Rik	24.90625	30.0	50.1875	34.40625	45.90625	35.09375
1110008P14Rik	106.5	131.26041666666666	188.17708333333334	122.59895833333333	114.04166666666667	153.859375
1110012L19Rik	103.1875	102.1875	117.1875	128.75	118.1875	98.125
1110014L15Rik	2.0	0.7998046875	0.300048828125	3.599609375	7.0	5.8984375
1110015O18Rik	0.300048828125	2.900390625	1.5	4.80078125	0.300048828125	0.5
1110017D15Rik	4.1015625	1.599609375	1.400390625	1.2001953125	1.2001953125	0.7998046875
1110018N20Rik	6.1015625	16.0	18.203125	18.5	10.6015625	18.59375
1110019B22Rik	4.30078125	13.296875	9.3984375	3.400390625	7.3984375	1.7998046875
1110019D14Rik	15.6015625	22.09375	26.40625	11.8984375	16.40625	5.19921875
1110020A21Rik	8.3984375	4.6015625	24.09375	17.59375	3.69921875	12.0
1110020C17Rik	0.89990234375	1.2998046875	1.099609375	4.6015625	3.19921875	5.69921875
1110028F11Rik	10.6484375	1.35009765625	6.599609375	3.19970703125	6.149169921875	9.75
1110028F18Rik	3.900390625	1.7998046875	1.599609375	2.0	2.900390625	1.900390625
1110032A03Rik	48.8935546875	47.15625	70.67578125	58.755859375	42.71240234375	43.96240234375
1110032F04Rik	5.800048828125	6.8984375	5.5	5.44921875	5.951171875	7.451171875
1110034G24Rik	184.75	180.375	171.3125	148.46875	190.125	160.0625
1110035E04Rik	22.90625	16.09375	21.09375	11.3984375	14.296875	14.6015625
1110035H17Rik	5.1015625	6.8984375	1.5	7.0	12.203125	9.6015625
1110037F02Rik	54.1875	51.96875	74.703125	63.859375	51.703125	39.6015625
1110038B12Rik	25.40625	19.40625	15.296875	20.796875	20.203125	20.703125
1110038F14Rik	39.3125	48.90625	71.5	61.40625	45.0	45.3125
1110046J04Rik	11.796875	7.5	10.5	4.8984375	9.0	6.19921875
1110050P16Rik	5.69921875	11.3984375	13.8984375	9.296875	11.203125	19.90625
1110051M20Rik	49.40625	37.5	41.0	41.40625	40.09375	46.8125
1110059E24Rik	102.3125	97.125	114.375	109.3125	95.375	88.3125
1110059G02Rik	9.25146484375	17.1484375	9.0751953125	14.798828125	8.7001953125	13.55078125
1110059G10Rik	299.5	276.0	355.25	310.75	335.25	320.75
1110064A23Rik	2.400390625	13.5	15.1015625	7.19921875	3.5	8.3984375
1110065P20Rik	60.59375	49.90625	76.5	76.5	54.1875	39.6875
1190002N15Rik	116.64973958333333	107.67447916666667	128.56770833333334	116.16666666666667	103.25	112.42447916666667
1190003K10Rik	7.6015625	0.89990234375	2.5	0.60009765625	1.2001953125	5.3984375
1190005I06Rik	3.900390625	1.5	6.3984375	13.6015625	18.59375	9.0
