gene_symbol	GSM341697	GSM341698	GSM341700	GSM341699	GSM341701	GSM341702
0610005C13Rik	1708.0	1270.0	1278.0	1295.0	1233.0	1052.0
0610006L08Rik	1.3427734375	0.54150390625	2.94140625	1.779296875	0.5517578125	1.056640625
0610007P14Rik	832.5	822.0	1080.0	604.0	1021.0	1126.0
0610009B22Rik	705.0	549.5	751.5	627.5	589.5	590.0
0610009L18Rik	25.265625	16.234375	41.90625	26.828125	36.09375	31.125
0610009O20Rik	110.5	84.96875	102.65234375	96.484375	84.5703125	80.7421875
0610010F05Rik	158.078125	102.703125	153.765625	104.53125	110.421875	127.625
0610010K14Rik	138.9375	111.5625	151.3125	130.1875	131.3125	124.25
0610011F06Rik	1021.75	798.0	925.5	857.4375	763.4375	768.8125
0610012G03Rik	524.2083333333334	432.0625	536.6458333333334	448.4895833333333	462.8958333333333	429.7395833333333
0610025J13Rik	1.052734375	4.28125	10.6796875	5.3671875	6.32421875	1.67578125
0610030E20Rik	249.46875	215.1875	284.84375	215.78125	258.1875	233.4375
0610033M10Rik	25.828125	28.6875	6.21875	13.09375	13.7421875	5.75390625
0610037L13Rik	76.234375	64.313525390625	94.0578125	63.39375	69.4609375	74.606640625
0610038B21Rik	0.732421875	1.759765625	2.291015625	0.97802734375	8.8125	1.9833984375
0610039K10Rik	3.75	1.0029296875	0.94482421875	1.265625	1.18359375	0.8876953125
0610040A22Rik	17.84375	8.515625	27.40625	12.2109375	4.9296875	2.076171875
0610040B10Rik	32.21484375	28.15625	30.2421875	30.1328125	18.9501953125	21.58984375
0610040F04Rik	31.453125	3.58984375	32.78125	8.8046875	19.859375	26.234375
0610040J01Rik	248.25	179.875	207.625	222.25	218.25	203.125
0610042E11Rik	12.294921875	4.9794921875	9.5400390625	8.140625	3.7998046875	3.7646484375
0710001A04Rik	0.6474609375	0.39404296875	0.98046875	1.1572265625	2.236328125	0.72412109375
0710001D07Rik	52.15625	27.265625	38.0625	35.6875	35.125	39.125
1010001B22Rik	5.45703125	6.37890625	5.5625	3.80859375	4.93359375	3.001953125
1010001I08Rik	5.65625	1.265625	6.64453125	0.57861328125	3.03515625	0.3837890625
1110002L01Rik	31.03125	17.859375	30.109375	26.71875	37.0625	20.859375
1110003F02Rik	45.90625	29.640625	34.28125	50.90625	34.5	20.515625
1110004E09Rik	67.591796875	40.80810546875	57.294921875	60.024169921875	45.36474609375	38.5791015625
1110004F10Rik	475.75	427.0	445.5	422.25	401.25	394.0
1110004M10Rik	25.71484375	25.27490234375	15.919677734375	29.108154296875	18.15966796875	20.265380859375
1110006E14Rik	0.86962890625	5.84765625	9.8359375	4.89453125	6.4921875	8.9140625
1110006O24Rik	17.734375	16.984375	6.59765625	9.2578125	2.958984375	1.3076171875
1110008E08Rik	34.75	24.0625	21.34375	24.796875	22.984375	20.796875
1110008F13Rik	1536.1484375	1226.2841796875	1601.689453125	1334.07421875	1375.1484375	1314.9765625
1110008L16Rik	146.25	129.0	130.125	121.375	132.25	126.3125
1110008P14Rik	221.41666666666666	165.22916666666666	185.29166666666666	152.70833333333334	177.20833333333334	205.02083333333334
1110012L19Rik	204.875	184.75	218.5	200.625	219.75	168.5
1110014L15Rik	8.765625	8.3671875	4.671875	0.873046875	2.3671875	2.994140625
1110015O18Rik	1.4619140625	0.400634765625	1.0830078125	1.0888671875	4.953125	0.5966796875
1110017D15Rik	1.2392578125	1.15234375	2.69921875	1.2568359375	1.0615234375	4.08203125
1110018N20Rik	10.3046875	10.0546875	9.671875	1.66796875	12.203125	6.9609375
1110019B22Rik	0.89111328125	2.162109375	8.1328125	0.79052734375	1.953125	2.330078125
1110019D14Rik	30.90625	20.921875	36.40625	21.40625	27.5	27.296875
1110020A21Rik	48.78125	45.9375	66.8125	44.5625	60.5	34.96875
1110020C17Rik	1.8720703125	0.72705078125	2.494140625	2.853515625	1.517578125	1.53125
1110028F11Rik	11.01953125	8.3798828125	14.8426513671875	3.543212890625	7.3175048828125	8.1533203125
1110028F18Rik	23.5	25.359375	5.3359375	5.2265625	9.0546875	21.65625
1110032A03Rik	298.1796875	231.1484375	279.21484375	222.3681640625	287.390625	238.58984375
1110032F04Rik	7.119873046875	4.17236328125	6.845703125	6.505859375	3.26708984375	3.712158203125
1110034G24Rik	82.34375	67.28125	82.75	83.78125	76.96875	70.875
1110035E04Rik	24.71875	10.65625	6.1015625	21.015625	13.5390625	14.875
1110035H17Rik	20.359375	17.140625	26.0	20.375	12.6484375	12.7578125
1110037F02Rik	114.5	100.40625	140.84375	82.625	116.34375	105.6875
1110038B12Rik	188.125	189.75	198.875	211.5	200.0	153.25
1110038F14Rik	107.3125	75.375	80.0625	63.40625	80.5	73.8125
1110046J04Rik	1.140625	7.05859375	8.015625	4.59375	8.25	4.21875
1110050P16Rik	13.9140625	15.8984375	8.03125	12.578125	26.078125	16.578125
1110051M20Rik	28.546875	23.046875	34.84375	35.6875	37.0	27.734375
1110059E24Rik	265.25	219.875	229.75	245.0	252.625	211.125
1110059G02Rik	276.578125	277.8125	321.40625	259.46875	324.125	258.71875
1110059G10Rik	441.75	336.0	424.5	368.25	379.75	334.5
1110064A23Rik	55.21875	42.5625	45.5	38.71875	31.5625	48.875
1110065P20Rik	237.5	164.375	180.625	158.875	161.5	166.875
1190002N15Rik	203.95182291666666	186.71419270833334	189.00911458333334	162.08658854166666	167.52604166666666	174.31901041666666
1190003K10Rik	0.8828125	2.310546875	1.044921875	0.64697265625	0.8388671875	0.40771484375
1190005I06Rik	101.375	95.375	74.0625	90.875	84.0625	77.25
1190007I07Rik	623.0	449.5	614.5	552.5	583.5	496.75
1200003I10Rik	0.5517578125	1.076171875	4.83984375	0.23828125	0.29736328125	0.97119140625
1200007C13Rik	3.884765625	5.85546875	2.841796875	5.8046875	5.66796875	2.6328125
1300002E11Rik	55.125	59.40625	66.6875	62.25	49.46875	59.96875
1300014J16Rik	5.578125	3.60546875	10.1875	12.40625	7.890625	5.6640625
1300017J02Rik	7596.0	5556.0	6004.0	6084.0	6652.0	5744.0
130004C03	71.9375	68.6875	71.3125	66.625	55.625	54.21875
1500002C15Rik	8.7421875	12.3828125	22.828125	1.357421875	8.40625	12.0859375
1500002F19Rik	2.1956787109375	0.84619140625	6.630859375	7.859375	1.02734375	8.80859375
1500002I01Rik	7.59375	7.06640625	6.58984375	9.6640625	0.59765625	2.982421875
1500002K03Rik	11.390625	8.7265625	12.578125	8.8125	8.578125	3.33203125
1500004A13Rik	5.355305989583333	7.2060546875	1.7561848958333333	6.714192708333333	3.8736979166666665	6.715983072916667
1500004F05Rik	4.7578125	15.7734375	12.0703125	15.96875	14.6015625	9.1953125
1500005C15Rik	9.259765625	7.078125	7.79833984375	3.84375	7.87451171875	2.3603515625
1500009C09Rik	9.0546875	10.09375	15.3046875	14.5703125	10.46875	4.63671875
1500009L16Rik	0.66259765625	0.782470703125	0.5496826171875	0.7767333984375	3.87060546875	0.973876953125
1500011B03Rik	30.7421875	24.4375	18.1015625	21.0078125	14.75390625	24.046875
1500011K16Rik	348.75	252.75	376.75	280.0	313.5	290.25
1500015A07Rik	27.109375	21.09375	12.8125	25.625	26.265625	17.4375
1500015O10Rik	8.6396484375	4.650675455729167	7.585530598958333	3.6552734375	3.5374348958333335	1.2356363932291667
1500017E21Rik	73.625	81.375	147.0	185.875	95.25	107.875
1500032P08Rik	35.15625	38.5625	38.40625	40.59375	34.875	33.09375
1500035N22Rik	3.458984375	9.9453125	22.71875	20.765625	10.7421875	5.41796875
1520401O13Rik	3.3916015625	4.99169921875	9.6484375	7.2919921875	2.0791015625	12.953125
1600002H07Rik	389.5	282.75	454.5	392.5	318.5	269.25
1600002K03Rik	78.75	50.25	79.4375	74.3125	76.75	63.46875
1600010M07Rik	49.125	26.171875	47.3125	56.5625	41.96875	33.375
1600012H06Rik	320.875	251.0	315.125	300.625	299.0	268.6875
1600012P17Rik	31.5625	26.390625	24.703125	17.765625	24.171875	17.796875
1600014C10Rik	252.732421875	265.56298828125	297.830078125	237.5146484375	234.646484375	235.36083984375
1600014C23Rik	1.99609375	2.810546875	4.421875	1.8466796875	2.3828125	3.970703125
1600015I10Rik	0.88623046875	1.396484375	14.59375	8.3046875	2.14453125	2.16015625
1600020E01Rik	166.25	163.875	169.0	166.75	169.0	135.375
1600022D10Rik	5.890625	5.9609375	4.2265625	7.2109375	0.8896484375	6.6328125
1600023N17Rik	14.4296875	5.77734375	14.6015625	0.81640625	3.826171875	2.65234375
1600025M17Rik	0.900390625	1.7197265625	0.68505859375	0.80517578125	0.88720703125	0.89501953125
1600029O15Rik	11.1953125	7.48046875	0.580078125	2.0078125	0.69580078125	1.3115234375
1700001C02Rik	2.633544921875	1.32373046875	1.068359375	0.95263671875	1.2880859375	0.758544921875
1700001C19Rik	155.59375	121.75	168.4375	149.53125	155.03125	105.375
1700001D01Rik	8.828125	4.05078125	0.64306640625	1.6865234375	7.9140625	6.05078125
1700001G11Rik	25.390625	21.859375	33.53125	21.328125	14.9375	28.46875
1700001G17Rik	14.3203125	22.515625	36.28125	18.828125	18.734375	31.78125
1700001K19Rik	5.01171875	13.5390625	31.140625	17.125	16.25	3.849609375
1700001L05Rik	43.6875	26.171875	22.3125	27.875	20.40625	17.796875
1700001L19Rik	0.794921875	1.3798828125	1.72265625	1.318359375	1.4296875	0.58935546875
1700001O22Rik	3.71875	15.234375	6.8828125	2.05859375	5.43359375	20.34375
1700001P01Rik	5.63427734375	1.85302734375	1.89013671875	5.16064453125	1.3587646484375	1.339111328125
1700003D09Rik	5.015625	1.408203125	4.0546875	4.3046875	7.79296875	1.8203125
1700003E16Rik	8.1640625	17.5	6.09765625	30.921875	8.71875	7.15625
1700003E24Rik	11.0703125	0.57080078125	1.0771484375	0.83349609375	1.46484375	4.25
1700003F12Rik	17.1904296875	13.96875	15.1875	11.98828125	17.779052734375	14.99609375
