gene_symbol	GSM1887628	GSM1887626	GSM1887629	GSM1887625	GSM1887630	GSM1887631	GSM1887621	GSM1887627	GSM1887623	GSM1887622	GSM1887632	GSM1887624
0610005C13Rik	5.5078125	5.6484375	6.05078125	5.87890625	5.80859375	5.88671875	5.921875	6.0390625	5.70703125	5.76171875	5.23046875	5.6640625
0610006L08Rik	4.0078125	4.64453125	4.24609375	4.49609375	4.30859375	4.171875	4.078125	4.41796875	4.24609375	4.15625	4.41796875	4.2890625
0610007P14Rik	10.4453125	10.203125	10.40625	10.046875	10.3984375	10.28125	10.171875	10.328125	9.96875	10.4375	10.2734375	10.453125
0610009B22Rik	12.296875	12.3359375	12.265625	12.296875	12.265625	12.2265625	12.296875	12.203125	12.2890625	12.3125	12.2578125	12.3203125
0610009L18Rik	9.3671875	9.171875	9.34375	9.1328125	9.4140625	9.375	9.390625	9.484375	9.390625	9.421875	9.2890625	9.3125
0610009O20Rik	8.458984375	8.40625	8.5	8.53515625	8.482421875	8.505859375	8.48046875	8.40625	8.30859375	8.328125	8.24609375	8.1171875
0610010F05Rik	9.5859375	9.625	9.34375	9.6015625	9.6953125	9.65625	9.48046875	9.5546875	9.5625	9.59375	9.80859375	9.74609375
0610010K14Rik	9.921875	9.95703125	10.2265625	10.13671875	10.13671875	10.203125	10.4453125	10.1875	10.25390625	10.28125	9.9765625	10.109375
0610011F06Rik	12.03515625	12.03125	12.390625	12.21484375	12.15625	12.20703125	12.4453125	12.25390625	12.25390625	12.25390625	11.7734375	12.05859375
0610012G03Rik	9.669270833333334	9.565104166666666	9.9140625	9.580729166666666	9.731770833333334	9.865885416666666	9.73828125	10.037760416666666	9.666666666666666	9.686197916666666	9.578125	9.61328125
0610025J13Rik	6.1171875	6.15625	6.3828125	6.0703125	6.08984375	6.14453125	6.28515625	6.18359375	6.14453125	6.15625	6.1484375	6.32421875
0610030E20Rik	9.12890625	9.10546875	9.20703125	9.02734375	9.0	9.0625	9.23828125	9.20703125	9.1953125	9.0703125	9.109375	9.1484375
0610033M10Rik	4.30859375	4.85546875	4.28515625	4.40234375	4.2578125	4.47265625	4.33203125	4.421875	4.40234375	4.45703125	4.34765625	4.21875
0610037L13Rik	9.85	10.09140625	9.72890625	10.08984375	9.990625	10.003125	9.81171875	9.90234375	9.859375	9.83046875	10.0828125	10.02265625
0610038B21Rik	5.8828125	5.99609375	5.796875	6.0234375	5.73046875	5.69140625	5.76953125	5.9921875	5.6484375	5.84375	5.79296875	5.71484375
0610039K10Rik	4.70703125	4.9296875	4.796875	5.1328125	4.83203125	4.828125	4.953125	4.98046875	4.76953125	4.76953125	5.6796875	5.0390625
0610040A22Rik	4.09765625	4.33203125	4.23828125	4.2109375	4.125	4.421875	4.1328125	4.23828125	4.265625	4.3515625	4.33984375	4.2265625
0610040B10Rik	8.77734375	8.392578125	8.626953125	8.578125	8.765625	8.447265625	8.802734375	8.708984375	8.8515625	9.00390625	8.6953125	8.75390625
0610040F04Rik	3.95703125	4.015625	3.908203125	4.015625	3.787109375	4.0859375	3.923828125	3.96875	4.0546875	3.759765625	3.802734375	3.974609375
0610040J01Rik	12.546875	12.4140625	12.5703125	12.46875	12.453125	12.3203125	12.5078125	12.296875	12.6015625	12.5546875	12.359375	12.4453125
0610042E11Rik	3.6640625	3.98046875	3.7568359375	3.9013671875	3.826171875	3.7861328125	3.8359375	4.021484375	3.8037109375	3.796875	3.783203125	3.7119140625
0710001A04Rik	3.599609375	3.537109375	3.501953125	3.6484375	3.66796875	3.580078125	3.546875	3.623046875	3.494140625	3.6640625	3.650390625	3.4296875
0710001D07Rik	9.3984375	9.578125	9.6875	9.7421875	9.53125	9.7578125	9.7578125	9.7421875	9.625	9.7578125	9.3671875	9.75
1010001B22Rik	7.9609375	7.69140625	8.03125	7.8515625	8.078125	7.80859375	8.4765625	8.09375	8.0078125	8.265625	7.83984375	7.953125
1010001I08Rik	4.2265625	4.43359375	4.359375	4.08984375	4.046875	4.0859375	4.27734375	4.1328125	4.14453125	4.1171875	4.0234375	4.12890625
1110002L01Rik	9.8359375	9.609375	9.8671875	9.65625	9.546875	9.6796875	9.625	9.96875	9.6875	9.734375	9.9140625	9.6640625
1110003F02Rik	4.625	4.25	4.7265625	4.73046875	4.734375	4.734375	5.19921875	4.74609375	4.43359375	4.890625	4.64453125	4.796875
1110004E09Rik	8.0341796875	8.2509765625	8.033203125	8.1640625	8.173828125	8.365234375	8.2412109375	8.0947265625	8.1201171875	8.236328125	8.1298828125	8.1279296875
1110004F10Rik	10.796875	10.6953125	10.8046875	10.796875	10.765625	10.859375	11.140625	10.953125	10.9140625	10.96875	10.7734375	10.828125
1110004M10Rik	6.322265625	6.294921875	6.623046875	6.56640625	6.19140625	6.0078125	6.15234375	5.90234375	6.216796875	6.416015625	6.296875	6.287109375
1110006E14Rik	10.6171875	10.6953125	10.4921875	10.828125	10.8984375	10.6015625	10.59375	10.3203125	10.5078125	10.6484375	10.484375	10.6796875
1110006O24Rik	8.609375	8.640625	8.703125	8.5703125	8.3671875	8.453125	8.90625	8.4296875	8.65625	8.65625	8.421875	8.578125
1110008E08Rik	4.55078125	4.79296875	4.69921875	4.6875	4.66796875	4.7109375	4.46875	4.64453125	4.46484375	4.59375	5.0546875	4.5703125
1110008F13Rik	7.2890625	7.380859375	7.2578125	7.3125	7.35546875	7.548828125	7.353515625	7.349609375	7.19140625	7.271484375	7.2734375	7.36328125
1110008L16Rik	9.8984375	9.8515625	9.8203125	9.96875	9.859375	10.0625	10.28125	10.046875	10.203125	10.078125	9.7734375	9.96875
1110008P14Rik	9.13671875	9.109375	9.203125	9.229166666666666	9.067708333333334	9.305989583333334	9.463541666666666	9.481770833333334	9.239583333333334	9.265625	9.095052083333334	8.967447916666666
1110012L19Rik	9.5625	9.7265625	9.7265625	9.6875	9.625	9.765625	10.0703125	9.8359375	9.7734375	9.7265625	9.4765625	9.7578125
1110014L15Rik	6.09375	6.11328125	6.21875	6.07421875	6.91015625	6.28125	6.20703125	6.18359375	5.99609375	6.2265625	6.578125	5.9375
1110015O18Rik	3.275390625	3.119140625	3.369140625	3.25	3.279296875	3.298828125	3.4765625	3.5078125	3.11328125	3.36328125	3.185546875	3.123046875
1110017D15Rik	6.609375	6.65625	6.67578125	6.8359375	6.59765625	6.484375	6.75	6.9296875	6.62109375	6.64453125	6.65625	6.52734375
1110018N20Rik	6.74609375	7.5703125	6.99609375	7.40625	7.37109375	7.08984375	6.72265625	6.93359375	7.0234375	7.02734375	7.22265625	7.1796875
1110019B22Rik	3.638671875	3.611328125	3.40234375	3.759765625	3.525390625	3.662109375	3.591796875	3.578125	3.892578125	3.76953125	3.650390625	3.6015625
1110019D14Rik	7.390625	6.9765625	7.82421875	7.09765625	7.04296875	7.3828125	7.671875	7.51171875	7.02734375	7.078125	7.546875	7.14453125
1110020A21Rik	9.84375	9.5	9.484375	9.5390625	9.765625	9.6875	10.1875	9.9296875	9.96875	10.0703125	10.015625	9.8125
1110020C17Rik	5.71484375	6.29296875	5.81640625	5.87109375	5.94921875	5.765625	5.71875	5.984375	5.8359375	5.75390625	5.83984375	5.80078125
1110028F11Rik	3.2431640625	3.3544921875	3.470703125	3.3505859375	3.2529296875	3.419921875	3.5244140625	3.4638671875	3.3037109375	3.3623046875	3.05859375	3.265625
1110028F18Rik	6.16015625	6.44140625	6.3515625	5.83984375	5.97265625	6.125	6.1484375	6.0390625	6.44921875	6.3203125	6.30859375	6.21484375
1110032A03Rik	8.798828125	8.54296875	8.685546875	8.490234375	8.50390625	8.5859375	8.6015625	8.595703125	8.572265625	8.603515625	8.552734375	8.455078125
1110032F04Rik	3.95703125	4.1591796875	4.013671875	3.9541015625	3.9296875	3.92578125	4.2919921875	4.1142578125	4.1240234375	3.943359375	4.1083984375	3.9072265625
1110034G24Rik	9.18359375	9.08984375	9.359375	9.09765625	9.25	9.265625	9.25390625	9.45703125	9.16796875	9.31640625	9.12109375	9.26953125
1110035E04Rik	6.796875	6.1171875	6.3828125	6.1953125	6.3671875	6.3828125	6.078125	6.64453125	6.3359375	6.328125	6.61328125	6.6015625
1110035H17Rik	7.78515625	7.20703125	7.67578125	7.34765625	7.59375	7.38671875	7.49609375	7.8671875	7.70703125	7.5546875	7.4453125	7.47265625
1110037F02Rik	11.078125	10.90234375	11.02734375	10.8984375	10.95703125	10.93359375	11.0859375	11.02734375	10.93359375	11.0078125	10.87890625	10.9296875
1110038B12Rik	10.7890625	10.8984375	10.9453125	10.59375	10.765625	10.96875	10.7421875	10.75	10.859375	10.75	10.7421875	11.03125
1110038F14Rik	11.1328125	10.8515625	11.1015625	11.0546875	11.0234375	11.0703125	11.25	11.2265625	11.234375	11.09375	10.9453125	10.96875
1110046J04Rik	7.0625	7.12890625	7.48828125	7.171875	7.171875	6.86328125	7.43359375	7.18359375	7.12109375	7.41796875	6.9453125	7.3203125
1110050P16Rik	5.95703125	5.4765625	6.0078125	5.9375	6.0703125	6.12890625	5.88671875	6.26171875	6.01953125	5.78515625	5.8671875	5.65625
1110051M20Rik	11.15625	11.2109375	11.2734375	11.2578125	11.15625	11.1484375	11.4375	11.25	11.3984375	11.453125	10.9140625	11.1953125
1110059E24Rik	10.15625	10.2578125	10.1875	10.3046875	10.3515625	10.34375	10.1953125	10.0703125	10.2109375	10.2890625	10.453125	10.2890625
1110059G02Rik	8.8203125	9.185546875	8.4697265625	9.845703125	9.083984375	8.880859375	8.654296875	8.873046875	9.0078125	8.609375	9.603515625	9.8828125
1110059G10Rik	11.3828125	11.40625	11.28125	11.4453125	11.4375	11.328125	11.4296875	11.203125	11.3359375	11.3515625	11.453125	11.4921875
1110064A23Rik	6.41015625	6.5703125	5.98828125	6.57421875	6.5	6.0703125	6.0390625	6.48828125	6.83203125	5.95703125	6.33203125	6.23046875
1110065P20Rik	10.1015625	10.09375	10.6171875	10.28125	10.1953125	10.1640625	10.6640625	10.390625	10.25	10.1953125	10.015625	10.0390625
1190002N15Rik	8.291666666666666	8.24609375	8.381510416666666	8.412760416666666	8.26171875	8.260416666666666	8.325520833333334	8.147135416666666	8.270833333333334	8.305989583333334	8.364583333333334	8.27734375
1190003K10Rik	3.689453125	4.1640625	3.767578125	4.03515625	3.8515625	3.947265625	3.7421875	3.66796875	3.828125	3.802734375	3.81640625	3.794921875
1190005I06Rik	5.11328125	5.5078125	5.29296875	5.49609375	5.03125	5.1171875	5.09375	5.30859375	5.40625	5.48828125	5.40625	5.2421875
1190007I07Rik	10.3515625	10.203125	10.3359375	10.2265625	10.328125	10.3125	10.40625	10.453125	10.390625	10.3671875	10.296875	10.28125
1200003I10Rik	5.06640625	4.703125	5.27734375	5.1875	5.078125	5.12890625	4.80859375	5.45703125	4.84375	5.19140625	4.94921875	5.0546875
1200007C13Rik	4.7109375	4.9375	4.3671875	4.73828125	4.80859375	4.90625	4.48046875	4.8125	4.953125	4.6640625	4.6484375	4.5546875
1300002E11Rik	7.3046875	6.5546875	6.86328125	6.99609375	7.30859375	7.09765625	7.4609375	7.234375	7.2421875	7.5859375	7.2578125	7.359375
1300014J16Rik	5.1015625	5.1796875	5.0625	5.36328125	4.99609375	4.97265625	5.06640625	5.0703125	5.40625	5.03125	4.83984375	5.1640625
1300017J02Rik	4.2421875	5.015625	4.16015625	4.11328125	5.1328125	4.17578125	4.1171875	4.2578125	4.23828125	4.328125	4.15234375	4.26171875
130004C03	7.703125	7.9140625	8.234375	8.203125	7.68359375	7.59765625	7.9140625	7.4765625	7.8046875	8.265625	8.1015625	7.9453125
1500002C15Rik	7.5625	7.63671875	7.4765625	7.4609375	7.6484375	7.61328125	7.83203125	7.4765625	7.80078125	7.6796875	7.58203125	7.55859375
1500002F19Rik	5.951171875	5.806640625	5.892578125	5.9765625	5.955078125	5.845703125	5.888671875	6.033203125	5.8046875	5.806640625	5.748046875	5.869140625
1500002I01Rik	4.1953125	4.21875	4.22265625	4.390625	4.359375	4.10546875	4.11328125	4.28125	4.08984375	4.1484375	4.28125	4.30859375
1500002K03Rik	6.91015625	6.8671875	6.8984375	7.16796875	7.2109375	7.6640625	6.9453125	7.2265625	6.7265625	6.67578125	7.1796875	6.9375
1500004A13Rik	5.869791666666667	5.653645833333333	5.747395833333333	5.48828125	5.4609375	5.60546875	5.899739583333333	5.498697916666667	5.923177083333333	5.57421875	5.360677083333333	5.6640625
1500004F05Rik	7.31640625	7.57421875	7.41015625	7.29296875	7.19140625	7.46875	7.55078125	7.40234375	7.47265625	7.515625	7.09765625	7.40625
1500005C15Rik	4.3359375	4.583984375	4.333984375	4.501953125	4.2734375	4.419921875	4.443359375	4.595703125	4.294921875	4.44140625	4.376953125	4.36328125
1500009C09Rik	4.37890625	4.6640625	4.4765625	4.43359375	4.4140625	4.3515625	4.328125	4.44921875	4.5234375	4.21484375	4.62109375	4.4765625
1500009L16Rik	7.677734375	7.35546875	7.69921875	7.669921875	7.787109375	7.71484375	7.767578125	7.884765625	7.787109375	7.81640625	7.650390625	7.6875
1500011B03Rik	10.75390625	10.7109375	10.99609375	10.66015625	10.6484375	10.65234375	10.91015625	10.828125	10.77734375	10.8828125	10.58984375	10.71875
1500011K16Rik	10.7421875	10.8203125	10.859375	10.8984375	10.6953125	10.984375	11.1640625	11.203125	10.84375	11.0234375	10.765625	10.7109375
1500015A07Rik	11.09375	10.953125	10.7421875	11.1015625	11.15625	10.9453125	11.125	11.046875	11.0625	11.296875	10.9609375	11.0546875
1500015O10Rik	4.375651041666667	4.522786458333333	4.122395833333333	4.401041666666667	4.250651041666667	4.453776041666667	4.283854166666667	4.192708333333333	4.4921875	4.15625	4.363932291666667	4.306640625
1500017E21Rik	5.08984375	4.90625	3.970703125	4.578125	5.55078125	4.703125	4.86328125	4.4609375	4.64453125	4.8046875	5.39453125	5.46875
1500032P08Rik	9.4296875	9.1328125	9.1796875	9.1328125	9.28125	9.2109375	8.75	9.3125	9.046875	8.9609375	9.2890625	9.1640625
