gene_symbol	GSM1881091	GSM1881095	GSM1881098	GSM1881090	GSM1881096	GSM1881099	GSM1881101	GSM1881092	GSM1881100	GSM1881097	GSM1881094	GSM1881093
0610005C13Rik	6.28125	6.140625	6.47265625	6.51953125	6.203125	6.1796875	6.4921875	6.30078125	6.4296875	5.98046875	6.3515625	6.48828125
0610006L08Rik	6.81640625	6.38671875	6.62890625	6.5390625	6.78125	6.828125	6.546875	6.61328125	6.72265625	6.67578125	6.67578125	6.71484375
0610007P14Rik	8.25	8.0859375	8.2421875	8.21875	8.2421875	8.28125	8.3046875	8.1796875	8.2265625	8.1640625	8.0546875	8.3984375
0610009B22Rik	11.0390625	11.3359375	11.171875	11.15625	11.25	11.1953125	11.296875	11.1640625	11.2578125	11.203125	11.1875	11.0546875
0610009L18Rik	10.21875	10.4765625	10.0078125	10.4140625	10.4140625	10.109375	10.09375	10.578125	10.1171875	10.390625	10.3359375	10.0703125
0610009O20Rik	9.328125	9.302734375	9.32421875	9.453125	9.3359375	9.193359375	9.30859375	9.44921875	9.287109375	9.275390625	9.279296875	9.33984375
0610010F05Rik	8.564453125	8.7421875	8.716796875	8.724609375	8.765625	8.744140625	8.896484375	8.609375	8.71484375	8.8125	8.720703125	8.54296875
0610010K14Rik	8.4140625	8.56640625	8.28125	8.453125	8.546875	8.44140625	8.51953125	8.50390625	8.375	8.57421875	8.39453125	8.28515625
0610011F06Rik	10.22265625	10.3046875	10.125	10.2109375	10.4140625	10.1015625	10.25390625	10.5078125	10.10546875	10.33984375	10.2890625	10.140625
0610012G03Rik	10.484375	10.4921875	10.328125	10.515625	10.549479166666666	10.377604166666666	10.403645833333334	10.65625	10.346354166666666	10.4765625	10.442708333333334	10.348958333333334
0610025J13Rik	7.25390625	7.12109375	7.2265625	7.42578125	7.15625	7.203125	7.13671875	7.33203125	7.20703125	7.25	7.234375	7.125
0610030E20Rik	8.73046875	8.8359375	8.7578125	8.87109375	8.80859375	8.7265625	8.78515625	8.8671875	8.79296875	8.765625	8.83984375	8.91015625
0610033M10Rik	7.51953125	7.30859375	7.58984375	7.76171875	7.53515625	7.67578125	7.56640625	7.46484375	7.56640625	7.42578125	7.54296875	7.515625
0610037L13Rik	8.2140625	8.178125	8.21328125	8.2765625	8.2734375	8.134375	8.1484375	8.246875	8.17578125	8.23828125	8.140625	8.2
0610038B21Rik	7.96875	7.97265625	8.171875	8.359375	8.1015625	8.09375	8.0703125	8.09375	8.140625	8.0234375	8.1328125	8.0546875
0610039K10Rik	6.1796875	6.0625	6.30078125	6.4140625	6.23828125	6.1953125	6.20703125	6.234375	6.26953125	6.19140625	6.25	6.23828125
0610040A22Rik	6.01953125	5.80859375	6.1171875	6.1328125	5.58984375	5.9921875	5.94921875	6.04296875	6.10546875	5.703125	6.015625	6.0234375
0610040B10Rik	6.78515625	6.7109375	6.693359375	6.73828125	6.912109375	6.62109375	6.779296875	6.77734375	6.734375	6.8515625	6.7578125	6.73828125
0610040F04Rik	8.921875	8.8046875	9.1640625	9.03125	8.8828125	9.0234375	9.0625	8.984375	9.078125	8.921875	8.9375	9.078125
0610040J01Rik	9.1796875	9.1875	9.015625	9.2421875	9.234375	9.09375	9.1953125	9.4765625	9.15625	9.15625	9.21875	9.0078125
0610042E11Rik	6.39453125	6.158203125	6.251953125	6.2890625	6.22265625	6.2578125	6.296875	6.271484375	6.390625	6.25390625	6.220703125	6.2734375
0710001A04Rik	6.49609375	6.26953125	6.70703125	6.546875	6.16015625	6.46484375	6.4921875	6.46875	6.375	6.46484375	6.3203125	6.4296875
0710001D07Rik	7.71484375	7.7109375	7.65625	7.70703125	7.71484375	7.4375	7.58203125	7.8203125	7.66015625	7.6015625	7.6171875	7.69921875
1010001B22Rik	8.1171875	8.1640625	8.140625	8.1796875	8.1484375	8.1640625	8.2265625	8.0859375	8.3203125	8.2421875	8.2578125	8.21875
1010001I08Rik	5.3671875	5.40234375	5.46484375	5.46484375	5.46484375	5.3984375	5.5	5.46484375	5.6015625	5.46484375	5.5546875	5.2578125
1110002L01Rik	7.828125	7.94140625	7.77734375	7.88671875	7.9296875	7.765625	7.81640625	7.83984375	7.66015625	7.76171875	7.81640625	7.81640625
