gene_symbol	GSM1631704	GSM1631700	GSM1631697	GSM1631702	GSM1631699	GSM1631698	GSM1631701	GSM1631703	GSM1631706	GSM1631705
4930539J05Rik	115.3125	131.5625	95.046875	101.015625	28.13671875	104.171875	86.59375	141.5234375	105.171875	210.4375
4930540E01Rik	50.703125	160.84375	37.96875	115.984375	35.046875	145.828125	176.9375	41.515625	101.125	102.0
4930540M05Rik	18.546875	95.25	3.310546875	110.625	27.765625	89.1875	108.3125	45.75	25.1875	61.75
4930542C12Rik	22.171875	10.3671875	8.640625	5.84375	31.375	7.38671875	8.4765625	6.515625	13.765625	9.9296875
4930542C16Rik	10.5	6.87109375	6.23828125	7.625	166.5	6.62890625	21.734375	6.41796875	8.53125	6.921875
4930542D17Rik	517.0	803.0	599.0	610.0	620.0	866.0	686.5	836.5	469.5	704.0
4930542N06Rik	24.984375	16.375	16.515625	21.59375	17.84375	12.2578125	34.03125	14.5859375	15.1015625	18.96875
4930543E12Rik	16.96875	107.5	37.34375	98.0625	73.1875	61.0	11.078125	15.5078125	4.51953125	114.1875
4930543N07Rik	272.25	288.75	87.5	156.5	138.375	277.75	38.4375	242.875	387.25	244.625
4930544F09Rik	41.375	118.25	146.375	142.0	88.3125	6.375	7.58203125	16.53125	129.625	109.375
4930544G11Rik	10.9375	23.1875	14.171875	28.484375	16.03125	8.21875	7.67578125	8.6171875	12.6875	72.5
4930544L04Rik	107.5625	34.375	197.625	36.4375	171.875	16.015625	129.625	47.59375	111.0	245.875
4930544L18Rik	111.64453125	104.78515625	76.458984375	94.00390625	52.40625	73.09765625	28.01953125	88.0078125	122.09375	176.505859375
4930544M13Rik	114.328125	11.55078125	121.59375	88.32421875	67.96875	15.828125	55.12890625	51.484375	56.623046875	10.26953125
4930544N03Rik	78.0703125	112.939453125	73.203125	88.5546875	96.875	69.5625	20.66796875	154.578125	81.15625	102.1953125
4930545H06Rik	25.734375	31.578125	52.6875	23.609375	8.9453125	27.625	22.953125	17.6875	32.5625	54.0625
4930545L23Rik	63.375	238.875	213.75	230.625	62.375	211.375	79.3125	79.3125	155.125	228.375
4930546C10Rik	15.9609375	209.25	26.734375	14.234375	82.0625	181.875	155.0	20.296875	27.03125	274.25
4930548F15Rik	155.84375	152.5234375	154.9375	266.7265625	159.484375	146.328125	188.859375	117.9375	85.5234375	259.7578125
4930548G14Rik	297.25	90.875	198.25	143.25	246.375	252.125	10.0546875	207.0	118.0	296.75
4930548H24Rik	246.0	200.125	73.3125	176.625	179.75	196.375	183.5	268.75	286.25	268.25
4930549C01Rik	35.25	24.953125	36.40625	200.375	93.4375	128.75	154.0	125.6875	54.40625	102.125
4930549C15Rik	85.6875	28.09375	296.5	21.015625	119.5625	47.4375	50.21875	28.4375	132.875	73.9375
4930549O18Rik	39.875	15.71875	8.7578125	18.765625	13.359375	133.75	3.875	5.07421875	3.2734375	20.875
4930550C14Rik	139.125	11.3671875	66.5625	7.6640625	7.06640625	5.62109375	23.4375	7.59765625	6.67578125	15.625
4930550C17Rik	8.28125	24.4375	98.5	37.40625	29.484375	51.65625	21.59375	197.75	57.75	30.015625
4930550L24Rik	113.9375	22.6875	26.28125	107.6875	104.25	8.8515625	71.4375	21.390625	80.9375	8.3828125
4930551A22Rik	394.0	366.0	437.25	334.75	291.25	284.5	112.0	413.5	455.5	254.375
4930551I15Rik	168.46875	116.625	31.203125	99.0859375	59.703125	82.453125	85.55859375	168.859375	114.046875	174.4375
4930551O13Rik	125.9375	147.25	121.75	225.0	198.5	269.5	141.625	256.5	230.125	300.5
4930552N02Rik	12.1484375	12.671875	76.125	106.3125	31.78125	19.9375	107.5	3.99609375	37.03125	14.015625
4930552P12Rik	175.625	226.875	60.78125	229.25	289.5	228.125	158.0	257.75	279.75	410.5
4930553M12Rik	20.2265625	85.5390625	164.2265625	12.32421875	89.2734375	86.984375	142.23828125	78.55859375	35.40625	143.140625
4930553P13Rik	29.2890625	50.390625	14.5859375	29.06640625	56.359375	28.54296875	26.5234375	33.8125	30.8046875	29.203125
4930553P18Rik	124.4375	211.75	46.6875	45.46875	193.5	98.375	34.125	225.5	291.75	182.25
4930554C24Rik	18.5625	19.390625	20.875	17.125	14.578125	6.46484375	4.7265625	5.03515625	14.453125	5.44921875
4930554G24Rik	32.875	4.515625	109.0	78.875	102.4375	17.4375	20.8125	97.375	125.1875	122.375
4930554H23Rik	21.5625	87.0625	148.5	135.375	30.75	87.6875	251.75	14.96875	32.15625	61.71875
4930554P06Rik	54.46875	11.6875	20.34375	13.5859375	13.6875	23.703125	22.140625	10.3125	27.03125	41.0625
4930555B11Rik	30.2734375	17.4453125	30.2578125	19.7578125	20.76171875	20.87109375	100.34765625	69.94140625	87.01953125	40.640625
4930555F03Rik	136.125	248.125	195.5	98.875	112.9375	44.21875	14.21875	120.25	137.0	52.5
4930555G07Rik	456.0	301.25	98.6875	218.625	217.0	312.0	511.0	289.25	231.75	416.5
4930556A12Rik	674.5	177.75	86.0	130.875	245.375	338.25	130.625	261.25	70.5625	112.75
4930556A17Rik	16.51953125	55.109375	103.171875	89.796875	105.125	71.515625	17.21875	32.703125	49.078125	112.0
4930556A20Rik	285.5	260.75	179.125	112.3125	296.5	253.75	208.25	234.875	167.5	278.5
4930556H04Rik	214.5	107.0	46.0625	120.125	159.875	101.6875	232.375	177.875	20.90625	110.875
4930556J24Rik	99.75	8.484375	111.75	10.703125	107.875	31.671875	89.0625	95.875	202.0	25.40625
4930556L07Rik	106.46875	26.76953125	144.59375	81.12109375	119.427734375	152.3515625	35.12109375	81.828125	177.0234375	304.4453125
4930556M19Rik	88.5	90.8125	49.03125	16.5	56.5	31.5	71.6875	4.61328125	3.724609375	86.3125
4930556N09Rik	23.640625	34.34375	20.171875	17.234375	136.375	137.25	5.9140625	114.25	135.25	17.09375
4930556N13Rik	368.0	180.75	526.0	331.0	261.5	278.25	218.0	55.75	105.8125	379.5
4930557A04Rik	20.1875	14.828125	13.578125	31.0625	235.875	15.015625	13.84375	20.046875	48.15625	44.0
4930557B21Rik	174.5	302.1875	168.3125	145.65625	195.9375	219.5859375	117.859375	218.4375	106.8125	301.0625
4930557J02Rik	102.9375	29.796875	36.6875	48.96875	152.0	178.0	150.625	38.40625	45.8125	43.84375
4930558J18Rik	84.3125	217.125	132.125	179.625	111.3125	72.625	36.0	97.25	189.375	87.875
4930558J22Rik	134.75	92.3125	109.0	96.375	56.8125	3.365234375	117.4375	101.75	192.25	261.0
4930558K02Rik	31.515625	135.0	180.375	91.625	57.1875	38.9375	102.25	28.5	72.3125	140.5
4930558N01Rik	212.5	366.75	419.5	293.0	296.25	316.5	130.625	244.875	282.0	323.5
4930560O18Rik	142.0	23.921875	102.4375	101.8125	74.6875	128.875	154.625	113.0625	26.484375	204.625
4930562A09Rik	205.75	293.75	246.25	310.25	222.0	157.25	176.0	157.625	265.75	418.25
4930562C15Rik	43.8984375	197.390625	129.65625	119.98828125	73.05859375	60.6796875	53.1171875	58.1875	86.84765625	171.64453125
4930562D21Rik	108.5	84.0625	5.86328125	123.1875	7.14453125	107.1875	32.875	111.75	23.421875	184.0
4930562F07Rik	37.9375	109.5625	27.53125	28.4375	16.515625	37.9375	34.625	129.625	132.375	152.375
4930563D23Rik	99.8125	295.75	160.0	178.875	137.5	141.625	89.0625	272.25	233.875	123.9375
4930563E18Rik	172.375	101.0	20.65625	27.828125	10.25	44.09375	19.984375	55.9375	19.328125	130.625
4930563E22Rik	382.125	582.75	521.0	474.25	560.0	408.125	408.5	563.375	406.25	831.75
4930563F15Rik	17.015625	70.0	17.66796875	17.0078125	76.2109375	83.171875	40.21484375	8.61328125	97.5	125.84375
4930563J15Rik	49.1875	4.46875	152.0	57.40625	38.5	107.4375	135.75	18.515625	77.0	144.75
4930563N14Rik	7.5390625	5.63671875	0.86181640625	9.0703125	1.5244140625	9.03125	31.328125	87.125	0.84326171875	11.328125
4930564B12Rik	107.59375	243.0	108.421875	87.984375	167.71875	165.15625	102.71875	243.25	139.5625	238.25
4930564C03Rik	137.875	19.59375	9.484375	19.953125	132.375	99.4375	111.875	136.625	36.8125	83.75
4930564D02Rik	16.96875	14.5234375	33.8125	22.421875	17.796875	14.2109375	26.671875	23.296875	21.5	47.15625
4930565D16Rik	24.15625	101.6875	100.0625	255.25	25.75	42.46875	158.125	226.0	38.125	50.03125
4930565N06Rik	35.28125	184.875	11.75	38.3125	29.734375	129.25	29.640625	44.8125	222.0	168.5
4930566D17Rik	29.625	26.75	38.5	172.625	104.5625	123.3125	26.34375	186.75	36.34375	11.671875
4930566F21Rik	166.25	59.0625	20.359375	21.34375	50.3125	183.375	67.0625	46.34375	139.125	23.671875
4930566N20Rik	33.53125	14.78125	51.015625	56.640625	59.78125	161.1328125	151.65625	54.390625	61.5673828125	32.5625
4930567K12Rik	10.375	6.9375	7.015625	4.8125	53.25	39.25	16.375	14.5546875	150.25	140.125
4930568A13Rik	25.46875	91.0	156.375	110.125	55.25	29.0625	24.21875	44.46875	70.6875	78.625
4930568D16Rik	155.375	151.125	73.375	75.375	107.75	90.5625	146.25	133.625	69.625	231.75
4930568G15Rik	23.96875	92.125	5.984375	37.03125	103.3125	16.96875	76.125	114.1875	29.703125	37.875
4930569F06Rik	18.21875	16.625	33.8125	25.65625	36.28125	21.46875	24.203125	19.328125	35.03125	46.71875
4930570B17Rik	103.9375	22.828125	60.8125	8.984375	87.25	20.625	18.109375	23.953125	177.75	9.7421875
4930570E01Rik	65.275390625	73.0390625	27.25390625	90.0	65.5390625	50.5703125	50.171875	51.2265625	78.970703125	44.3203125
4930570E03Rik	128.875	163.625	59.09375	110.0	15.390625	223.375	166.75	242.25	183.375	400.75
4930570G19Rik	4.4765625	5.92578125	4.20703125	11.1171875	50.4375	16.8125	4.10546875	2.515625	8.21875	12.796875
4930571B16Rik	200.25	180.0	103.0	349.25	255.625	174.5	352.0	39.6875	230.375	141.375
4930571K23Rik	363.75	123.1875	379.75	183.125	335.25	119.1875	215.125	97.1875	205.625	310.75
4930572C08Rik	89.828125	176.34375	65.216796875	111.5390625	123.75	73.9375	26.1484375	184.9375	17.09765625	14.1328125
4930572G02Rik	233.5	143.75	142.375	101.0625	27.21875	225.375	47.40625	12.8359375	107.6875	185.5
4930572J10Rik	10.046875	68.75	3.591796875	23.40625	10.7578125	87.0625	56.375	10.0859375	100.125	6.33203125
4930573C08Rik	144.23046875	185.84375	195.40625	190.15625	181.40625	149.5234375	196.78125	181.1875	156.90625	290.875
4930573G07Rik	136.96875	176.09375	133.65625	204.4375	169.84375	151.15625	99.3125	100.8125	127.4375	130.0
4930573O21Rik	67.3125	73.71875	51.6015625	108.1875	60.359375	135.125	91.015625	126.09375	89.8671875	61.9140625
4930577N17Rik	584.0	610.5	201.75	535.0	530.5	509.75	639.5	527.5	341.0	822.0
4930578C19Rik	99.5	45.5	64.375	96.9375	12.125	62.09375	126.3125	79.6875	15.890625	136.375
4930578G10Rik	329.0	181.125	320.0	176.125	256.75	220.375	74.875	261.5	225.0	255.625
4930578I06Rik	85.3125	67.6875	10.859375	14.75	11.0546875	27.484375	17.015625	103.6875	111.5	21.578125
4930578I07Rik	166.75	159.0	38.3125	33.375	43.59375	33.28125	20.375	154.125	150.375	168.625
4930578M01Rik	13.1875	18.40625	7.23046875	43.3125	40.625	140.125	6.5	148.5	10.609375	17.921875
4930579D07Rik	33.84375	63.875	22.953125	155.25	25.84375	40.5625	33.5	127.125	34.0625	32.59375
4930579F01Rik	18.90625	9.1875	17.609375	20.21875	131.0	32.46875	21.765625	14.046875	13.15625	98.25
4930579G18Rik	330.0	242.0	201.5	329.75	341.75	490.75	431.75	467.25	361.75	413.75
4930579G24Rik	546.0	550.0	616.5	470.5	639.5	535.5	510.0	696.0	674.0	484.75
4930579H20Rik	10.6953125	26.40625	7.4296875	2.49609375	150.0	8.28125	8.9375	77.75	17.703125	6.98828125
4930579K19Rik	5.90234375	7.04296875	54.0	49.78125	39.0625	86.5625	4.29296875	6.734375	123.375	118.875
4930579P08Rik	47.5625	27.28125	45.0625	25.265625	107.75	52.125	139.125	75.25	57.46875	51.9375
4930581F22Rik	101.0	168.0	73.3125	84.8125	160.0	118.25	168.5	111.625	147.5	192.375
4930583I09Rik	112.625	109.5625	24.3125	23.359375	17.859375	69.25	100.8125	93.5	126.4375	28.421875
4930584F24Rik	14.03125	11.7734375	11.4765625	10.0546875	6.06640625	29.328125	15.0390625	13.96875	10.5546875	11.03125
4930588G05Rik	189.625	177.375	119.5625	173.5	170.125	206.125	156.375	253.75	90.9375	187.75
4930588G17Rik	15.7578125	87.625	33.46875	148.5	172.375	30.65625	229.5	33.34375	81.4375	37.625
4930588J15Rik	111.375	36.875	67.6875	150.125	35.8125	159.875	227.375	193.5	227.375	225.25
4930589L23Rik	94.125	94.625	122.4375	20.359375	150.5	52.46875	30.984375	99.0	82.1875	26.328125
4930589P08Rik	23.359375	15.75	11.6875	15.296875	26.859375	13.53125	11.8515625	60.15625	16.875	25.015625
4930590A17Rik	135.625	11.4296875	49.40625	135.875	29.078125	128.0	134.75	5.359375	123.4375	143.375
4930591A17Rik	142.25	81.375	108.8125	163.125	115.875	234.5	117.4375	131.25	51.0625	30.171875
4930592A05Rik	59.03125	75.375	57.28125	184.75	253.75	126.375	221.375	149.375	168.375	284.0
4930592C13Rik	30.796875	55.375	32.5625	39.5	34.875	29.15625	45.5	144.625	67.125	43.40625
4930592I03Rik	110.75	10.984375	6.92578125	84.5	10.5546875	20.15625	16.6875	37.625	77.5625	12.5390625
4930593A02Rik	21.296875	72.625	60.0625	25.234375	10.6015625	23.765625	20.90625	32.96875	13.8046875	40.6875
4930594C11Rik	48.6875	41.84375	33.96875	23.296875	31.96875	25.5	53.59375	39.6875	175.625	23.53125
4930594M17Rik	137.375	36.875	56.40625	145.0	76.1875	23.125	93.25	11.765625	33.9375	8.4453125
4930597G03Rik	13.2734375	25.875	12.6484375	22.390625	15.078125	25.203125	9.4765625	43.28125	13.1328125	41.0625
4930597L12Rik	204.625	340.25	336.25	221.875	263.75	305.25	144.75	310.25	434.75	356.0
4930599N24Rik	271.875	199.375	163.4453125	102.953125	87.234375	40.5625	87.09375	185.375	37.890625	210.8125
4931400O07Rik	43.125	16.09375	123.5625	127.1875	70.5	54.90625	16.359375	44.5	108.3125	143.75
4931402G19Rik	26.5625	70.1875	29.75	107.75	211.25	55.5	65.1875	17.46875	105.125	64.125
4931402H11Rik	37.3125	146.625	132.0	36.21875	62.03125	59.59375	51.125	81.1875	144.875	212.25
4931403G20Rik	16.25	28.96875	40.03125	151.5	16.53125	6.13671875	33.65625	26.875	20.546875	38.28125
4931403M11Rik	65.9375	191.0	201.5	73.125	88.0625	153.625	160.75	61.28125	105.375	164.875
4931406B18Rik	36.8125	134.875	36.0625	88.9375	39.90625	128.25	75.5	286.75	115.5	170.0
4931406C07Rik	1785.5	1240.0	2000.5	1534.0	1214.25	1041.75	1112.25	1307.25	1390.75	1178.5
4931406E20Rik	20.484375	10.0703125	22.1875	23.859375	17.0	11.6171875	10.3046875	12.890625	69.6875	160.125
4931406H21Rik	134.34375	147.640625	97.890625	172.84375	40.533203125	57.53125	110.9140625	146.15625	139.53125	155.0625
4931406P16Rik	2141.8333333333335	2435.1666666666665	2395.0	2352.0	2503.6666666666665	2652.6666666666665	2183.6666666666665	2605.6666666666665	2524.0	2446.6666666666665
4931407E12Rik	5.22265625	21.875	33.46875	25.046875	20.140625	16.109375	28.921875	30.703125	10.0703125	26.625
4931407J08Rik	90.40625	101.078125	97.734375	43.0	53.1171875	85.875	88.91015625	62.0234375	66.28125	133.34375
4931408D14Rik	220.875	240.625	321.75	263.75	113.125	160.5	207.875	238.875	233.75	390.5
4931409D07Rik	11.13671875	129.4375	16.8828125	33.7734375	17.01171875	58.08984375	38.53125	70.27734375	65.34375	35.30078125
4931412I15Rik	27.1796875	154.1875	100.375	165.40625	85.890625	281.625	54.0234375	177.5	245.125	302.1875
4931413K12Rik	241.0	269.75	301.25	259.0	340.5	341.0	290.75	164.125	247.125	429.5
4931414P19Rik	199.25	116.75	156.0	333.5	319.75	436.0	152.5	408.75	319.75	263.5
4931415C17Rik	11.9453125	95.9375	11.1484375	99.625	14.6171875	55.375	28.421875	16.0625	98.25	23.921875
4931417E11Rik	10.6015625	36.3125	199.25	245.875	159.5	160.625	57.4375	101.8125	259.75	38.6875
4931423N10Rik	8.4375	27.890625	7.296875	27.125	6.58203125	8.6015625	13.8046875	45.75	5.0390625	10.4140625
4931428A05Rik	16.78515625	53.171875	15.9921875	88.92578125	35.0859375	23.4140625	15.4921875	31.8671875	24.6328125	24.515625
4931428F04Rik	71.45572916666667	65.95833333333333	105.5	19.94140625	112.77083333333333	70.28645833333333	128.77083333333334	161.83333333333334	39.557291666666664	105.34375
4931428L18Rik	64.40104166666667	142.45182291666666	71.1953125	82.388671875	36.458333333333336	63.729166666666664	69.3046875	121.81770833333333	58.489583333333336	33.067708333333336
4931429L15Rik	357.25	323.75	320.25	504.25	153.5	364.0	356.5	469.5	238.875	588.5
4931429P17Rik	9.125	102.3125	13.53125	16.59375	50.625	79.4375	10.046875	87.6875	34.40625	81.8125
4931430N09Rik	72.8125	39.15625	63.96875	40.03125	26.90625	6.46484375	62.25	3.912109375	13.546875	43.375
4931431B13Rik	140.375	227.25	185.625	18.71875	120.375	13.7109375	152.25	78.375	58.09375	135.625
4931431C16Rik	25.890625	14.9765625	11.4140625	61.75	173.25	38.46875	114.0	85.5	41.375	100.75
4931431F19Rik	7.484375	17.296875	5.37109375	42.34375	22.671875	6.9921875	4.890625	45.28125	5.36328125	21.984375
4931432E15Rik	79.1875	174.5	109.6875	77.1875	181.125	97.5	47.21875	201.875	178.375	187.375
4931432P07Rik	104.5	316.0	200.0	289.75	103.375	155.75	150.625	258.25	118.3125	60.03125
4931439C15Rik	16.828125	187.375	128.25	29.4375	10.953125	35.71875	63.3125	23.828125	179.5	205.625
4932412D23Rik	108.75	57.875	16.421875	13.203125	63.28125	32.5	79.125	72.4375	10.421875	18.21875
4932414N04Rik	12.9375	166.875	7.8515625	79.4375	51.5625	13.4765625	129.875	15.5625	9.875	12.0703125
4932416H05Rik	194.9375	253.640625	164.859375	184.84375	219.9375	192.46875	57.5078125	215.916015625	201.9375	92.59375
4932416J16Rik	103.625	108.625	17.375	87.5	98.9375	199.0	8.625	149.25	61.8125	124.0
4932422M17Rik	112.28125	35.3359375	122.1875	65.65625	109.0625	84.828125	66.4921875	64.53125	63.421875	180.5
4932429P19Rik	84.12890625	123.328125	59.671875	46.16015625	80.671875	64.73828125	58.625	71.33203125	136.828125	96.484375
4932430A15Rik	217.5	182.625	45.09375	159.375	20.140625	18.453125	78.0	58.5	28.34375	125.3125
4932431P20Rik	558.552734375	631.25	520.96875	534.875	564.296875	431.546875	443.44921875	497.1015625	516.5	646.625
4932432N04Rik	11.337890625	132.96875	55.1484375	92.84375	37.8671875	10.765625	76.80859375	140.3125	148.46875	193.59375
4932434E15Rik	7.69140625	12.484375	8.953125	10.53125	12.125	9.7578125	20.40625	5.83984375	9.296875	19.890625
4932435O22Rik	24.9375	105.625	190.25	82.75	15.1484375	107.375	78.5625	125.875	10.59375	109.8125
4932437C15Rik	109.015625	28.9921875	25.95703125	87.08203125	125.75	110.1171875	162.375	164.90625	97.140625	26.169921875
4932438A13Rik	1413.265625	1422.4267578125	1136.36328125	1469.025390625	1329.86328125	1283.765625	1372.921875	1406.53125	1535.0	1488.3203125
4932438H23Rik	125.546875	138.125	25.09375	56.328125	77.9375	50.578125	68.984375	44.53125	104.84375	155.6875
4932439E07Rik	335.75	288.0	224.5	260.75	206.75	231.5	121.1875	331.5	231.375	304.25
4932441J04Rik	194.0	17.203125	131.875	59.4375	106.75	146.375	96.9375	84.5	107.8125	116.625
4932441P12Rik	36.59375	86.125	93.25	3.41796875	109.125	62.09375	16.890625	20.3125	23.546875	10.875
4932442E05Rik	9.5078125	31.125	6.9296875	7.5703125	7.8828125	15.9921875	13.546875	112.0	13.6328125	24.0625
4932443L11Rik	25.890625	24.59375	22.578125	35.5	55.09375	26.828125	47.53125	61.53125	31.015625	68.6875
4932702M13Rik	24.119140625	7.109375	10.63671875	18.0546875	12.953125	29.8671875	17.6279296875	8.25390625	7.650390625	59.708984375
4932702P03Rik	21.9375	28.40625	29.53125	20.078125	9.234375	115.3125	27.34375	9.1875	56.15625	67.0625
4932703K07Rik	31.6875	11.53125	28.515625	180.625	56.4375	16.015625	35.71875	15.7421875	8.8515625	15.3828125
4933400A11Rik	47.25	35.90625	3.9765625	3.873046875	6.03125	11.21875	8.6484375	4.16796875	13.6953125	6.03125
4933400F21Rik	66.53125	154.0	90.109375	178.375	171.9375	118.59375	100.1328125	108.75	178.6875	47.734375
4933401B06Rik	161.5	96.25	55.9375	104.3125	160.125	102.4375	46.6875	56.625	113.625	248.875
4933401D09Rik	311.0	230.875	241.0	264.25	284.75	156.875	272.0	224.625	451.5	258.5
4933401H06Rik	334.75	343.25	281.25	159.625	332.25	236.875	299.25	228.25	135.25	300.75
4933401J01Rik	80.66015625	74.3125	141.4375	64.50390625	65.494140625	154.4296875	74.171875	64.1171875	102.703125	59.0390625
4933401L05Rik	153.625	23.6875	47.46875	113.1875	44.28125	29.234375	86.25	224.625	30.21875	84.5625
4933402C05Rik	291.0	404.0	298.5	583.5	365.75	454.25	374.75	323.0	300.5	486.0
4933402C06Rik	358.75	218.875	284.5	48.46875	55.84375	57.125	371.5	367.75	398.75	177.875
4933402D24Rik	239.125	9.875	92.3125	42.8125	10.28125	13.0859375	17.046875	59.625	25.65625	135.625
4933402E13Rik	10.640625	30.140625	17.0	66.4375	9.5390625	28.234375	9.8515625	7.1640625	9.328125	149.0
4933402E15Rik	125.015625	160.96875	88.0625	92.90625	50.7578125	136.1875	42.75	81.9375	148.0	169.0703125
4933402J07Rik	9.7890625	16.765625	17.46875	16.515625	37.28125	10.3828125	81.625	20.03125	18.578125	12.9921875
4933402J15Rik	25.03125	111.6875	32.46875	11.828125	42.46875	91.0	30.984375	125.5625	15.7421875	21.9375
4933402N03Rik	42.15625	31.828125	63.59375	11.1015625	40.375	118.9375	90.6875	19.671875	131.75	143.875
4933403J19Rik	149.78125	115.6171875	229.5	273.875	216.875	283.3125	299.875	213.71875	224.875	316.5
4933403L11Rik	166.40625	109.28125	15.87890625	167.3125	148.625	138.15625	169.5625	158.03125	97.25	285.0
4933403O08Rik	4.87109375	7.80859375	5.18359375	11.1015625	5.0078125	63.25	60.9375	10.1953125	13.78125	3.896484375
4933404G15Rik	45.75	49.125	107.1875	18.90625	18.421875	18.796875	185.0	102.3125	52.59375	94.75
4933404I11Rik	85.0	65.46484375	51.90625	101.1328125	150.75	81.26171875	42.41796875	128.21875	133.625	91.5234375
4933404K08Rik	123.6875	59.09375	103.375	109.4375	252.5	87.1875	30.15625	74.1875	89.75	26.203125
4933404K13Rik	93.9375	109.828125	178.75	218.78125	218.8125	95.171875	82.140625	87.734375	270.8125	233.734375
4933404M09Rik	18.765625	21.8515625	21.1953125	39.640625	150.359375	96.0	60.7578125	58.7890625	27.58203125	28.0390625
4933404O12Rik	309.125	194.3125	207.1875	126.921875	382.8125	195.015625	205.984375	379.265625	237.71875	282.5625
4933405D12Rik	137.75	80.125	196.0	81.0625	18.96875	152.875	162.0	25.46875	248.0	20.015625
4933405E24Rik	22.328125	131.5	180.625	159.125	123.6875	86.9375	28.8125	109.6875	152.5	86.0
4933405L10Rik	214.625	155.125	120.0	195.875	35.1875	231.375	235.0	33.375	204.5	61.75
4933405O20Rik	8.2109375	11.140625	16.203125	60.1875	29.921875	21.21875	12.296875	18.71875	13.671875	46.25
4933406B15Rik	110.125	97.5	102.0625	153.5	58.625	14.75	54.4375	105.875	94.8125	188.625
4933406C10Rik	217.75	113.75	91.5625	79.125	27.65625	182.375	96.375	157.25	114.125	161.75
4933406F09Rik	40.106770833333336	110.640625	121.33463541666667	43.713216145833336	151.74479166666666	113.52083333333333	94.05208333333333	94.52864583333333	94.0546875	129.11458333333334
4933406G16Rik	39.75	18.859375	37.21875	12.046875	43.15625	29.78125	8.7578125	100.0	34.71875	177.125
4933406J09Rik	134.25	295.25	238.625	170.875	173.5	326.0	296.0	212.875	227.0	249.125
4933406J10Rik	13.9921875	21.28125	13.4140625	13.4609375	35.3125	22.265625	16.15625	24.71875	22.78125	29.09375
4933406K04Rik	107.24765625	55.384375	67.8671875	59.384375	46.43125	98.521875	58.1875	41.10625	38.715625	119.81875
4933406L23Rik	37.03125	129.375	34.75	232.875	112.625	30.765625	64.25	153.875	184.125	78.4375
4933406P04Rik	174.625	73.0	58.3125	156.0	75.25	83.75	117.5	182.125	139.125	195.5
4933407A17Rik	97.5859375	112.265625	148.771484375	133.578125	112.625	135.5625	144.4296875	188.5625	160.0625	109.890625
4933407C09Rik	195.125	226.125	179.90625	317.75	217.875	228.3125	260.625	231.9375	310.875	88.453125
4933407E14Rik	41.75	132.125	117.4375	25.53125	105.9375	16.890625	95.9375	119.6875	10.3671875	9.703125
4933407G14Rik	97.5	154.0	18.953125	21.6875	14.90625	35.5625	39.75	13.4765625	22.765625	9.96875
4933407I05Rik	42.65625	136.375	11.34375	94.1875	175.75	7.41796875	105.25	16.46875	28.78125	14.734375
4933407I08Rik	11.46875	14.7109375	7.6640625	9.0703125	10.9375	19.796875	3.748046875	6.734375	8.0390625	12.625
4933407I18Rik	42.7578125	24.78125	15.0078125	20.671875	33.625	23.37109375	62.1875	38.609375	14.9296875	14.6640625
4933407K13Rik	47.75	181.875	133.75	125.25	57.5625	113.625	113.1875	130.875	100.9375	14.4609375
4933407L21Rik	196.375	118.625	123.875	15.6328125	38.65625	240.25	49.34375	197.375	42.90625	44.25
4933407O12Rik	45.21875	169.5	26.984375	155.0	324.25	59.09375	331.25	204.0	35.40625	73.9375
4933408J17Rik	123.5625	77.25	14.3203125	89.1875	32.5	165.0	210.625	99.0	179.625	115.5625
4933408K01Rik	84.9609375	58.92578125	10.46484375	45.4375	107.90625	67.25	77.875	59.765625	7.783203125	25.3125
4933408M05Rik	62.55859375	18.82421875	6.77392578125	30.87109375	36.19140625	50.05078125	46.5400390625	14.125	45.376953125	14.23828125
4933408N05Rik	11.2578125	17.953125	37.78125	21.65625	13.8984375	75.75	101.0	15.7890625	30.453125	9.1640625
4933409D19Rik	189.5	90.375	123.8125	73.6875	89.0	120.3125	180.875	135.25	161.5	184.125
4933409F18Rik	103.25	56.5078125	59.59375	53.203125	70.71875	82.2421875	24.6875	111.96875	40.5078125	59.453125
4933409L14Rik	17.75	92.6875	63.15625	94.3125	85.375	64.9375	25.1875	165.875	258.5	22.6875
4933411B09Rik	124.0	115.9375	23.828125	87.0	56.3125	114.5625	103.0625	14.8984375	178.25	20.5
4933411D12Rik	505.75	508.5	489.5	418.0	582.5	490.5	488.25	499.5	654.0	537.0
4933411E02Rik	231.0	46.34375	191.875	95.5625	171.375	56.3125	31.578125	126.5	31.109375	33.6875
4933411E06Rik	86.453125	81.21875	93.4453125	65.37548828125	29.14453125	92.7578125	22.4296875	87.552734375	25.931640625	53.9609375
4933411E08Rik	160.125	128.25	125.6875	92.375	133.75	156.5	69.125	52.1875	8.8359375	137.125
4933411G06Rik	83.75	140.0	132.0	16.984375	176.75	136.625	12.6640625	5.59375	131.875	24.03125
4933411K05Rik	405.5	326.25	203.375	260.75	419.5	331.0	312.75	25.640625	207.0	267.75
4933411K16Rik	18.625	352.0	98.0625	220.375	312.0	24.78125	121.75	255.125	178.875	361.75
4933411O13Rik	11.119140625	43.2568359375	68.68505859375	19.0859375	34.96484375	21.392578125	12.9248046875	40.078125	21.4765625	39.484375
4933412A08Rik	82.75	7.07421875	203.5	65.0	192.5	104.4375	131.125	72.25	26.59375	30.6875
