Sample_geo_accession	Condition	Group
GSM4905257	 plus serine/glycine	Human Muscle Progenitor Cells
GSM4905258	 plus serine/glycine	Human Muscle Progenitor Cells
GSM4905259	 plus serine/glycine	Human Muscle Progenitor Cells
GSM4905260	 plus serine/glycine	Human Muscle Progenitor Cells
GSM4905261	 plus serine/glycine	Human Muscle Progenitor Cells
GSM4905262	 minus serine/glycine	Human Muscle Progenitor Cells
GSM4905263	 minus serine/glycine	Human Muscle Progenitor Cells
GSM4905264	 minus serine/glycine	Human Muscle Progenitor Cells
GSM4905265	 minus serine/glycine	Human Muscle Progenitor Cells
GSM4905266	 minus serine/glycine	Human Muscle Progenitor Cells
