Sample_geo_accession	Condition	Group
GSM4257063	MHO	Subcutaneous adipose tissue
GSM4257064	MHO	Subcutaneous adipose tissue
GSM4257065	MHO	Subcutaneous adipose tissue
GSM4257066	MHO	Subcutaneous adipose tissue
GSM4257067	MHO	Subcutaneous adipose tissue
GSM4257068	MHO	Subcutaneous adipose tissue
GSM4257069	MHO	Subcutaneous adipose tissue
GSM4257070	MHO	Subcutaneous adipose tissue
GSM4257071	MHO	Subcutaneous adipose tissue
GSM4257072	MHO	Subcutaneous adipose tissue
GSM4257073	MHO	Subcutaneous adipose tissue
GSM4257074	MHO	Subcutaneous adipose tissue
GSM4257075	MHO	Subcutaneous adipose tissue
GSM4257076	MHO	Subcutaneous adipose tissue
GSM4257077	MHO	Subcutaneous adipose tissue
GSM4257078	MUO	Subcutaneous adipose tissue
GSM4257079	MUO	Subcutaneous adipose tissue
GSM4257080	MUO	Subcutaneous adipose tissue
GSM4257081	MUO	Subcutaneous adipose tissue
GSM4257082	MUO	Subcutaneous adipose tissue
GSM4257083	MUO	Subcutaneous adipose tissue
GSM4257084	MUO	Subcutaneous adipose tissue
GSM4257085	MUO	Subcutaneous adipose tissue
GSM4257086	MUO	Subcutaneous adipose tissue
GSM4257087	MUO	Subcutaneous adipose tissue
GSM4257088	MUO	Subcutaneous adipose tissue
GSM4257089	MUO	Subcutaneous adipose tissue
GSM4257090	MUO	Subcutaneous adipose tissue
GSM4257091	MUO	Subcutaneous adipose tissue
GSM4257092	MUO	Subcutaneous adipose tissue
GSM4257093	Pre	Subcutaneous adipose tissue
GSM4257095	Pre	Subcutaneous adipose tissue
GSM4257097	Pre	Subcutaneous adipose tissue
GSM4257099	Pre	Subcutaneous adipose tissue
GSM4257101	Pre	Subcutaneous adipose tissue
GSM4257103	Pre	Subcutaneous adipose tissue
GSM4257105	Pre	Subcutaneous adipose tissue
GSM4257107	Pre	Subcutaneous adipose tissue
GSM4257109	Pre	Subcutaneous adipose tissue
GSM4257111	Pre	Subcutaneous adipose tissue
GSM4257094	Post	Subcutaneous adipose tissue
GSM4257096	Post	Subcutaneous adipose tissue
GSM4257098	Post	Subcutaneous adipose tissue
GSM4257100	Post	Subcutaneous adipose tissue
GSM4257102	Post	Subcutaneous adipose tissue
GSM4257104	Post	Subcutaneous adipose tissue
GSM4257106	Post	Subcutaneous adipose tissue
GSM4257108	Post	Subcutaneous adipose tissue
GSM4257110	Post	Subcutaneous adipose tissue
GSM4257112	Post	Subcutaneous adipose tissue
