gene_symbol	GSM1077116	GSM1077117	GSM1077110	GSM1077111	GSM1077115	GSM1077118	GSM1077119	GSM1077112	GSM1077114	GSM1077113
CTSH	9.3671875	7.86328125	9.171875	9.671875	7.8125	9.1328125	8.328125	10.0078125	8.4921875	8.9453125
CTSK	5.10546875	5.1171875	4.9453125	4.57421875	6.3828125	5.31640625	6.43359375	5.359375	5.375	4.33984375
CTSL	10.2265625	9.6484375	9.5546875	9.859375	10.1875	9.7890625	10.1328125	9.8046875	9.90625	9.1875
CTSL3P	4.609375	4.4609375	4.25	4.375	4.1875	4.3515625	4.3828125	4.30859375	4.68359375	5.23046875
CTSO	6.984375	6.22265625	6.90234375	7.29296875	7.5	6.8671875	7.12109375	7.546875	7.015625	6.07421875
CTSS	7.74609375	7.56640625	7.48046875	7.71484375	7.39453125	7.53125	7.29296875	8.34375	8.0390625	6.99609375
CTSV	6.046875	6.19921875	6.01171875	5.484375	4.53125	5.81640625	5.75	5.31640625	5.91796875	5.203125
CTSW	5.0078125	5.11328125	5.2265625	5.43359375	5.4765625	5.48046875	5.0078125	5.23828125	5.3046875	5.5234375
CTSZ	9.75	9.7578125	9.3359375	9.8203125	9.203125	9.4765625	9.609375	9.578125	10.1953125	9.84375
CTTN	8.6640625	8.8046875	8.546875	8.8515625	9.34375	9.0078125	8.6640625	9.1953125	8.515625	8.6640625
CTTNBP2	5.65625	5.5078125	5.34375	5.5625	5.46484375	5.21875	5.84765625	5.69921875	5.61328125	5.17578125
CTTNBP2NL	7.62109375	7.22265625	7.3046875	7.609375	6.96484375	7.5703125	7.49609375	7.765625	7.22265625	6.64453125
CTU1	7.4765625	7.734375	7.3671875	7.54296875	7.56640625	7.4609375	6.8203125	7.328125	7.4375	8.1640625
CTU2	7.1171875	7.30078125	7.45703125	7.3046875	7.41796875	7.24609375	7.26171875	6.98046875	7.109375	7.41796875
CTXN1	6.70703125	7.18359375	6.6796875	7.18359375	6.69140625	6.796875	6.41796875	6.69140625	6.93359375	7.23828125
CTXN3	3.392578125	3.763671875	3.8046875	3.849609375	3.87109375	4.140625	3.30859375	3.90625	3.435546875	4.265625
CUBN	3.890625	4.2578125	4.125	3.85546875	3.84375	3.962890625	4.1796875	4.0	3.98828125	4.02734375
CUEDC1	7.45703125	7.3671875	7.26953125	7.28515625	7.71875	7.53125	7.375	7.4765625	7.34375	7.49609375
CUEDC2	7.921875	7.21484375	7.8984375	7.7734375	7.890625	7.671875	7.76953125	7.86328125	7.765625	7.8984375
CUL1	8.546875	8.8515625	8.6171875	8.3671875	9.0234375	8.6015625	8.8515625	8.59375	8.375	8.375
CUL2	7.9921875	7.87890625	7.89453125	7.8359375	7.75	7.63671875	8.2421875	7.88671875	7.64453125	7.26953125
CUL3	9.171875	9.1796875	9.109375	9.140625	9.390625	9.2421875	9.453125	8.9609375	9.3125	8.8828125
CUL4A	8.28125	8.2421875	8.2421875	8.328125	7.43359375	8.265625	8.515625	8.109375	8.390625	7.90234375
CUL4B	8.1796875	8.0625	8.203125	8.0390625	7.73828125	8.140625	8.375	7.80078125	8.234375	7.80078125
CUL5	7.578125	7.359375	7.45703125	7.3984375	7.44921875	7.31640625	7.671875	7.4140625	7.50390625	6.8125
CUL7	6.72265625	6.88671875	7.2109375	7.02734375	6.83984375	7.18359375	7.26953125	7.28125	7.72265625	6.98828125
CUL9	6.0703125	6.31640625	6.37890625	6.28125	6.265625	6.40625	6.52734375	6.73828125	6.58203125	6.42578125
CUTA	10.015625	9.3984375	10.2578125	9.7109375	10.1171875	9.734375	10.265625	9.359375	10.2421875	9.71875
CUTC	7.2734375	7.46484375	7.375	7.09765625	8.015625	7.390625	7.1328125	7.2109375	7.08984375	7.44921875
CUX1	7.421875	7.96875	7.5078125	7.53515625	7.64453125	7.6171875	8.1015625	7.66796875	7.73046875	7.3828125
CUX2	5.23828125	5.5703125	5.3046875	5.46875	5.2890625	5.4453125	5.21484375	4.86328125	5.140625	5.67578125
CWC15	6.26171875	6.01953125	6.140625	5.8125	6.59375	6.0390625	5.98828125	6.25390625	5.8984375	6.23828125
CWC22	7.6640625	7.9453125	7.9765625	7.41015625	7.765625	7.91015625	7.98046875	7.5703125	7.58984375	7.09765625
CWC25	7.2421875	6.9609375	7.21484375	7.08203125	6.98828125	6.921875	7.29296875	7.08203125	6.9921875	6.99609375
CWC27	7.16015625	6.77734375	7.3125	6.9453125	6.7109375	7.19140625	7.41015625	6.765625	6.74609375	6.703125
CWF19L1	7.62109375	7.55859375	7.46484375	7.46484375	7.98828125	7.29296875	7.62109375	7.6796875	7.41015625	7.44140625
CWF19L2	6.390625	6.00390625	6.46484375	5.91796875	6.2265625	6.09375	6.73828125	6.1328125	6.36328125	5.41796875
CWH43	3.736328125	3.8671875	3.55859375	3.869140625	3.939453125	3.712890625	3.830078125	3.6328125	3.517578125	3.767578125
CX3CL1	7.24609375	7.18359375	7.01953125	7.6796875	7.0234375	7.4453125	6.75	8.8359375	7.55078125	6.97265625
CX3CR1	3.697265625	3.611328125	3.734375	3.150390625	3.662109375	3.849609375	3.818359375	3.2578125	3.416015625	4.23828125
CXADR	8.9921875	8.875	8.9921875	9.0	8.7109375	8.875	8.4296875	9.4140625	8.015625	9.2109375
CXCL1	8.171875	8.8984375	8.2109375	9.0703125	8.625	8.75	8.359375	10.8828125	9.34375	7.9609375
CXCL10	3.5859375	5.23046875	3.765625	4.4921875	3.046875	3.509765625	3.173828125	3.66015625	2.70703125	3.88671875
CXCL11	4.33203125	4.5625	4.2734375	4.58203125	4.26953125	4.35546875	4.08984375	3.96875	3.361328125	4.37890625
CXCL12	7.375	7.97265625	6.38671875	7.4453125	7.27734375	7.73046875	7.6015625	7.4140625	6.31640625	8.4921875
CXCL13	4.0703125	3.390625	2.830078125	2.65234375	2.724609375	2.833984375	2.5	2.78515625	2.736328125	3.650390625
CXCL14	5.47265625	5.83984375	5.44140625	5.84375	5.953125	5.59765625	5.1484375	5.453125	5.5234375	6.02734375
CXCL16	8.0078125	8.1796875	8.1640625	7.921875	7.66015625	8.015625	7.3515625	7.90625	7.17578125	7.2421875
CXCL17	9.8515625	8.5390625	7.07421875	7.078125	7.2734375	9.0546875	8.25	7.6640625	5.82421875	7.25
CXCL2	6.46875	6.98046875	6.140625	8.1640625	7.484375	7.75390625	6.453125	9.390625	6.5078125	6.6328125
CXCL3	5.68359375	6.37890625	5.59765625	6.11328125	6.10546875	5.609375	6.10546875	6.89453125	5.59765625	6.078125
CXCL5	7.59765625	8.2890625	7.7734375	7.87109375	8.640625	8.015625	9.4609375	9.0625	7.85546875	7.875
CXCL6	7.203125	6.6640625	6.9921875	8.96875	6.88671875	7.609375	7.8203125	10.78125	8.984375	6.90234375
CXCL8	8.9609375	10.03125	8.1953125	9.7265625	10.2265625	9.0234375	10.265625	10.71875	9.0078125	8.625
CXCL9	3.474609375	3.400390625	3.37890625	3.494140625	3.7734375	3.4140625	3.640625	3.416015625	3.1953125	3.494140625
CXCR1	3.060546875	3.123046875	3.3046875	3.544921875	3.41015625	3.279296875	3.2109375	3.01171875	3.166015625	3.1640625
CXCR2	3.05078125	3.22265625	3.1953125	3.0546875	3.41015625	3.10546875	3.33203125	3.2578125	2.865234375	3.365234375
CXCR3	6.19921875	6.23828125	6.17578125	6.3203125	6.2734375	6.515625	6.34765625	6.140625	6.30859375	6.76171875
CXCR4	8.7734375	8.5	7.6171875	8.6953125	8.6484375	8.3671875	9.4921875	8.234375	8.375	8.3203125
CXCR5	4.86328125	4.51171875	4.953125	4.78515625	4.73046875	5.15234375	4.453125	4.69140625	4.7890625	4.89453125
CXCR6	3.365234375	3.556640625	3.236328125	3.650390625	3.669921875	3.67578125	3.373046875	3.447265625	3.705078125	4.22265625
CXXC1	7.03125	7.3515625	7.12890625	7.02734375	6.94921875	7.0703125	7.203125	6.9765625	6.7421875	7.359375
CXXC4	6.25	6.625	6.203125	6.47265625	6.77734375	6.49609375	6.59375	5.61328125	6.7265625	6.390625
CXXC5	9.03125	9.5	9.578125	9.6328125	9.609375	9.6015625	9.5703125	9.671875	9.2734375	9.171875
CXorf21	2.52734375	2.197265625	2.126953125	2.0625	2.240234375	2.201171875	2.455078125	2.25	2.69140625	2.337890625
CXorf23	5.87109375	5.8984375	6.14453125	5.93359375	5.96484375	6.1640625	6.38671875	6.2109375	6.06640625	5.71875
CXorf36	4.578125	4.6484375	4.45703125	4.5703125	4.1875	4.625	4.890625	4.53125	4.76953125	4.62109375
CXorf38	7.01953125	6.80859375	7.046875	6.796875	7.828125	6.8125	6.734375	6.9375	6.76953125	6.625
CXorf40A	6.5234375	6.63671875	6.6796875	6.44140625	6.7890625	6.66796875	6.50390625	6.36328125	6.88671875	6.7734375
CXorf40B	7.30859375	6.71484375	7.23828125	7.0078125	7.4921875	7.21875	7.3828125	7.02734375	7.46875	7.359375
CXorf56	6.42578125	6.29296875	6.578125	6.33203125	7.140625	6.65234375	6.3515625	6.4140625	6.61328125	7.00390625
CXorf57	7.8203125	7.64453125	8.53125	7.3671875	7.2890625	7.953125	8.375	6.87890625	8.5	6.765625
CXorf58	3.576171875	3.544921875	4.01171875	3.33203125	3.529296875	3.517578125	3.552734375	3.19921875	3.361328125	3.703125
CXorf65	3.556640625	3.71875	3.884765625	3.689453125	3.689453125	3.85546875	3.49609375	3.677734375	3.927734375	4.04296875
CXorf66	3.103515625	3.15234375	2.884765625	2.853515625	3.46484375	3.419921875	3.4453125	3.103515625	3.0078125	3.26171875
CYB561	7.03515625	7.5	7.2421875	7.1875	6.98046875	7.296875	7.16796875	7.1796875	7.41015625	7.2890625
CYB561A3	8.09375	7.7109375	8.2265625	7.921875	8.015625	8.234375	8.2421875	7.921875	8.3828125	7.921875
CYB561D1	7.2265625	7.75390625	7.26953125	7.1953125	7.67578125	7.27734375	7.3828125	7.34375	7.39453125	7.2734375
CYB561D2	6.87109375	6.43359375	6.7265625	6.84375	6.3828125	6.8046875	6.8515625	6.96484375	7.0078125	6.7421875
CYB5A	10.0078125	9.0390625	10.3984375	10.6015625	9.15625	10.3125	9.6328125	10.78125	9.8359375	10.4765625
CYB5B	10.0625	9.3203125	9.703125	9.875	9.7265625	9.7265625	9.8203125	9.9296875	9.7578125	9.359375
CYB5D1	6.87890625	7.31640625	7.48828125	7.0	7.00390625	7.40234375	7.25390625	6.88671875	6.9765625	6.7578125
CYB5D2	8.296875	7.84375	8.3671875	8.4453125	8.6171875	8.4921875	8.5859375	8.3203125	8.9765625	8.2421875
CYB5R1	9.34375	8.96875	9.171875	9.203125	9.375	9.0234375	9.09375	9.2421875	9.734375	8.7421875
CYB5R2	5.921875	6.2890625	5.00390625	5.74609375	5.96875	5.72265625	5.86328125	5.8671875	5.5078125	5.95703125
CYB5R3	9.4765625	9.671875	9.3671875	9.3515625	9.203125	9.6015625	9.4609375	9.265625	9.671875	9.203125
CYB5R4	7.71875	7.5	7.83203125	7.703125	7.953125	7.65625	7.890625	7.8359375	7.94140625	7.46875
CYB5RL	5.56640625	5.453125	5.921875	5.41796875	5.9609375	5.6015625	5.65625	5.7421875	5.859375	5.64453125
CYBA	7.62890625	6.9609375	7.1796875	7.5546875	6.84765625	7.20703125	7.015625	7.94921875	7.16015625	7.625
CYBB	6.79296875	5.984375	5.140625	6.1328125	4.671875	6.41796875	6.453125	6.62109375	7.0546875	6.24609375
CYBRD1	8.59375	7.47265625	8.0703125	8.421875	8.703125	7.94921875	8.546875	8.328125	8.6640625	7.16015625
CYC1	10.1875	9.65625	10.0859375	9.8515625	10.2421875	9.7265625	9.6953125	9.96875	9.7578125	10.0703125
CYCS	8.8125	8.5234375	8.6640625	8.75	7.7734375	8.4140625	8.265625	8.609375	8.265625	8.5078125
CYFIP1	8.6875	8.3984375	8.625	8.71875	7.81640625	8.609375	8.6015625	9.078125	8.6640625	8.3984375
CYFIP2	7.3515625	7.96484375	7.83203125	7.73046875	7.66015625	7.7734375	8.2421875	7.55078125	8.1484375	6.97265625
CYGB	7.80078125	6.12109375	6.8671875	7.57421875	7.04296875	7.24609375	8.1796875	7.3359375	8.71875	6.69140625
CYHR1	7.16015625	7.375	7.67578125	7.3671875	7.5390625	6.88671875	7.56640625	7.20703125	7.6484375	7.23046875
CYLC1	3.140625	2.88671875	3.490234375	2.970703125	3.017578125	2.74609375	2.61328125	2.61328125	3.12890625	2.931640625
CYLC2	2.236328125	3.31640625	2.501953125	2.5703125	2.595703125	2.63671875	2.43359375	2.375	2.640625	3.001953125
CYLD	7.84765625	8.5	7.66015625	7.74609375	8.5703125	7.90625	8.1640625	7.94921875	8.046875	7.50390625
CYP11A1	4.28125	4.43359375	4.1171875	4.4140625	4.05078125	4.5078125	4.07421875	4.07421875	4.109375	4.48046875
CYP11B1	5.51171875	5.76171875	5.6328125	5.6875	5.75390625	5.4296875	5.26171875	5.22265625	5.22265625	5.84765625
CYP11B2	5.078125	5.07421875	5.19921875	4.8125	5.36328125	5.0078125	4.859375	5.11328125	4.86328125	5.515625
CYP17A1	4.11328125	4.3125	4.5859375	5.453125	4.50390625	4.28125	4.0859375	6.43359375	4.5546875	4.71875
CYP19A1	3.6796875	3.658203125	3.48046875	3.62890625	3.447265625	3.775390625	3.791015625	4.02734375	3.318359375	4.39453125
CYP1A1	9.5234375	6.015625	9.3515625	9.28125	6.328125	7.6953125	6.17578125	7.31640625	6.9921875	5.5390625
CYP1A2	5.32421875	5.078125	5.41796875	5.234375	5.4921875	5.828125	5.64453125	5.2421875	5.44921875	5.81640625
CYP1B1	10.8671875	8.4140625	9.5546875	9.0234375	8.7578125	9.65625	8.8984375	8.5078125	8.9375	7.27734375
CYP1B1-AS1	3.4453125	3.564453125	3.2890625	3.15625	3.51171875	3.734375	3.357421875	3.33203125	3.248046875	3.986328125
CYP20A1	7.28125	7.23046875	7.65234375	7.6875	6.6171875	7.59375	7.48828125	7.71875	7.41015625	7.1328125
CYP21A1P	5.453125	5.8125	6.62890625	6.82421875	6.859375	6.796875	5.46875	6.04296875	6.12109375	7.58203125
CYP24A1	5.59765625	3.931640625	4.03125	3.513671875	3.220703125	5.15625	4.3671875	3.794921875	4.1796875	3.791015625
CYP26A1	4.3671875	4.60546875	4.5	4.73828125	4.44140625	4.59375	4.4765625	4.625	4.6875	5.00390625
CYP26B1	5.2890625	5.12109375	5.26953125	5.62109375	5.45703125	5.61328125	5.79296875	5.30078125	5.42578125	5.6953125
CYP26C1	6.0078125	6.328125	6.3046875	6.625	6.0625	6.09375	5.82421875	6.2734375	6.13671875	6.85546875
CYP27A1	6.73046875	6.25	6.69140625	6.453125	6.7890625	6.69921875	7.30859375	6.67578125	7.0859375	6.296875
CYP27B1	5.96484375	6.1015625	5.94921875	6.43359375	5.71484375	6.3515625	5.7890625	6.30859375	5.625	6.33984375
CYP27C1	4.296875	4.0078125	3.81640625	4.1171875	3.9921875	4.3828125	3.720703125	4.140625	3.740234375	4.2109375
CYP2A13	4.849609375	5.251953125	4.896484375	5.046875	5.1015625	4.80859375	4.73828125	4.775390625	5.0390625	5.333984375
CYP2A7P1	5.78515625	6.0234375	5.2734375	6.5	5.8203125	5.6796875	5.59765625	5.78125	6.41015625	6.57421875
CYP2B6	3.3046875	3.3125	3.525390625	4.109375	3.380859375	3.806640625	3.337890625	3.6484375	3.216796875	3.978515625
CYP2B7P	3.6484375	3.916015625	5.4140625	5.27734375	4.01953125	4.34765625	3.36328125	3.72265625	3.58203125	3.9375
CYP2C18	5.05078125	4.828125	6.66015625	5.296875	4.59765625	4.390625	4.51171875	4.89453125	3.84765625	5.37109375
CYP2C19	3.92578125	3.966796875	4.37109375	4.078125	4.21875	3.595703125	3.474609375	3.802734375	3.8046875	3.68359375
CYP2C8	3.4921875	4.07421875	4.3046875	4.0390625	3.837890625	3.40234375	4.21484375	4.24609375	4.4375	4.484375
CYP2C9	4.03515625	3.865234375	4.05859375	4.109375	3.802734375	4.6484375	4.37890625	4.25390625	4.28515625	4.26953125
CYP2D7	5.23828125	5.26953125	5.1875	5.2890625	5.203125	4.82421875	5.1640625	5.36328125	5.08984375	5.81640625
CYP2E1	5.23828125	5.359375	5.2734375	5.8671875	5.58203125	5.66796875	5.12109375	5.4375	5.12109375	5.85546875
CYP2F1	4.8046875	4.91015625	4.60546875	4.63671875	4.9296875	4.98046875	4.37890625	4.921875	4.55078125	4.5078125
CYP2J2	6.51953125	5.9765625	6.47265625	6.48828125	5.515625	6.16796875	6.1875	6.45703125	6.453125	5.98046875
CYP2R1	7.69921875	7.62109375	8.015625	8.0078125	9.2265625	8.3359375	8.0390625	8.2734375	7.3984375	8.328125
CYP2S1	6.26171875	6.44921875	6.53125	6.796875	6.36328125	6.60546875	6.140625	6.28515625	6.6328125	6.85546875
CYP2U1	6.76171875	7.625	7.53515625	7.65625	7.37890625	7.28125	7.96484375	6.8046875	7.9765625	6.6171875
CYP2W1	6.2734375	6.3984375	6.19921875	6.34375	6.41796875	6.40625	6.0078125	6.140625	6.4765625	6.98046875
CYP39A1	5.8515625	5.2421875	5.578125	5.83984375	4.16796875	5.359375	5.76171875	5.94921875	5.67578125	5.63671875
CYP3A4	3.087890625	3.251953125	3.1328125	2.833984375	3.23046875	3.111328125	3.02734375	3.013671875	3.025390625	3.171875
CYP3A43	3.68359375	3.609375	3.34375	3.705078125	3.51171875	3.443359375	3.51953125	3.634765625	3.75	3.830078125
CYP3A5	7.34765625	6.92578125	7.6171875	7.30859375	6.09765625	6.15625	5.921875	9.03125	5.828125	7.2578125
CYP3A7-CYP3A51P	2.7890625	2.69921875	2.763671875	2.87890625	2.939453125	2.423828125	2.65625	3.216796875	2.783203125	2.95703125
CYP46A1	5.87890625	5.9296875	5.8515625	6.2109375	6.0859375	5.9765625	5.8359375	5.8125	6.41015625	6.0
CYP4A11	4.203125	4.0859375	4.265625	4.27734375	4.28125	4.72265625	4.52734375	4.4921875	4.453125	4.91796875
CYP4A22	4.30078125	4.79296875	4.68359375	4.7734375	5.109375	4.9375	4.78125	4.3671875	4.62109375	4.75
CYP4B1	6.3125	4.96875	4.75	4.50390625	4.53515625	5.41796875	4.46484375	4.609375	4.6875	5.3125
CYP4F11	8.59375	7.3203125	9.28125	8.296875	7.11328125	7.328125	7.21875	7.31640625	5.9765625	7.734375
CYP4F12	5.46484375	4.40234375	5.828125	4.0859375	4.21484375	4.3203125	4.71484375	4.609375	3.908203125	4.80078125
CYP4F2	4.53515625	4.05078125	4.9453125	4.03515625	3.95703125	4.64453125	3.927734375	4.12109375	4.1171875	4.58203125
CYP4F22	4.4609375	4.65625	4.6015625	4.48046875	4.5625	4.80859375	4.234375	4.37109375	4.8359375	4.78125
CYP4F3	7.9765625	6.46484375	7.953125	6.8828125	6.05859375	6.80859375	6.30078125	6.2265625	6.3203125	6.42578125
CYP4F30P	1.689453125	2.30859375	3.51171875	1.9267578125	2.103515625	1.9287109375	2.537109375	2.00390625	2.513671875	2.78515625
CYP4F8	3.564453125	3.451171875	3.205078125	3.4453125	3.00390625	3.681640625	3.33984375	3.205078125	4.015625	3.931640625
CYP4V2	7.55859375	7.49609375	7.7890625	8.125	6.87109375	7.87109375	7.86328125	8.5703125	7.8359375	7.2109375
CYP4X1	4.68359375	4.46484375	4.62890625	4.05859375	4.36328125	4.828125	4.1953125	4.87890625	3.833984375	4.5625
CYP4Z1	3.634765625	3.728515625	4.57421875	4.15234375	3.408203125	3.662109375	3.794921875	4.0546875	4.453125	4.07421875
CYP4Z2P	3.013671875	2.93359375	2.583984375	2.7734375	3.033203125	3.716796875	3.65234375	2.92578125	4.07421875	3.19921875
CYP51A1	6.453125	5.65234375	5.24609375	6.46875	5.828125	6.41796875	5.80859375	6.1640625	6.171875	7.3125
CYP7A1	2.880859375	3.326171875	3.046875	2.78125	3.423828125	3.484375	2.732421875	3.19921875	3.439453125	3.546875
CYP7B1	6.26171875	6.31640625	6.20703125	6.72265625	6.515625	6.47265625	6.26171875	6.8125	6.421875	6.6875
CYP8B1	3.416015625	3.99609375	4.1953125	3.84765625	3.232421875	4.04296875	3.275390625	3.703125	4.01171875	4.08984375
CYR61	8.4765625	8.4453125	7.8984375	8.0625	8.609375	8.1484375	7.2109375	8.1328125	7.359375	8.0859375
CYS1	8.3984375	8.03125	8.109375	8.40625	8.3828125	8.2109375	8.046875	8.3125	8.34375	8.6796875
CYSLTR1	3.578125	2.873046875	2.998046875	3.4921875	3.08984375	3.396484375	3.2421875	3.423828125	4.03515625	3.79296875
CYSLTR2	4.39453125	4.11328125	3.591796875	3.9609375	3.888671875	3.970703125	3.98046875	4.01953125	4.23828125	3.302734375
CYSRT1	6.328125	7.11328125	6.47265625	6.90625	6.98828125	7.01953125	6.671875	6.84765625	6.8359375	7.5390625
CYSTM1	10.578125	10.1328125	10.6875	10.21875	10.328125	9.984375	10.171875	10.2734375	10.2734375	9.9453125
CYTH1	7.125	7.1953125	7.015625	6.9375	7.1640625	7.10546875	7.125	7.15234375	6.34375	6.69921875
CYTH2	9.578125	9.890625	9.4375	9.65625	9.7265625	9.6328125	9.5703125	9.6484375	9.6328125	9.46875
CYTH3	6.828125	6.578125	6.66796875	6.67578125	6.53125	6.77734375	6.99609375	6.6484375	6.9375	6.3828125
CYTH4	5.45703125	5.3359375	5.0390625	5.2890625	5.36328125	5.53515625	5.1171875	5.16796875	5.37109375	5.4609375
CYTIP	5.17578125	4.6328125	4.05078125	4.234375	4.37890625	4.8359375	5.58984375	4.453125	4.78515625	5.234375
CYTL1	5.19921875	5.328125	5.2734375	5.60546875	5.4375	5.546875	4.953125	5.19921875	5.55859375	6.2578125
CYYR1	7.6015625	7.4609375	7.78515625	7.8515625	7.10546875	7.9609375	9.0	7.5546875	8.7734375	7.32421875
D2HGDH	6.11328125	6.36328125	5.828125	6.15625	6.42578125	6.19140625	6.18359375	6.53515625	6.17578125	6.4765625
DAAM1	7.43359375	7.78515625	7.6875	7.640625	7.3671875	7.83203125	7.78515625	7.74609375	7.82421875	6.66796875
DAAM2	4.203125	4.4296875	4.359375	4.328125	4.109375	4.28125	4.30859375	4.2578125	4.72265625	4.20703125
DAB1	5.2734375	5.37109375	5.10546875	5.0859375	5.19921875	5.27734375	5.17578125	4.74609375	5.34765625	5.39453125
DAB2	8.296875	8.0	7.57421875	8.0390625	8.0546875	8.1953125	8.609375	8.203125	7.3125	7.08203125
DAB2IP	7.01171875	7.1796875	6.8671875	7.2421875	6.82421875	7.296875	6.73046875	7.78515625	6.671875	6.95703125
DACH1	6.35546875	6.26953125	6.546875	6.32421875	6.609375	6.12109375	6.84375	5.9296875	7.18359375	5.625
DACH2	5.3671875	5.84375	5.75	5.89453125	5.84765625	5.91015625	6.01171875	5.48046875	5.7109375	5.484375
DACT1	6.92578125	6.37890625	6.203125	6.796875	6.9453125	6.828125	6.7890625	6.55078125	6.68359375	6.66796875
DACT2	6.22265625	6.06640625	5.84765625	6.25390625	6.20703125	6.29296875	6.06640625	5.70703125	6.2109375	6.5546875
DACT3	6.953125	6.92578125	6.7109375	6.94921875	7.1640625	7.0234375	6.79296875	6.859375	6.83203125	7.53125
DAD1	12.5703125	12.3515625	12.7421875	12.4375	12.2890625	12.5625	12.625	12.46875	12.65625	12.0234375
DAG1	7.921875	8.015625	8.109375	7.98046875	7.765625	8.1796875	8.15625	8.140625	8.0078125	7.77734375
DAGLA	6.68359375	6.89453125	6.80078125	6.62890625	6.9375	7.05078125	6.49609375	6.453125	6.796875	6.70703125
DAGLB	7.61328125	7.5859375	7.79296875	7.19921875	7.18359375	7.375	7.578125	7.36328125	7.21875	7.25
DALRD3	7.4765625	7.01171875	7.59375	7.484375	6.93359375	7.5625	7.421875	7.68359375	7.40234375	7.671875
DAND5	4.70703125	4.94140625	4.625	5.16796875	4.76953125	5.0	4.34765625	4.6953125	5.03515625	5.5390625
DAO	3.5859375	2.85546875	3.236328125	3.328125	3.845703125	3.634765625	3.2109375	3.189453125	3.734375	3.890625
DAOA	2.763671875	2.98828125	2.76953125	2.595703125	2.955078125	2.859375	2.81640625	2.623046875	2.591796875	2.91796875
DAP	9.734375	9.921875	9.875	9.984375	10.40625	9.96875	10.1484375	9.9453125	10.53125	9.7890625
DAP3	8.8125	8.75	8.65625	8.7734375	9.15625	8.890625	8.9765625	8.7734375	8.6484375	8.84375
DAPK1	8.6875	8.65625	9.0859375	9.09375	9.2734375	9.0546875	8.921875	9.46875	9.2109375	8.5546875
DAPK2	7.07421875	6.96875	7.31640625	7.0390625	7.484375	7.00390625	7.18359375	6.703125	7.31640625	7.07421875
DAPK3	7.4609375	7.8125	7.53125	7.69921875	8.234375	7.55859375	7.66015625	7.3671875	7.51171875	7.69921875
DAPL1	5.54296875	5.60546875	5.578125	5.99609375	5.51953125	5.29296875	5.51171875	5.3828125	6.12109375	5.3984375
DAPP1	5.390625	5.2734375	3.90234375	3.720703125	4.015625	4.484375	4.0625	4.01953125	3.697265625	4.26171875
DARS	10.171875	9.953125	10.140625	10.0078125	10.0078125	9.9765625	10.2265625	10.1171875	9.84375	10.0
DARS2	7.82421875	7.64453125	7.796875	7.86328125	6.39453125	8.1015625	8.046875	7.7734375	7.50390625	7.50390625
DAW1	3.291015625	3.65625	3.400390625	3.322265625	3.43359375	3.67578125	3.4765625	3.529296875	3.623046875	3.58203125
DAXX	5.33203125	6.12109375	5.40625	5.87890625	3.59765625	5.2109375	4.7890625	4.9140625	3.41796875	5.35546875
DAZAP1	8.0234375	8.53125	7.9453125	7.96875	8.359375	8.265625	7.87890625	8.0859375	7.34765625	8.3984375
DAZAP2	10.5390625	10.203125	10.2890625	10.53125	11.2265625	10.140625	10.0625	10.46875	9.84375	10.390625
DAZL	4.02734375	4.50390625	4.09765625	4.64453125	4.296875	4.14453125	4.00390625	4.1171875	4.41015625	4.578125
DBF4	3.35546875	3.009765625	3.470703125	3.654296875	4.02734375	3.794921875	3.537109375	3.44140625	3.0859375	3.548828125
DBF4B	5.02734375	5.18359375	4.9609375	5.3125	4.8359375	5.15234375	5.09375	4.90625	4.75390625	5.30859375
DBH	5.625	5.609375	5.640625	5.91015625	5.5703125	5.578125	5.375	5.671875	5.76953125	5.94921875
DBI	8.9921875	8.2421875	8.953125	9.2109375	8.5546875	8.8359375	9.109375	9.453125	9.4609375	8.875
DBIL5P	4.8828125	5.12109375	5.1640625	5.49609375	4.73046875	5.05859375	4.51953125	4.61328125	4.98046875	5.32421875
DBN1	8.25	8.5703125	7.9296875	8.6953125	7.6796875	8.234375	8.328125	8.625	7.921875	8.3984375
DBNDD1	6.859375	7.0	6.8828125	7.26953125	7.23828125	7.125	6.546875	7.0546875	6.9765625	7.50390625
DBNL	8.8359375	8.6171875	8.609375	8.5546875	7.33984375	8.6328125	8.5546875	8.5078125	8.40625	8.0859375
DBP	7.359375	7.44921875	7.53515625	7.58203125	7.734375	7.265625	7.11328125	7.4765625	7.484375	7.60546875
DBR1	6.859375	6.71484375	6.9921875	6.87890625	7.12109375	6.92578125	6.9375	6.75	6.62109375	6.10546875
DBT	6.9609375	6.5625	6.93359375	7.32421875	6.38671875	6.671875	7.21875	7.47265625	7.23828125	6.43359375
DBX1	6.15625	5.96875	5.9296875	5.85546875	6.4296875	6.125	6.02734375	5.94140625	6.01171875	6.43359375
DBX2	3.0546875	3.34765625	3.142578125	3.333984375	3.396484375	3.72265625	3.23046875	3.2890625	3.205078125	3.53515625
DCAF1	8.2890625	8.328125	8.3515625	7.81640625	8.0703125	8.234375	8.609375	7.97265625	8.078125	7.5390625
DCAF10	7.65625	7.83203125	7.59765625	7.8046875	7.6328125	7.70703125	8.03125	7.8359375	7.9453125	7.46484375
DCAF11	7.93359375	7.62109375	8.3203125	8.0234375	8.078125	8.203125	8.21875	7.953125	8.078125	7.71875
DCAF12	9.46875	9.21875	9.4921875	9.3984375	9.1796875	9.46875	9.59375	9.5	9.3984375	9.046875
