gene_symbol	GSM1429399	GSM1429393	GSM1429397	GSM1429384	GSM1429383	GSM1429400	GSM1429396	GSM1429394	GSM1429385	GSM1429387	GSM1429395	GSM1429398	GSM1429392	GSM1429388	GSM1429401	GSM1429386	GSM1429390	GSM1429382	GSM1429389	GSM1429391
Noxred1	5.1015625	5.3984375	4.8984375	5.30078125	5.3984375	4.8984375	5.1015625	5.0	5.30078125	5.5	5.30078125	5.3984375	5.19921875	5.0	4.8984375	5.3984375	5.1015625	4.8984375	5.30078125	5.0
Npas1	5.8984375	5.8984375	5.6015625	5.8984375	5.8984375	5.80078125	5.69921875	5.8984375	5.8984375	5.8984375	6.1015625	5.6015625	5.80078125	5.8984375	5.5	5.80078125	5.69921875	6.0	6.30078125	5.80078125
Npas2	7.0	6.5	7.5	5.5	5.5	6.8984375	5.3984375	6.6015625	5.8984375	6.1015625	7.30078125	7.6015625	6.8984375	5.69921875	7.3984375	6.19921875	6.30078125	5.8984375	6.0	6.6015625
Npas3	5.25	5.0	5.150390625	5.099609375	5.048828125	5.201171875	5.048828125	5.05078125	5.349609375	5.19921875	5.0	5.349609375	4.94921875	5.25	5.099609375	5.150390625	5.0	5.30078125	5.298828125	5.298828125
Npas4	5.30078125	5.19921875	5.30078125	5.6015625	5.5	5.5	5.5	5.3984375	5.6015625	5.8984375	5.3984375	5.5	5.6015625	5.6015625	5.0	5.6015625	5.6015625	5.19921875	5.8984375	5.1015625
Npat	6.69921875	6.5	6.6015625	6.69921875	6.5	6.8984375	6.6015625	6.69921875	6.6015625	6.80078125	6.19921875	7.5	6.19921875	6.69921875	6.69921875	6.69921875	6.69921875	6.69921875	6.5	6.69921875
Npb	5.6015625	5.5	5.30078125	5.3984375	5.5	5.5	5.30078125	5.5	5.6015625	5.3984375	5.30078125	5.19921875	5.80078125	5.3984375	5.3984375	5.5	5.5	5.5	5.6015625	5.6015625
Npbwr1	5.30078125	5.6015625	5.19921875	5.6015625	5.3984375	5.19921875	5.1015625	5.5	5.80078125	5.5	5.30078125	5.1015625	5.30078125	5.6015625	5.0	5.30078125	5.3984375	5.6015625	5.8984375	5.30078125
Npc1	8.296875	8.1015625	8.203125	7.69921875	7.69921875	8.1015625	8.296875	7.8984375	7.80078125	7.80078125	8.1015625	8.5	8.1015625	8.0	8.203125	7.8984375	8.0	7.69921875	7.80078125	7.8984375
Npc1l1	5.5	5.6015625	5.3984375	5.5	5.80078125	5.5	5.5	5.69921875	5.80078125	5.8984375	5.5	5.30078125	5.5	5.69921875	5.5	5.80078125	5.3984375	5.69921875	5.8984375	5.5
Npc2	8.796875	8.5	8.703125	8.296875	8.203125	8.5	8.703125	8.3984375	8.203125	8.296875	8.6015625	8.296875	8.796875	8.296875	8.6015625	8.296875	8.5	8.296875	8.203125	8.6015625
Npcd	7.69921875	8.0	7.69921875	8.296875	8.296875	7.6015625	7.6015625	8.0	8.1015625	8.1015625	7.6015625	7.8984375	8.0	8.203125	7.69921875	8.203125	8.1015625	8.296875	8.203125	8.203125
Npdc1	7.80078125	8.1015625	8.0	8.296875	8.3984375	8.0	8.0	8.0	8.203125	8.203125	7.8984375	8.3984375	8.1015625	8.203125	7.8984375	8.203125	8.203125	8.3984375	8.0	8.296875
Npepl1	9.0	9.203125	8.8984375	9.296875	9.6015625	9.1015625	9.0	9.203125	9.5	9.296875	8.796875	8.8984375	9.203125	9.203125	9.0	9.296875	9.296875	9.5	9.0	9.296875
Npepps	9.3984375	9.203125	9.0	9.296875	9.296875	9.203125	9.0	9.296875	9.203125	9.3984375	9.1015625	9.6015625	9.0	9.296875	9.1015625	9.5	9.3984375	9.296875	9.296875	9.3984375
Npff	6.30078125	6.6015625	6.30078125	6.5	6.3984375	6.30078125	6.69921875	6.5	6.5	6.6015625	6.5	6.19921875	6.5	6.3984375	6.6015625	6.5	6.19921875	6.30078125	6.69921875	6.1015625
Npffr1	5.30078125	5.3984375	5.30078125	5.5	5.30078125	5.30078125	5.19921875	5.69921875	5.6015625	5.5	5.3984375	5.19921875	5.3984375	5.6015625	5.1015625	5.80078125	5.3984375	5.69921875	5.8984375	5.19921875
Npffr2	4.6015625	4.6015625	4.3984375	4.8984375	4.69921875	4.3984375	4.5	4.6015625	4.8984375	5.0	4.3984375	4.3984375	4.5	4.69921875	4.69921875	5.0	4.80078125	4.80078125	4.69921875	4.6015625
Nphp1	7.3984375	7.19921875	7.3984375	7.6015625	7.6015625	7.30078125	7.5	7.30078125	7.5	7.6015625	6.8984375	7.3984375	7.1015625	7.5	7.5	7.3984375	7.5	7.5	7.3984375	7.5
Nphp3	6.3984375	6.30078125	6.5	6.1015625	6.30078125	6.1015625	6.5	6.3984375	6.30078125	6.19921875	6.3984375	6.5	6.3984375	6.1015625	6.5	6.19921875	6.5	6.19921875	6.0	6.30078125
Nphp4	6.1015625	6.30078125	6.1015625	6.5	6.5	5.8984375	6.19921875	6.5	6.6015625	6.6015625	6.6015625	6.19921875	6.5	6.5	6.19921875	6.69921875	6.3984375	6.69921875	6.69921875	6.30078125
Nphs1	5.349609375	5.5	5.55078125	5.75	5.548828125	5.451171875	5.599609375	5.451171875	5.6484375	5.5	5.349609375	5.25	5.548828125	5.69921875	5.30078125	5.548828125	5.451171875	5.599609375	5.80078125	5.451171875
Nphs2	5.1015625	5.8984375	5.30078125	5.30078125	5.1015625	4.80078125	6.1015625	5.19921875	5.1015625	5.1015625	5.3984375	4.80078125	6.6015625	5.0	5.8984375	5.1015625	6.1015625	5.19921875	5.3984375	4.80078125
Npl	5.19921875	6.1015625	6.3984375	5.19921875	5.19921875	6.69921875	6.80078125	5.5	5.0	5.19921875	6.0	6.30078125	6.30078125	5.1015625	6.5	5.0	6.1015625	5.1015625	4.8984375	5.5
Nploc4	8.8984375	9.1015625	8.703125	9.0	9.0	8.796875	8.796875	9.1015625	9.0	8.8984375	8.796875	8.8984375	9.1015625	8.8984375	8.8984375	9.1015625	9.0	9.0	8.8984375	9.1015625
Npm1	9.1015625	8.703125	9.1015625	8.8984375	8.6015625	9.203125	9.1015625	8.8984375	8.6015625	8.796875	9.203125	9.0	9.0	8.6015625	9.203125	8.703125	9.0	8.796875	8.3984375	8.796875
Npm2	4.80078125	4.69921875	4.5	4.80078125	4.80078125	4.6015625	4.6015625	4.80078125	5.0	4.8984375	4.69921875	4.6015625	4.5	4.69921875	4.6015625	4.80078125	4.6015625	4.6015625	4.8984375	4.3984375
Npm3-ps1	6.55078125	6.349609375	6.69921875	6.55078125	6.650390625	6.201171875	6.099609375	6.44921875	6.451171875	6.548828125	6.44921875	6.1015625	6.650390625	6.5	6.5	6.349609375	6.201171875	6.400390625	6.5	6.298828125
Npn2	4.69921875	4.30078125	4.69921875	4.6015625	4.30078125	4.80078125	4.6015625	4.80078125	4.5	4.5	4.5	4.80078125	4.3984375	4.30078125	4.3984375	4.3984375	4.30078125	4.5	4.69921875	4.30078125
Npnt	8.3984375	8.1015625	8.1015625	7.3984375	7.6015625	8.1015625	8.0	7.80078125	7.30078125	7.30078125	8.796875	8.1015625	8.296875	7.3984375	7.8984375	7.6015625	8.0	7.6015625	7.5	7.80078125
Nppa	5.19921875	5.1015625	5.1015625	5.3984375	5.30078125	5.30078125	5.19921875	5.30078125	5.5	5.5	5.19921875	5.0	5.19921875	5.6015625	5.3984375	5.5	5.30078125	5.30078125	5.69921875	5.3984375
Nppb	5.19921875	4.8984375	5.0	5.3984375	5.30078125	5.30078125	5.30078125	5.19921875	5.6015625	5.3984375	5.30078125	4.8984375	5.19921875	5.69921875	4.6015625	5.5	5.30078125	5.3984375	5.80078125	4.8984375
Nppc	5.5	5.8984375	5.80078125	5.69921875	5.80078125	5.69921875	5.6015625	6.0	5.8984375	5.8984375	6.0	5.5	5.69921875	6.19921875	5.3984375	5.69921875	5.6015625	5.8984375	6.19921875	5.69921875
Npr1	7.69921875	7.6015625	7.5	7.0	7.0	7.30078125	7.8984375	7.3984375	7.19921875	7.0	8.203125	7.1015625	7.80078125	7.1015625	7.1015625	7.30078125	7.80078125	7.0	7.30078125	7.5
Npr2	7.5	7.5	7.5	7.30078125	7.30078125	7.1015625	7.80078125	7.30078125	7.3984375	7.80078125	8.1015625	7.80078125	7.5	7.5	7.1015625	7.5	7.3984375	7.30078125	7.19921875	7.3984375
Npr3	6.19921875	5.8984375	6.30078125	6.0	5.6015625	6.19921875	6.19921875	6.19921875	5.80078125	5.8984375	6.5	5.69921875	7.0	5.80078125	5.8984375	5.69921875	6.0	6.0	5.80078125	6.69921875
Nprl2	6.8984375	6.8984375	7.1015625	7.19921875	7.30078125	7.30078125	7.19921875	7.1015625	7.19921875	7.19921875	6.69921875	7.0	7.0	7.30078125	7.30078125	7.19921875	7.0	7.30078125	7.1015625	6.8984375
Nprl3	7.8984375	8.203125	8.0	8.203125	8.3984375	8.0	8.1015625	8.203125	8.296875	8.1015625	7.80078125	8.1015625	7.8984375	8.1015625	8.1015625	8.203125	8.203125	8.296875	8.1015625	8.296875
Nps	4.1015625	3.80078125	3.69921875	4.1015625	4.0	3.599609375	4.1015625	4.0	4.1015625	4.0	3.80078125	3.900390625	3.69921875	4.0	3.5	4.0	3.80078125	4.30078125	4.19921875	3.69921875
Npsr1	5.30078125	5.19921875	5.19921875	5.3984375	5.19921875	5.19921875	4.8984375	5.30078125	5.6015625	5.30078125	5.30078125	5.1015625	5.30078125	5.19921875	5.0	5.30078125	5.19921875	5.3984375	5.3984375	5.30078125
Nptn	9.296875	9.1015625	9.203125	8.8984375	8.796875	9.203125	9.296875	9.1015625	8.8984375	8.796875	9.203125	9.203125	9.296875	8.796875	9.1015625	8.796875	9.203125	8.8984375	8.703125	9.296875
Nptx1	7.0	6.30078125	6.69921875	6.8984375	7.0	6.80078125	7.19921875	6.5	6.8984375	7.5	5.8984375	6.8984375	6.30078125	7.30078125	6.69921875	7.3984375	6.69921875	7.0	7.19921875	6.6015625
Nptx2	6.1015625	6.19921875	5.6015625	6.30078125	6.5	6.1015625	6.1015625	6.30078125	6.3984375	6.30078125	6.3984375	6.0	6.5	6.30078125	5.80078125	6.3984375	6.6015625	6.69921875	6.5	6.30078125
Npvf	4.8984375	4.8984375	4.8984375	5.0	5.0	5.0	4.80078125	5.1015625	5.0	5.0	4.8984375	4.80078125	4.8984375	5.1015625	4.80078125	5.0	4.8984375	5.0	5.30078125	5.1015625
Npw	6.1015625	6.0	6.1015625	6.1015625	6.0	6.1015625	6.1015625	6.19921875	6.19921875	6.0	6.30078125	6.0	6.19921875	6.30078125	5.8984375	6.1015625	6.19921875	6.30078125	6.5	5.8984375
Npy	6.30078125	6.6015625	6.3984375	8.203125	8.5	6.5	7.19921875	7.1015625	8.1015625	8.703125	7.0	6.5	7.1015625	8.6015625	6.3984375	8.3984375	8.0	8.6015625	8.0	7.1015625
Npy1r	6.0	5.5	6.30078125	4.80078125	4.80078125	5.8984375	5.69921875	5.19921875	4.69921875	5.0	7.19921875	5.5	6.80078125	4.8984375	6.0	4.69921875	5.6015625	4.80078125	4.8984375	5.69921875
Npy2r	4.19921875	4.19921875	4.0	4.6015625	4.6015625	4.19921875	4.1015625	4.30078125	4.5	4.6015625	4.19921875	4.1015625	4.30078125	4.6015625	4.1015625	4.5	4.30078125	4.19921875	4.6015625	4.3984375
Npy4r	4.5	4.19921875	4.1015625	4.6015625	4.19921875	4.3984375	4.19921875	4.5	4.6015625	4.5	4.3984375	4.0	4.3984375	4.6015625	4.19921875	4.5	4.6015625	4.6015625	4.69921875	4.30078125
Npy5r	4.6015625	4.6015625	4.30078125	4.3984375	4.5	4.5	4.69921875	4.3984375	4.3984375	4.30078125	4.6015625	4.3984375	4.6015625	4.5	4.3984375	4.5	4.6015625	4.5	4.5	4.6015625
Npy6r	3.5	3.5	3.5	3.400390625	3.400390625	3.5	3.599609375	3.5	3.5	3.5	3.400390625	3.5	3.30078125	3.599609375	3.5	3.30078125	3.400390625	3.30078125	3.5	3.30078125
Nqo1	5.6015625	5.5	6.30078125	5.80078125	5.80078125	6.3984375	6.19921875	5.5	5.8984375	5.69921875	5.5	6.0	5.6015625	5.80078125	6.3984375	6.0	5.80078125	6.1015625	5.5	6.1015625
Nqo2	6.8984375	6.8984375	7.1015625	6.80078125	6.8984375	7.19921875	7.1015625	6.80078125	6.69921875	6.80078125	6.8984375	7.30078125	6.80078125	6.80078125	7.1015625	6.69921875	7.0	6.80078125	6.6015625	7.19921875
Nr0b1	4.5	4.30078125	4.30078125	4.5	4.30078125	4.5	4.19921875	4.69921875	4.6015625	4.6015625	4.30078125	4.30078125	4.69921875	4.6015625	4.30078125	4.5	4.5	4.5	4.6015625	4.6015625
Nr0b2	5.0	5.19921875	5.0	5.1015625	5.1015625	4.8984375	5.0	5.0	5.30078125	5.1015625	4.80078125	4.69921875	4.80078125	5.19921875	5.0	4.8984375	4.80078125	5.3984375	4.8984375	4.80078125
Nr1d1	8.6015625	8.6015625	8.1015625	8.8984375	8.6015625	8.796875	9.703125	8.203125	8.3984375	8.8984375	8.0	8.3984375	7.8984375	9.1015625	7.5	8.8984375	8.703125	8.3984375	8.8984375	9.296875
Nr1d2	8.0	8.1015625	7.80078125	8.796875	8.6015625	8.5	9.1015625	8.203125	8.3984375	8.6015625	7.8984375	8.296875	8.0	8.796875	7.69921875	8.5	8.3984375	8.5	8.5	8.6015625
Nr1h2	7.8984375	8.1015625	7.8984375	8.0	8.1015625	8.1015625	8.1015625	7.8984375	8.0	8.0	8.0	7.80078125	8.1015625	7.8984375	8.0	8.0	7.8984375	7.8984375	7.69921875	8.0
Nr1h3	6.19921875	6.30078125	6.6015625	6.30078125	6.1015625	6.6015625	6.30078125	6.19921875	6.19921875	6.0	6.3984375	6.30078125	6.30078125	6.3984375	6.3984375	6.3984375	6.30078125	6.3984375	6.3984375	6.30078125
Nr1h4	6.19921875	6.19921875	6.6015625	6.5	6.30078125	6.69921875	6.69921875	6.30078125	6.3984375	6.69921875	5.80078125	6.69921875	5.80078125	6.5	6.6015625	6.5	6.30078125	6.1015625	6.30078125	6.6015625
Nr1h5	4.0	4.1015625	3.69921875	3.80078125	3.900390625	3.80078125	3.900390625	3.900390625	4.30078125	4.0	3.80078125	4.1015625	3.80078125	4.0	3.80078125	4.0	4.0	4.1015625	4.0	4.1015625
Nr1i2	5.30078125	5.19921875	5.69921875	5.19921875	5.19921875	5.3984375	5.3984375	5.30078125	5.19921875	5.30078125	5.19921875	5.3984375	5.1015625	5.30078125	5.3984375	5.19921875	5.30078125	5.1015625	5.3984375	5.30078125
Nr1i3	4.8984375	5.30078125	5.19921875	5.30078125	5.5	5.19921875	5.19921875	5.30078125	5.3984375	5.3984375	5.30078125	4.8984375	5.30078125	5.30078125	5.19921875	5.30078125	5.3984375	5.3984375	5.6015625	5.30078125
Nr2c1	6.80078125	6.80078125	7.0	7.0	6.8984375	7.0	6.8984375	7.0	7.0	6.8984375	7.0	7.30078125	6.69921875	6.8984375	7.0	6.80078125	6.8984375	7.0	6.69921875	6.8984375
Nr2c2	8.5	8.296875	8.3984375	8.3984375	8.296875	8.6015625	8.296875	8.3984375	8.296875	8.5	8.1015625	8.6015625	8.1015625	8.5	8.5	8.5	8.3984375	8.3984375	8.5	8.5
Nr2c2ap	6.6015625	6.6015625	6.5	6.80078125	6.80078125	6.69921875	6.5	6.69921875	6.8984375	6.5	6.19921875	6.3984375	6.69921875	6.5	6.6015625	6.8984375	6.69921875	7.0	6.69921875	6.6015625
Nr2e1	5.0	5.0	4.8984375	5.1015625	5.0	4.8984375	4.80078125	5.19921875	5.3984375	4.8984375	4.8984375	4.6015625	5.1015625	5.1015625	5.0	5.19921875	4.8984375	5.30078125	5.3984375	5.1015625
Nr2e3	5.5	5.3984375	5.3984375	5.3984375	5.6015625	5.30078125	5.19921875	5.5	5.80078125	5.6015625	5.5	5.3984375	5.3984375	5.6015625	5.30078125	5.6015625	5.30078125	5.6015625	5.80078125	5.19921875
Nr2f1	5.30078125	5.1015625	5.0	4.80078125	4.8984375	4.80078125	5.0	4.69921875	4.8984375	4.8984375	5.30078125	4.80078125	5.3984375	4.69921875	4.8984375	5.0	5.0	5.1015625	5.0	4.80078125
Nr2f2	9.0	8.1015625	8.6015625	6.19921875	6.3984375	8.1015625	8.203125	7.69921875	6.30078125	6.0	9.5	8.203125	8.8984375	6.3984375	8.1015625	6.3984375	7.69921875	6.30078125	6.19921875	8.0
Nr2f6	7.1015625	7.3984375	7.1015625	7.5	7.3984375	7.1015625	7.19921875	7.3984375	7.3984375	7.30078125	7.19921875	7.0	7.3984375	7.5	7.1015625	7.5	7.30078125	7.5	7.3984375	7.30078125
Nr3c1	8.3984375	8.296875	8.3984375	8.3984375	8.1015625	8.3984375	8.3984375	8.3984375	8.203125	8.5	8.5	8.5	8.203125	8.5	8.5	8.5	8.3984375	8.203125	8.3984375	8.6015625
Nr3c2	7.0	6.69921875	6.6015625	6.80078125	6.8984375	6.80078125	7.0	6.80078125	6.80078125	7.1015625	6.8984375	7.30078125	6.6015625	7.1015625	6.80078125	7.0	7.0	6.69921875	6.80078125	7.19921875
Nr4a1	7.5	7.19921875	7.8984375	7.0	6.8984375	7.5	7.1015625	7.1015625	7.3984375	7.6015625	7.3984375	7.1015625	8.0	7.6015625	7.30078125	7.3984375	7.69921875	7.0	7.3984375	7.1015625
Nr4a2	6.80078125	6.69921875	6.3984375	6.3984375	6.3984375	6.6015625	6.19921875	6.80078125	6.6015625	6.5	6.3984375	6.6015625	6.80078125	6.5	6.30078125	6.3984375	6.5	6.69921875	6.5	6.69921875
Nr4a3	5.69921875	5.1015625	5.0	4.80078125	4.69921875	5.1015625	4.80078125	5.1015625	4.8984375	4.69921875	5.19921875	4.8984375	5.30078125	4.80078125	5.19921875	4.80078125	4.8984375	5.0	5.0	5.30078125
Nr5a1	5.6015625	5.80078125	5.5	5.69921875	5.80078125	5.6015625	5.3984375	5.8984375	5.8984375	5.80078125	5.80078125	5.6015625	5.80078125	5.80078125	5.69921875	5.80078125	5.80078125	5.8984375	5.8984375	6.0
Nr5a2	5.0	5.1015625	5.19921875	5.1015625	5.30078125	5.1015625	4.8984375	5.1015625	5.1015625	5.3984375	4.8984375	5.30078125	5.0	5.30078125	5.0	5.30078125	5.0	5.19921875	5.3984375	4.8984375
Nr6a1	6.5	6.6015625	6.5	6.6015625	6.6015625	6.5	6.69921875	6.69921875	6.8984375	7.0	6.3984375	6.8984375	6.5	6.8984375	6.6015625	7.0	6.6015625	6.69921875	6.80078125	6.5
Nradd	6.80078125	6.5	6.69921875	6.6015625	6.30078125	6.30078125	6.80078125	6.69921875	6.69921875	6.6015625	6.69921875	6.19921875	6.69921875	6.6015625	6.3984375	6.5	6.6015625	6.69921875	6.69921875	6.30078125
Nrap	5.1015625	5.30078125	5.1015625	5.19921875	5.30078125	5.1015625	5.1015625	5.30078125	5.30078125	5.19921875	5.19921875	5.1015625	5.19921875	5.5	5.0	5.1015625	5.19921875	5.3984375	5.6015625	5.1015625
Nrarp	5.19921875	5.69921875	5.1015625	5.80078125	5.8984375	5.1015625	5.19921875	5.5	5.69921875	5.6015625	5.8984375	5.1015625	5.19921875	5.6015625	5.5	5.5	4.8984375	5.80078125	5.5	5.6015625
Nras	7.5	7.19921875	7.19921875	7.19921875	7.1015625	7.30078125	7.30078125	7.1015625	7.0	7.1015625	7.3984375	7.30078125	7.3984375	7.0	7.3984375	6.8984375	7.0	6.8984375	6.80078125	7.1015625
Nrbf2	7.932291666666667	7.901041666666667	7.8671875	8.067708333333334	7.966145833333333	7.700520833333333	7.66796875	7.8671875	7.8671875	8.135416666666666	7.799479166666667	7.8671875	8.166666666666666	8.033854166666666	7.765625	8.033854166666666	7.8671875	8.033854166666666	8.033854166666666	7.966145833333333
Nrbp1	8.3984375	8.5	8.6015625	8.3984375	8.5	8.6015625	8.5	8.296875	8.6015625	8.3984375	8.703125	8.6015625	8.6015625	8.5	8.3984375	8.5	8.5	8.5	8.203125	8.5
Nrbp2	7.5	7.30078125	7.5	7.3984375	7.6015625	7.5	7.69921875	7.30078125	7.3984375	7.3984375	7.8984375	7.8984375	7.6015625	7.5	7.30078125	7.3984375	7.5	7.5	7.30078125	7.3984375
Nrcam	6.0	6.1015625	6.1015625	5.69921875	5.6015625	6.6015625	6.5	6.1015625	6.0	6.19921875	6.0	6.30078125	5.8984375	6.1015625	6.0	6.19921875	6.19921875	5.69921875	6.0	6.3984375
Nrd1	9.296875	9.6015625	9.296875	9.5	9.5	9.5	9.296875	9.6015625	9.6015625	9.6015625	9.5	9.796875	9.3984375	9.5	9.5	9.6015625	9.6015625	9.6015625	9.5	9.6015625
Nrde2	7.3984375	7.0	7.5	7.19921875	7.30078125	7.6015625	7.3984375	7.1015625	7.19921875	7.30078125	7.1015625	7.3984375	7.0	7.30078125	7.6015625	7.19921875	7.19921875	7.30078125	7.0	7.6015625
Nrep	7.69921875	7.6015625	8.296875	7.69921875	7.5	8.203125	7.8984375	7.3984375	7.30078125	7.80078125	7.6015625	8.0	7.1015625	7.8984375	8.296875	7.80078125	7.69921875	7.30078125	7.80078125	7.6015625
Nrf1	6.5	6.5	6.5	6.6015625	6.6015625	6.80078125	6.69921875	6.6015625	6.6015625	6.80078125	6.6015625	6.69921875	6.6015625	6.8984375	6.6015625	6.69921875	6.6015625	6.69921875	6.69921875	6.6015625
Nrg1	5.69921875	5.8984375	5.80078125	5.69921875	5.6015625	6.0	5.8984375	5.6015625	5.5	5.6015625	5.8984375	5.8984375	6.0	5.80078125	5.80078125	5.6015625	5.6015625	5.6015625	5.80078125	5.6015625
Nrg2	5.80078125	6.0	5.69921875	5.8984375	6.1015625	5.8984375	5.8984375	6.19921875	6.30078125	6.1015625	6.19921875	5.69921875	6.1015625	5.8984375	5.80078125	6.0	6.1015625	5.8984375	6.1015625	6.0
Nrg3	4.6015625	4.80078125	4.5	4.6015625	4.69921875	4.6015625	4.69921875	4.8984375	4.80078125	4.69921875	4.6015625	4.3984375	4.3984375	4.69921875	4.3984375	5.0	4.5	4.80078125	5.0	4.69921875
Nrg4	4.3984375	4.3984375	4.6015625	4.30078125	4.5	4.5	4.3984375	4.1015625	4.5	4.6015625	4.30078125	4.5	4.19921875	4.30078125	4.30078125	4.3984375	4.3984375	4.5	4.5	4.30078125
Nrgn	6.19921875	6.1015625	6.0	6.30078125	6.1015625	6.1015625	6.0	6.1015625	6.19921875	5.8984375	6.30078125	5.8984375	6.1015625	6.30078125	6.0	6.19921875	6.3984375	6.30078125	6.19921875	6.30078125
Nrip1	7.5	7.30078125	7.30078125	6.8984375	7.0	7.5	7.30078125	7.0	6.69921875	7.19921875	7.5	7.5	7.3984375	7.19921875	7.3984375	7.0	7.0	6.80078125	6.8984375	7.1015625
Nrip2	5.8984375	5.8984375	5.80078125	6.0	6.19921875	6.0	5.69921875	6.0	6.1015625	6.1015625	5.8984375	5.6015625	6.0	6.1015625	5.69921875	6.19921875	5.80078125	6.30078125	6.19921875	6.0
Nrip3	5.5	5.19921875	5.3984375	5.5	5.69921875	5.3984375	5.69921875	5.30078125	5.5	5.80078125	5.1015625	5.30078125	5.19921875	5.3984375	5.3984375	5.3984375	5.30078125	5.69921875	5.6015625	5.30078125
Nrk	5.19921875	4.8984375	5.19921875	4.80078125	4.80078125	4.8984375	4.6015625	4.8984375	4.80078125	4.6015625	5.6015625	4.80078125	4.8984375	4.80078125	4.8984375	4.69921875	4.80078125	4.8984375	5.0	4.80078125
Nrl	4.8984375	4.80078125	4.8984375	4.8984375	5.30078125	4.6015625	5.1015625	5.1015625	5.19921875	4.8984375	5.0	4.6015625	4.8984375	5.19921875	4.80078125	5.19921875	4.69921875	4.8984375	5.30078125	4.8984375
Nrm	6.19921875	6.3984375	5.5	6.30078125	6.1015625	6.0	5.8984375	6.1015625	6.30078125	6.0	6.30078125	5.80078125	6.30078125	6.0	5.69921875	5.80078125	6.19921875	6.5	5.80078125	6.5
Nrn1	5.1015625	5.1015625	4.6015625	5.3984375	5.5	4.8984375	4.8984375	4.8984375	4.8984375	5.30078125	4.8984375	4.69921875	5.0	5.3984375	4.80078125	5.19921875	4.80078125	5.30078125	5.30078125	5.1015625
Nrn1l	6.19921875	6.19921875	6.0	6.19921875	6.19921875	5.8984375	5.8984375	6.3984375	6.5	6.30078125	6.30078125	6.0	6.3984375	6.3984375	5.8984375	6.1015625	6.30078125	6.3984375	6.5	6.0
Nrp	6.69921875	6.8984375	6.5	6.69921875	7.0	6.69921875	6.6015625	6.8984375	6.8984375	6.80078125	6.8984375	6.80078125	6.8984375	6.80078125	6.69921875	6.69921875	6.69921875	6.80078125	6.80078125	6.6015625
Nrp1	8.0	7.8984375	7.80078125	7.80078125	7.69921875	7.6015625	8.203125	7.30078125	7.3984375	8.0	8.5	7.3984375	8.5	8.0	7.80078125	7.8984375	6.80078125	7.80078125	7.69921875	7.69921875
Nrp2	7.3984375	6.8984375	7.1015625	5.8984375	5.8984375	6.69921875	7.0	6.5	5.80078125	5.80078125	8.296875	6.6015625	7.69921875	6.19921875	6.5	6.0	6.30078125	6.0	6.0	6.69921875
Nrros	6.5	6.30078125	6.0	5.5	5.30078125	6.1015625	6.1015625	6.0	5.19921875	5.6015625	6.3984375	5.80078125	6.69921875	5.19921875	6.1015625	5.30078125	5.69921875	5.19921875	5.19921875	5.80078125
Nrsn1	6.5	6.1015625	7.3984375	7.19921875	7.80078125	6.80078125	6.8984375	6.30078125	7.1015625	8.0	5.80078125	7.0	5.8984375	7.8984375	7.19921875	7.3984375	6.30078125	7.80078125	7.1015625	6.80078125
Nrsn2	6.0	6.1015625	6.1015625	6.3984375	6.5	5.8984375	5.8984375	6.19921875	6.6015625	6.6015625	6.30078125	5.8984375	6.0	6.69921875	6.1015625	6.30078125	6.19921875	6.5	6.6015625	6.19921875
Nrtn	7.30078125	7.3984375	7.19921875	7.19921875	7.19921875	7.19921875	6.8984375	7.3984375	7.5	7.0	7.1015625	6.69921875	7.6015625	7.3984375	7.1015625	7.19921875	7.30078125	7.3984375	7.30078125	7.3984375
Nrxn1	8.0	7.80078125	7.8984375	7.69921875	7.69921875	7.80078125	8.203125	7.80078125	7.69921875	8.1015625	7.5	8.3984375	7.5	8.0	8.0	8.0	8.0	7.6015625	8.0	7.80078125
Nrxn2	6.19921875	6.3984375	6.0	6.19921875	6.30078125	6.0	6.0	6.3984375	6.19921875	6.30078125	6.3984375	6.0	6.19921875	6.3984375	5.8984375	6.19921875	6.30078125	6.30078125	6.19921875	6.30078125
Nrxn3	5.1015625	5.1015625	5.30078125	5.5	5.30078125	5.30078125	5.19921875	5.3984375	5.5	5.5	5.3984375	5.1015625	5.1015625	5.3984375	5.30078125	5.5	5.19921875	5.5	5.5	5.3984375
Nsa2	8.1748046875	7.650390625	8.1259765625	7.826171875	7.7509765625	8.0751953125	8.0751953125	7.849609375	7.724609375	7.8740234375	7.69921875	7.724609375	7.6748046875	7.8251953125	8.1259765625	7.6494140625	7.7763671875	7.7509765625	7.7744140625	7.9501953125
Nsd1	8.703125	8.5	8.6015625	8.5	8.296875	8.5	8.5	8.5	8.296875	8.5	8.5	8.8984375	8.3984375	8.296875	8.5	8.3984375	8.5	8.296875	8.3984375	8.5
Nsdhl	7.5	7.19921875	7.69921875	7.3984375	7.19921875	8.203125	7.6015625	7.19921875	7.19921875	7.5	7.1015625	8.296875	6.8984375	7.30078125	7.8984375	7.5	7.3984375	7.6015625	7.19921875	7.5
Nsf	8.796875	8.796875	8.8984375	9.0	8.8984375	9.1015625	8.703125	8.8984375	8.796875	8.8984375	8.3984375	9.203125	8.6015625	8.8984375	9.203125	8.8984375	8.8984375	9.0	8.796875	9.0
